Geneid	RNA STAR on 1MKCl3: mapped.bam
gene-DEHA2B05280g	2159
gene-DEHA2B05302g	2035
gene-DEHA2B05324r	0
gene-DEHA2B05346r	0
gene-DEHA2B05368g	3080
gene-DEHA2B05390g	14667
gene-DEHA2B05412g	14724
gene-DEHA2B05434g	686
gene-DEHA2B05456r	1
gene-DEHA2B05478g	8222
gene-DEHA2B05500g	2424
gene-DEHA2B05522g	2904
gene-DEHA2B05544g	8540
gene-DEHA2B05566g	1720
gene-DEHA2B05588g	1686
gene-DEHA2B05610g	7918
gene-DEHA2B05632g	3540
gene-DEHA2B05654g	1627
gene-DEHA2B05676g	5954
gene-DEHA2B05698g	2682
gene-DEHA2B05720g	3374
gene-DEHA2B05742g	8257
gene-DEHA2B05764g	33300
gene-DEHA2B05786g	81
gene-DEHA2B05808g	1305
gene-DEHA2B05830g	1856
gene-DEHA2B05852g	1371
gene-DEHA2B05874g	5451
gene-DEHA2B05896g	9836
gene-DEHA2B05918g	5581
gene-DEHA2B05940g	43
gene-DEHA2B05962g	3743
gene-DEHA2B05984g	4253
gene-DEHA2B06006g	2537
gene-DEHA2B06028g	3057
gene-DEHA2B06050g	8833
gene-DEHA2B06072g	3916
gene-DEHA2B06094g	18834
gene-DEHA2B06116g	775
gene-DEHA2B06138g	1323
gene-DEHA2B06160g	3549
gene-DEHA2B06182g	3446
gene-DEHA2B06204g	5286
gene-DEHA2B06226g	14123
gene-DEHA2B06248g	2097
gene-DEHA2B06270g	5049
gene-DEHA2B06292g	1228
gene-DEHA2B06314r	0
gene-DEHA2B06336g	5365
gene-DEHA2B06358g	7184
gene-DEHA2B06380g	1600
gene-DEHA2B06402g	3349
gene-DEHA2B06424g	1417
gene-DEHA2B06446g	22889
gene-DEHA2B06468r	3
gene-DEHA2B06490g	7334
gene-DEHA2B06512g	3540
gene-DEHA2B06534g	67
gene-DEHA2B06556g	4629
gene-DEHA2B06578g	2719
gene-DEHA2B06600g	9461
gene-DEHA2B06622g	1396
gene-DEHA2B06644g	3759
gene-DEHA2B06666g	1106
gene-DEHA2B06688r	0
gene-DEHA2B06710g	4727
gene-DEHA2B06732g	11331
gene-DEHA2B06754g	2732
gene-DEHA2B06776g	1639
gene-DEHA2B06798g	3216
gene-DEHA2B06820g	2317
gene-DEHA2B06842g	3893
gene-DEHA2B06864g	2996
gene-DEHA2B06886g	2832
gene-DEHA2B06908g	4574
gene-DEHA2B06930g	82
gene-DEHA2B06952g	12
gene-DEHA2B06974g	18
gene-DEHA2B06996g	531
gene-DEHA2B07018g	3072
gene-DEHA2B07040g	21101
gene-DEHA2B07062g	19374
gene-DEHA2B07084g	3676
gene-DEHA2B07106g	12291
gene-DEHA2B07128g	4053
gene-DEHA2B07150g	4032
gene-DEHA2B07172g	4997
gene-DEHA2B07194g	6971
gene-DEHA2B07216g	3689
gene-DEHA2B07238g	7035
gene-DEHA2B07260g	3817
gene-DEHA2B07282g	4236
gene-DEHA2B07304g	10777
gene-DEHA2B07326g	2574
gene-DEHA2B07348g	121
gene-DEHA2B07370g	8503
gene-DEHA2B07392g	1540
gene-DEHA2B07414g	3278
gene-DEHA2B07436g	1353
gene-DEHA2B07458g	1943
gene-DEHA2B07480g	863
gene-DEHA2B07502g	5045
gene-DEHA2B07524g	7829
gene-DEHA2B07546g	13636
gene-DEHA2B07568g	3315
gene-DEHA2B07590g	658
gene-DEHA2B07612g	3234
gene-DEHA2B07634g	7432
gene-DEHA2B07656g	8787
gene-DEHA2B07678g	633
gene-DEHA2B07700g	5700
gene-DEHA2B07722g	9249
gene-DEHA2B07744g	279
gene-DEHA2B07766r	0
gene-DEHA2B07788g	6557
gene-DEHA2B07810g	3837
gene-DEHA2B07832g	8
gene-DEHA2B07854g	3981
gene-DEHA2B07876g	2968
gene-DEHA2B07898g	2960
gene-DEHA2B07920g	8980
gene-DEHA2B07942g	1035
gene-DEHA2B07964g	15366
gene-DEHA2B07986g	10736
gene-DEHA2B08008g	4064
gene-DEHA2B08030g	1575
gene-DEHA2B08052g	5761
gene-DEHA2B08074g	423
gene-DEHA2B08096g	9030
gene-DEHA2B08118g	6935
gene-DEHA2B08140g	44661
gene-DEHA2B08162g	14
gene-DEHA2B08184g	3215
gene-DEHA2B08206g	2487
gene-DEHA2B08228g	5045
gene-DEHA2B08250g	1600
gene-DEHA2B08272g	2087
gene-DEHA2B08294g	4228
gene-DEHA2B08316g	1571
gene-DEHA2B08338g	1471
gene-DEHA2B08360g	2080
gene-DEHA2B08382g	5796
gene-DEHA2B08404g	1921
gene-DEHA2B08426g	1992
gene-DEHA2B08448g	2409
gene-DEHA2B08470r	28
gene-DEHA2B08492g	5677
gene-DEHA2B08514g	58
gene-DEHA2B08536g	1191
gene-DEHA2B08558g	1564
gene-DEHA2B08580g	1196
gene-DEHA2B08602g	1393
gene-DEHA2B08624g	179
gene-DEHA2B08646g	3766
gene-DEHA2B08668g	410
gene-DEHA2B08690g	1659
gene-DEHA2B08712r	2
gene-DEHA2B08734g	3132
gene-DEHA2B08756g	2819
gene-DEHA2B08778g	3304
gene-DEHA2B08800g	2114
gene-DEHA2B08822g	4061
gene-DEHA2B08844g	3010
gene-DEHA2B08866g	3991
gene-DEHA2B08888g	2452
gene-DEHA2B08910g	4800
gene-DEHA2B08932g	6944
gene-DEHA2B08954g	2188
gene-DEHA2B08976r	0
gene-DEHA2B08998g	14
gene-DEHA2B09020g	51
gene-DEHA2B09086r	10
gene-DEHA2B09108r	0
gene-DEHA2B09130r	0
gene-DEHA2B09152r	5
gene-DEHA2B09174r	2
gene-DEHA2B09196g	874
gene-DEHA2B09218g	6084
gene-DEHA2B09240g	11999
gene-DEHA2B09262g	1907
gene-DEHA2B09284g	3333
gene-DEHA2B09306g	7481
gene-DEHA2B09328g	455
gene-DEHA2B09350g	5960
gene-DEHA2B09372g	7242
gene-DEHA2B09394g	3837
gene-DEHA2B09416g	3323
gene-DEHA2B09438g	1443
gene-DEHA2B09460g	4749
gene-DEHA2B09482g	2886
gene-DEHA2B09504g	2692
gene-DEHA2B09526g	16162
gene-DEHA2B09548g	2756
gene-DEHA2B09570g	9452
gene-DEHA2B09592g	219
gene-DEHA2B09614g	2022
gene-DEHA2B09636g	1565
gene-DEHA2B09658g	16513
gene-DEHA2B09680g	13955
gene-DEHA2B09702g	5545
gene-DEHA2B09724g	4043
gene-DEHA2B09746g	2914
gene-DEHA2B09768g	2397
gene-DEHA2B09790g	81
gene-DEHA2B09812g	47
gene-DEHA2B09834g	3282
gene-DEHA2B09856g	6292
gene-DEHA2B09878g	237
gene-DEHA2B09900g	1226
gene-DEHA2B09922g	15094
gene-DEHA2B09944g	7970
gene-DEHA2B09966g	1222
gene-DEHA2B09988g	16999
gene-DEHA2B10010g	8837
gene-DEHA2B10032g	21553
gene-DEHA2B10054g	47
gene-DEHA2B10076g	2892
gene-DEHA2B10098g	3261
gene-DEHA2B10120g	6069
gene-DEHA2B10142g	8183
gene-DEHA2B10164g	360
gene-DEHA2B10186g	7525
gene-DEHA2B10208g	2906
gene-DEHA2B10230g	3160
gene-DEHA2B10252g	11111
gene-DEHA2B10274g	968
gene-DEHA2B10296g	3095
gene-DEHA2B10318g	5631
gene-DEHA2B10340g	279
gene-DEHA2B10362g	1815
gene-DEHA2B10384g	2505
gene-DEHA2B10406g	1630
gene-DEHA2B10428g	343
gene-DEHA2B10450g	11627
gene-DEHA2B10472g	6415
gene-DEHA2B10494g	7073
gene-DEHA2B10516g	52
gene-DEHA2B10538g	4953
gene-DEHA2B10560g	6830
gene-DEHA2B10582g	2010
gene-DEHA2B10604g	367
gene-DEHA2B10626g	4414
gene-DEHA2B10648g	3439
gene-DEHA2B10670g	2177
gene-DEHA2B10692g	1551
gene-DEHA2B10714g	515
gene-DEHA2B10736g	1394
gene-DEHA2B10758g	1683
gene-DEHA2B10780g	2521
gene-DEHA2B10802g	3422
gene-DEHA2B10824g	3476
gene-DEHA2B10846g	10219
gene-DEHA2B10868g	835
gene-DEHA2B10890g	3237
gene-DEHA2B10912g	4361
gene-DEHA2B10934g	1245
gene-DEHA2B10956g	2146
gene-DEHA2B10978g	1834
gene-DEHA2B11000g	8949
gene-DEHA2B11022g	24178
gene-DEHA2B11044g	8951
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2852
gene-DEHA2B11110g	350
gene-DEHA2B11132r	0
gene-DEHA2B11154r	0
gene-DEHA2B11176g	2987
gene-DEHA2B11198r	0
gene-DEHA2B11220g	6160
gene-DEHA2B11242g	5745
gene-DEHA2B11264g	4045
gene-DEHA2B11286g	9081
gene-DEHA2B11308g	1712
gene-DEHA2B11330g	8257
gene-DEHA2B11352g	4411
gene-DEHA2B11374g	10
gene-DEHA2B11396g	129
gene-DEHA2B11418g	12
gene-DEHA2B11440g	3819
gene-DEHA2B11462g	15657
gene-DEHA2B11484g	2116
gene-DEHA2B11506g	2741
gene-DEHA2B11528g	5255
gene-DEHA2B11550g	9537
gene-DEHA2B11572g	3352
gene-DEHA2B11594g	4204
gene-DEHA2B11616g	7872
gene-DEHA2B11638g	4096
gene-DEHA2B11660g	2783
gene-DEHA2B11682g	368
gene-DEHA2B11704g	3
gene-DEHA2B11726g	152
gene-DEHA2B11748g	1731
gene-DEHA2B11770g	1483
gene-DEHA2B11792g	2581
gene-DEHA2B11814g	1674
gene-DEHA2B11836g	4620
gene-DEHA2B11858g	1080
gene-DEHA2B11880g	14019
gene-DEHA2B11902g	4748
gene-DEHA2B11924g	2934
gene-DEHA2B11946g	4230
gene-DEHA2B11968g	10415
gene-DEHA2B11990g	4180
gene-DEHA2B12012g	6925
gene-DEHA2B12034g	6083
gene-DEHA2B12056g	2301
gene-DEHA2B12078g	12318
gene-DEHA2B12100g	10024
gene-DEHA2B12122g	3892
gene-DEHA2B12144g	2559
gene-DEHA2B12166g	3767
gene-DEHA2B12188g	30798
gene-DEHA2B12210g	68
gene-DEHA2B12232g	258
gene-DEHA2B12254g	82
gene-DEHA2B12276g	408
gene-DEHA2B12298g	3490
gene-DEHA2B12320g	1961
gene-DEHA2B12342g	1800
gene-DEHA2B12364g	4724
gene-DEHA2B12386g	9152
gene-DEHA2B12408g	10405
gene-DEHA2B12430g	8945
gene-DEHA2B12452g	5440
gene-DEHA2B12474g	7524
gene-DEHA2B12496g	3897
gene-DEHA2B12518g	3916
gene-DEHA2B12540g	6216
gene-DEHA2B12562g	2036
gene-DEHA2B12584g	6681
gene-DEHA2B12787g	240
gene-DEHA2B12870g	1879
gene-DEHA2B12892g	99
gene-DEHA2B12914g	0
gene-DEHA2B12936g	3
gene-DEHA2B12958g	261
gene-DEHA2B12980g	5874
gene-DEHA2B13002g	2848
gene-DEHA2B13024g	2063
gene-DEHA2B13046g	2928
gene-DEHA2B13068g	133
gene-DEHA2B13090g	15267
gene-DEHA2B13112g	213
gene-DEHA2B13134g	6075
gene-DEHA2B13156g	6096
gene-DEHA2B13178g	14372
gene-DEHA2B13200g	896
gene-DEHA2B13222g	94
gene-DEHA2B13244g	403
gene-DEHA2B13266g	1
gene-DEHA2B13288g	3880
gene-DEHA2B13310g	2062
gene-DEHA2B13332g	3271
gene-DEHA2B13354g	5794
gene-DEHA2B13376g	1769
gene-DEHA2B13398g	1450
gene-DEHA2B13420g	3756
gene-DEHA2B13442g	9534
gene-DEHA2B13464g	1212
gene-DEHA2B13486g	370
gene-DEHA2B13508g	883
gene-DEHA2B13530g	4275
gene-DEHA2B13552g	3337
gene-DEHA2B13574g	3433
gene-DEHA2B13596g	1770
gene-DEHA2B13618g	1280
gene-DEHA2B13640g	14654
gene-DEHA2B13662g	34444
gene-DEHA2B13684g	3680
gene-DEHA2B13706g	1538
gene-DEHA2B13728g	14175
gene-DEHA2B13750g	2326
gene-DEHA2B13772g	997
gene-DEHA2B13794g	1126
gene-DEHA2B13816g	24
gene-DEHA2B13838g	1176
gene-DEHA2B13860g	12785
gene-DEHA2B13882g	3492
gene-DEHA2B13904g	539
gene-DEHA2B13926g	3338
gene-DEHA2B13948g	5051
gene-DEHA2B13970g	7113
gene-DEHA2B13992g	903
gene-DEHA2B14014g	40
gene-DEHA2B14058g	98
gene-DEHA2B14080g	4356
gene-DEHA2B14102g	1299
gene-DEHA2B14124g	1334
gene-DEHA2B14146g	1273
gene-DEHA2B14168g	1434
gene-DEHA2B14190g	6386
gene-DEHA2B14212g	33627
gene-DEHA2B14234g	3
gene-DEHA2B14256g	95
gene-DEHA2B14278g	5932
gene-DEHA2B14300g	1964
gene-DEHA2B14322g	8317
gene-DEHA2B14344g	19439
gene-DEHA2B14366g	9054
gene-DEHA2B14377g	3686
gene-DEHA2B14388g	1986
gene-DEHA2B14410g	4037
gene-DEHA2B14432g	3441
gene-DEHA2B14454g	14351
gene-DEHA2B14476g	6233
gene-DEHA2B14498g	94
gene-DEHA2B14520g	2459
gene-DEHA2B14542g	4432
gene-DEHA2B14564g	45836
gene-DEHA2B14586g	68
gene-DEHA2B14608g	3042
gene-DEHA2B14630g	470
gene-DEHA2B14652g	1582
gene-DEHA2B14674g	1580
gene-DEHA2B14696g	2304
gene-DEHA2B14718g	6226
gene-DEHA2B14740g	40346
gene-DEHA2B14762g	3
gene-DEHA2B14784g	1986
gene-DEHA2B14806g	3105
gene-DEHA2B14828g	12802
gene-DEHA2B14850g	4440
gene-DEHA2B14872g	1494
gene-DEHA2B14894g	1439
gene-DEHA2B14916g	4184
gene-DEHA2B14938g	16427
gene-DEHA2B14960g	2649
gene-DEHA2B14982g	7869
gene-DEHA2B15004g	3364
gene-DEHA2B15026g	889
gene-DEHA2B15048g	3799
gene-DEHA2B15070g	5946
gene-DEHA2B15092g	1960
gene-DEHA2B15114g	2495
gene-DEHA2B15136g	7360
gene-DEHA2B15158g	1195
gene-DEHA2B15180g	14455
gene-DEHA2B15202g	146
gene-DEHA2B15224g	6279
gene-DEHA2B15246g	146
gene-DEHA2B15268g	29047
gene-DEHA2B15290g	9
gene-DEHA2B15312g	31
gene-DEHA2B15334g	14422
gene-DEHA2B15356g	1222
gene-DEHA2B15378g	5461
gene-DEHA2B15400g	773
gene-DEHA2B15422g	1769
gene-DEHA2B15444g	4589
gene-DEHA2B15466g	1391
gene-DEHA2B15488g	9322
gene-DEHA2B15510g	1743
gene-DEHA2B15532g	2974
gene-DEHA2B15554g	3225
gene-DEHA2B15576g	1679
gene-DEHA2B15598g	3404
gene-DEHA2B15620g	24150
gene-DEHA2B15642g	12742
gene-DEHA2B15664g	936
gene-DEHA2B15686g	9236
gene-DEHA2B15708g	6809
gene-DEHA2B15730g	74
gene-DEHA2B15752g	374
gene-DEHA2B15774g	1270
gene-DEHA2B15796g	2107
gene-DEHA2B15818g	9239
gene-DEHA2B15840g	196
gene-DEHA2B15862g	7147
gene-DEHA2B15884g	3075
gene-DEHA2B15906g	228
gene-DEHA2B15928g	83363
gene-DEHA2B15950g	39
gene-DEHA2B15972g	11813
gene-DEHA2B15994g	25335
gene-DEHA2B16016g	112
gene-DEHA2B16038g	1276
gene-DEHA2B16060g	690
gene-DEHA2B16082g	1069
gene-DEHA2B16104g	539
gene-DEHA2B16126g	1267
gene-DEHA2B16148g	2703
gene-DEHA2B16170g	10846
gene-DEHA2B16192g	9472
gene-DEHA2B16214g	5510
gene-DEHA2B16236g	3175
gene-DEHA2B16258g	724
gene-DEHA2B16280g	80
gene-DEHA2B16302g	3
gene-DEHA2B16324g	0
gene-DEHA2B16346g	14052
gene-DEHA2B16368g	659
gene-DEHA2B16390g	6
gene-DEHA2B16412g	2675
gene-DEHA2B16434g	6079
gene-DEHA2B16456g	10744
gene-DEHA2B16478g	33450
gene-DEHA2B16500g	6694
gene-DEHA2B16522g	35
gene-DEHA2B16544g	8
gene-DEHA2B16566g	41
gene-DEHA2B16588g	71
gene-DEHA2B16610g	2111
gene-DEHA2B16632g	9
gene-DEHA2B16654g	0
gene-DEHA2B16676g	1591
gene-DEHA2B16698g	126
gene-DEHA2B16720g	4717
gene-DEHA2B16742g	1056
gene-DEHA2C00099g	8
gene-DEHA2C00110g	4239
gene-DEHA2C00132g	9
gene-DEHA2C00154g	2977
gene-DEHA2C00176g	34
gene-DEHA2C00198g	4161
gene-DEHA2C00220g	25515
gene-DEHA2C00242g	2047
gene-DEHA2C00264g	2954
gene-DEHA2C00286g	661
gene-DEHA2C00297g	23
gene-DEHA2C00308g	512
gene-DEHA2C00330g	247
gene-DEHA2C00352g	1592
gene-DEHA2C00374g	365
gene-DEHA2C00396g	124
gene-DEHA2C00418g	69
gene-DEHA2C00440g	145
gene-DEHA2C00484g	584
gene-DEHA2C00506g	134
gene-DEHA2C00528g	123
gene-DEHA2C00594g	5668
gene-DEHA2C00616g	42237
gene-DEHA2C00638g	8219
gene-DEHA2C00660g	630
gene-DEHA2C00682g	782
gene-DEHA2C00704g	4077
gene-DEHA2C00726g	203
gene-DEHA2C00748g	1291
gene-DEHA2C00770g	2
gene-DEHA2C00792g	1450
gene-DEHA2C00814g	117
gene-DEHA2C00836g	2356
gene-DEHA2C00858g	878
gene-DEHA2C00880g	481
gene-DEHA2C00902g	198
gene-DEHA2C00924g	335
gene-DEHA2C00946g	1233
gene-DEHA2C00968g	48
gene-DEHA2C00990g	78
gene-DEHA2C01012g	164
gene-DEHA2C01034g	3912
gene-DEHA2C01056g	2129
gene-DEHA2C01078g	5142
gene-DEHA2C01100g	6696
gene-DEHA2C01122g	532
gene-DEHA2C01144g	1505
gene-DEHA2C01166g	2122
gene-DEHA2C01188g	3178
gene-DEHA2C01210g	6824
gene-DEHA2C01232g	1822
gene-DEHA2C01254g	2330
gene-DEHA2C01276g	2985
gene-DEHA2C01298g	12908
gene-DEHA2C01320g	2104
gene-DEHA2C01342g	30116
gene-DEHA2C01364g	437
gene-DEHA2C01386g	2189
gene-DEHA2C01408g	10526
gene-DEHA2C01430g	1455
gene-DEHA2C01452g	3368
gene-DEHA2C01474g	2401
gene-DEHA2C01496g	4626
gene-DEHA2C01518g	8653
gene-DEHA2C01540g	1354
gene-DEHA2C01562g	3436
gene-DEHA2C01584g	387
gene-DEHA2C01606g	279
gene-DEHA2C01628g	131
gene-DEHA2C01650g	946
gene-DEHA2C01672g	2224
gene-DEHA2C01694g	1818
gene-DEHA2C01716g	216
gene-DEHA2C01738g	25
gene-DEHA2C01760g	34398
gene-DEHA2C01782g	2180
gene-DEHA2C01804g	2365
gene-DEHA2C01826g	7094
gene-DEHA2C01848g	12
gene-DEHA2C01870g	40063
gene-DEHA2C01892g	4678
gene-DEHA2C01914g	4196
gene-DEHA2C01936g	2890
gene-DEHA2C01958g	607
gene-DEHA2C01980g	9759
gene-DEHA2C02002g	4955
gene-DEHA2C02024r	8
gene-DEHA2C02046g	16914
gene-DEHA2C02068g	8567
gene-DEHA2C02090g	854
gene-DEHA2C02112g	2070
gene-DEHA2C02134g	4322
gene-DEHA2C02156g	4170
gene-DEHA2C02178g	2802
gene-DEHA2C02200g	8615
gene-DEHA2C02222g	659
gene-DEHA2C02244g	7523
gene-DEHA2C02266g	12415
gene-DEHA2C02288g	2243
gene-DEHA2C02310g	2084
gene-DEHA2C02332g	458
gene-DEHA2C02354g	4256
gene-DEHA2C02376g	3552
gene-DEHA2C02398g	845
gene-DEHA2C02420g	1110
gene-DEHA2C02442r	2
gene-DEHA2C02464g	10740
gene-DEHA2C02486g	3088
gene-DEHA2C02508g	15167
gene-DEHA2C02530g	2657
gene-DEHA2C02552g	36213
gene-DEHA2C02574g	2285
gene-DEHA2C02596g	2721
gene-DEHA2C02618g	2309
gene-DEHA2C02640g	2641
gene-DEHA2C02662g	539
gene-DEHA2C02684g	3686
gene-DEHA2C02706g	3594
gene-DEHA2C02728g	1513
gene-DEHA2C02750g	2476
gene-DEHA2C02772g	2005
gene-DEHA2C02794g	4014
gene-DEHA2C02816g	4661
gene-DEHA2C02838g	2449
gene-DEHA2C02860g	550
gene-DEHA2C02882g	5299
gene-DEHA2C02904g	1297
gene-DEHA2C02926g	6812
gene-DEHA2C02948g	1242
gene-DEHA2C02970g	1669
gene-DEHA2C02992g	6927
gene-DEHA2C03014g	16062
gene-DEHA2C03036g	12389
gene-DEHA2C03058g	5079
gene-DEHA2C03080g	2496
gene-DEHA2C03102g	7839
gene-DEHA2C03124g	8460
gene-DEHA2C03146g	7768
gene-DEHA2C03168g	4125
gene-DEHA2C03190g	4423
gene-DEHA2C03212g	2875
gene-DEHA2C03234g	2898
gene-DEHA2C03256g	6180
gene-DEHA2C03278g	9054
gene-DEHA2C03300r	2
gene-DEHA2C03322g	1944
gene-DEHA2C03344g	15167
gene-DEHA2C03366g	2697
gene-DEHA2C03388g	11315
gene-DEHA2C03410g	3033
gene-DEHA2C03432g	13701
gene-DEHA2C03454g	1502
gene-DEHA2C03476g	1738
gene-DEHA2C03498r	2
gene-DEHA2C03520g	3718
gene-DEHA2C03542r	22
gene-DEHA2C03564g	4463
gene-DEHA2C03586g	741
gene-DEHA2C03608g	2513
gene-DEHA2C03630g	15651
gene-DEHA2C03652g	7683
gene-DEHA2C03674g	2743
gene-DEHA2C03696g	5983
gene-DEHA2C03718g	812
gene-DEHA2C03740g	3844
gene-DEHA2C03762g	2174
gene-DEHA2C03784g	1339
gene-DEHA2C03806g	12488
gene-DEHA2C03828g	19669
gene-DEHA2C03850g	3632
gene-DEHA2C03872g	14449
gene-DEHA2C03894g	6816
gene-DEHA2C03916g	5449
gene-DEHA2C03938g	2240
gene-DEHA2C03960g	3631
gene-DEHA2C03982g	11933
gene-DEHA2C04004g	10938
gene-DEHA2C04026g	2589
gene-DEHA2C04048g	32879
gene-DEHA2C04070g	6463
gene-DEHA2C04092g	4744
gene-DEHA2C04114g	388
gene-DEHA2C04136g	2857
gene-DEHA2C04158g	5784
gene-DEHA2C04180g	6980
gene-DEHA2C04202g	2755
gene-DEHA2C04224g	3686
gene-DEHA2C04246g	1946
gene-DEHA2C04268g	11472
gene-DEHA2C04290g	8453
gene-DEHA2C04312g	5097
gene-DEHA2C04334g	908
gene-DEHA2C04356g	6522
gene-DEHA2C04378g	4792
gene-DEHA2C04400g	4677
gene-DEHA2C04422g	3113
gene-DEHA2C04444g	2901
gene-DEHA2C04466g	6279
gene-DEHA2C04488g	2878
gene-DEHA2C04510g	5644
gene-DEHA2C04532g	4943
gene-DEHA2C04554g	23550
gene-DEHA2C04576g	7562
gene-DEHA2C04598g	1818
gene-DEHA2C04620g	3187
gene-DEHA2C04642g	1639
gene-DEHA2C04664g	5842
gene-DEHA2C04686g	2494
gene-DEHA2C04708g	3846
gene-DEHA2C04730g	98
gene-DEHA2C04752g	1923
gene-DEHA2C04774g	1648
gene-DEHA2C04796g	7452
gene-DEHA2C04818g	3129
gene-DEHA2C04840g	5
gene-DEHA2C04862g	6707
gene-DEHA2C04884g	34324
gene-DEHA2C04906g	6484
gene-DEHA2C04928g	1332
gene-DEHA2C04950g	6162
gene-DEHA2C04972g	27796
gene-DEHA2C04994g	2178
gene-DEHA2C05016g	6336
gene-DEHA2C05038g	3264
gene-DEHA2C05060g	2095
gene-DEHA2C05082g	1834
gene-DEHA2C05104g	19112
gene-DEHA2C05126g	7465
gene-DEHA2C05148g	6596
gene-DEHA2C05170g	4245
gene-DEHA2C05192g	1845
gene-DEHA2C05214g	23903
gene-DEHA2C05236g	35199
gene-DEHA2C05258g	7509
gene-DEHA2C05280g	13630
gene-DEHA2C05302g	2251
gene-DEHA2C05324g	7920
gene-DEHA2C05346g	1396
gene-DEHA2C05368g	10382
gene-DEHA2C05390g	64470
gene-DEHA2C05412g	6747
gene-DEHA2C05434g	361
gene-DEHA2C05456g	4801
gene-DEHA2C05478g	3032
gene-DEHA2C05500g	8060
gene-DEHA2C05522g	4742
gene-DEHA2C05544g	4986
gene-DEHA2C05566g	3402
gene-DEHA2C05588g	2984
gene-DEHA2C05610g	6034
gene-DEHA2C05632g	6415
gene-DEHA2C05654g	3581
gene-DEHA2C05676g	827
gene-DEHA2C05698g	100
gene-DEHA2C05720g	1109
gene-DEHA2C05742g	10263
gene-DEHA2C05764g	4374
gene-DEHA2C05786g	1716
gene-DEHA2C05808g	9173
gene-DEHA2C05830g	897
gene-DEHA2C05852g	1527
gene-DEHA2C05874g	76
gene-DEHA2C05896g	38
gene-DEHA2C05918g	559
gene-DEHA2C05940g	12849
gene-DEHA2C05962g	6590
gene-DEHA2C05984g	2484
gene-DEHA2C06006g	4511
gene-DEHA2C06028g	2509
gene-DEHA2C06050g	2920
gene-DEHA2C06072g	658
gene-DEHA2C06094g	6980
gene-DEHA2C06116g	4923
gene-DEHA2C06138g	1086
gene-DEHA2C06160g	7215
gene-DEHA2C06182g	2488
gene-DEHA2C06204r	3
gene-DEHA2C06226g	279
gene-DEHA2C06248g	26455
gene-DEHA2C06270g	11696
gene-DEHA2C06292g	13769
gene-DEHA2C06314g	114001
gene-DEHA2C06336g	8108
gene-DEHA2C06358g	2745
gene-DEHA2C06380g	11266
gene-DEHA2C06402g	12697
gene-DEHA2C06424r	1
gene-DEHA2C06446g	1660
gene-DEHA2C06468g	6970
gene-DEHA2C06490g	6844
gene-DEHA2C06512g	1794
gene-DEHA2C06534r	0
gene-DEHA2C06556g	130
gene-DEHA2C06578g	151
gene-DEHA2C06600g	83
gene-DEHA2C06622g	8177
gene-DEHA2C06644g	509
gene-DEHA2C06666g	3021
gene-DEHA2C06688g	5002
gene-DEHA2C06710g	1832
gene-DEHA2C06732r	1
gene-DEHA2C06754r	0
gene-DEHA2C06776g	31
gene-DEHA2C06798g	7382
gene-DEHA2C06820g	1089
gene-DEHA2C06842r	1
gene-DEHA2C06864g	5729
gene-DEHA2C06886g	2225
gene-DEHA2C06908r	1
gene-DEHA2C06930g	4415
gene-DEHA2C06952g	341
gene-DEHA2C06974g	8477
gene-DEHA2C06996g	3048
gene-DEHA2C07018g	7012
gene-DEHA2C07040g	3969
gene-DEHA2C07062g	5017
gene-DEHA2C07084g	3711
gene-DEHA2C07106g	1965
gene-DEHA2C07128g	9138
gene-DEHA2C07150g	6673
gene-DEHA2C07172g	1976
gene-DEHA2C07194g	3131
gene-DEHA2C07216g	2935
gene-DEHA2C07238g	15531
gene-DEHA2C07260g	6728
gene-DEHA2C07282g	4583
gene-DEHA2C07304g	11060
gene-DEHA2C07326g	2376
gene-DEHA2C07348r	2
gene-DEHA2C07370g	14479
gene-DEHA2C07392g	15
gene-DEHA2C07414g	305
gene-DEHA2C07436g	758
gene-DEHA2C07458g	5088
gene-DEHA2C07480g	5649
gene-DEHA2C07502g	16563
gene-DEHA2C07524g	1044
gene-DEHA2C07546g	7490
gene-DEHA2C07568g	3627
gene-DEHA2C07590g	2802
gene-DEHA2C07612g	6801
gene-DEHA2C07634g	20362
gene-DEHA2C07656g	2194
gene-DEHA2C07678g	3317
gene-DEHA2C07700g	6
gene-DEHA2C07722g	11604
gene-DEHA2C07744g	883
gene-DEHA2C07766g	1313
gene-DEHA2C07788g	5038
gene-DEHA2C07810g	2592
gene-DEHA2C07832g	11205
gene-DEHA2C07854g	618
gene-DEHA2C07876g	2252
gene-DEHA2C07898g	3753
gene-DEHA2C07920g	14653
gene-DEHA2C07942g	3052
gene-DEHA2C07964g	10624
gene-DEHA2C07986g	771
gene-DEHA2C08008g	5518
gene-DEHA2C08030g	32920
gene-DEHA2C08052g	2412
gene-DEHA2C08074g	29436
gene-DEHA2C08096g	3287
gene-DEHA2C08118g	414
gene-DEHA2C08140g	1647
gene-DEHA2C08162r	3
gene-DEHA2C08184g	1674
gene-DEHA2C08206g	6247
gene-DEHA2C08228g	5939
gene-DEHA2C08250g	2946
gene-DEHA2C08272g	2017
gene-DEHA2C08294g	10672
gene-DEHA2C08316g	2038
gene-DEHA2C08338g	14319
gene-DEHA2C08360g	3872
gene-DEHA2C08382g	7905
gene-DEHA2C08404g	1804
