Geneid	RNA STAR on 1MKCl3: mapped.bam
gene-DEHA2C08426g	3108
gene-DEHA2C08448g	1213
gene-DEHA2C08470g	2242
gene-DEHA2C08492g	5082
gene-DEHA2C08514g	6827
gene-DEHA2C08536g	8298
gene-DEHA2C08558g	6304
gene-DEHA2C08580g	598
gene-DEHA2C08602g	5764
gene-DEHA2C08624g	48
gene-DEHA2C08646g	1416
gene-DEHA2C08668g	2160
gene-DEHA2C08690g	3357
gene-DEHA2C08712g	10015
gene-DEHA2C08734g	4560
gene-DEHA2C08756g	2139
gene-DEHA2C08778g	4676
gene-DEHA2C08800g	2997
gene-DEHA2C08822g	14844
gene-DEHA2C08844g	2294
gene-DEHA2C08866g	7606
gene-DEHA2C08888g	2168
gene-DEHA2C08910g	6860
gene-DEHA2C08932g	960
gene-DEHA2C08954g	2311
gene-DEHA2C08976g	10480
gene-DEHA2C08998g	2764
gene-DEHA2C09020g	2480
gene-DEHA2C09042g	2934
gene-DEHA2C09064g	3516
gene-DEHA2C09086g	718
gene-DEHA2C09108g	3604
gene-DEHA2C09130g	2143
gene-DEHA2C09152g	46779
gene-DEHA2C09174g	13
gene-DEHA2C09196g	4725
gene-DEHA2C09218g	12095
gene-DEHA2C09240g	7171
gene-DEHA2C09262g	1214
gene-DEHA2C09284g	1855
gene-DEHA2C09306g	26824
gene-DEHA2C09328g	5732
gene-DEHA2C09350g	8958
gene-DEHA2C09372g	780
gene-DEHA2C09394g	3816
gene-DEHA2C09416g	1283
gene-DEHA2C09438g	965
gene-DEHA2C09460g	6903
gene-DEHA2C09482g	1832
gene-DEHA2C09504g	2606
gene-DEHA2C09526g	5999
gene-DEHA2C09548g	3352
gene-DEHA2C09570g	4296
gene-DEHA2C09592g	374
gene-DEHA2C09614g	19714
gene-DEHA2C09636g	1942
gene-DEHA2C09658g	16817
gene-DEHA2C09680g	5910
gene-DEHA2C09702g	10010
gene-DEHA2C09724g	1633
gene-DEHA2C09746g	6201
gene-DEHA2C09768g	927
gene-DEHA2C09790r	39
gene-DEHA2C09812g	3422
gene-DEHA2C09834g	3360
gene-DEHA2C09856g	4046
gene-DEHA2C09878g	3096
gene-DEHA2C09900g	5782
gene-DEHA2C09922g	2324
gene-DEHA2C09944r	0
gene-DEHA2C09966g	5224
gene-DEHA2C09988g	2572
gene-DEHA2C10010g	3546
gene-DEHA2C10032g	364
gene-DEHA2C10054g	16679
gene-DEHA2C10076g	1347
gene-DEHA2C10098g	1684
gene-DEHA2C10120g	5177
gene-DEHA2C10142g	2234
gene-DEHA2C10164g	2296
gene-DEHA2C10186g	5381
gene-DEHA2C10208r	5
gene-DEHA2C10230r	0
gene-DEHA2C10252g	34
gene-DEHA2C10274g	25075
gene-DEHA2C10296g	8471
gene-DEHA2C10318g	3157
gene-DEHA2C10340g	1730
gene-DEHA2C10362g	626
gene-DEHA2C10384g	2288
gene-DEHA2C10406g	1854
gene-DEHA2C10428g	4357
gene-DEHA2C10450g	3688
gene-DEHA2C10472g	6642
gene-DEHA2C10494g	6524
gene-DEHA2C10516g	688
gene-DEHA2C10538g	6955
gene-DEHA2C10560g	1692
gene-DEHA2C10582g	4381
gene-DEHA2C10604g	1282
gene-DEHA2C10626g	1341
gene-DEHA2C10648g	14898
gene-DEHA2C10670g	8566
gene-DEHA2C10692g	5218
gene-DEHA2C10714g	2541
gene-DEHA2C10736g	7368
gene-DEHA2C10758g	18977
gene-DEHA2C10780r	11
gene-DEHA2C10802g	53
gene-DEHA2C10824g	1
gene-DEHA2C10846g	11109
gene-DEHA2C10868g	2795
gene-DEHA2C10890g	2122
gene-DEHA2C10912g	4095
gene-DEHA2C10934g	8070
gene-DEHA2C10956g	15738
gene-DEHA2C10978g	7760
gene-DEHA2C11000g	9100
gene-DEHA2C11022g	5040
gene-DEHA2C11044g	2946
gene-DEHA2C11066g	1846
gene-DEHA2C11088g	779
gene-DEHA2C11110g	6333
gene-DEHA2C11286g	1672
gene-DEHA2C11352g	272
gene-DEHA2C11374g	891
gene-DEHA2C11396g	916
gene-DEHA2C11418g	3043
gene-DEHA2C11440g	17601
gene-DEHA2C11462g	12427
gene-DEHA2C11484g	6410
gene-DEHA2C11506g	4306
gene-DEHA2C11528g	5410
gene-DEHA2C11550g	5373
gene-DEHA2C11572g	6883
gene-DEHA2C11594g	1832
gene-DEHA2C11616g	6227
gene-DEHA2C11638g	8542
gene-DEHA2C11660g	8475
gene-DEHA2C11682g	2070
gene-DEHA2C11704g	4845
gene-DEHA2C11726r	17
gene-DEHA2C11748g	3037
gene-DEHA2C11770g	5149
gene-DEHA2C11792g	43223
gene-DEHA2C11814g	19896
gene-DEHA2C11836g	239
gene-DEHA2C11858g	1848
gene-DEHA2C11880g	2108
gene-DEHA2C11902g	1330
gene-DEHA2C11924g	1753
gene-DEHA2C11946g	18402
gene-DEHA2C11968g	13344
gene-DEHA2C11990g	486
gene-DEHA2C12012g	3435
gene-DEHA2C12034g	20264
gene-DEHA2C12056g	595
gene-DEHA2C12078g	4037
gene-DEHA2C12100g	4801
gene-DEHA2C12122g	10206
gene-DEHA2C12144g	4662
gene-DEHA2C12166g	8693
gene-DEHA2C12188g	3
gene-DEHA2C12210g	2978
gene-DEHA2C12243g2	0
gene-DEHA2C12254g	5425
gene-DEHA2C12276g	287
gene-DEHA2C12298g	4810
gene-DEHA2C12320g	128
gene-DEHA2C12342g	7071
gene-DEHA2C12364g	1931
gene-DEHA2C12386g	2043
gene-DEHA2C12408g	3815
gene-DEHA2C12430g	6267
gene-DEHA2C12452g	4190
gene-DEHA2C12474g	4364
gene-DEHA2C12496g	2645
gene-DEHA2C12518g	3414
gene-DEHA2C12540g	3435
gene-DEHA2C12562g	2659
gene-DEHA2C12584g	3191
gene-DEHA2C12606g	4462
gene-DEHA2C12628g	5613
gene-DEHA2C12650g	1961
gene-DEHA2C12672g	1149
gene-DEHA2C12694g	1697
gene-DEHA2C12716g	76
gene-DEHA2C12738g	8694
gene-DEHA2C12760g	10433
gene-DEHA2C12782g	3790
gene-DEHA2C12804g	1361
gene-DEHA2C12826g	6284
gene-DEHA2C12848g	6236
gene-DEHA2C12870g	1475
gene-DEHA2C12892g	2320
gene-DEHA2C12914g	1924
gene-DEHA2C12936g	7286
gene-DEHA2C12958g	20
gene-DEHA2C12980g	80807
gene-DEHA2C13002g	8181
gene-DEHA2C13024g	1522
gene-DEHA2C13046g	9416
gene-DEHA2C13068g	4658
gene-DEHA2C13090g	1968
gene-DEHA2C13112g	28021
gene-DEHA2C13134g	1004
gene-DEHA2C13156g	3675
gene-DEHA2C13178g	5464
gene-DEHA2C13200g	7919
gene-DEHA2C13222g	17818
gene-DEHA2C13244g	3604
gene-DEHA2C13266g	4632
gene-DEHA2C13288g	3969
gene-DEHA2C13310g	8268
gene-DEHA2C13332g	140
gene-DEHA2C13354g	2685
gene-DEHA2C13376g	4679
gene-DEHA2C13398g	6258
gene-DEHA2C13420g	184
gene-DEHA2C13442g	7060
gene-DEHA2C13464g	5862
gene-DEHA2C13486g	11671
gene-DEHA2C13508g	2982
gene-DEHA2C13541g2	314
gene-DEHA2C13552g	3059
gene-DEHA2C13574g	2093
gene-DEHA2C13596g	3517
gene-DEHA2C13618g	651
gene-DEHA2C13640g	592
gene-DEHA2C13662g	5860
gene-DEHA2C13684g	11861
gene-DEHA2C13706g	6100
gene-DEHA2C13728g	1791
gene-DEHA2C13750g	3571
gene-DEHA2C13772g	8038
gene-DEHA2C13794g	9054
gene-DEHA2C13816g	1285
gene-DEHA2C13838g	4168
gene-DEHA2C13860g	8968
gene-DEHA2C13882g	29983
gene-DEHA2C13904g	4906
gene-DEHA2C13926g	3349
gene-DEHA2C13948g	5083
gene-DEHA2C13970g	3247
gene-DEHA2C13992g	5061
gene-DEHA2C14014g	3127
gene-DEHA2C14036g	620
gene-DEHA2C14058g	22623
gene-DEHA2C14080g	4924
gene-DEHA2C14102g	142
gene-DEHA2C14124g	4702
gene-DEHA2C14146g	4323
gene-DEHA2C14168g	2723
gene-DEHA2C14190g	12498
gene-DEHA2C14212g	2523
gene-DEHA2C14234g	10181
gene-DEHA2C14256g	1040
gene-DEHA2C14278g	3142
gene-DEHA2C14300g	2490
gene-DEHA2C14322g	5345
gene-DEHA2C14344g	5091
gene-DEHA2C14366g	3916
gene-DEHA2C14388g	6848
gene-DEHA2C14410r	0
gene-DEHA2C14432g	158
gene-DEHA2C14454g	90
gene-DEHA2C14476g	7
gene-DEHA2C14498g	54
gene-DEHA2C14520g	347
gene-DEHA2C14542g	1597
gene-DEHA2C14564g	6550
gene-DEHA2C14586g	6087
gene-DEHA2C14608g	2385
gene-DEHA2C14630g	5216
gene-DEHA2C14652g	6690
gene-DEHA2C14674g	4476
gene-DEHA2C14696g	10197
gene-DEHA2C14718g	2935
gene-DEHA2C14740g	1760
gene-DEHA2C14762g	7535
gene-DEHA2C14784g	624
gene-DEHA2C14806g	52
gene-DEHA2C14828g	1896
gene-DEHA2C14850g	2350
gene-DEHA2C14872g	3954
gene-DEHA2C14894g	1247
gene-DEHA2C14916g	3023
gene-DEHA2C14938g	9782
gene-DEHA2C14960g	5525
gene-DEHA2C14982g	2345
gene-DEHA2C15004g	2611
gene-DEHA2C15026g	6634
gene-DEHA2C15048g	4592
gene-DEHA2C15070g	5131
gene-DEHA2C15092g	1900
gene-DEHA2C15114g	1067
gene-DEHA2C15136g	2009
gene-DEHA2C15158g	205
gene-DEHA2C15180g	1004
gene-DEHA2C15202g	7901
gene-DEHA2C15224g	3522
gene-DEHA2C15246g	1825
gene-DEHA2C15268g	3550
gene-DEHA2C15290g	5476
gene-DEHA2C15312g	4917
gene-DEHA2C15334g	9211
gene-DEHA2C15356g	1039
gene-DEHA2C15378g	9871
gene-DEHA2C15400g	649
gene-DEHA2C15422g	1374
gene-DEHA2C15444g	3384
gene-DEHA2C15466g	473
gene-DEHA2C15488g	5443
gene-DEHA2C15510g	2930
gene-DEHA2C15532g	39738
gene-DEHA2C15554r	3
gene-DEHA2C15576r	2
gene-DEHA2C15598g	133
gene-DEHA2C15620g	4206
gene-DEHA2C15642g	4336
gene-DEHA2C15664g	5022
gene-DEHA2C15686g	14617
gene-DEHA2C15708g	825
gene-DEHA2C15730g	2569
gene-DEHA2C15752g	4561
gene-DEHA2C15774g	7043
gene-DEHA2C15796g	3982
gene-DEHA2C15818g	13620
gene-DEHA2C15840g	1447
gene-DEHA2C15862g	8587
gene-DEHA2C15884g	7378
gene-DEHA2C15906g	1179
gene-DEHA2C15928g	3039
gene-DEHA2C15950g	1255
gene-DEHA2C15972g	5568
gene-DEHA2C15994g	7294
gene-DEHA2C16016g	4167
gene-DEHA2C16038g	22314
gene-DEHA2C16060g	7886
gene-DEHA2C16082g	2433
gene-DEHA2C16104g	2452
gene-DEHA2C16126g	1381
gene-DEHA2C16148g	4469
gene-DEHA2C16170g	6038
gene-DEHA2C16192g	10377
gene-DEHA2C16214g	9183
gene-DEHA2C16236g	3417
gene-DEHA2C16258g	2955
gene-DEHA2C16280g	9752
gene-DEHA2C16302g	1499
gene-DEHA2C16324g	4305
gene-DEHA2C16346g	6285
gene-DEHA2C16368g	1442
gene-DEHA2C16390g	4441
gene-DEHA2C16412g	851
gene-DEHA2C16434g	1548
gene-DEHA2C16456g	1553
gene-DEHA2C16478g	7625
gene-DEHA2C16500g	3680
gene-DEHA2C16522r	0
gene-DEHA2C16544g	3727
gene-DEHA2C16566g	5383
gene-DEHA2C16588g	467
gene-DEHA2C16610g	4348
gene-DEHA2C16632g	8542
gene-DEHA2C16654g	5843
gene-DEHA2C16676g	14012
gene-DEHA2C16698g	10126
gene-DEHA2C16720g	59
gene-DEHA2C16742g	11897
gene-DEHA2C16764g	4642
gene-DEHA2C16786g	2709
gene-DEHA2C16808g	4940
gene-DEHA2C16830g	5461
gene-DEHA2C16852g	8006
gene-DEHA2C16874g	3279
gene-DEHA2C16896g	4068
gene-DEHA2C16918g	6750
gene-DEHA2C16940g	1388
gene-DEHA2C16962g	1770
gene-DEHA2C16984g	5062
gene-DEHA2C17006g	997
gene-DEHA2C17028g	9803
gene-DEHA2C17050g	1231
gene-DEHA2C17072g	2465
gene-DEHA2C17094r	1
gene-DEHA2C17116g	4109
gene-DEHA2C17138g	1876
gene-DEHA2C17160g	3869
gene-DEHA2C17182g	1227
gene-DEHA2C17204g	3489
gene-DEHA2C17226g	10514
gene-DEHA2C17248g	2770
gene-DEHA2C17270g	2831
gene-DEHA2C17292g	2441
gene-DEHA2C17314g	3920
gene-DEHA2C17336g	3408
gene-DEHA2C17358g	20620
gene-DEHA2C17380g	3245
gene-DEHA2C17402g	5393
gene-DEHA2C17424g	759
gene-DEHA2C17446g	3520
gene-DEHA2C17468g	3315
gene-DEHA2C17490g	5677
gene-DEHA2C17512g	5722
gene-DEHA2C17534g	5387
gene-DEHA2C17556g	1320
gene-DEHA2C17578g	2983
gene-DEHA2C17600g	2469
gene-DEHA2C17622g	2086
gene-DEHA2C17644g	98
gene-DEHA2C17666g	265
gene-DEHA2C17688g	10
gene-DEHA2C17710g	65
gene-DEHA2C17732g	47
gene-DEHA2C17754g	1120
gene-DEHA2C17776g	8
gene-DEHA2C17798g	46
gene-DEHA2C17820g	567
gene-DEHA2C17842g	795
gene-DEHA2C17864g	816
gene-DEHA2C17886g	400
gene-DEHA2C17908g	181
gene-DEHA2C17930g	302
gene-DEHA2D00110g	0
gene-DEHA2D00132g	49991
gene-DEHA2D00154g	358
gene-DEHA2D00176g	379
gene-DEHA2D00198g	623
gene-DEHA2D00220g	205
gene-DEHA2D00242g	104
gene-DEHA2D00264g	0
gene-DEHA2D00286g	2
gene-DEHA2D00308g	26
gene-DEHA2D00330g	391
gene-DEHA2D00352g	26
gene-DEHA2D00374g	0
gene-DEHA2D00396g	0
gene-DEHA2D00418g	0
gene-DEHA2D00440g	0
gene-DEHA2D00462g	0
gene-DEHA2D00484g	0
gene-DEHA2D00506g	0
gene-DEHA2D00528g	0
gene-DEHA2D00550g	76
gene-DEHA2D00572g	0
gene-DEHA2D00594g	0
gene-DEHA2D00616g	0
gene-DEHA2D00638g	479
gene-DEHA2D00660g	1414
gene-DEHA2D00682g	58
gene-DEHA2D00704g	10
gene-DEHA2D00726g	12
gene-DEHA2D00748g	4454
gene-DEHA2D00770g	1128
gene-DEHA2D00792g	144
gene-DEHA2D00814g	1181
gene-DEHA2D00836g	177
gene-DEHA2D00858g	0
gene-DEHA2D00880g	61
gene-DEHA2D00902g	4
gene-DEHA2D00924g	58574
gene-DEHA2D00946g	40
gene-DEHA2D00968g	2633
gene-DEHA2D00990g	3513
gene-DEHA2D01012g	1423
gene-DEHA2D01034g	3956
gene-DEHA2D01056g	613
gene-DEHA2D01078g	1216
gene-DEHA2D01100g	2115
gene-DEHA2D01122g	1475
gene-DEHA2D01144g	1755
gene-DEHA2D01166g	702
gene-DEHA2D01188g	151
gene-DEHA2D01210g	13530
gene-DEHA2D01232g	1300
gene-DEHA2D01254g	1099
gene-DEHA2D01276g	12973
gene-DEHA2D01298g	132
gene-DEHA2D01320g	1459
gene-DEHA2D01342g	634
gene-DEHA2D01364g	652
gene-DEHA2D01386g	169
gene-DEHA2D01408g	904
gene-DEHA2D01430g	2753
gene-DEHA2D01452g	803
gene-DEHA2D01474g	1021
gene-DEHA2D01496g	4733
gene-DEHA2D01518g	1997
gene-DEHA2D01540g	2657
gene-DEHA2D01562g	2415
gene-DEHA2D01584g	2749
gene-DEHA2D01606g	4420
gene-DEHA2D01628g	1455
gene-DEHA2D01650g	2076
gene-DEHA2D01672g	6497
gene-DEHA2D01694g	4377
gene-DEHA2D01716g	4035
gene-DEHA2D01738g	2189
gene-DEHA2D01760g	1058
gene-DEHA2D01782g	1114
gene-DEHA2D01804g	1686
gene-DEHA2D01826g	5419
gene-DEHA2D01848g	759
gene-DEHA2D01870r	0
gene-DEHA2D01892g	11175
gene-DEHA2D01914g	1144
gene-DEHA2D01936g	11014
gene-DEHA2D01958g	3458
gene-DEHA2D01980r	0
gene-DEHA2D02002g	1390
gene-DEHA2D02024g	3473
gene-DEHA2D02046g	652
gene-DEHA2D02068g	188
gene-DEHA2D02090g	1260
gene-DEHA2D02112g	10454
gene-DEHA2D02134g	2703
gene-DEHA2D02156g	1517
gene-DEHA2D02178g	3650
gene-DEHA2D02200g	4721
gene-DEHA2D02222g	7677
gene-DEHA2D02244g	6018
gene-DEHA2D02266g	25779
gene-DEHA2D02288g	2398
gene-DEHA2D02310g	4314
gene-DEHA2D02332g	409794
gene-DEHA2D02354g	2689
gene-DEHA2D02376g	98049
gene-DEHA2D02398g	5081
gene-DEHA2D02420g	5675
gene-DEHA2D02442g	21889
gene-DEHA2D02464g	523
gene-DEHA2D02486g	17
gene-DEHA2D02508g	6088
gene-DEHA2D02530g	1125
gene-DEHA2D02552g	7964
gene-DEHA2D02574g	2848
gene-DEHA2D02596g	709
gene-DEHA2D02618g	4122
gene-DEHA2D02640g	4656
gene-DEHA2D02662g	6978
gene-DEHA2D02684g	3379
gene-DEHA2D02706g	2655
gene-DEHA2D02728g	3034
gene-DEHA2D02750g	133
gene-DEHA2D02772g	286
gene-DEHA2D02794g	1452
gene-DEHA2D02816g	33915
gene-DEHA2D02838g	8592
gene-DEHA2D02860g	1838
gene-DEHA2D02882g	1900
gene-DEHA2D02904g	3866
gene-DEHA2D02926g	3724
gene-DEHA2D02948g	3904
gene-DEHA2D02970g	174
gene-DEHA2D02992g	8218
gene-DEHA2D03014g	6614
gene-DEHA2D03036g	11525
gene-DEHA2D03058g	1692
gene-DEHA2D03080g	35
gene-DEHA2D03102g	49
gene-DEHA2D03124g	7228
gene-DEHA2D03146g	5284
gene-DEHA2D03168g	61
gene-DEHA2D03190g	1113
gene-DEHA2D03212g	13599
gene-DEHA2D03234g	555
gene-DEHA2D03256g	1395
gene-DEHA2D03278g	1433
gene-DEHA2D03300g	3214
gene-DEHA2D03322g	3232
gene-DEHA2D03344g	323
gene-DEHA2D03366g	1320
gene-DEHA2D03388g	3541
gene-DEHA2D03410g	2457
gene-DEHA2D03432g	2082
gene-DEHA2D03454g	1983
gene-DEHA2D03476g	2
gene-DEHA2D03498g	1506
gene-DEHA2D03520g	1007
gene-DEHA2D03542g	3
gene-DEHA2D03564g	1724
gene-DEHA2D03586g	23
gene-DEHA2D03608g	8509
gene-DEHA2D03630g	558
gene-DEHA2D03652g	2253
gene-DEHA2D03674g	4465
gene-DEHA2D03696g	8524
gene-DEHA2D03718g	18240
gene-DEHA2D03740g	332
gene-DEHA2D03762g	4135
gene-DEHA2D03784g	2952
gene-DEHA2D03806g	557
gene-DEHA2D03828g	626
gene-DEHA2D03850g	3330
gene-DEHA2D03872g	1253
gene-DEHA2D03894g	1680
gene-DEHA2D03916g	4099
gene-DEHA2D03938g	1587
gene-DEHA2D03960g	13060
gene-DEHA2D03982g	3818
gene-DEHA2D04004g	635
gene-DEHA2D04026g	4974
gene-DEHA2D04048g	2081
gene-DEHA2D04070g	455
gene-DEHA2D04092g	5624
gene-DEHA2D04114g	5739
gene-DEHA2D04136g	10476
gene-DEHA2D04158g	5910
gene-DEHA2D04180g	4158
gene-DEHA2D04202g	10677
gene-DEHA2D04224r	0
gene-DEHA2D04246g	4237
gene-DEHA2D04268g	7553
gene-DEHA2D04290g	1832
gene-DEHA2D04312g	4561
gene-DEHA2D04334r	2
gene-DEHA2D04356g	18
gene-DEHA2D04378g	78
gene-DEHA2D04400g	7837
gene-DEHA2D04422g	708
gene-DEHA2D04444g	8836
gene-DEHA2D04466g	5837
gene-DEHA2D04488g	6282
gene-DEHA2D04510g	10788
gene-DEHA2D04532r	0
gene-DEHA2D04554g	106340
gene-DEHA2D04576g	2315
gene-DEHA2D04598g	2267
gene-DEHA2D04620g	2446
gene-DEHA2D04642g	33114
gene-DEHA2D04664g	501
gene-DEHA2D04686g	2268
gene-DEHA2D04708g	11896
gene-DEHA2D04730g	2463
gene-DEHA2D04752r	0
gene-DEHA2D04774r	2
gene-DEHA2D04796g	16819
gene-DEHA2D04818g	1577
gene-DEHA2D04840r	1
gene-DEHA2D04862r	1
gene-DEHA2D04884g	749
gene-DEHA2D04906g	1850
gene-DEHA2D04928g	2485
gene-DEHA2D04950g	1072
gene-DEHA2D04972g	3745
gene-DEHA2D04994g	1225
gene-DEHA2D05016g	3223
gene-DEHA2D05038g	2178
gene-DEHA2D05060g	4661
gene-DEHA2D05082g	6407
gene-DEHA2D05104g	2004
gene-DEHA2D05126g	3927
gene-DEHA2D05148g	1755
gene-DEHA2D05170g	1623
gene-DEHA2D05192g	3584
gene-DEHA2D05214g	2452
gene-DEHA2D05236g	1801
gene-DEHA2D05258g	0
gene-DEHA2D05280g	0
gene-DEHA2D05302g	56
gene-DEHA2D05324g	1260
gene-DEHA2D05346g	19533
gene-DEHA2D05368g	1942
gene-DEHA2D05390g	8076
gene-DEHA2D05412g	59910
gene-DEHA2D05434g	3533
gene-DEHA2D05456g	4303
gene-DEHA2D05478g	3329
gene-DEHA2D05500g	3018
gene-DEHA2D05522g	557
gene-DEHA2D05544g	16898
gene-DEHA2D05566g	972
gene-DEHA2D05588g	1144
gene-DEHA2D05610g	5027
gene-DEHA2D05632g	2749
gene-DEHA2D05654g	739
gene-DEHA2D05676g	5812
gene-DEHA2D05698g	9726
gene-DEHA2D05720g	696
gene-DEHA2D05742g	1934
gene-DEHA2D05764g	3804
gene-DEHA2D05786g	2447
gene-DEHA2D05808g	83
gene-DEHA2D05830g	2
gene-DEHA2D06061g	12
gene-DEHA2D06116g	260
gene-DEHA2D06138g	7255
gene-DEHA2D06160g	69056
gene-DEHA2D06182g	26354
gene-DEHA2D06204g	3137
gene-DEHA2D06226g	5344
gene-DEHA2D06248r	1
gene-DEHA2D06270g	1185
gene-DEHA2D06292g	24005
gene-DEHA2D06314g	89
gene-DEHA2D06336g	7015
gene-DEHA2D06358g	4157
gene-DEHA2D06380g	9170
gene-DEHA2D06402g	17435
gene-DEHA2D06424g	10695
gene-DEHA2D06446g	1315
gene-DEHA2D06468g	879
gene-DEHA2D06490g	4098
gene-DEHA2D06512g	4055
gene-DEHA2D06534g	3835
gene-DEHA2D06556g	4768
gene-DEHA2D06578g	4053
gene-DEHA2D06600g	2396
gene-DEHA2D06622g	11842
gene-DEHA2D06644g	1050
gene-DEHA2D06666g	16
gene-DEHA2D06688g	4374
gene-DEHA2D06710g	379
gene-DEHA2D06732g	1065
gene-DEHA2D06754g	3631
gene-DEHA2D06776g	167
gene-DEHA2D06798g	3938
gene-DEHA2D06820g	19752
gene-DEHA2D06842g	9555
gene-DEHA2D06864g	10274
gene-DEHA2D06886g	8478
gene-DEHA2D06908g	5215
gene-DEHA2D06930g	3397
gene-DEHA2D06952g	16061
gene-DEHA2D06974g	1177
gene-DEHA2D06996g	2639
gene-DEHA2D07018g	248
gene-DEHA2D07040g	1261
gene-DEHA2D07062g	6544
gene-DEHA2D07084g	58106
gene-DEHA2D07106g	701
gene-DEHA2D07128g	4414
gene-DEHA2D07150r	7
gene-DEHA2D07172g	2887
gene-DEHA2D07194g	1374
gene-DEHA2D07216g	1274
gene-DEHA2D07238g	4020
gene-DEHA2D07260r	2
gene-DEHA2D07282g	1725
gene-DEHA2D07304g	6382
gene-DEHA2D07326g	762
gene-DEHA2D07348g	9584
gene-DEHA2D07370g	4296
gene-DEHA2D07392g	4799
gene-DEHA2D07414g	3297
gene-DEHA2D07436g	5520
gene-DEHA2D07458g	7234
gene-DEHA2D07480g	575
gene-DEHA2D07502g	2484
gene-DEHA2D07524g	2724
gene-DEHA2D07546g	129
gene-DEHA2D07568g	13416
gene-DEHA2D07590r	2
gene-DEHA2D07612g	237
gene-DEHA2D07634g	4679
gene-DEHA2D07656g	1205
gene-DEHA2D07678g	3846
gene-DEHA2D07700g	1928
gene-DEHA2D07722g	1730
gene-DEHA2D07744g	1959
gene-DEHA2D07766g	1706
gene-DEHA2D07788g	2380
gene-DEHA2D07810r	0
gene-DEHA2D07832g	5639
gene-DEHA2D07854g	2737
gene-DEHA2D07876g	5809
gene-DEHA2D07898g	7965
gene-DEHA2D07920g	1180
gene-DEHA2D07942g	9596
gene-DEHA2D07964g	10221
gene-DEHA2D07986g	1984
gene-DEHA2D08008g	4409
gene-DEHA2D08030g	3671
gene-DEHA2D08052g	8151
gene-DEHA2D08074g	3849
gene-DEHA2D08096g	9239
gene-DEHA2D08118g	1086
gene-DEHA2D08140g	2117
gene-DEHA2D08162g	1152
gene-DEHA2D08184g	5139
gene-DEHA2D08206g	3145
gene-DEHA2D08228g	2857
gene-DEHA2D08250g	392
gene-DEHA2D08272g	3124
gene-DEHA2D08294g	187
gene-DEHA2D08316g	1612
gene-DEHA2D08338g	999
gene-DEHA2D08360g	408
gene-DEHA2D08382g	1
gene-DEHA2D08404g	1334
gene-DEHA2D08426g	4443
gene-DEHA2D08448g	27
gene-DEHA2D08470g	1317
gene-DEHA2D08492g	1670
gene-DEHA2D08514g	20089
gene-DEHA2D08536g	52994
gene-DEHA2D08558g	16847
gene-DEHA2D08580g	822
gene-DEHA2D08602g	231
gene-DEHA2D08624g	1756
gene-DEHA2D08646g	42
gene-DEHA2D08668g	1
gene-DEHA2D08690g	295
gene-DEHA2D08712r	169
gene-DEHA2D08734g	3137
gene-DEHA2D08756g	2369
gene-DEHA2D08778g	2705
gene-DEHA2D08800g	16163
gene-DEHA2D08822g	4261
gene-DEHA2D08844g	4074
gene-DEHA2D08866g	4690
gene-DEHA2D08888g	2589
gene-DEHA2D08910g	9590
gene-DEHA2D08932g	2671
gene-DEHA2D08954g	18128
gene-DEHA2D08976g	1408
gene-DEHA2D08998g	1965
gene-DEHA2D09020g	4813
gene-DEHA2D09042g	5368
gene-DEHA2D09064g	3359
gene-DEHA2D09086g	3518
gene-DEHA2D09108g	2831
gene-DEHA2D09130g	3245
gene-DEHA2D09152g	682
gene-DEHA2D09174g	6199
gene-DEHA2D09196g	9055
gene-DEHA2D09218g	7647
gene-DEHA2D09240g	1210
gene-DEHA2D09262g	1605
gene-DEHA2D09284g	0
gene-DEHA2D09306g	3916
gene-DEHA2D09328g	976
gene-DEHA2D09350g	4023
gene-DEHA2D09372g	6321
gene-DEHA2D09394g	9750
gene-DEHA2D09416g	19943
gene-DEHA2D09438g	26088
gene-DEHA2D09460g	54354
gene-DEHA2D09482g	3201
gene-DEHA2D09504g	3103
gene-DEHA2D09526g	2355
gene-DEHA2D09548g	3809
gene-DEHA2D09570g	2214
gene-DEHA2D09592g	7542
gene-DEHA2D09614g	5597
gene-DEHA2D09636g	11080
gene-DEHA2D09658g	5680
gene-DEHA2D09680g	1251
gene-DEHA2D09702g	8225
gene-DEHA2D09724g	3092
gene-DEHA2D09746g	75
gene-DEHA2D09768g	2241
gene-DEHA2D09790g	5297
gene-DEHA2D09812g	2331
gene-DEHA2D09834g	3644
gene-DEHA2D09856g	6799
gene-DEHA2D09878g	507
gene-DEHA2D09900g	4301
gene-DEHA2D09922g	9286
gene-DEHA2D09944g	1434
gene-DEHA2D09966g	11911
gene-DEHA2D09988g	4124
gene-DEHA2D10010g	3003
gene-DEHA2D10032g	3502
gene-DEHA2D10054g	7704
gene-DEHA2D10076g	3484
gene-DEHA2D10098g	1739
gene-DEHA2D10120g	2884
gene-DEHA2D10142g	742
gene-DEHA2D10164g	182
gene-DEHA2D10186g	18252
gene-DEHA2D10208g	17860
gene-DEHA2D10230g	2951
gene-DEHA2D10252g	2732
gene-DEHA2D10274g	1263
gene-DEHA2D10296g	3564
gene-DEHA2D10318g	1661
gene-DEHA2D10340g	6364
gene-DEHA2D10362g	2165
gene-DEHA2D10384g	4189
gene-DEHA2D10406g	58444
gene-DEHA2D10428g	4246
gene-DEHA2D10450g	981
gene-DEHA2D10472g	4933
