Geneid	RNA STAR on 1MKCl4: mapped.bam
gene-DEHA2B05456r	2
gene-DEHA2B05478g	7217
gene-DEHA2B05500g	1921
gene-DEHA2B05522g	1303
gene-DEHA2B05544g	10437
gene-DEHA2B05566g	1962
gene-DEHA2B05588g	5054
gene-DEHA2B05610g	4774
gene-DEHA2B05632g	2070
gene-DEHA2B05654g	2388
gene-DEHA2B05676g	3295
gene-DEHA2B05698g	8082
gene-DEHA2B05720g	3626
gene-DEHA2B05742g	9558
gene-DEHA2B05764g	29570
gene-DEHA2B05786g	72
gene-DEHA2B05808g	1376
gene-DEHA2B05830g	2109
gene-DEHA2B05852g	2304
gene-DEHA2B05874g	9435
gene-DEHA2B05896g	5580
gene-DEHA2B05918g	6067
gene-DEHA2B05940g	44
gene-DEHA2B05962g	2220
gene-DEHA2B05984g	2757
gene-DEHA2B06006g	2655
gene-DEHA2B06028g	2031
gene-DEHA2B06050g	11537
gene-DEHA2B06072g	1944
gene-DEHA2B06094g	19986
gene-DEHA2B06116g	482
gene-DEHA2B06138g	1607
gene-DEHA2B06160g	3262
gene-DEHA2B06182g	4681
gene-DEHA2B06204g	4887
gene-DEHA2B06226g	14143
gene-DEHA2B06248g	1526
gene-DEHA2B06270g	2711
gene-DEHA2B06292g	1157
gene-DEHA2B06314r	0
gene-DEHA2B06336g	3349
gene-DEHA2B06358g	6804
gene-DEHA2B06380g	3142
gene-DEHA2B06402g	4513
gene-DEHA2B06424g	878
gene-DEHA2B06446g	21281
gene-DEHA2B06468r	5
gene-DEHA2B06490g	4273
gene-DEHA2B06512g	1594
gene-DEHA2B06534g	64
gene-DEHA2B06556g	2990
gene-DEHA2B06578g	1920
gene-DEHA2B06600g	5290
gene-DEHA2B06622g	629
gene-DEHA2B06644g	3121
gene-DEHA2B06666g	1316
gene-DEHA2B06688r	2
gene-DEHA2B06710g	3353
gene-DEHA2B06732g	14007
gene-DEHA2B06754g	2679
gene-DEHA2B06776g	2109
gene-DEHA2B06798g	5825
gene-DEHA2B06820g	2165
gene-DEHA2B06842g	3772
gene-DEHA2B06864g	4733
gene-DEHA2B06886g	2433
gene-DEHA2B06908g	5553
gene-DEHA2B06930g	65
gene-DEHA2B06952g	9
gene-DEHA2B06974g	20
gene-DEHA2B06996g	856
gene-DEHA2B07018g	2814
gene-DEHA2B07040g	21862
gene-DEHA2B07062g	20133
gene-DEHA2B07084g	3593
gene-DEHA2B07106g	19803
gene-DEHA2B07128g	6436
gene-DEHA2B07150g	6918
gene-DEHA2B07172g	5085
gene-DEHA2B07194g	5045
gene-DEHA2B07216g	2444
gene-DEHA2B07238g	5784
gene-DEHA2B07260g	2851
gene-DEHA2B07282g	2836
gene-DEHA2B07304g	6857
gene-DEHA2B07326g	1448
gene-DEHA2B07348g	39
gene-DEHA2B07370g	5337
gene-DEHA2B07392g	2694
gene-DEHA2B07414g	3797
gene-DEHA2B07436g	1347
gene-DEHA2B07458g	1649
gene-DEHA2B07480g	1150
gene-DEHA2B07502g	6827
gene-DEHA2B07524g	11573
gene-DEHA2B07546g	7721
gene-DEHA2B07568g	5085
gene-DEHA2B07590g	926
gene-DEHA2B07612g	1872
gene-DEHA2B07634g	6180
gene-DEHA2B07656g	3594
gene-DEHA2B07678g	575
gene-DEHA2B07700g	3514
gene-DEHA2B07722g	14026
gene-DEHA2B07744g	139
gene-DEHA2B07766r	2
gene-DEHA2B07788g	6357
gene-DEHA2B07810g	2261
gene-DEHA2B07832g	1
gene-DEHA2B07854g	2595
gene-DEHA2B07876g	3441
gene-DEHA2B07898g	8813
gene-DEHA2B07920g	7744
gene-DEHA2B07942g	1905
gene-DEHA2B07964g	10648
gene-DEHA2B07986g	10733
gene-DEHA2B08008g	2866
gene-DEHA2B08030g	1047
gene-DEHA2B08052g	3604
gene-DEHA2B08074g	1318
gene-DEHA2B08096g	11484
gene-DEHA2B08118g	5019
gene-DEHA2B08140g	41282
gene-DEHA2B08162g	17
gene-DEHA2B08184g	3359
gene-DEHA2B08206g	2806
gene-DEHA2B08228g	5447
gene-DEHA2B08250g	1141
gene-DEHA2B08272g	1553
gene-DEHA2B08294g	7136
gene-DEHA2B08316g	1641
gene-DEHA2B08338g	1620
gene-DEHA2B08360g	2287
gene-DEHA2B08382g	3070
gene-DEHA2B08404g	1259
gene-DEHA2B08426g	4057
gene-DEHA2B08448g	2485
gene-DEHA2B08470r	36
gene-DEHA2B08492g	3496
gene-DEHA2B08514g	43
gene-DEHA2B08536g	1030
gene-DEHA2B08558g	1210
gene-DEHA2B08580g	508
gene-DEHA2B08602g	1475
gene-DEHA2B08624g	105
gene-DEHA2B08646g	1700
gene-DEHA2B08668g	514
gene-DEHA2B08690g	1495
gene-DEHA2B08712r	2
gene-DEHA2B08734g	2189
gene-DEHA2B08756g	2585
gene-DEHA2B08778g	3021
gene-DEHA2B08800g	1260
gene-DEHA2B08822g	3534
gene-DEHA2B08844g	1691
gene-DEHA2B08866g	4402
gene-DEHA2B08888g	1571
gene-DEHA2B08910g	3428
gene-DEHA2B08932g	5391
gene-DEHA2B08954g	5102
gene-DEHA2B08976r	4
gene-DEHA2B08998g	9
gene-DEHA2B09020g	31
gene-DEHA2B09086r	3
gene-DEHA2B09108r	0
gene-DEHA2B09130r	3
gene-DEHA2B09152r	2
gene-DEHA2B09174r	2
gene-DEHA2B09196g	876
gene-DEHA2B09218g	4086
gene-DEHA2B09240g	8455
gene-DEHA2B09262g	3020
gene-DEHA2B09284g	2485
gene-DEHA2B09306g	4668
gene-DEHA2B09328g	397
gene-DEHA2B09350g	7396
gene-DEHA2B09372g	4468
gene-DEHA2B09394g	10739
gene-DEHA2B09416g	2634
gene-DEHA2B09438g	1163
gene-DEHA2B09460g	2697
gene-DEHA2B09482g	1688
gene-DEHA2B09504g	1628
gene-DEHA2B09526g	16406
gene-DEHA2B09548g	2394
gene-DEHA2B09570g	11272
gene-DEHA2B09592g	290
gene-DEHA2B09614g	1373
gene-DEHA2B09636g	1057
gene-DEHA2B09658g	16990
gene-DEHA2B09680g	22057
gene-DEHA2B09702g	4583
gene-DEHA2B09724g	2438
gene-DEHA2B09746g	2058
gene-DEHA2B09768g	247
gene-DEHA2B09790g	32
gene-DEHA2B09812g	32
gene-DEHA2B09834g	3302
gene-DEHA2B09856g	6694
gene-DEHA2B09878g	266
gene-DEHA2B09900g	940
gene-DEHA2B09922g	11883
gene-DEHA2B09944g	2323
gene-DEHA2B09966g	1288
gene-DEHA2B09988g	20084
gene-DEHA2B10010g	7892
gene-DEHA2B10032g	20853
gene-DEHA2B10054g	48
gene-DEHA2B10076g	1897
gene-DEHA2B10098g	3940
gene-DEHA2B10120g	5553
gene-DEHA2B10142g	8490
gene-DEHA2B10164g	238
gene-DEHA2B10186g	9625
gene-DEHA2B10208g	4111
gene-DEHA2B10230g	2293
gene-DEHA2B10252g	17023
gene-DEHA2B10274g	1219
gene-DEHA2B10296g	5317
gene-DEHA2B10318g	6746
gene-DEHA2B10340g	160
gene-DEHA2B10362g	886
gene-DEHA2B10384g	2049
gene-DEHA2B10406g	693
gene-DEHA2B10428g	105
gene-DEHA2B10450g	8534
gene-DEHA2B10472g	3380
gene-DEHA2B10494g	4958
gene-DEHA2B10516g	40
gene-DEHA2B10538g	9341
gene-DEHA2B10560g	5453
gene-DEHA2B10582g	887
gene-DEHA2B10604g	341
gene-DEHA2B10626g	4194
gene-DEHA2B10648g	2833
gene-DEHA2B10670g	1708
gene-DEHA2B10692g	1105
gene-DEHA2B10714g	411
gene-DEHA2B10736g	1425
gene-DEHA2B10758g	1116
gene-DEHA2B10780g	1832
gene-DEHA2B10802g	2800
gene-DEHA2B10824g	5596
gene-DEHA2B10846g	7232
gene-DEHA2B10868g	1050
gene-DEHA2B10890g	2569
gene-DEHA2B10912g	3236
gene-DEHA2B10934g	526
gene-DEHA2B10956g	1768
gene-DEHA2B10978g	797
gene-DEHA2B11000g	10746
gene-DEHA2B11022g	18598
gene-DEHA2B11044g	5956
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2041
gene-DEHA2B11110g	266
gene-DEHA2B11132r	0
gene-DEHA2B11154r	1
gene-DEHA2B11176g	1809
gene-DEHA2B11198r	0
gene-DEHA2B11220g	7350
gene-DEHA2B11242g	11616
gene-DEHA2B11264g	6198
gene-DEHA2B11286g	7245
gene-DEHA2B11308g	1671
gene-DEHA2B11330g	4551
gene-DEHA2B11352g	3479
gene-DEHA2B11374g	17
gene-DEHA2B11396g	105
gene-DEHA2B11418g	12
gene-DEHA2B11440g	3289
gene-DEHA2B11462g	15550
gene-DEHA2B11484g	2168
gene-DEHA2B11506g	2949
gene-DEHA2B11528g	5500
gene-DEHA2B11550g	9102
gene-DEHA2B11572g	3548
gene-DEHA2B11594g	3615
gene-DEHA2B11616g	4112
gene-DEHA2B11638g	2838
gene-DEHA2B11660g	3620
gene-DEHA2B11682g	248
gene-DEHA2B11704g	6
gene-DEHA2B11726g	360
gene-DEHA2B11748g	2331
gene-DEHA2B11770g	1382
gene-DEHA2B11792g	1953
gene-DEHA2B11814g	1414
gene-DEHA2B11836g	3868
gene-DEHA2B11858g	803
gene-DEHA2B11880g	10062
gene-DEHA2B11902g	5080
gene-DEHA2B11924g	3163
gene-DEHA2B11946g	5189
gene-DEHA2B11968g	13282
gene-DEHA2B11990g	2627
gene-DEHA2B12012g	4793
gene-DEHA2B12034g	6896
gene-DEHA2B12056g	2439
gene-DEHA2B12078g	7880
gene-DEHA2B12100g	8783
gene-DEHA2B12122g	3364
gene-DEHA2B12144g	2897
gene-DEHA2B12166g	1801
gene-DEHA2B12188g	36945
gene-DEHA2B12210g	211
gene-DEHA2B12232g	112
gene-DEHA2B12254g	62
gene-DEHA2B12276g	224
gene-DEHA2B12298g	7119
gene-DEHA2B12320g	2408
gene-DEHA2B12342g	1634
gene-DEHA2B12364g	2622
gene-DEHA2B12386g	8347
gene-DEHA2B12408g	7218
gene-DEHA2B12430g	5824
gene-DEHA2B12452g	1747
gene-DEHA2B12474g	4246
gene-DEHA2B12496g	3186
gene-DEHA2B12518g	6632
gene-DEHA2B12540g	3770
gene-DEHA2B12562g	1912
gene-DEHA2B12584g	4755
gene-DEHA2B12787g	116
gene-DEHA2B12870g	2114
gene-DEHA2B12892g	55
gene-DEHA2B12914g	0
gene-DEHA2B12936g	6
gene-DEHA2B12958g	30
gene-DEHA2B12980g	2752
gene-DEHA2B13002g	1739
gene-DEHA2B13024g	1314
gene-DEHA2B13046g	2656
gene-DEHA2B13068g	133
gene-DEHA2B13090g	15263
gene-DEHA2B13112g	105
gene-DEHA2B13134g	3109
gene-DEHA2B13156g	4270
gene-DEHA2B13178g	15282
gene-DEHA2B13200g	429
gene-DEHA2B13222g	74
gene-DEHA2B13244g	169
gene-DEHA2B13266g	0
gene-DEHA2B13288g	4167
gene-DEHA2B13310g	2139
gene-DEHA2B13332g	1831
gene-DEHA2B13354g	6157
gene-DEHA2B13376g	1818
gene-DEHA2B13398g	2081
gene-DEHA2B13420g	2871
gene-DEHA2B13442g	7727
gene-DEHA2B13464g	1692
gene-DEHA2B13486g	191
gene-DEHA2B13508g	1463
gene-DEHA2B13530g	2755
gene-DEHA2B13552g	1542
gene-DEHA2B13574g	2549
gene-DEHA2B13596g	847
gene-DEHA2B13618g	818
gene-DEHA2B13640g	7150
gene-DEHA2B13662g	36250
gene-DEHA2B13684g	2434
gene-DEHA2B13706g	1263
gene-DEHA2B13728g	16201
gene-DEHA2B13750g	2806
gene-DEHA2B13772g	1146
gene-DEHA2B13794g	1058
gene-DEHA2B13816g	48
gene-DEHA2B13838g	919
gene-DEHA2B13860g	13863
gene-DEHA2B13882g	2548
gene-DEHA2B13904g	323
gene-DEHA2B13926g	3077
gene-DEHA2B13948g	4018
gene-DEHA2B13970g	7045
gene-DEHA2B13992g	937
gene-DEHA2B14014g	71
gene-DEHA2B14058g	67
gene-DEHA2B14080g	3696
gene-DEHA2B14102g	805
gene-DEHA2B14124g	1014
gene-DEHA2B14146g	455
gene-DEHA2B14168g	844
gene-DEHA2B14190g	12419
gene-DEHA2B14212g	29413
gene-DEHA2B14234g	7
gene-DEHA2B14256g	67
gene-DEHA2B14278g	3168
gene-DEHA2B14300g	2223
gene-DEHA2B14322g	7623
gene-DEHA2B14344g	34292
gene-DEHA2B14366g	6739
gene-DEHA2B14377g	2908
gene-DEHA2B14388g	2399
gene-DEHA2B14410g	3162
gene-DEHA2B14432g	2267
gene-DEHA2B14454g	13526
gene-DEHA2B14476g	3917
gene-DEHA2B14498g	50
gene-DEHA2B14520g	2155
gene-DEHA2B14542g	3378
gene-DEHA2B14564g	52241
gene-DEHA2B14586g	55
gene-DEHA2B14608g	1467
gene-DEHA2B14630g	365
gene-DEHA2B14652g	1300
gene-DEHA2B14674g	1459
gene-DEHA2B14696g	1505
gene-DEHA2B14718g	4332
gene-DEHA2B14740g	25378
gene-DEHA2B14762g	7
gene-DEHA2B14784g	2213
gene-DEHA2B14806g	1844
gene-DEHA2B14828g	9261
gene-DEHA2B14850g	3393
gene-DEHA2B14872g	837
gene-DEHA2B14894g	1186
gene-DEHA2B14916g	5194
gene-DEHA2B14938g	14533
gene-DEHA2B14960g	1843
gene-DEHA2B14982g	9576
gene-DEHA2B15004g	1932
gene-DEHA2B15026g	989
gene-DEHA2B15048g	2396
gene-DEHA2B15070g	4292
gene-DEHA2B15092g	1581
gene-DEHA2B15114g	2731
gene-DEHA2B15136g	5045
gene-DEHA2B15158g	1631
gene-DEHA2B15180g	16335
gene-DEHA2B15202g	177
gene-DEHA2B15224g	10973
gene-DEHA2B15246g	109
gene-DEHA2B15268g	49170
gene-DEHA2B15290g	4
gene-DEHA2B15312g	18
gene-DEHA2B15334g	8083
gene-DEHA2B15356g	590
gene-DEHA2B15378g	7525
gene-DEHA2B15400g	418
gene-DEHA2B15422g	1582
gene-DEHA2B15444g	3086
gene-DEHA2B15466g	1481
gene-DEHA2B15488g	8400
gene-DEHA2B15510g	2563
gene-DEHA2B15532g	2672
gene-DEHA2B15554g	2641
gene-DEHA2B15576g	3391
gene-DEHA2B15598g	3501
gene-DEHA2B15620g	11801
gene-DEHA2B15642g	12835
gene-DEHA2B15664g	741
gene-DEHA2B15686g	8397
gene-DEHA2B15708g	4861
gene-DEHA2B15730g	38
gene-DEHA2B15752g	301
gene-DEHA2B15774g	685
gene-DEHA2B15796g	2268
gene-DEHA2B15818g	6653
gene-DEHA2B15840g	176
gene-DEHA2B15862g	8827
gene-DEHA2B15884g	2583
gene-DEHA2B15906g	171
gene-DEHA2B15928g	52916
gene-DEHA2B15950g	32
gene-DEHA2B15972g	10057
gene-DEHA2B15994g	17576
gene-DEHA2B16016g	163
gene-DEHA2B16038g	575
gene-DEHA2B16060g	338
gene-DEHA2B16082g	255
gene-DEHA2B16104g	160
gene-DEHA2B16126g	899
gene-DEHA2B16148g	1833
gene-DEHA2B16170g	3239
gene-DEHA2B16192g	3444
gene-DEHA2B16214g	884
gene-DEHA2B16236g	2008
gene-DEHA2B16258g	214
gene-DEHA2B16280g	33
gene-DEHA2B16302g	0
gene-DEHA2B16324g	6
gene-DEHA2B16346g	16168
gene-DEHA2B16368g	173
gene-DEHA2B16390g	4
gene-DEHA2B16412g	2412
gene-DEHA2B16434g	3854
gene-DEHA2B16456g	12632
gene-DEHA2B16478g	27281
gene-DEHA2B16500g	3812
gene-DEHA2B16522g	28
gene-DEHA2B16544g	2
gene-DEHA2B16566g	4
gene-DEHA2B16588g	8
gene-DEHA2B16610g	428
gene-DEHA2B16632g	3
gene-DEHA2B16654g	0
gene-DEHA2B16676g	660
gene-DEHA2B16698g	46
gene-DEHA2B16720g	1904
gene-DEHA2B16742g	360
gene-DEHA2C00099g	0
gene-DEHA2C00110g	1895
gene-DEHA2C00132g	10
gene-DEHA2C00154g	709
gene-DEHA2C00176g	10
gene-DEHA2C00198g	2704
gene-DEHA2C00220g	17893
gene-DEHA2C00242g	1333
gene-DEHA2C00264g	1189
gene-DEHA2C00286g	120
gene-DEHA2C00297g	4
gene-DEHA2C00308g	100
gene-DEHA2C00330g	33
gene-DEHA2C00352g	922
gene-DEHA2C00374g	130
gene-DEHA2C00396g	61
gene-DEHA2C00418g	0
gene-DEHA2C00440g	6
gene-DEHA2C00484g	667
gene-DEHA2C00506g	102
gene-DEHA2C00528g	29
gene-DEHA2C00594g	3820
gene-DEHA2C00616g	38059
gene-DEHA2C00638g	6969
gene-DEHA2C00660g	888
gene-DEHA2C00682g	435
gene-DEHA2C00704g	2684
gene-DEHA2C00726g	82
gene-DEHA2C00748g	1213
gene-DEHA2C00770g	0
gene-DEHA2C00792g	336
gene-DEHA2C00814g	49
gene-DEHA2C00836g	1557
gene-DEHA2C00858g	651
gene-DEHA2C00880g	252
gene-DEHA2C00902g	189
gene-DEHA2C00924g	399
gene-DEHA2C00946g	623
gene-DEHA2C00968g	35
gene-DEHA2C00990g	64
gene-DEHA2C01012g	124
gene-DEHA2C01034g	2137
gene-DEHA2C01056g	906
gene-DEHA2C01078g	3623
gene-DEHA2C01100g	4068
gene-DEHA2C01122g	474
gene-DEHA2C01144g	362
gene-DEHA2C01166g	2546
gene-DEHA2C01188g	2676
gene-DEHA2C01210g	5179
gene-DEHA2C01232g	981
gene-DEHA2C01254g	5698
gene-DEHA2C01276g	2941
gene-DEHA2C01298g	15091
gene-DEHA2C01320g	1471
gene-DEHA2C01342g	23479
gene-DEHA2C01364g	193
gene-DEHA2C01386g	1258
gene-DEHA2C01408g	8265
gene-DEHA2C01430g	885
gene-DEHA2C01452g	2902
gene-DEHA2C01474g	2130
gene-DEHA2C01496g	4049
gene-DEHA2C01518g	13313
gene-DEHA2C01540g	800
gene-DEHA2C01562g	2290
gene-DEHA2C01584g	296
gene-DEHA2C01606g	108
gene-DEHA2C01628g	62
gene-DEHA2C01650g	451
gene-DEHA2C01672g	1439
gene-DEHA2C01694g	979
gene-DEHA2C01716g	154
gene-DEHA2C01738g	24
gene-DEHA2C01760g	60249
gene-DEHA2C01782g	6135
gene-DEHA2C01804g	1696
gene-DEHA2C01826g	7197
gene-DEHA2C01848g	10
gene-DEHA2C01870g	28642
gene-DEHA2C01892g	3862
gene-DEHA2C01914g	3129
gene-DEHA2C01936g	2603
gene-DEHA2C01958g	563
gene-DEHA2C01980g	8232
gene-DEHA2C02002g	3982
gene-DEHA2C02024r	16
gene-DEHA2C02046g	30793
gene-DEHA2C02068g	8356
gene-DEHA2C02090g	1355
gene-DEHA2C02112g	1843
gene-DEHA2C02134g	6350
gene-DEHA2C02156g	2541
gene-DEHA2C02178g	2359
gene-DEHA2C02200g	9193
gene-DEHA2C02222g	974
gene-DEHA2C02244g	8744
gene-DEHA2C02266g	9643
gene-DEHA2C02288g	1322
gene-DEHA2C02310g	1316
gene-DEHA2C02332g	563
gene-DEHA2C02354g	7128
gene-DEHA2C02376g	2620
gene-DEHA2C02398g	663
gene-DEHA2C02420g	989
gene-DEHA2C02442r	2
gene-DEHA2C02464g	7157
gene-DEHA2C02486g	1423
gene-DEHA2C02508g	2732
gene-DEHA2C02530g	1764
gene-DEHA2C02552g	33626
gene-DEHA2C02574g	3723
gene-DEHA2C02596g	1295
gene-DEHA2C02618g	1594
gene-DEHA2C02640g	2640
gene-DEHA2C02662g	597
gene-DEHA2C02684g	2648
gene-DEHA2C02706g	3583
gene-DEHA2C02728g	1478
gene-DEHA2C02750g	2819
gene-DEHA2C02772g	1931
gene-DEHA2C02794g	4729
gene-DEHA2C02816g	2981
gene-DEHA2C02838g	2655
gene-DEHA2C02860g	571
gene-DEHA2C02882g	3059
gene-DEHA2C02904g	1549
gene-DEHA2C02926g	5985
gene-DEHA2C02948g	992
gene-DEHA2C02970g	1786
gene-DEHA2C02992g	12860
gene-DEHA2C03014g	10219
gene-DEHA2C03036g	13753
gene-DEHA2C03058g	4841
gene-DEHA2C03080g	4049
gene-DEHA2C03102g	9916
gene-DEHA2C03124g	8823
gene-DEHA2C03146g	4922
gene-DEHA2C03168g	4173
gene-DEHA2C03190g	4382
gene-DEHA2C03212g	2711
gene-DEHA2C03234g	3032
gene-DEHA2C03256g	5769
gene-DEHA2C03278g	7072
gene-DEHA2C03300r	1
gene-DEHA2C03322g	1775
gene-DEHA2C03344g	12843
gene-DEHA2C03366g	2777
gene-DEHA2C03388g	9209
gene-DEHA2C03410g	2594
gene-DEHA2C03432g	11364
gene-DEHA2C03454g	638
gene-DEHA2C03476g	525
gene-DEHA2C03498r	2
gene-DEHA2C03520g	1078
gene-DEHA2C03542r	13
gene-DEHA2C03564g	4406
gene-DEHA2C03586g	504
gene-DEHA2C03608g	1729
gene-DEHA2C03630g	7789
gene-DEHA2C03652g	4666
gene-DEHA2C03674g	2664
gene-DEHA2C03696g	4385
gene-DEHA2C03718g	544
gene-DEHA2C03740g	3538
gene-DEHA2C03762g	2400
gene-DEHA2C03784g	1353
gene-DEHA2C03806g	7555
gene-DEHA2C03828g	3615
gene-DEHA2C03850g	2666
gene-DEHA2C03872g	11541
gene-DEHA2C03894g	6262
gene-DEHA2C03916g	3822
gene-DEHA2C03938g	1372
gene-DEHA2C03960g	2058
gene-DEHA2C03982g	6781
gene-DEHA2C04004g	9722
gene-DEHA2C04026g	1125
gene-DEHA2C04048g	42089
gene-DEHA2C04070g	10609
gene-DEHA2C04092g	5403
gene-DEHA2C04114g	344
gene-DEHA2C04136g	1772
gene-DEHA2C04158g	5578
gene-DEHA2C04180g	8161
gene-DEHA2C04202g	2722
gene-DEHA2C04224g	2914
gene-DEHA2C04246g	1774
gene-DEHA2C04268g	10588
gene-DEHA2C04290g	7009
gene-DEHA2C04312g	9352
gene-DEHA2C04334g	4146
gene-DEHA2C04356g	9147
gene-DEHA2C04378g	8820
gene-DEHA2C04400g	3663
gene-DEHA2C04422g	2342
gene-DEHA2C04444g	2745
gene-DEHA2C04466g	4599
gene-DEHA2C04488g	2136
gene-DEHA2C04510g	7870
gene-DEHA2C04532g	7094
gene-DEHA2C04554g	27434
gene-DEHA2C04576g	6120
gene-DEHA2C04598g	1789
gene-DEHA2C04620g	4756
gene-DEHA2C04642g	1454
gene-DEHA2C04664g	4393
gene-DEHA2C04686g	1599
gene-DEHA2C04708g	3600
gene-DEHA2C04730g	100
gene-DEHA2C04752g	1840
gene-DEHA2C04774g	1522
gene-DEHA2C04796g	10118
gene-DEHA2C04818g	2835
gene-DEHA2C04840g	7
gene-DEHA2C04862g	5795
gene-DEHA2C04884g	47313
gene-DEHA2C04906g	3594
gene-DEHA2C04928g	1725
gene-DEHA2C04950g	3636
gene-DEHA2C04972g	25674
gene-DEHA2C04994g	2743
gene-DEHA2C05016g	17049
gene-DEHA2C05038g	1848
gene-DEHA2C05060g	1264
gene-DEHA2C05082g	1525
gene-DEHA2C05104g	16327
gene-DEHA2C05126g	5079
gene-DEHA2C05148g	10935
gene-DEHA2C05170g	8914
gene-DEHA2C05192g	2850
gene-DEHA2C05214g	16970
gene-DEHA2C05236g	26134
gene-DEHA2C05258g	5346
gene-DEHA2C05280g	11713
gene-DEHA2C05302g	2397
gene-DEHA2C05324g	11977
gene-DEHA2C05346g	1184
gene-DEHA2C05368g	9714
gene-DEHA2C05390g	84568
gene-DEHA2C05412g	6719
gene-DEHA2C05434g	409
gene-DEHA2C05456g	5401
gene-DEHA2C05478g	2909
gene-DEHA2C05500g	8951
gene-DEHA2C05522g	4117
gene-DEHA2C05544g	3567
gene-DEHA2C05566g	4323
gene-DEHA2C05588g	2159
gene-DEHA2C05610g	7969
gene-DEHA2C05632g	7844
gene-DEHA2C05654g	9254
gene-DEHA2C05676g	482
gene-DEHA2C05698g	103
gene-DEHA2C05720g	774
gene-DEHA2C05742g	13757
gene-DEHA2C05764g	3692
gene-DEHA2C05786g	2750
gene-DEHA2C05808g	10397
gene-DEHA2C05830g	890
gene-DEHA2C05852g	590
gene-DEHA2C05874g	16
gene-DEHA2C05896g	26
gene-DEHA2C05918g	258
gene-DEHA2C05940g	9141
gene-DEHA2C05962g	10997
gene-DEHA2C05984g	2226
gene-DEHA2C06006g	4585
gene-DEHA2C06028g	2546
gene-DEHA2C06050g	2261
gene-DEHA2C06072g	574
gene-DEHA2C06094g	5136
gene-DEHA2C06116g	3092
gene-DEHA2C06138g	904
gene-DEHA2C06160g	6370
gene-DEHA2C06182g	8263
gene-DEHA2C06204r	1
gene-DEHA2C06226g	416
gene-DEHA2C06248g	24903
gene-DEHA2C06270g	4056
gene-DEHA2C06292g	21090
gene-DEHA2C06314g	91614
gene-DEHA2C06336g	6111
gene-DEHA2C06358g	2067
gene-DEHA2C06380g	4536
gene-DEHA2C06402g	10824
gene-DEHA2C06424r	6
gene-DEHA2C06446g	2562
gene-DEHA2C06468g	6540
gene-DEHA2C06490g	6460
gene-DEHA2C06512g	2582
gene-DEHA2C06534r	0
gene-DEHA2C06556g	111
gene-DEHA2C06578g	108
gene-DEHA2C06600g	92
gene-DEHA2C06622g	9929
gene-DEHA2C06644g	1146
gene-DEHA2C06666g	4035
gene-DEHA2C06688g	3418
gene-DEHA2C06710g	1973
gene-DEHA2C06732r	0
gene-DEHA2C06754r	0
gene-DEHA2C06776g	29
gene-DEHA2C06798g	5280
gene-DEHA2C06820g	1328
gene-DEHA2C06842r	0
gene-DEHA2C06864g	2533
gene-DEHA2C06886g	1338
gene-DEHA2C06908r	2
gene-DEHA2C06930g	1766
gene-DEHA2C06952g	220
gene-DEHA2C06974g	6894
gene-DEHA2C06996g	4063
gene-DEHA2C07018g	7055
gene-DEHA2C07040g	9287
gene-DEHA2C07062g	2885
gene-DEHA2C07084g	2309
gene-DEHA2C07106g	2198
gene-DEHA2C07128g	7578
gene-DEHA2C07150g	5462
gene-DEHA2C07172g	1412
gene-DEHA2C07194g	4634
gene-DEHA2C07216g	2064
gene-DEHA2C07238g	13466
gene-DEHA2C07260g	5976
gene-DEHA2C07282g	5302
gene-DEHA2C07304g	9467
gene-DEHA2C07326g	2226
gene-DEHA2C07348r	2
gene-DEHA2C07370g	8123
gene-DEHA2C07392g	14
gene-DEHA2C07414g	107
gene-DEHA2C07436g	279
gene-DEHA2C07458g	3522
gene-DEHA2C07480g	3628
gene-DEHA2C07502g	9729
gene-DEHA2C07524g	1139
gene-DEHA2C07546g	8623
gene-DEHA2C07568g	3463
gene-DEHA2C07590g	4835
gene-DEHA2C07612g	2924
gene-DEHA2C07634g	13891
gene-DEHA2C07656g	1242
gene-DEHA2C07678g	9327
gene-DEHA2C07700g	3
gene-DEHA2C07722g	13455
gene-DEHA2C07744g	1343
gene-DEHA2C07766g	3066
gene-DEHA2C07788g	3706
gene-DEHA2C07810g	2440
gene-DEHA2C07832g	11582
gene-DEHA2C07854g	1732
gene-DEHA2C07876g	3792
gene-DEHA2C07898g	2797
gene-DEHA2C07920g	28878
gene-DEHA2C07942g	7327
gene-DEHA2C07964g	6769
gene-DEHA2C07986g	961
gene-DEHA2C08008g	4969
gene-DEHA2C08030g	32637
gene-DEHA2C08052g	1738
gene-DEHA2C08074g	29800
gene-DEHA2C08096g	2246
gene-DEHA2C08118g	464
gene-DEHA2C08140g	1074
gene-DEHA2C08162r	1
gene-DEHA2C08184g	1560
gene-DEHA2C08206g	3993
gene-DEHA2C08228g	3518
gene-DEHA2C08250g	1551
gene-DEHA2C08272g	1294
gene-DEHA2C08294g	8283
gene-DEHA2C08316g	1760
gene-DEHA2C08338g	5043
gene-DEHA2C08360g	3636
gene-DEHA2C08382g	7007
gene-DEHA2C08404g	1547
gene-DEHA2C08426g	2325
gene-DEHA2C08448g	1655
gene-DEHA2C08470g	3611
gene-DEHA2C08492g	7126
gene-DEHA2C08514g	6649
gene-DEHA2C08536g	5826
gene-DEHA2C08558g	4518
gene-DEHA2C08580g	622
gene-DEHA2C08602g	1647
gene-DEHA2C08624g	55
