Geneid	RNA STAR on 1MNaCl2: mapped.bam
gene-DEHA2B05324r	0
gene-DEHA2B05346r	0
gene-DEHA2B05368g	2391
gene-DEHA2B05390g	8737
gene-DEHA2B05412g	13038
gene-DEHA2B05434g	438
gene-DEHA2B05456r	2
gene-DEHA2B05478g	8745
gene-DEHA2B05500g	1706
gene-DEHA2B05522g	1763
gene-DEHA2B05544g	8288
gene-DEHA2B05566g	1674
gene-DEHA2B05588g	1820
gene-DEHA2B05610g	6934
gene-DEHA2B05632g	2639
gene-DEHA2B05654g	1205
gene-DEHA2B05676g	4805
gene-DEHA2B05698g	5178
gene-DEHA2B05720g	3582
gene-DEHA2B05742g	7686
gene-DEHA2B05764g	30146
gene-DEHA2B05786g	64
gene-DEHA2B05808g	1135
gene-DEHA2B05830g	1610
gene-DEHA2B05852g	1038
gene-DEHA2B05874g	5982
gene-DEHA2B05896g	9211
gene-DEHA2B05918g	4352
gene-DEHA2B05940g	30
gene-DEHA2B05962g	3650
gene-DEHA2B05984g	2546
gene-DEHA2B06006g	2165
gene-DEHA2B06028g	2379
gene-DEHA2B06050g	10361
gene-DEHA2B06072g	2876
gene-DEHA2B06094g	21073
gene-DEHA2B06116g	675
gene-DEHA2B06138g	1048
gene-DEHA2B06160g	3539
gene-DEHA2B06182g	4344
gene-DEHA2B06204g	3930
gene-DEHA2B06226g	27754
gene-DEHA2B06248g	1391
gene-DEHA2B06270g	4513
gene-DEHA2B06292g	1001
gene-DEHA2B06314r	0
gene-DEHA2B06336g	4456
gene-DEHA2B06358g	6499
gene-DEHA2B06380g	1730
gene-DEHA2B06402g	2964
gene-DEHA2B06424g	1448
gene-DEHA2B06446g	20726
gene-DEHA2B06468r	1
gene-DEHA2B06490g	4938
gene-DEHA2B06512g	2458
gene-DEHA2B06534g	66
gene-DEHA2B06556g	4696
gene-DEHA2B06578g	2243
gene-DEHA2B06600g	6089
gene-DEHA2B06622g	1061
gene-DEHA2B06644g	3287
gene-DEHA2B06666g	1166
gene-DEHA2B06688r	1
gene-DEHA2B06710g	4565
gene-DEHA2B06732g	11447
gene-DEHA2B06754g	2371
gene-DEHA2B06776g	1325
gene-DEHA2B06798g	2850
gene-DEHA2B06820g	1780
gene-DEHA2B06842g	3846
gene-DEHA2B06864g	3166
gene-DEHA2B06886g	2255
gene-DEHA2B06908g	3903
gene-DEHA2B06930g	81
gene-DEHA2B06952g	11
gene-DEHA2B06974g	31
gene-DEHA2B06996g	500
gene-DEHA2B07018g	2722
gene-DEHA2B07040g	19641
gene-DEHA2B07062g	15691
gene-DEHA2B07084g	2966
gene-DEHA2B07106g	13128
gene-DEHA2B07128g	4913
gene-DEHA2B07150g	4281
gene-DEHA2B07172g	4377
gene-DEHA2B07194g	7336
gene-DEHA2B07216g	2474
gene-DEHA2B07238g	7055
gene-DEHA2B07260g	3585
gene-DEHA2B07282g	3361
gene-DEHA2B07304g	12496
gene-DEHA2B07326g	2214
gene-DEHA2B07348g	85
gene-DEHA2B07370g	6228
gene-DEHA2B07392g	1699
gene-DEHA2B07414g	2911
gene-DEHA2B07436g	1030
gene-DEHA2B07458g	2238
gene-DEHA2B07480g	611
gene-DEHA2B07502g	4411
gene-DEHA2B07524g	8810
gene-DEHA2B07546g	10516
gene-DEHA2B07568g	3371
gene-DEHA2B07590g	734
gene-DEHA2B07612g	2239
gene-DEHA2B07634g	6522
gene-DEHA2B07656g	8594
gene-DEHA2B07678g	613
gene-DEHA2B07700g	3673
gene-DEHA2B07722g	10103
gene-DEHA2B07744g	445
gene-DEHA2B07766r	2
gene-DEHA2B07788g	6696
gene-DEHA2B07810g	2685
gene-DEHA2B07832g	4
gene-DEHA2B07854g	3725
gene-DEHA2B07876g	3089
gene-DEHA2B07898g	2409
gene-DEHA2B07920g	7563
gene-DEHA2B07942g	859
gene-DEHA2B07964g	17089
gene-DEHA2B07986g	9587
gene-DEHA2B08008g	3320
gene-DEHA2B08030g	1140
gene-DEHA2B08052g	4962
gene-DEHA2B08074g	504
gene-DEHA2B08096g	9406
gene-DEHA2B08118g	5917
gene-DEHA2B08140g	45782
gene-DEHA2B08162g	27
gene-DEHA2B08184g	2943
gene-DEHA2B08206g	2363
gene-DEHA2B08228g	4306
gene-DEHA2B08250g	1297
gene-DEHA2B08272g	1532
gene-DEHA2B08294g	4335
gene-DEHA2B08316g	1387
gene-DEHA2B08338g	1392
gene-DEHA2B08360g	1967
gene-DEHA2B08382g	4721
gene-DEHA2B08404g	1834
gene-DEHA2B08426g	1712
gene-DEHA2B08448g	2153
gene-DEHA2B08470r	34
gene-DEHA2B08492g	4304
gene-DEHA2B08514g	38
gene-DEHA2B08536g	1057
gene-DEHA2B08558g	1323
gene-DEHA2B08580g	778
gene-DEHA2B08602g	1251
gene-DEHA2B08624g	232
gene-DEHA2B08646g	3555
gene-DEHA2B08668g	448
gene-DEHA2B08690g	1462
gene-DEHA2B08712r	0
gene-DEHA2B08734g	2524
gene-DEHA2B08756g	2424
gene-DEHA2B08778g	2663
gene-DEHA2B08800g	1874
gene-DEHA2B08822g	3341
gene-DEHA2B08844g	2184
gene-DEHA2B08866g	2996
gene-DEHA2B08888g	2321
gene-DEHA2B08910g	4489
gene-DEHA2B08932g	5202
gene-DEHA2B08954g	2017
gene-DEHA2B08976r	0
gene-DEHA2B08998g	25
gene-DEHA2B09020g	46
gene-DEHA2B09086r	21
gene-DEHA2B09108r	0
gene-DEHA2B09130r	1
gene-DEHA2B09152r	3
gene-DEHA2B09174r	0
gene-DEHA2B09196g	807
gene-DEHA2B09218g	4092
gene-DEHA2B09240g	7312
gene-DEHA2B09262g	1892
gene-DEHA2B09284g	2536
gene-DEHA2B09306g	6386
gene-DEHA2B09328g	349
gene-DEHA2B09350g	4934
gene-DEHA2B09372g	5447
gene-DEHA2B09394g	3301
gene-DEHA2B09416g	2920
gene-DEHA2B09438g	911
gene-DEHA2B09460g	3999
gene-DEHA2B09482g	2589
gene-DEHA2B09504g	2295
gene-DEHA2B09526g	13928
gene-DEHA2B09548g	2280
gene-DEHA2B09570g	8688
gene-DEHA2B09592g	227
gene-DEHA2B09614g	1606
gene-DEHA2B09636g	1174
gene-DEHA2B09658g	13587
gene-DEHA2B09680g	17862
gene-DEHA2B09702g	5752
gene-DEHA2B09724g	4957
gene-DEHA2B09746g	2707
gene-DEHA2B09768g	7770
gene-DEHA2B09790g	69
gene-DEHA2B09812g	41
gene-DEHA2B09834g	3083
gene-DEHA2B09856g	4786
gene-DEHA2B09878g	219
gene-DEHA2B09900g	988
gene-DEHA2B09922g	11750
gene-DEHA2B09944g	4917
gene-DEHA2B09966g	948
gene-DEHA2B09988g	19582
gene-DEHA2B10010g	8249
gene-DEHA2B10032g	24700
gene-DEHA2B10054g	34
gene-DEHA2B10076g	2220
gene-DEHA2B10098g	2243
gene-DEHA2B10120g	5977
gene-DEHA2B10142g	7262
gene-DEHA2B10164g	252
gene-DEHA2B10186g	6613
gene-DEHA2B10208g	3126
gene-DEHA2B10230g	2965
gene-DEHA2B10252g	11878
gene-DEHA2B10274g	566
gene-DEHA2B10296g	3109
gene-DEHA2B10318g	4872
gene-DEHA2B10340g	319
gene-DEHA2B10362g	2744
gene-DEHA2B10384g	2413
gene-DEHA2B10406g	1695
gene-DEHA2B10428g	209
gene-DEHA2B10450g	9571
gene-DEHA2B10472g	6762
gene-DEHA2B10494g	4708
gene-DEHA2B10516g	48
gene-DEHA2B10538g	5383
gene-DEHA2B10560g	6855
gene-DEHA2B10582g	1188
gene-DEHA2B10604g	475
gene-DEHA2B10626g	3569
gene-DEHA2B10648g	3346
gene-DEHA2B10670g	2372
gene-DEHA2B10692g	1526
gene-DEHA2B10714g	509
gene-DEHA2B10736g	1375
gene-DEHA2B10758g	1011
gene-DEHA2B10780g	2799
gene-DEHA2B10802g	3041
gene-DEHA2B10824g	3585
gene-DEHA2B10846g	8969
gene-DEHA2B10868g	596
gene-DEHA2B10890g	3034
gene-DEHA2B10912g	3904
gene-DEHA2B10934g	1016
gene-DEHA2B10956g	1823
gene-DEHA2B10978g	1203
gene-DEHA2B11000g	10352
gene-DEHA2B11022g	22146
gene-DEHA2B11044g	5866
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2666
gene-DEHA2B11110g	424
gene-DEHA2B11132r	0
gene-DEHA2B11154r	1
gene-DEHA2B11176g	2473
gene-DEHA2B11198r	0
gene-DEHA2B11220g	5757
gene-DEHA2B11242g	5447
gene-DEHA2B11264g	4754
gene-DEHA2B11286g	7658
gene-DEHA2B11308g	1510
gene-DEHA2B11330g	6551
gene-DEHA2B11352g	3545
gene-DEHA2B11374g	9
gene-DEHA2B11396g	138
gene-DEHA2B11418g	10
gene-DEHA2B11440g	4255
gene-DEHA2B11462g	15401
gene-DEHA2B11484g	1564
gene-DEHA2B11506g	2536
gene-DEHA2B11528g	3864
gene-DEHA2B11550g	9777
gene-DEHA2B11572g	3320
gene-DEHA2B11594g	3985
gene-DEHA2B11616g	7839
gene-DEHA2B11638g	3371
gene-DEHA2B11660g	1880
gene-DEHA2B11682g	424
gene-DEHA2B11704g	4
gene-DEHA2B11726g	182
gene-DEHA2B11748g	1662
gene-DEHA2B11770g	1550
gene-DEHA2B11792g	2155
gene-DEHA2B11814g	1420
gene-DEHA2B11836g	4473
gene-DEHA2B11858g	1210
gene-DEHA2B11880g	11803
gene-DEHA2B11902g	4316
gene-DEHA2B11924g	2756
gene-DEHA2B11946g	4538
gene-DEHA2B11968g	10791
gene-DEHA2B11990g	3942
gene-DEHA2B12012g	5579
gene-DEHA2B12034g	6730
gene-DEHA2B12056g	1788
gene-DEHA2B12078g	11682
gene-DEHA2B12100g	9970
gene-DEHA2B12122g	3274
gene-DEHA2B12144g	1671
gene-DEHA2B12166g	1955
gene-DEHA2B12188g	36265
gene-DEHA2B12210g	165
gene-DEHA2B12232g	666
gene-DEHA2B12254g	117
gene-DEHA2B12276g	335
gene-DEHA2B12298g	3768
gene-DEHA2B12320g	2242
gene-DEHA2B12342g	1822
gene-DEHA2B12364g	4029
gene-DEHA2B12386g	8047
gene-DEHA2B12408g	8528
gene-DEHA2B12430g	7069
gene-DEHA2B12452g	4192
gene-DEHA2B12474g	6623
gene-DEHA2B12496g	3117
gene-DEHA2B12518g	4262
gene-DEHA2B12540g	5630
gene-DEHA2B12562g	1312
gene-DEHA2B12584g	6358
gene-DEHA2B12787g	232
gene-DEHA2B12870g	1177
gene-DEHA2B12892g	62
gene-DEHA2B12914g	2
gene-DEHA2B12936g	2
gene-DEHA2B12958g	187
gene-DEHA2B12980g	5872
gene-DEHA2B13002g	2057
gene-DEHA2B13024g	1736
gene-DEHA2B13046g	3048
gene-DEHA2B13068g	154
gene-DEHA2B13090g	17423
gene-DEHA2B13112g	180
gene-DEHA2B13134g	4488
gene-DEHA2B13156g	5811
gene-DEHA2B13178g	11611
gene-DEHA2B13200g	957
gene-DEHA2B13222g	129
gene-DEHA2B13244g	700
gene-DEHA2B13266g	0
gene-DEHA2B13288g	4738
gene-DEHA2B13310g	1783
gene-DEHA2B13332g	2891
gene-DEHA2B13354g	4847
gene-DEHA2B13376g	1407
gene-DEHA2B13398g	1281
gene-DEHA2B13420g	3708
gene-DEHA2B13442g	10931
gene-DEHA2B13464g	1265
gene-DEHA2B13486g	267
gene-DEHA2B13508g	880
gene-DEHA2B13530g	2978
gene-DEHA2B13552g	2538
gene-DEHA2B13574g	2825
gene-DEHA2B13596g	1080
gene-DEHA2B13618g	1151
gene-DEHA2B13640g	12267
gene-DEHA2B13662g	30815
gene-DEHA2B13684g	2913
gene-DEHA2B13706g	1157
gene-DEHA2B13728g	15453
gene-DEHA2B13750g	2281
gene-DEHA2B13772g	862
gene-DEHA2B13794g	1128
gene-DEHA2B13816g	32
gene-DEHA2B13838g	765
gene-DEHA2B13860g	10794
gene-DEHA2B13882g	3520
gene-DEHA2B13904g	353
gene-DEHA2B13926g	2863
gene-DEHA2B13948g	4727
gene-DEHA2B13970g	6379
gene-DEHA2B13992g	789
gene-DEHA2B14014g	40
gene-DEHA2B14058g	87
gene-DEHA2B14080g	3560
gene-DEHA2B14102g	1154
gene-DEHA2B14124g	1224
gene-DEHA2B14146g	902
gene-DEHA2B14168g	1100
gene-DEHA2B14190g	6980
gene-DEHA2B14212g	35321
gene-DEHA2B14234g	1
gene-DEHA2B14256g	101
gene-DEHA2B14278g	4221
gene-DEHA2B14300g	2244
gene-DEHA2B14322g	6899
gene-DEHA2B14344g	24970
gene-DEHA2B14366g	8062
gene-DEHA2B14377g	2673
gene-DEHA2B14388g	1719
gene-DEHA2B14410g	3425
gene-DEHA2B14432g	2750
gene-DEHA2B14454g	15313
gene-DEHA2B14476g	5730
gene-DEHA2B14498g	92
gene-DEHA2B14520g	1874
gene-DEHA2B14542g	3254
gene-DEHA2B14564g	40827
gene-DEHA2B14586g	64
gene-DEHA2B14608g	1912
gene-DEHA2B14630g	329
gene-DEHA2B14652g	1089
gene-DEHA2B14674g	1476
gene-DEHA2B14696g	1980
gene-DEHA2B14718g	3915
gene-DEHA2B14740g	51032
gene-DEHA2B14762g	3
gene-DEHA2B14784g	3311
gene-DEHA2B14806g	2766
gene-DEHA2B14828g	9224
gene-DEHA2B14850g	3623
gene-DEHA2B14872g	1802
gene-DEHA2B14894g	1808
gene-DEHA2B14916g	4336
gene-DEHA2B14938g	14153
gene-DEHA2B14960g	2603
gene-DEHA2B14982g	6464
gene-DEHA2B15004g	2579
gene-DEHA2B15026g	880
gene-DEHA2B15048g	2990
gene-DEHA2B15070g	6493
gene-DEHA2B15092g	1644
gene-DEHA2B15114g	2548
gene-DEHA2B15136g	6263
gene-DEHA2B15158g	1620
gene-DEHA2B15180g	15315
gene-DEHA2B15202g	121
gene-DEHA2B15224g	7194
gene-DEHA2B15246g	100
gene-DEHA2B15268g	34904
gene-DEHA2B15290g	9
gene-DEHA2B15312g	16
gene-DEHA2B15334g	13651
gene-DEHA2B15356g	947
gene-DEHA2B15378g	6019
gene-DEHA2B15400g	515
gene-DEHA2B15422g	1625
gene-DEHA2B15444g	4646
gene-DEHA2B15466g	1131
gene-DEHA2B15488g	7114
gene-DEHA2B15510g	1353
gene-DEHA2B15532g	1921
gene-DEHA2B15554g	2715
gene-DEHA2B15576g	2077
gene-DEHA2B15598g	3508
gene-DEHA2B15620g	20682
gene-DEHA2B15642g	12835
gene-DEHA2B15664g	655
gene-DEHA2B15686g	7219
gene-DEHA2B15708g	7541
gene-DEHA2B15730g	197
gene-DEHA2B15752g	290
gene-DEHA2B15774g	1106
gene-DEHA2B15796g	1987
gene-DEHA2B15818g	7864
gene-DEHA2B15840g	265
gene-DEHA2B15862g	7812
gene-DEHA2B15884g	2222
gene-DEHA2B15906g	167
gene-DEHA2B15928g	85709
gene-DEHA2B15950g	22
gene-DEHA2B15972g	15700
gene-DEHA2B15994g	21054
gene-DEHA2B16016g	60
gene-DEHA2B16038g	1182
gene-DEHA2B16060g	671
gene-DEHA2B16082g	970
gene-DEHA2B16104g	521
gene-DEHA2B16126g	1295
gene-DEHA2B16148g	2629
gene-DEHA2B16170g	9807
gene-DEHA2B16192g	10014
gene-DEHA2B16214g	3172
gene-DEHA2B16236g	2587
gene-DEHA2B16258g	1363
gene-DEHA2B16280g	133
gene-DEHA2B16302g	1
gene-DEHA2B16324g	0
gene-DEHA2B16346g	13639
gene-DEHA2B16368g	1122
gene-DEHA2B16390g	6
gene-DEHA2B16412g	1804
gene-DEHA2B16434g	6021
gene-DEHA2B16456g	10930
gene-DEHA2B16478g	29375
gene-DEHA2B16500g	7587
gene-DEHA2B16522g	47
gene-DEHA2B16544g	9
gene-DEHA2B16566g	53
gene-DEHA2B16588g	63
gene-DEHA2B16610g	2562
gene-DEHA2B16632g	10
gene-DEHA2B16654g	2
gene-DEHA2B16676g	1161
gene-DEHA2B16698g	157
gene-DEHA2B16720g	3924
gene-DEHA2B16742g	747
gene-DEHA2C00099g	2
gene-DEHA2C00110g	3011
gene-DEHA2C00132g	4
gene-DEHA2C00154g	2113
gene-DEHA2C00176g	19
gene-DEHA2C00198g	4519
gene-DEHA2C00220g	31018
gene-DEHA2C00242g	2132
gene-DEHA2C00264g	2932
gene-DEHA2C00286g	1516
gene-DEHA2C00297g	24
gene-DEHA2C00308g	476
gene-DEHA2C00330g	602
gene-DEHA2C00352g	2032
gene-DEHA2C00374g	700
gene-DEHA2C00396g	302
gene-DEHA2C00418g	113
gene-DEHA2C00440g	203
gene-DEHA2C00484g	691
gene-DEHA2C00506g	150
gene-DEHA2C00528g	181
gene-DEHA2C00594g	6206
gene-DEHA2C00616g	49989
gene-DEHA2C00638g	6733
gene-DEHA2C00660g	793
gene-DEHA2C00682g	608
gene-DEHA2C00704g	3806
gene-DEHA2C00726g	270
gene-DEHA2C00748g	1247
gene-DEHA2C00770g	0
gene-DEHA2C00792g	1466
gene-DEHA2C00814g	217
gene-DEHA2C00836g	1869
gene-DEHA2C00858g	561
gene-DEHA2C00880g	337
gene-DEHA2C00902g	174
gene-DEHA2C00924g	358
gene-DEHA2C00946g	1104
gene-DEHA2C00968g	31
gene-DEHA2C00990g	87
gene-DEHA2C01012g	388
gene-DEHA2C01034g	4050
gene-DEHA2C01056g	1964
gene-DEHA2C01078g	4493
gene-DEHA2C01100g	5477
gene-DEHA2C01122g	488
gene-DEHA2C01144g	1486
gene-DEHA2C01166g	2486
gene-DEHA2C01188g	2977
gene-DEHA2C01210g	7081
gene-DEHA2C01232g	1668
gene-DEHA2C01254g	2647
gene-DEHA2C01276g	2777
gene-DEHA2C01298g	13252
gene-DEHA2C01320g	2283
gene-DEHA2C01342g	32580
gene-DEHA2C01364g	384
gene-DEHA2C01386g	1754
gene-DEHA2C01408g	9679
gene-DEHA2C01430g	1090
gene-DEHA2C01452g	2179
gene-DEHA2C01474g	2346
gene-DEHA2C01496g	4483
gene-DEHA2C01518g	6567
gene-DEHA2C01540g	1187
gene-DEHA2C01562g	3218
gene-DEHA2C01584g	369
gene-DEHA2C01606g	204
gene-DEHA2C01628g	104
gene-DEHA2C01650g	617
gene-DEHA2C01672g	1829
gene-DEHA2C01694g	2378
gene-DEHA2C01716g	214
gene-DEHA2C01738g	30
gene-DEHA2C01760g	39285
gene-DEHA2C01782g	2166
gene-DEHA2C01804g	1476
gene-DEHA2C01826g	6375
gene-DEHA2C01848g	8
gene-DEHA2C01870g	42000
gene-DEHA2C01892g	3407
gene-DEHA2C01914g	3537
gene-DEHA2C01936g	2672
gene-DEHA2C01958g	655
gene-DEHA2C01980g	7480
gene-DEHA2C02002g	3646
gene-DEHA2C02024r	2
gene-DEHA2C02046g	19217
gene-DEHA2C02068g	7553
gene-DEHA2C02090g	749
gene-DEHA2C02112g	2028
gene-DEHA2C02134g	5325
gene-DEHA2C02156g	3124
gene-DEHA2C02178g	2456
gene-DEHA2C02200g	7446
gene-DEHA2C02222g	592
gene-DEHA2C02244g	8797
gene-DEHA2C02266g	10146
gene-DEHA2C02288g	1922
gene-DEHA2C02310g	1750
gene-DEHA2C02332g	527
gene-DEHA2C02354g	3112
gene-DEHA2C02376g	3151
gene-DEHA2C02398g	790
gene-DEHA2C02420g	803
gene-DEHA2C02442r	0
gene-DEHA2C02464g	9717
gene-DEHA2C02486g	2399
gene-DEHA2C02508g	18720
gene-DEHA2C02530g	2265
gene-DEHA2C02552g	81297
gene-DEHA2C02574g	2263
gene-DEHA2C02596g	2091
gene-DEHA2C02618g	2085
gene-DEHA2C02640g	2243
gene-DEHA2C02662g	571
gene-DEHA2C02684g	3130
gene-DEHA2C02706g	2882
gene-DEHA2C02728g	1274
gene-DEHA2C02750g	2755
gene-DEHA2C02772g	1777
gene-DEHA2C02794g	3893
gene-DEHA2C02816g	4743
gene-DEHA2C02838g	2199
gene-DEHA2C02860g	414
gene-DEHA2C02882g	4006
gene-DEHA2C02904g	857
gene-DEHA2C02926g	6193
gene-DEHA2C02948g	970
gene-DEHA2C02970g	1385
gene-DEHA2C02992g	6793
gene-DEHA2C03014g	14370
gene-DEHA2C03036g	7943
gene-DEHA2C03058g	4193
gene-DEHA2C03080g	2060
gene-DEHA2C03102g	10555
gene-DEHA2C03124g	9246
gene-DEHA2C03146g	7089
gene-DEHA2C03168g	3673
gene-DEHA2C03190g	2878
gene-DEHA2C03212g	2371
gene-DEHA2C03234g	3230
gene-DEHA2C03256g	5456
gene-DEHA2C03278g	7643
gene-DEHA2C03300r	0
gene-DEHA2C03322g	1892
gene-DEHA2C03344g	14136
gene-DEHA2C03366g	2037
gene-DEHA2C03388g	9919
gene-DEHA2C03410g	2176
gene-DEHA2C03432g	12258
gene-DEHA2C03454g	946
gene-DEHA2C03476g	6340
gene-DEHA2C03498r	3
gene-DEHA2C03520g	4796
gene-DEHA2C03542r	36
gene-DEHA2C03564g	4712
gene-DEHA2C03586g	600
gene-DEHA2C03608g	3103
gene-DEHA2C03630g	13936
gene-DEHA2C03652g	7539
gene-DEHA2C03674g	2367
gene-DEHA2C03696g	5138
gene-DEHA2C03718g	743
gene-DEHA2C03740g	3137
gene-DEHA2C03762g	2002
gene-DEHA2C03784g	1505
gene-DEHA2C03806g	9178
gene-DEHA2C03828g	96419
gene-DEHA2C03850g	2434
gene-DEHA2C03872g	13544
gene-DEHA2C03894g	6764
gene-DEHA2C03916g	4112
gene-DEHA2C03938g	1823
gene-DEHA2C03960g	2509
gene-DEHA2C03982g	10646
gene-DEHA2C04004g	9693
gene-DEHA2C04026g	1533
gene-DEHA2C04048g	31412
gene-DEHA2C04070g	7039
gene-DEHA2C04092g	4936
gene-DEHA2C04114g	396
gene-DEHA2C04136g	2442
gene-DEHA2C04158g	4921
gene-DEHA2C04180g	6537
gene-DEHA2C04202g	2404
gene-DEHA2C04224g	2755
gene-DEHA2C04246g	1976
gene-DEHA2C04268g	13239
gene-DEHA2C04290g	6750
gene-DEHA2C04312g	5596
gene-DEHA2C04334g	1145
gene-DEHA2C04356g	7318
gene-DEHA2C04378g	6245
gene-DEHA2C04400g	4768
gene-DEHA2C04422g	2921
gene-DEHA2C04444g	2282
gene-DEHA2C04466g	5669
gene-DEHA2C04488g	3087
gene-DEHA2C04510g	6878
gene-DEHA2C04532g	4819
gene-DEHA2C04554g	39920
gene-DEHA2C04576g	8229
gene-DEHA2C04598g	2255
gene-DEHA2C04620g	3552
gene-DEHA2C04642g	1107
gene-DEHA2C04664g	4540
gene-DEHA2C04686g	1913
gene-DEHA2C04708g	4693
gene-DEHA2C04730g	134
gene-DEHA2C04752g	1534
gene-DEHA2C04774g	1597
gene-DEHA2C04796g	7455
gene-DEHA2C04818g	2509
gene-DEHA2C04840g	9
gene-DEHA2C04862g	5648
gene-DEHA2C04884g	30271
gene-DEHA2C04906g	5718
gene-DEHA2C04928g	1343
gene-DEHA2C04950g	5974
gene-DEHA2C04972g	25064
gene-DEHA2C04994g	2954
gene-DEHA2C05016g	7511
gene-DEHA2C05038g	2531
gene-DEHA2C05060g	1563
gene-DEHA2C05082g	2026
gene-DEHA2C05104g	19472
gene-DEHA2C05126g	6664
gene-DEHA2C05148g	7762
gene-DEHA2C05170g	5457
gene-DEHA2C05192g	1734
gene-DEHA2C05214g	45589
gene-DEHA2C05236g	63433
gene-DEHA2C05258g	7201
gene-DEHA2C05280g	11071
gene-DEHA2C05302g	2302
gene-DEHA2C05324g	8123
gene-DEHA2C05346g	743
gene-DEHA2C05368g	9432
gene-DEHA2C05390g	71047
gene-DEHA2C05412g	6151
gene-DEHA2C05434g	443
gene-DEHA2C05456g	5092
gene-DEHA2C05478g	2527
gene-DEHA2C05500g	6413
gene-DEHA2C05522g	4702
gene-DEHA2C05544g	3495
gene-DEHA2C05566g	3397
gene-DEHA2C05588g	2583
gene-DEHA2C05610g	6313
gene-DEHA2C05632g	5256
gene-DEHA2C05654g	3927
gene-DEHA2C05676g	741
gene-DEHA2C05698g	113
gene-DEHA2C05720g	1614
gene-DEHA2C05742g	11064
gene-DEHA2C05764g	4565
gene-DEHA2C05786g	1618
gene-DEHA2C05808g	8934
gene-DEHA2C05830g	763
gene-DEHA2C05852g	625
gene-DEHA2C05874g	58
gene-DEHA2C05896g	32
gene-DEHA2C05918g	495
gene-DEHA2C05940g	9582
gene-DEHA2C05962g	8252
gene-DEHA2C05984g	2550
gene-DEHA2C06006g	4363
gene-DEHA2C06028g	2352
gene-DEHA2C06050g	2532
gene-DEHA2C06072g	666
gene-DEHA2C06094g	5041
gene-DEHA2C06116g	3380
gene-DEHA2C06138g	646
gene-DEHA2C06160g	6810
gene-DEHA2C06182g	3484
gene-DEHA2C06204r	2
gene-DEHA2C06226g	146
gene-DEHA2C06248g	18001
gene-DEHA2C06270g	6495
gene-DEHA2C06292g	10057
gene-DEHA2C06314g	101535
gene-DEHA2C06336g	6495
gene-DEHA2C06358g	2319
gene-DEHA2C06380g	7303
gene-DEHA2C06402g	10256
gene-DEHA2C06424r	6
gene-DEHA2C06446g	1471
gene-DEHA2C06468g	5493
gene-DEHA2C06490g	4955
gene-DEHA2C06512g	1565
gene-DEHA2C06534r	1
gene-DEHA2C06556g	128
gene-DEHA2C06578g	145
gene-DEHA2C06600g	90
gene-DEHA2C06622g	8684
gene-DEHA2C06644g	385
gene-DEHA2C06666g	2508
gene-DEHA2C06688g	4308
gene-DEHA2C06710g	1631
gene-DEHA2C06732r	0
gene-DEHA2C06754r	1
gene-DEHA2C06776g	16
gene-DEHA2C06798g	6408
gene-DEHA2C06820g	843
gene-DEHA2C06842r	0
gene-DEHA2C06864g	4955
gene-DEHA2C06886g	1994
gene-DEHA2C06908r	0
gene-DEHA2C06930g	5022
gene-DEHA2C06952g	218
gene-DEHA2C06974g	8015
gene-DEHA2C06996g	3401
gene-DEHA2C07018g	8825
gene-DEHA2C07040g	3524
gene-DEHA2C07062g	3666
gene-DEHA2C07084g	3539
gene-DEHA2C07106g	2228
gene-DEHA2C07128g	10716
gene-DEHA2C07150g	7226
gene-DEHA2C07172g	1257
gene-DEHA2C07194g	3198
gene-DEHA2C07216g	2969
gene-DEHA2C07238g	12518
gene-DEHA2C07260g	7050
gene-DEHA2C07282g	4508
gene-DEHA2C07304g	9722
gene-DEHA2C07326g	2117
gene-DEHA2C07348r	7
gene-DEHA2C07370g	9866
gene-DEHA2C07392g	11
gene-DEHA2C07414g	313
gene-DEHA2C07436g	536
gene-DEHA2C07458g	3773
gene-DEHA2C07480g	4356
gene-DEHA2C07502g	15963
gene-DEHA2C07524g	979
gene-DEHA2C07546g	6291
gene-DEHA2C07568g	3028
gene-DEHA2C07590g	2330
gene-DEHA2C07612g	4965
gene-DEHA2C07634g	21346
gene-DEHA2C07656g	3377
gene-DEHA2C07678g	2955
gene-DEHA2C07700g	3
gene-DEHA2C07722g	12304
gene-DEHA2C07744g	756
gene-DEHA2C07766g	1400
gene-DEHA2C07788g	3993
gene-DEHA2C07810g	1733
gene-DEHA2C07832g	7788
gene-DEHA2C07854g	631
gene-DEHA2C07876g	1928
gene-DEHA2C07898g	3725
gene-DEHA2C07920g	17033
gene-DEHA2C07942g	3644
gene-DEHA2C07964g	8296
gene-DEHA2C07986g	748
gene-DEHA2C08008g	4122
gene-DEHA2C08030g	43699
gene-DEHA2C08052g	1966
gene-DEHA2C08074g	35079
gene-DEHA2C08096g	2363
gene-DEHA2C08118g	547
gene-DEHA2C08140g	1172
gene-DEHA2C08162r	3
gene-DEHA2C08184g	1352
gene-DEHA2C08206g	5260
gene-DEHA2C08228g	4491
gene-DEHA2C08250g	2169
gene-DEHA2C08272g	1556
gene-DEHA2C08294g	9406
gene-DEHA2C08316g	1743
gene-DEHA2C08338g	13216
gene-DEHA2C08360g	3146
gene-DEHA2C08382g	6535
gene-DEHA2C08404g	1322
gene-DEHA2C08426g	2811
gene-DEHA2C08448g	1520
gene-DEHA2C08470g	2012
