Geneid	RNA STAR on 1MNaCl2: mapped.bam
gene-DEHA2C08492g	4861
gene-DEHA2C08514g	5824
gene-DEHA2C08536g	8571
gene-DEHA2C08558g	6444
gene-DEHA2C08580g	500
gene-DEHA2C08602g	4581
gene-DEHA2C08624g	75
gene-DEHA2C08646g	1525
gene-DEHA2C08668g	1893
gene-DEHA2C08690g	3761
gene-DEHA2C08712g	7983
gene-DEHA2C08734g	4605
gene-DEHA2C08756g	1499
gene-DEHA2C08778g	3918
gene-DEHA2C08800g	3808
gene-DEHA2C08822g	12897
gene-DEHA2C08844g	2169
gene-DEHA2C08866g	7008
gene-DEHA2C08888g	1771
gene-DEHA2C08910g	5976
gene-DEHA2C08932g	603
gene-DEHA2C08954g	2774
gene-DEHA2C08976g	9523
gene-DEHA2C08998g	2408
gene-DEHA2C09020g	1841
gene-DEHA2C09042g	3370
gene-DEHA2C09064g	2794
gene-DEHA2C09086g	640
gene-DEHA2C09108g	2917
gene-DEHA2C09130g	1846
gene-DEHA2C09152g	56157
gene-DEHA2C09174g	3
gene-DEHA2C09196g	4981
gene-DEHA2C09218g	9310
gene-DEHA2C09240g	5927
gene-DEHA2C09262g	985
gene-DEHA2C09284g	1271
gene-DEHA2C09306g	27524
gene-DEHA2C09328g	5733
gene-DEHA2C09350g	7225
gene-DEHA2C09372g	528
gene-DEHA2C09394g	4964
gene-DEHA2C09416g	962
gene-DEHA2C09438g	848
gene-DEHA2C09460g	5846
gene-DEHA2C09482g	1733
gene-DEHA2C09504g	2491
gene-DEHA2C09526g	4387
gene-DEHA2C09548g	2368
gene-DEHA2C09570g	3158
gene-DEHA2C09592g	177
gene-DEHA2C09614g	19254
gene-DEHA2C09636g	1600
gene-DEHA2C09658g	15929
gene-DEHA2C09680g	5485
gene-DEHA2C09702g	10062
gene-DEHA2C09724g	1538
gene-DEHA2C09746g	5680
gene-DEHA2C09768g	721
gene-DEHA2C09790r	60
gene-DEHA2C09812g	2919
gene-DEHA2C09834g	2620
gene-DEHA2C09856g	3609
gene-DEHA2C09878g	2424
gene-DEHA2C09900g	4517
gene-DEHA2C09922g	2831
gene-DEHA2C09944r	0
gene-DEHA2C09966g	3901
gene-DEHA2C09988g	2184
gene-DEHA2C10010g	3384
gene-DEHA2C10032g	253
gene-DEHA2C10054g	23703
gene-DEHA2C10076g	1166
gene-DEHA2C10098g	1684
gene-DEHA2C10120g	3563
gene-DEHA2C10142g	2378
gene-DEHA2C10164g	1857
gene-DEHA2C10186g	5817
gene-DEHA2C10208r	5
gene-DEHA2C10230r	3
gene-DEHA2C10252g	79
gene-DEHA2C10274g	33302
gene-DEHA2C10296g	6996
gene-DEHA2C10318g	2782
gene-DEHA2C10340g	1394
gene-DEHA2C10362g	489
gene-DEHA2C10384g	1999
gene-DEHA2C10406g	1776
gene-DEHA2C10428g	3721
gene-DEHA2C10450g	2751
gene-DEHA2C10472g	5223
gene-DEHA2C10494g	5738
gene-DEHA2C10516g	797
gene-DEHA2C10538g	6676
gene-DEHA2C10560g	1687
gene-DEHA2C10582g	3562
gene-DEHA2C10604g	1278
gene-DEHA2C10626g	1171
gene-DEHA2C10648g	13315
gene-DEHA2C10670g	9071
gene-DEHA2C10692g	5614
gene-DEHA2C10714g	2055
gene-DEHA2C10736g	5774
gene-DEHA2C10758g	20403
gene-DEHA2C10780r	11
gene-DEHA2C10802g	100
gene-DEHA2C10824g	0
gene-DEHA2C10846g	12701
gene-DEHA2C10868g	2276
gene-DEHA2C10890g	2033
gene-DEHA2C10912g	3805
gene-DEHA2C10934g	6440
gene-DEHA2C10956g	16146
gene-DEHA2C10978g	6919
gene-DEHA2C11000g	8983
gene-DEHA2C11022g	4868
gene-DEHA2C11044g	2617
gene-DEHA2C11066g	1680
gene-DEHA2C11088g	606
gene-DEHA2C11110g	5203
gene-DEHA2C11286g	1788
gene-DEHA2C11352g	363
gene-DEHA2C11374g	806
gene-DEHA2C11396g	873
gene-DEHA2C11418g	2793
gene-DEHA2C11440g	20951
gene-DEHA2C11462g	11794
gene-DEHA2C11484g	5160
gene-DEHA2C11506g	3782
gene-DEHA2C11528g	4758
gene-DEHA2C11550g	4976
gene-DEHA2C11572g	5927
gene-DEHA2C11594g	1352
gene-DEHA2C11616g	5257
gene-DEHA2C11638g	7533
gene-DEHA2C11660g	3973
gene-DEHA2C11682g	1686
gene-DEHA2C11704g	3526
gene-DEHA2C11726r	17
gene-DEHA2C11748g	2134
gene-DEHA2C11770g	4380
gene-DEHA2C11792g	36490
gene-DEHA2C11814g	10682
gene-DEHA2C11836g	238
gene-DEHA2C11858g	1333
gene-DEHA2C11880g	1810
gene-DEHA2C11902g	2225
gene-DEHA2C11924g	1146
gene-DEHA2C11946g	17113
gene-DEHA2C11968g	11442
gene-DEHA2C11990g	360
gene-DEHA2C12012g	2118
gene-DEHA2C12034g	17970
gene-DEHA2C12056g	395
gene-DEHA2C12078g	3611
gene-DEHA2C12100g	3478
gene-DEHA2C12122g	7816
gene-DEHA2C12144g	3926
gene-DEHA2C12166g	7773
gene-DEHA2C12188g	5
gene-DEHA2C12210g	2173
gene-DEHA2C12243g2	1
gene-DEHA2C12254g	3780
gene-DEHA2C12276g	240
gene-DEHA2C12298g	3627
gene-DEHA2C12320g	150
gene-DEHA2C12342g	6664
gene-DEHA2C12364g	1813
gene-DEHA2C12386g	1602
gene-DEHA2C12408g	2607
gene-DEHA2C12430g	5077
gene-DEHA2C12452g	3662
gene-DEHA2C12474g	2958
gene-DEHA2C12496g	2339
gene-DEHA2C12518g	2283
gene-DEHA2C12540g	3274
gene-DEHA2C12562g	2459
gene-DEHA2C12584g	2990
gene-DEHA2C12606g	3986
gene-DEHA2C12628g	5172
gene-DEHA2C12650g	1502
gene-DEHA2C12672g	1131
gene-DEHA2C12694g	1609
gene-DEHA2C12716g	89
gene-DEHA2C12738g	7595
gene-DEHA2C12760g	9271
gene-DEHA2C12782g	3195
gene-DEHA2C12804g	1380
gene-DEHA2C12826g	5184
gene-DEHA2C12848g	5081
gene-DEHA2C12870g	1468
gene-DEHA2C12892g	2388
gene-DEHA2C12914g	1537
gene-DEHA2C12936g	7127
gene-DEHA2C12958g	14
gene-DEHA2C12980g	92892
gene-DEHA2C13002g	6692
gene-DEHA2C13024g	1763
gene-DEHA2C13046g	8929
gene-DEHA2C13068g	4229
gene-DEHA2C13090g	1428
gene-DEHA2C13112g	33320
gene-DEHA2C13134g	922
gene-DEHA2C13156g	3149
gene-DEHA2C13178g	4414
gene-DEHA2C13200g	5161
gene-DEHA2C13222g	12946
gene-DEHA2C13244g	4242
gene-DEHA2C13266g	3796
gene-DEHA2C13288g	3396
gene-DEHA2C13310g	7113
gene-DEHA2C13332g	213
gene-DEHA2C13354g	1740
gene-DEHA2C13376g	3905
gene-DEHA2C13398g	6391
gene-DEHA2C13420g	286
gene-DEHA2C13442g	5699
gene-DEHA2C13464g	5078
gene-DEHA2C13486g	15946
gene-DEHA2C13508g	1860
gene-DEHA2C13541g2	358
gene-DEHA2C13552g	2985
gene-DEHA2C13574g	1758
gene-DEHA2C13596g	4844
gene-DEHA2C13618g	766
gene-DEHA2C13640g	447
gene-DEHA2C13662g	5321
gene-DEHA2C13684g	11958
gene-DEHA2C13706g	5896
gene-DEHA2C13728g	1739
gene-DEHA2C13750g	3919
gene-DEHA2C13772g	9743
gene-DEHA2C13794g	6151
gene-DEHA2C13816g	977
gene-DEHA2C13838g	4365
gene-DEHA2C13860g	7851
gene-DEHA2C13882g	27208
gene-DEHA2C13904g	4338
gene-DEHA2C13926g	2976
gene-DEHA2C13948g	4732
gene-DEHA2C13970g	2933
gene-DEHA2C13992g	4278
gene-DEHA2C14014g	2587
gene-DEHA2C14036g	656
gene-DEHA2C14058g	31143
gene-DEHA2C14080g	4283
gene-DEHA2C14102g	116
gene-DEHA2C14124g	3289
gene-DEHA2C14146g	3616
gene-DEHA2C14168g	2853
gene-DEHA2C14190g	11842
gene-DEHA2C14212g	1985
gene-DEHA2C14234g	8810
gene-DEHA2C14256g	708
gene-DEHA2C14278g	3617
gene-DEHA2C14300g	2398
gene-DEHA2C14322g	4935
gene-DEHA2C14344g	4818
gene-DEHA2C14366g	3616
gene-DEHA2C14388g	6890
gene-DEHA2C14410r	0
gene-DEHA2C14432g	265
gene-DEHA2C14454g	70
gene-DEHA2C14476g	11
gene-DEHA2C14498g	77
gene-DEHA2C14520g	352
gene-DEHA2C14542g	1434
gene-DEHA2C14564g	4697
gene-DEHA2C14586g	7884
gene-DEHA2C14608g	1979
gene-DEHA2C14630g	4804
gene-DEHA2C14652g	5225
gene-DEHA2C14674g	3922
gene-DEHA2C14696g	9033
gene-DEHA2C14718g	2953
gene-DEHA2C14740g	1670
gene-DEHA2C14762g	6658
gene-DEHA2C14784g	624
gene-DEHA2C14806g	58
gene-DEHA2C14828g	1700
gene-DEHA2C14850g	1990
gene-DEHA2C14872g	3637
gene-DEHA2C14894g	861
gene-DEHA2C14916g	2946
gene-DEHA2C14938g	8400
gene-DEHA2C14960g	5044
gene-DEHA2C14982g	2652
gene-DEHA2C15004g	2321
gene-DEHA2C15026g	6099
gene-DEHA2C15048g	3898
gene-DEHA2C15070g	5068
gene-DEHA2C15092g	1565
gene-DEHA2C15114g	880
gene-DEHA2C15136g	1450
gene-DEHA2C15158g	176
gene-DEHA2C15180g	809
gene-DEHA2C15202g	6144
gene-DEHA2C15224g	2899
gene-DEHA2C15246g	1686
gene-DEHA2C15268g	3079
gene-DEHA2C15290g	4689
gene-DEHA2C15312g	4885
gene-DEHA2C15334g	10438
gene-DEHA2C15356g	1111
gene-DEHA2C15378g	11873
gene-DEHA2C15400g	930
gene-DEHA2C15422g	1202
gene-DEHA2C15444g	3292
gene-DEHA2C15466g	552
gene-DEHA2C15488g	4040
gene-DEHA2C15510g	2030
gene-DEHA2C15532g	46083
gene-DEHA2C15554r	0
gene-DEHA2C15576r	1
gene-DEHA2C15598g	92
gene-DEHA2C15620g	3249
gene-DEHA2C15642g	4707
gene-DEHA2C15664g	4347
gene-DEHA2C15686g	21209
gene-DEHA2C15708g	629
gene-DEHA2C15730g	1748
gene-DEHA2C15752g	3754
gene-DEHA2C15774g	5841
gene-DEHA2C15796g	4071
gene-DEHA2C15818g	14609
gene-DEHA2C15840g	1161
gene-DEHA2C15862g	8612
gene-DEHA2C15884g	5269
gene-DEHA2C15906g	1022
gene-DEHA2C15928g	2599
gene-DEHA2C15950g	839
gene-DEHA2C15972g	4385
gene-DEHA2C15994g	6308
gene-DEHA2C16016g	3685
gene-DEHA2C16038g	23715
gene-DEHA2C16060g	8176
gene-DEHA2C16082g	2074
gene-DEHA2C16104g	1874
gene-DEHA2C16126g	1577
gene-DEHA2C16148g	3756
gene-DEHA2C16170g	6658
gene-DEHA2C16192g	8619
gene-DEHA2C16214g	7362
gene-DEHA2C16236g	2836
gene-DEHA2C16258g	2677
gene-DEHA2C16280g	8181
gene-DEHA2C16302g	1043
gene-DEHA2C16324g	4647
gene-DEHA2C16346g	5460
gene-DEHA2C16368g	1276
gene-DEHA2C16390g	4347
gene-DEHA2C16412g	672
gene-DEHA2C16434g	1623
gene-DEHA2C16456g	1310
gene-DEHA2C16478g	6582
gene-DEHA2C16500g	4045
gene-DEHA2C16522r	6
gene-DEHA2C16544g	2042
gene-DEHA2C16566g	4924
gene-DEHA2C16588g	562
gene-DEHA2C16610g	2745
gene-DEHA2C16632g	7388
gene-DEHA2C16654g	6952
gene-DEHA2C16676g	13867
gene-DEHA2C16698g	7745
gene-DEHA2C16720g	35
gene-DEHA2C16742g	9341
gene-DEHA2C16764g	4191
gene-DEHA2C16786g	2079
gene-DEHA2C16808g	2781
gene-DEHA2C16830g	6648
gene-DEHA2C16852g	9825
gene-DEHA2C16874g	3066
gene-DEHA2C16896g	3673
gene-DEHA2C16918g	5175
gene-DEHA2C16940g	1016
gene-DEHA2C16962g	1302
gene-DEHA2C16984g	4739
gene-DEHA2C17006g	859
gene-DEHA2C17028g	8405
gene-DEHA2C17050g	958
gene-DEHA2C17072g	2129
gene-DEHA2C17094r	0
gene-DEHA2C17116g	4602
gene-DEHA2C17138g	1668
gene-DEHA2C17160g	3301
gene-DEHA2C17182g	1174
gene-DEHA2C17204g	5782
gene-DEHA2C17226g	10295
gene-DEHA2C17248g	2492
gene-DEHA2C17270g	2338
gene-DEHA2C17292g	2034
gene-DEHA2C17314g	3216
gene-DEHA2C17336g	3904
gene-DEHA2C17358g	18199
gene-DEHA2C17380g	2315
gene-DEHA2C17402g	5361
gene-DEHA2C17424g	742
gene-DEHA2C17446g	2583
gene-DEHA2C17468g	2584
gene-DEHA2C17490g	4303
gene-DEHA2C17512g	4925
gene-DEHA2C17534g	6555
gene-DEHA2C17556g	951
gene-DEHA2C17578g	2448
gene-DEHA2C17600g	2262
gene-DEHA2C17622g	1452
gene-DEHA2C17644g	82
gene-DEHA2C17666g	246
gene-DEHA2C17688g	6
gene-DEHA2C17710g	36
gene-DEHA2C17732g	36
gene-DEHA2C17754g	996
gene-DEHA2C17776g	18
gene-DEHA2C17798g	41
gene-DEHA2C17820g	555
gene-DEHA2C17842g	787
gene-DEHA2C17864g	1014
gene-DEHA2C17886g	598
gene-DEHA2C17908g	335
gene-DEHA2C17930g	377
gene-DEHA2D00110g	2
gene-DEHA2D00132g	42789
gene-DEHA2D00154g	373
gene-DEHA2D00176g	361
gene-DEHA2D00198g	527
gene-DEHA2D00220g	162
gene-DEHA2D00242g	104
gene-DEHA2D00264g	2
gene-DEHA2D00286g	0
gene-DEHA2D00308g	16
gene-DEHA2D00330g	351
gene-DEHA2D00352g	26
gene-DEHA2D00374g	2
gene-DEHA2D00396g	0
gene-DEHA2D00418g	0
gene-DEHA2D00440g	0
gene-DEHA2D00462g	2
gene-DEHA2D00484g	4
gene-DEHA2D00506g	8
gene-DEHA2D00528g	0
gene-DEHA2D00550g	74
gene-DEHA2D00572g	0
gene-DEHA2D00594g	0
gene-DEHA2D00616g	0
gene-DEHA2D00638g	490
gene-DEHA2D00660g	1282
gene-DEHA2D00682g	53
gene-DEHA2D00704g	4
gene-DEHA2D00726g	10
gene-DEHA2D00748g	4831
gene-DEHA2D00770g	808
gene-DEHA2D00792g	71
gene-DEHA2D00814g	1317
gene-DEHA2D00836g	152
gene-DEHA2D00858g	0
gene-DEHA2D00880g	118
gene-DEHA2D00902g	8
gene-DEHA2D00924g	55709
gene-DEHA2D00946g	37
gene-DEHA2D00968g	2244
gene-DEHA2D00990g	3911
gene-DEHA2D01012g	1680
gene-DEHA2D01034g	4029
gene-DEHA2D01056g	578
gene-DEHA2D01078g	916
gene-DEHA2D01100g	1571
gene-DEHA2D01122g	1431
gene-DEHA2D01144g	1729
gene-DEHA2D01166g	1444
gene-DEHA2D01188g	15979
gene-DEHA2D01210g	16069
gene-DEHA2D01232g	1882
gene-DEHA2D01254g	800
gene-DEHA2D01276g	12961
gene-DEHA2D01298g	151
gene-DEHA2D01320g	1365
gene-DEHA2D01342g	702
gene-DEHA2D01364g	822
gene-DEHA2D01386g	220
gene-DEHA2D01408g	792
gene-DEHA2D01430g	2405
gene-DEHA2D01452g	792
gene-DEHA2D01474g	844
gene-DEHA2D01496g	3707
gene-DEHA2D01518g	2086
gene-DEHA2D01540g	2377
gene-DEHA2D01562g	1906
gene-DEHA2D01584g	2224
gene-DEHA2D01606g	3086
gene-DEHA2D01628g	1249
gene-DEHA2D01650g	1364
gene-DEHA2D01672g	5443
gene-DEHA2D01694g	3547
gene-DEHA2D01716g	3784
gene-DEHA2D01738g	1462
gene-DEHA2D01760g	1115
gene-DEHA2D01782g	850
gene-DEHA2D01804g	1612
gene-DEHA2D01826g	4068
gene-DEHA2D01848g	791
gene-DEHA2D01870r	0
gene-DEHA2D01892g	11846
gene-DEHA2D01914g	878
gene-DEHA2D01936g	8525
gene-DEHA2D01958g	2502
gene-DEHA2D01980r	1
gene-DEHA2D02002g	1010
gene-DEHA2D02024g	3145
gene-DEHA2D02046g	681
gene-DEHA2D02068g	289
gene-DEHA2D02090g	1385
gene-DEHA2D02112g	10412
gene-DEHA2D02134g	2087
gene-DEHA2D02156g	1295
gene-DEHA2D02178g	3263
gene-DEHA2D02200g	4154
gene-DEHA2D02222g	7029
gene-DEHA2D02244g	5791
gene-DEHA2D02266g	30873
gene-DEHA2D02288g	2075
gene-DEHA2D02310g	3589
gene-DEHA2D02332g	328777
gene-DEHA2D02354g	2190
gene-DEHA2D02376g	124713
gene-DEHA2D02398g	3607
gene-DEHA2D02420g	4872
gene-DEHA2D02442g	19910
gene-DEHA2D02464g	653
gene-DEHA2D02486g	16
gene-DEHA2D02508g	5098
gene-DEHA2D02530g	1112
gene-DEHA2D02552g	7222
gene-DEHA2D02574g	2218
gene-DEHA2D02596g	608
gene-DEHA2D02618g	3278
gene-DEHA2D02640g	4206
gene-DEHA2D02662g	3843
gene-DEHA2D02684g	3658
gene-DEHA2D02706g	1587
gene-DEHA2D02728g	2608
gene-DEHA2D02750g	153
gene-DEHA2D02772g	405
gene-DEHA2D02794g	1852
gene-DEHA2D02816g	34244
gene-DEHA2D02838g	7573
gene-DEHA2D02860g	2070
gene-DEHA2D02882g	1578
gene-DEHA2D02904g	3553
gene-DEHA2D02926g	3120
gene-DEHA2D02948g	2170
gene-DEHA2D02970g	252
gene-DEHA2D02992g	5350
gene-DEHA2D03014g	5341
gene-DEHA2D03036g	12362
gene-DEHA2D03058g	1593
gene-DEHA2D03080g	54
gene-DEHA2D03102g	56
gene-DEHA2D03124g	6272
gene-DEHA2D03146g	4905
gene-DEHA2D03168g	75
gene-DEHA2D03190g	1144
gene-DEHA2D03212g	11844
gene-DEHA2D03234g	358
gene-DEHA2D03256g	983
gene-DEHA2D03278g	1188
gene-DEHA2D03300g	2621
gene-DEHA2D03322g	2786
gene-DEHA2D03344g	249
gene-DEHA2D03366g	1271
gene-DEHA2D03388g	3757
gene-DEHA2D03410g	2129
gene-DEHA2D03432g	1841
gene-DEHA2D03454g	2323
gene-DEHA2D03476g	4
gene-DEHA2D03498g	1438
gene-DEHA2D03520g	1005
gene-DEHA2D03542g	5
gene-DEHA2D03564g	1618
gene-DEHA2D03586g	10
gene-DEHA2D03608g	6747
gene-DEHA2D03630g	506
gene-DEHA2D03652g	2189
gene-DEHA2D03674g	4966
gene-DEHA2D03696g	6914
gene-DEHA2D03718g	16973
gene-DEHA2D03740g	323
gene-DEHA2D03762g	3370
gene-DEHA2D03784g	2290
gene-DEHA2D03806g	443
gene-DEHA2D03828g	1431
gene-DEHA2D03850g	2729
gene-DEHA2D03872g	1472
gene-DEHA2D03894g	1059
gene-DEHA2D03916g	3306
gene-DEHA2D03938g	1643
gene-DEHA2D03960g	9764
gene-DEHA2D03982g	3136
gene-DEHA2D04004g	502
gene-DEHA2D04026g	5881
gene-DEHA2D04048g	2041
gene-DEHA2D04070g	434
gene-DEHA2D04092g	5466
gene-DEHA2D04114g	4605
gene-DEHA2D04136g	6748
gene-DEHA2D04158g	4971
gene-DEHA2D04180g	4722
gene-DEHA2D04202g	9298
gene-DEHA2D04224r	0
gene-DEHA2D04246g	2658
gene-DEHA2D04268g	6483
gene-DEHA2D04290g	2133
gene-DEHA2D04312g	4441
gene-DEHA2D04334r	0
gene-DEHA2D04356g	34
gene-DEHA2D04378g	85
gene-DEHA2D04400g	8921
gene-DEHA2D04422g	727
gene-DEHA2D04444g	8094
gene-DEHA2D04466g	5122
gene-DEHA2D04488g	4867
gene-DEHA2D04510g	9032
gene-DEHA2D04532r	5
gene-DEHA2D04554g	103628
gene-DEHA2D04576g	2288
gene-DEHA2D04598g	1965
gene-DEHA2D04620g	2060
gene-DEHA2D04642g	30166
gene-DEHA2D04664g	715
gene-DEHA2D04686g	2086
gene-DEHA2D04708g	11553
gene-DEHA2D04730g	2000
gene-DEHA2D04752r	0
gene-DEHA2D04774r	0
gene-DEHA2D04796g	13092
gene-DEHA2D04818g	1617
gene-DEHA2D04840r	0
gene-DEHA2D04862r	0
gene-DEHA2D04884g	828
gene-DEHA2D04906g	1686
gene-DEHA2D04928g	1879
gene-DEHA2D04950g	750
gene-DEHA2D04972g	3887
gene-DEHA2D04994g	1282
gene-DEHA2D05016g	2439
gene-DEHA2D05038g	2553
gene-DEHA2D05060g	4269
gene-DEHA2D05082g	6065
gene-DEHA2D05104g	1627
gene-DEHA2D05126g	4370
gene-DEHA2D05148g	1418
gene-DEHA2D05170g	1113
gene-DEHA2D05192g	2670
gene-DEHA2D05214g	2676
gene-DEHA2D05236g	1387
gene-DEHA2D05258g	0
gene-DEHA2D05280g	0
gene-DEHA2D05302g	48
gene-DEHA2D05324g	1017
gene-DEHA2D05346g	19149
gene-DEHA2D05368g	2360
gene-DEHA2D05390g	6620
gene-DEHA2D05412g	68377
gene-DEHA2D05434g	2391
gene-DEHA2D05456g	3425
gene-DEHA2D05478g	2541
gene-DEHA2D05500g	2281
gene-DEHA2D05522g	251
gene-DEHA2D05544g	15572
gene-DEHA2D05566g	819
gene-DEHA2D05588g	979
gene-DEHA2D05610g	4022
gene-DEHA2D05632g	2610
gene-DEHA2D05654g	2913
gene-DEHA2D05676g	5004
gene-DEHA2D05698g	10696
gene-DEHA2D05720g	582
gene-DEHA2D05742g	1877
gene-DEHA2D05764g	3893
gene-DEHA2D05786g	2153
gene-DEHA2D05808g	217
gene-DEHA2D05830g	3
gene-DEHA2D06061g	6
gene-DEHA2D06116g	236
gene-DEHA2D06138g	7421
gene-DEHA2D06160g	91920
gene-DEHA2D06182g	24082
gene-DEHA2D06204g	3361
gene-DEHA2D06226g	4412
gene-DEHA2D06248r	0
gene-DEHA2D06270g	1156
gene-DEHA2D06292g	24609
gene-DEHA2D06314g	141
gene-DEHA2D06336g	9425
gene-DEHA2D06358g	2827
gene-DEHA2D06380g	7423
gene-DEHA2D06402g	15531
gene-DEHA2D06424g	8376
gene-DEHA2D06446g	835
gene-DEHA2D06468g	626
gene-DEHA2D06490g	4367
gene-DEHA2D06512g	4387
gene-DEHA2D06534g	3600
gene-DEHA2D06556g	4449
gene-DEHA2D06578g	2622
gene-DEHA2D06600g	2339
gene-DEHA2D06622g	16215
gene-DEHA2D06644g	746
gene-DEHA2D06666g	8
gene-DEHA2D06688g	4640
gene-DEHA2D06710g	454
gene-DEHA2D06732g	1353
gene-DEHA2D06754g	2888
gene-DEHA2D06776g	271
gene-DEHA2D06798g	3301
gene-DEHA2D06820g	23060
gene-DEHA2D06842g	9666
gene-DEHA2D06864g	9069
gene-DEHA2D06886g	6344
gene-DEHA2D06908g	4309
gene-DEHA2D06930g	3406
gene-DEHA2D06952g	19388
gene-DEHA2D06974g	1114
gene-DEHA2D06996g	2129
gene-DEHA2D07018g	188
gene-DEHA2D07040g	1218
gene-DEHA2D07062g	5007
gene-DEHA2D07084g	52805
gene-DEHA2D07106g	586
gene-DEHA2D07128g	4241
gene-DEHA2D07150r	1
gene-DEHA2D07172g	2561
gene-DEHA2D07194g	1349
gene-DEHA2D07216g	1125
gene-DEHA2D07238g	3148
gene-DEHA2D07260r	1
gene-DEHA2D07282g	1373
gene-DEHA2D07304g	6223
gene-DEHA2D07326g	552
gene-DEHA2D07348g	9135
gene-DEHA2D07370g	5088
gene-DEHA2D07392g	4230
gene-DEHA2D07414g	2759
gene-DEHA2D07436g	3847
gene-DEHA2D07458g	6491
gene-DEHA2D07480g	211
gene-DEHA2D07502g	2028
gene-DEHA2D07524g	986
gene-DEHA2D07546g	118
gene-DEHA2D07568g	13918
gene-DEHA2D07590r	0
gene-DEHA2D07612g	186
gene-DEHA2D07634g	3395
gene-DEHA2D07656g	932
gene-DEHA2D07678g	2928
gene-DEHA2D07700g	1435
gene-DEHA2D07722g	1450
gene-DEHA2D07744g	1815
gene-DEHA2D07766g	1889
gene-DEHA2D07788g	2222
gene-DEHA2D07810r	0
gene-DEHA2D07832g	5427
gene-DEHA2D07854g	1748
gene-DEHA2D07876g	5154
gene-DEHA2D07898g	8183
gene-DEHA2D07920g	728
gene-DEHA2D07942g	8273
gene-DEHA2D07964g	11678
gene-DEHA2D07986g	1720
gene-DEHA2D08008g	3974
gene-DEHA2D08030g	3586
gene-DEHA2D08052g	5817
gene-DEHA2D08074g	1752
gene-DEHA2D08096g	8961
gene-DEHA2D08118g	998
gene-DEHA2D08140g	2027
gene-DEHA2D08162g	985
gene-DEHA2D08184g	3985
gene-DEHA2D08206g	3366
gene-DEHA2D08228g	2247
gene-DEHA2D08250g	356
gene-DEHA2D08272g	2624
gene-DEHA2D08294g	218
gene-DEHA2D08316g	1522
gene-DEHA2D08338g	886
gene-DEHA2D08360g	332
gene-DEHA2D08382g	0
gene-DEHA2D08404g	1247
gene-DEHA2D08426g	4501
gene-DEHA2D08448g	8
gene-DEHA2D08470g	1054
gene-DEHA2D08492g	1647
gene-DEHA2D08514g	21217
gene-DEHA2D08536g	54144
gene-DEHA2D08558g	19653
gene-DEHA2D08580g	862
gene-DEHA2D08602g	219
gene-DEHA2D08624g	1816
gene-DEHA2D08646g	24
gene-DEHA2D08668g	4
gene-DEHA2D08690g	338
gene-DEHA2D08712r	114
gene-DEHA2D08734g	2846
gene-DEHA2D08756g	2140
gene-DEHA2D08778g	2091
gene-DEHA2D08800g	16851
gene-DEHA2D08822g	3665
gene-DEHA2D08844g	3651
gene-DEHA2D08866g	6040
gene-DEHA2D08888g	1804
gene-DEHA2D08910g	8244
gene-DEHA2D08932g	2569
gene-DEHA2D08954g	22325
gene-DEHA2D08976g	758
gene-DEHA2D08998g	1458
gene-DEHA2D09020g	4658
gene-DEHA2D09042g	4727
gene-DEHA2D09064g	3682
gene-DEHA2D09086g	3535
gene-DEHA2D09108g	2839
gene-DEHA2D09130g	2857
gene-DEHA2D09152g	442
gene-DEHA2D09174g	5282
gene-DEHA2D09196g	7432
gene-DEHA2D09218g	7710
gene-DEHA2D09240g	1180
gene-DEHA2D09262g	1215
gene-DEHA2D09284g	0
gene-DEHA2D09306g	3525
gene-DEHA2D09328g	996
gene-DEHA2D09350g	4160
gene-DEHA2D09372g	6243
gene-DEHA2D09394g	11560
gene-DEHA2D09416g	24270
gene-DEHA2D09438g	21842
gene-DEHA2D09460g	50595
gene-DEHA2D09482g	2029
gene-DEHA2D09504g	2675
gene-DEHA2D09526g	1958
gene-DEHA2D09548g	3464
gene-DEHA2D09570g	2208
gene-DEHA2D09592g	6851
gene-DEHA2D09614g	4860
gene-DEHA2D09636g	9249
gene-DEHA2D09658g	5480
gene-DEHA2D09680g	643
gene-DEHA2D09702g	4323
gene-DEHA2D09724g	1875
gene-DEHA2D09746g	79
gene-DEHA2D09768g	1451
gene-DEHA2D09790g	5036
gene-DEHA2D09812g	1580
gene-DEHA2D09834g	3551
gene-DEHA2D09856g	4538
gene-DEHA2D09878g	521
gene-DEHA2D09900g	3052
gene-DEHA2D09922g	8132
gene-DEHA2D09944g	949
gene-DEHA2D09966g	10489
gene-DEHA2D09988g	3809
gene-DEHA2D10010g	2473
gene-DEHA2D10032g	2406
gene-DEHA2D10054g	7221
gene-DEHA2D10076g	2653
gene-DEHA2D10098g	1482
gene-DEHA2D10120g	2874
gene-DEHA2D10142g	519
gene-DEHA2D10164g	137
gene-DEHA2D10186g	18385
gene-DEHA2D10208g	19894
gene-DEHA2D10230g	2070
gene-DEHA2D10252g	2479
gene-DEHA2D10274g	975
gene-DEHA2D10296g	2639
gene-DEHA2D10318g	986
gene-DEHA2D10340g	6154
gene-DEHA2D10362g	2010
gene-DEHA2D10384g	4665
gene-DEHA2D10406g	62158
gene-DEHA2D10428g	3780
gene-DEHA2D10450g	910
gene-DEHA2D10472g	6340
gene-DEHA2D10494r	2
gene-DEHA2D10516g	2341
gene-DEHA2D10538g	1206
gene-DEHA2D10560g	4410
gene-DEHA2D10582g	9365
