ProteinID	Control4
B5RSN5_B5RT49_B5RU73_Q6BJT8	44401.24219
B5RSN5_B5RT49_B5RU73_Q6BJT8	14073.94141
B5RSP3	14322.52539
B5RSP7	603731.25
B5RSP7	135862.2031
B5RSP7	13183.99609
B5RSP7	7090.716797
B5RSP7	0
B5RSP7	0
B5RSP7	32540.4082
B5RSP7	35478.91406
B5RSP7	4074.053223
B5RSP7	4752.272461
B5RSP7	86445.67188
B5RSP7	101714.7344
B5RSP7	0
B5RSP7	0
B5RSP7	7186.133301
B5RSP7	4341.765137
B5RSP7	609.7799072
B5RSP9	7433.561035
B5RSQ2	16629.12891
B5RSQ4	0
B5RSQ4	1833.113037
B5RSQ4	16621.01953
B5RSQ6	19293.89258
B5RSQ6	0
B5RSQ6	6320.541992
B5RSQ8	8685.699219
B5RSQ8	107512.8516
B5RSQ8	0
B5RSQ9	2800.450684
B5RSQ9	4328.42041
B5RSQ9	4871.459961
B5RSR4	51850.73438
B5RSR4	0
B5RSR4	13705.93457
B5RSR4	0
B5RSR4	0
B5RSR4	5834.65332
B5RSR4	2046.702148
B5RSR5	23422.47852
B5RSR5	10661.93457
B5RSR5	17906.76367
B5RSR5	14760.25195
B5RSR5	20735.08789
B5RSR5	0
B5RSR5	67654.90625
B5RSR5	80545.92969
B5RSR5	0
B5RSR5	63582.88672
B5RSR5	11744.50293
B5RSR8	0
B5RSR8	18085.39063
B5RSS2	0
B5RSS2	53808.67578
B5RSS2	1440.622803
B5RSS2	2973.600586
B5RSS2	0
B5RSS2	0
B5RSS4	27369.02539
B5RSS4	0
B5RSS5	30601.49805
B5RSS5	1483857
B5RSS5	70328.80469
B5RSS5	2353.565186
B5RSS5	0
B5RST1	884391.875
B5RST1	81680.46094
B5RST1	193284.4375
B5RST1	0
B5RST1	382507.9375
B5RST1	4898.202637
B5RST1	0
B5RST1	59443.89063
B5RST1	6505.548828
B5RST2	0
B5RST2	26977.17383
B5RST7	66159.50781
B5RST7	5828.018555
B5RST7	5490.651855
B5RST9	0
B5RST9	32915.83203
B5RST9	0
B5RSU5	0
B5RSU5	0
B5RSU6	0
B5RSU6	0
B5RSU6	47.29180145
B5RSU6	12862.21094
B5RSU9	51214.55469
B5RSU9	9984.931641
B5RSU9	3262.476074
B5RSV4	13704.54688
B5RSV4	5764.41748
B5RSV4	0
B5RSV4	0
B5RSV5	58429.10938
B5RSV5	0
B5RSV5	249.0055237
B5RSV6	6315.046387
B5RSV6	0
B5RSV6	5005.393066
B5RSV6	0
B5RSV6	4554.324219
B5RSV6	0
B5RSW5	1717726
B5RSW5	84337.02344
B5RSW5	32469.77148
B5RSW5	31018.75781
B5RSW5	159067.7188
B5RSW5	26237.74023
B5RSW5	43551.26563
B5RSX5	254128
B5RSX5	0
B5RSX5	0
B5RSX6	24378.05664
B5RSX6	3860.637451
B5RSX6	0
B5RSZ5	0
B5RSZ5	0
B5RT08	3731.074219
B5RT30	552454.8125
B5RT30	27983.67969
B5RT30	3229771.5
B5RT30	46468.58203
B5RT30	20757.1543
B5RT31	10989.67285
B5RT37	12036.71387
B5RT37	103245.5469
B5RT37	51492.80469
B5RT37	0
B5RT37	0
B5RT37	13613.53418
B5RT37	0
B5RT37	20889.66602
B5RT37	69183.39063
B5RT37	58079.46875
B5RT37	0
B5RT37	23400.84375
B5RT37	0
B5RT37	3103.364746
B5RT37	8362.318359
B5RT37	5072.79248
B5RT39	118899.8438
B5RT39	11849.69043
B5RT41	49605.67969
B5RT42	0
B5RT42	10496.33496
B5RT48	28251.0332
B5RT48	0
B5RT48	6903.053711
B5RT48	3899.519287
B5RT48	2915.938232
B5RT61	5795.69043
B5RT63	471919.4688
B5RT63	18555.04883
B5RT63	8410.013672
B5RT63	3194.696289
B5RT63	0
B5RT65	3806111.25
B5RT65	638062.4375
B5RT65	21812.81055
B5RT65	16659.39063
B5RT65	105565.3828
B5RT65	64644.64063
B5RT65	247009.7969
B5RT65	0
B5RT65	542707.75
B5RT65	11067.95117
B5RT65	19225.90625
B5RT65	93491.1875
B5RT65	33674.26563
B5RT65	13420.50195
B5RT65	0
B5RT65	165187.7031
B5RT65	47639.66406
B5RT65	30247.08984
B5RT65	0
B5RT65	96932.72656
B5RT65	19361.91016
B5RT65	24920.88672
B5RT65	821066.3125
B5RT65	0
B5RT65	0
B5RT65	0
B5RT65	404016.7813
B5RT65	122731.4688
B5RT65	134323.5938
B5RT65	69283.39844
B5RT65	65321.91797
B5RT65	44943.45313
B5RT65	6315.404297
B5RT65	0
B5RT65	7132.409668
B5RT65	0
B5RT65	12844.65723
B5RT65	7521.20459
B5RT65	0
B5RT67	0
B5RT67	9572.37207
B5RT67	6044.478516
B5RT68	0
B5RT68	52036.97266
B5RT68	9967.861328
B5RT68	13606.73242
B5RT68	0
B5RT68	44521.01953
B5RT68	0
B5RT68	81912.5
B5RT68	75236.20313
B5RT68	12005.8418
B5RT68	0
B5RT68	0
B5RT68	0
B5RT68	29371.37695
B5RT68	19964.00195
B5RT68	0
B5RT68	1826.477661
B5RT68	12348.78809
B5RT68	0
B5RT68	0
B5RT68	4291.930664
B5RT68	714.8311768
B5RT68	0
B5RT68	3160.830322
B5RT68	0
B5RT70	11499.4541
B5RT73	27938.05664
B5RT73	69756.24219
B5RT73	19410.67969
B5RT73	18005.22266
B5RT73	13163.87793
B5RT73	9860.71875
B5RT73	4372.118164
B5RT73	802654.8125
B5RT73	104024.8281
B5RT73	42246.60156
B5RT73	48345.17969
B5RT73	5761.784668
B5RT73	9533.905273
B5RT73	15910.36523
B5RT73	0
B5RT73	82790.53125
B5RT73	19480.15625
B5RT73	10937.64941
B5RT73	51532.16016
B5RT73	24483.74219
B5RT73	3864.404297
B5RT82	88514.34375
B5RT82	60018.04297
B5RT82	97449.10156
B5RT82	31016.69336
B5RT82	27749.21484
B5RT82	7343.090332
B5RT84	1129489.125
B5RT84	0
B5RT84	34011.34766
B5RT84	5162.521973
B5RT85	8616.75293
B5RT85	0
B5RT86	67430.60156
B5RT86	68668.69531
B5RT86	0
B5RT88	80142.92969
B5RT88	65710.9375
B5RT88	104141.3828
B5RT88	56171.15625
B5RT88	16901.00391
B5RT88	9663.439453
B5RT88	5179.071777
B5RT88	0
B5RT88	0
B5RT92	0
B5RT92	0
B5RT92	3447.497803
B5RT93	195535.0469
B5RT95	61542.85156
B5RT95	18216.53711
B5RT97	0
B5RT99	0
B5RT99	13586.49023
B5RT99	0
B5RTA3	11139.64941
B5RTA6	12444.9248
B5RTA6	0
B5RTA8	195571.2813
B5RTA8	16985.14453
B5RTA8	11898.01074
B5RTB0	55337.66016
B5RTB0	0
B5RTB0	6548.412109
B5RTC6	129479.4766
B5RTC6	85994.08594
B5RTC6	7521.845703
B5RTC6	58398.58984
B5RTC6	30121.89063
B5RTC6	25787.09961
B5RTC6	0
B5RTC6	12963.95117
B5RTC9	15934.97949
B5RTC9	2763.949951
B5RTD0	12925.49023
B5RTD0	0
B5RTD0	10005.64551
B5RTD3	8430.548828
B5RTE4	0
B5RTE4	104775.6484
B5RTE4	7632.536621
B5RTE7	5128.564941
B5RTF3	420988.875
B5RTF3	13649.91992
B5RTF3	18113.39063
B5RTF8	0
B5RTF8	353154.1563
B5RTF8	60202.49219
B5RTF8	10297.44336
B5RTF8	100053.3984
B5RTF8	55731.24609
B5RTF8	9371.339844
B5RTF9	9682.174805
B5RTF9	57906.97266
B5RTF9	0
B5RTF9	9019.155273
B5RTF9	0
B5RTF9	6726.572266
B5RTF9	0
B5RTF9	0
B5RTF9	0
B5RTF9	0
B5RTF9	0
B5RTF9	0
B5RTF9	0
B5RTF9	0
B5RTF9	14124.43945
B5RTF9	3818.09668
B5RTG3	0
B5RTG5	79471.96094
B5RTG5	252377.2188
B5RTG5	0
B5RTG5	72482.23438
B5RTG5	0
B5RTG5	0
B5RTG5	38807.70703
B5RTG5	17780.35156
B5RTG5	8995.993164
B5RTG5	2573.065674
B5RTG5	3758.503662
B5RTG5	2505.573486
B5RTG5	0
B5RTG5	1689.9104
B5RTG5	0
B5RTG8	9593.935547
B5RTG8	28039.4707
B5RTG9	0
B5RTG9	0
B5RTG9	2929.274902
B5RTH4	0
B5RTH6	3835469.25
B5RTH6	25378.37891
B5RTH6	9788.607422
B5RTH6	5587952.5
B5RTH6	32173.91211
B5RTH6	3367.285645
B5RTH6	34197.66406
B5RTH6	0
B5RTH6	14072.30469
B5RTH6	18824.48438
B5RTH6	2513.557373
B5RTI1	663180.9375
B5RTI2	0
B5RTI2	0
B5RTI4	99045.30469
B5RTI4	0
B5RTI4	10368.7168
B5RTI4	5903.452637
B5RTI5	63193.39063
B5RTI6	3133.926514
B5RTJ1	91760.07031
B5RTJ1	0
B5RTJ1	5753.657227
B5RTJ1	0
B5RTJ1	5443.623047
B5RTJ1	11468.32617
B5RTJ1	0
B5RTJ1	0
B5RTJ4	0
B5RTJ4	8389.445313
B5RTJ4	0
B5RTJ4	37925.15625
B5RTJ4	17663.47266
B5RTJ4	55751.30859
B5RTJ4	0
B5RTJ4	32538.86133
B5RTJ4	8542.660156
B5RTJ4	5578.796875
B5RTJ4	13181.60156
B5RTJ4	0
B5RTJ6	48720.78516
B5RTJ6	0
B5RTJ6	614204.375
B5RTJ6	0
B5RTJ6	0
B5RTJ6	89140
B5RTJ7	137905.9844
B5RTJ7	94380.85938
B5RTJ7	0
B5RTK0	203331.9531
B5RTK0	293821.7188
B5RTK0	9064.921875
B5RTK0	14611.54297
B5RTK0	141477.4063
B5RTK0	0
B5RTL0	405257.2188
B5RTL0	892841.6875
B5RTL0	364021.3125
B5RTL0	372860
B5RTL0	103581.3203
B5RTL0	88507.08594
B5RTL0	37287.9375
B5RTL0	0
B5RTL0	0
B5RTL0	9925.649414
B5RTL0	0
B5RTL0	77928.46875
B5RTL0	14421.80176
B5RTL0	26693.08594
B5RTL0	3346.524902
B5RTL0	0
B5RTL0	5688.628906
B5RTL2	275312.5313
B5RTL2	121073.2031
B5RTL2	154513.7344
B5RTL2	199887.4688
B5RTL2	22362.07813
B5RTL2	0
B5RTL2	0
B5RTL2	0
B5RTL2	0
B5RTL2	22305.36914
B5RTL2	146992.0781
B5RTL2	108620.2734
B5RTL2	0
B5RTL2	0
B5RTL2	13070.26563
B5RTL2	9657.15332
B5RTL2	0
B5RTL2	0
B5RTL2	4900.212402
B5RTL2	11238.31738
B5RTL2	0
B5RTL2	8611.246094
B5RTL2	0
B5RTL2	1401.73938
B5RTL2	7043.070313
B5RTL2	3955.049561
B5RTL2	2387.103516
B5RTL2	2021.651489
B5RTL2	342.2386169
B5RTL6	325633.1563
B5RTL6	138560.8594
B5RTL6	90668.61719
B5RTL6	46278.20703
B5RTL6	565482.6875
B5RTL6	329869.5
B5RTL6	0
B5RTL6	1411590.875
B5RTL6	49467.79297
B5RTL6	14394.75488
B5RTL6	119526.5938
B5RTL6	99555.02344
B5RTL6	0
B5RTL6	0
B5RTL6	9057.868164
B5RTL6	3237.628662
B5RTL6	44770.64453
B5RTL6	50249.89453
B5RTL6	18388.39844
B5RTL6	23076.31055
B5RTL6	24875.26758
B5RTL6	11695.74805
B5RTL6	16327.55957
B5RTL6	12639.63281
B5RTL6	0
B5RTL6	30658.51758
B5RTL6	17222.58984
B5RTL6	8592.955078
B5RTL6	3703.977051
B5RTL6	5468.910156
B5RTL7	0
B5RTL7	411399.2813
B5RTL7	170611.625
B5RTL7	3695.616699
B5RTM0	3767.614746
B5RTM3	0
B5RTM3	44261.72266
B5RTM3	1871.543457
B5RTM8	118355.0156
B5RTM8	3077.759766
B5RTM8	5714.808105
B5RTM9	0
B5RTM9	0
B5RTQ5	130531.5
B5RTQ5	40427.44141
B5RTQ5	0
B5RTQ5	0
B5RTQ7	34596.80078
B5RTQ7	0
B5RTQ9	0
B5RTQ9	0
B5RTQ9	0
B5RTR1	4057.506592
B5RTR2	7074.169434
B5RTR4	0
B5RTS5	22950.64844
B5RTS7	25112.17188
B5RTS8	595227.6875
B5RTS8	52145.62891
B5RTS8	53920.34375
B5RTS8	0
B5RTS8	43306.41406
B5RTS8	0
B5RTS8	0
B5RTS8	0
B5RTS8	0
B5RTS8	19562.82422
B5RTT6	126811.7578
B5RTT6	6886.543945
B5RTT6	0
B5RTT7	0
B5RTT7	0
B5RTT9	0
B5RTU0	33883.36328
B5RTU0	9900.03125
B5RTU1	11017.00488
B5RTU1	0
B5RTU5	0
B5RTU7	79256.98438
B5RTU7	1960.643433
B5RTU7	0
B5RTV2	59841.69922
B5RTV2	0
B5RTV2	0
B5RTV3	41397.17578
B5RTV3	108045.5391
B5RTV3	0
B5RTV3	9535.479492
B5RTV3	8170.58252
B5RTV5	5738.98291
B5RTW3	7894.928711
B5RTX5	21272.08203
B5RTX7	23285.69531
B5RTX7	25839.51953
B5RTX7	9241.516602
B5RTX7	0
B5RTX7	0
B5RTX7	0
B5RTX7	0
B5RTX7	1978.437256
B5RTY0	137132.4219
B5RTY0	91740.57031
B5RTY0	110868.8516
B5RTY0	155791.8281
B5RTY0	86649.95313
B5RTY0	0
B5RTY0	32291.86523
B5RTY0	0
B5RTY0	3434.879395
B5RTY0	0
B5RTY0	4912.361328
B5RTY0	3719.219727
B5RTY0	3307.644775
B5RTY0	4160.961914
B5RTY0	0
B5RTY5	281992.25
B5RTY5	31080.23047
B5RTY8	9893.688477
B5RTY8	0
B5RTZ6	17265.39063
B5RTZ7	258577.3594
B5RTZ7	21169.48633
B5RTZ8	0
B5RU03	128861.1875
B5RU03	58567.16797
B5RU03	61292.98438
B5RU03	0
B5RU03	0
B5RU03	0
B5RU03	0
B5RU11	330358.4063
B5RU11	19431.07031
B5RU11	218898.3438
B5RU12	37132.9375
B5RU12	66565.85938
B5RU14	44504.10156
B5RU14	23773.57813
B5RU18	9825.550781
B5RU18	1850.036011
B5RU18	1948.320313
B5RU19	22283.08398
B5RU19	21544.27539
B5RU19	7442.794922
B5RU19	8344.928711
B5RU19	0
B5RU21	9649.206055
B5RU21	0
B5RU23	0
B5RU23	0
B5RU26	15158.40039
B5RU26	26739.91797
B5RU26	3409.901855
B5RU26	18533.14258
B5RU26	51451.47266
B5RU26	110520.3203
B5RU26	31056.2793
B5RU26	16328.55078
B5RU26	3820.500244
B5RU26	20285.71875
B5RU26	0
B5RU26	0
B5RU26	12714.02539
B5RU26	3591.750488
B5RU26	4864.328613
B5RU26	9257.259766
B5RU26	9272.957031
B5RU26	3978.260986
B5RU26	1158.846436
B5RU26	0
B5RU26	14424.94238
B5RU26	6740.689453
B5RU26	0
B5RU26	0
B5RU26	606.3626709
B5RU26	0
B5RU34	9427.732422
B5RU44	0
B5RU44	7014.126465
B5RU45	0
B5RU45	84402.30469
B5RU45	18598.34766
B5RU45	14925.84277
B5RU45	115968.5313
B5RU45	35138.59766
B5RU45	7930.938477
B5RU45	37914.99219
B5RU45	6504.678711
B5RU49	328883.2813
B5RU49	30016.81055
B5RU49	11846.00586
B5RU52	108937.0938
B5RU52	0
B5RU52	104444.5469
B5RU52	7920.515625
B5RU52	25826.47852
B5RU52	0
B5RU52	7868.062012
B5RU52	26245.25781
B5RU52	12952.04297
B5RU52	0
B5RU52	4129.495117
B5RU52	27595.41602
B5RU52	12750.6582
B5RU52	5659.390137
B5RU52	63781.34375
B5RU52	17334.06836
B5RU52	28574.25
B5RU52	0
B5RU52	25859.36914
B5RU52	12038.05273
B5RU57	9823.525391
B5RU57	7261.748535
B5RU58	36936.55469
B5RU58	257939.125
B5RU58	11596.58008
B5RU58	1738.356079
B5RU68	0
B5RU68	0
B5RU68	30545.21484
B5RU68	0
B5RU78	9361.324219
B5RU78	4617.769043
B5RU78	0
B5RU82	208065.875
B5RU86	8742.90918
B5RU86	8238.878906
B5RU87	0
B5RU96	3163.390137
B5RU96	11901.10449
B5RU96	0
B5RU96	0
B5RUA9	67659.21094
B5RUA9	16697.5957
B5RUA9	2095.068115
B5RUA9	103.2408752
B5RUA9	1455.062378
B5RUA9	0
B5RUA9	0
B5RUA9	0
B5RUA9	1
B5RUA9	0
B5RUA9	114.9080124
B5RUA9	1246.259644
B5RUA9	0
B5RUA9	0
B5RUB0	2345.914063
B5RUB2	29541.6543
B5RUB2	133614.9219
B5RUB2	0
B5RUB2	0
B5RUB2	0
B5RUB2	39026.32031
B5RUB2	0
B5RUB2	22024.69922
B5RUB2	0
B5RUB2	9802.327148
B5RUB2	0
B5RUB2	25052.62305
B5RUB2	9021.299805
B5RUB2	0
B5RUB2	140.1102295
B5RUB2	0
B5RUB3	19511.41406
B5RUB3	0
B5RUB4	37769.21094
B5RUB4	0
B5RUB4	0
B5RUB4	0
B5RUB4	5366.638672
B5RUB4	0
B5RUB4	0
B5RUB6	19132.26563
B5RUB6	71481.99219
B5RUB8	3060.295654
B5RUC0	93227.375
B5RUC0	7922.430664
B5RUC2	53072.39063
B5RUC2	0
B5RUC2	25333.4707
B5RUC2	20220.84766
B5RUC2	13148.91992
B5RUC2	6977.120605
B5RUC2	8570.22168
B5RUC2	24010.58789
B5RUC2	319.4881287
B5RUC2	15699.6748
B5RUC2	6090.506348
B5RUC2	0
B5RUC2	767.2338257
B5RUC6	0
B5RUC6	0
B5RUD2	0
B5RUD3	26109.20703
B5RUD3	0
B5RUD3	61296.24219
B5RUD3	0
B5RUD4	23154.02539
B5RUD4	19721.79297
B5RUD4	0
B5RUD6	0
B5RUD6	0
B5RUD6	8731.826172
B5RUD6	7934.382324
B5RUD6	974.2523804
B5RUD6	2822.689453
B5RUD6	0
B5RUD6	0
B5RUF2	14584.87012
B5RUF3	29300.9707
B5RUF3	9852.892578
B5RUF3	5034.279785
B5RUF3	0
B5RUF3	13824.37402
B5RUF3	0
B5RUF3	49383.75391
B5RUF3	0
B5RUF3	0
B5RUG0	47104.91016
B5RUG0	0
B5RUG0	0
B5RUG9	16831.92969
B5RUH3	7551.961426
B5RUH3	4087.138672
B5RUH5	136488.5625
B5RUH6	13632.58691
B5RUH6	5454.039551
B5RUI0	90077.84375
B5RUI0	61510.90625
B5RUI0	31838.15625
B5RUI0	3344.104004
B5RUI1	0
B5RUI3	35771.17188
B5RUI3	18715.42383
B5RUI3	0
B5RUI3	0
B5RUI3	11785.69043
B5RUI3	46212.62891
B5RUI3	3456.07666
B5RUI5	4907.274414
B5RUI6	611930.625
B5RUI6	0
B5RUI8	54387.95313
B5RUI8	0
B5RUI8	4283.824219
B5RUI8	12739.84375
B5RUJ3	0
B5RUJ3	8382.317383
B5RUJ3	38077.72656
B5RUJ3	14748.94238
B5RUJ3	0
B5RUJ4	0
B5RUJ4	8296.628906
B5RUJ4	0
B5RUJ9	6973.501465
B5RUJ9	5203.535645
B5RUK1	23225.05469
B5RUK1	4084.765625
B5RUK3	219118.625
B5RUK3	214919.875
B5RUK3	183465.0469
B5RUK3	381950.75
B5RUK3	472281.8438
B5RUK3	67447.34375
B5RUK3	72153.92188
B5RUK3	0
B5RUK3	0
B5RUK3	0
B5RUK3	4971.99707
B5RUK3	128295.2344
B5RUK3	1492.499512
B5RUK3	153538.8281
B5RUK3	222023
B5RUK3	12968.88281
B5RUK3	0
B5RUK3	458900.375
B5RUK3	18978.76563
B5RUK3	213553.4844
B5RUK3	158009.9375
B5RUK3	33991.73828
B5RUK3	255057.2656
B5RUK3	125044.9297
B5RUK3	75026.92969
B5RUK3	26040.6543
B5RUK3	0
B5RUK3	8087.827148
B5RUK3	12444.9248
B5RUK3	13925.1748
B5RUK3	8104.930664
B5RUK3	0
B5RUK3	0
B5RUK3	0
B5RUK3	43975.21484
B5RUK3	6094.858398
B5RUK3	0
B5RUK3	54509.97266
B5RUK3	25563.45508
B5RUK3	5904.35791
B5RUK3	17701.34766
B5RUK3	15813.61328
B5RUK3	13349.12402
B5RUK3	6839.54541
B5RUK3	876.6154785
B5RUK3	6160.342285
B5RUK3	1812.018188
B5RUK3	11261.54395
B5RUK3	0
B5RUK3	7045.909668
B5RUK3	26286.68555
B5RUK3	282.5578613
B5RUK6	0
B5RUK8	2811.063721
B5RUL0	0
B5RUL0	0
B5RUL0	0
B5RUL2	11153.1543
B5RUL3	34595.15625
B5RUM0	4189.143066
B5RUM0	300.5299072
B5RUM0	4086.80249
B5RUM0	2466.180664
B5RUM7	0
B5RUM7	12943.11719
B5RUM7	0
B5RUM7	0
B5RUM7	5626.186523
B5RUN9	64816.63281
B5RUN9	10806.17676
B5RUN9	16283.87891
B5RUN9	0
B5RUN9	8450.442383
B5RUP5	32861.80859
B5RUP5	49446.05859
B5RUQ2	393317.125
B5RUQ2	450149.5
B5RUQ2	57783.53516
B5RUQ2	13018.13672
