GeneID	logFC	logCPM	F	PValue	FDR
gene-DEHA2F05544g	-2.40170080596622	6.48453710206703	162.415397676965	3.61263008741299e-07	0.00124473230573682
gene-DEHA2E14234g	-2.85537879052045	8.05103061134433	157.799643184266	4.13916700029779e-07	0.00124473230573682
gene-DEHA2F04598g	-2.26131606719421	5.44807781988709	145.877800514694	5.73962022319468e-07	0.00124473230573682
gene-DEHA2D01188g	-5.52046328274065	7.1344758402443	93.7521606894271	4.03897212264693e-06	0.00656938815748523
gene-DEHA2C01012g	-1.74800247739812	2.82620394761054	65.2424584493314	1.71868196472419e-05	0.0223634897249911
gene-DEHA2C11902g	-1.65658676525406	6.00163807893371	59.8096334543697	2.52189324682013e-05	0.027185930375318
gene-DEHA2C07656g	-1.20901704540737	6.37203690398594	57.5110762607055	2.92501556451316e-05	0.027185930375318
gene-DEHA2G21296g	-0.905931899242955	7.57947310516816	54.2209290506529	3.6453548676212e-05	0.0296458484609294
gene-DEHA2F20152g	-0.854082384239418	7.01198958963304	41.8933554157203	0.000101826653695559	0.0686462298582389
gene-DEHA2G08822g	-0.791071676495189	8.58820967196529	41.4032448572146	0.000105512188530954	0.0686462298582389
gene-DEHA2G00242g	0.92329059986693	7.84403475333733	39.5583405322845	0.000127044661378363	0.0751411424479661
gene-DEHA2C03476g	-3.40440715969117	7.07048643562858	36.1997550769881	0.000182961254405645	0.0936788430924625
gene-DEHA2B13244g	-1.84323159328898	3.97641234637591	35.8081261523099	0.000187184900123273	0.0936788430924625
gene-DEHA2F22440g	1.05315397701407	6.07096994918675	34.3325057132928	0.000217501737938081	0.101076164787511
gene-DEHA2D01166g	-1.25822336596068	4.59948186784221	33.2166660021785	0.000245887922764492	0.106649788367052
gene-DEHA2F06358r	2.80988933233553	-1.97219764995071	32.4087542240129	0.000266172393764337	0.108232349614424
gene-DEHA2E16742g	-1.30307137672432	2.44608327036885	31.3142191184215	0.000302036112626954	0.111895605224328
gene-DEHA2F00462g	-3.35905235531658	1.27905375443586	31.2559844013547	0.000309578987709484	0.111895605224328
gene-DEHA2D14234g	-1.52701366153742	4.39786315697927	30.5957180092893	0.000334619580519139	0.112743487470234
gene-DEHA2G21604g	-2.39172212305153	5.52343237990874	30.4330023814591	0.00034658311549411	0.112743487470234
gene-DEHA2B02530g	-0.478411709428037	6.47522834019182	29.0409464051412	0.000397304682953332	0.123088774633066
gene-DEHA2F26488g	0.622439504063107	7.21673838390612	27.6450776684297	0.000474141682721539	0.14021662671756
gene-DEHA2A02090g	2.74768086543537	4.19524946923646	26.4388348903466	0.000572269550399416	0.152738750183993
gene-DEHA2D02464g	-1.14482427939327	3.87370904059876	26.2532006089737	0.000575168079423606	0.152738750183993
gene-DEHA2D12936g	1.4117928508798	4.9038478326561	26.1447317212074	0.000586914963817988	0.152738750183993
gene-DEHA2E21626g	0.792444138552699	6.07093500468036	25.628646045546	0.000625884105047021	0.156615461055228
gene-DEHA2F19118g	1.5559600306834	3.91161244651546	24.783014834395	0.000707349400749993	0.170445007454795
gene-DEHA2D12782g	-0.503466379340099	6.15728845395474	24.364420370852	0.000739453424051107	0.171817284888447
gene-DEHA2D10846r	1.45578528306619	-0.13283598405945	23.7752709221601	0.000804705865264514	0.180531598600377
gene-DEHA2E11110g	0.693237464018437	5.78795836359253	23.1115804939728	0.000892347917277784	0.193520518326975
gene-DEHA2D09702g	1.26043664901505	7.04883222520788	22.4369776182745	0.00100660668142447	0.20640497545282
gene-DEHA2D04290g	-0.546636151176067	6.01749173507582	22.211144703494	0.00101521045411778	0.20640497545282
gene-DEHA2E11308g	0.972887365885102	6.67041523884096	21.7328633064201	0.00110709685991473	0.217710013965008
gene-DEHA2B16280g	-1.55860936301617	1.36473366365169	21.525675011078	0.00113774062016758	0.217710013965008
gene-DEHA2D07920g	1.92973226215067	5.19120153338162	20.7258595010977	0.00131158601956616	0.240279428411557
gene-DEHA2E06886g	0.563700373987106	6.32089160898733	20.4921185170922	0.00132955109480726	0.240279428411557
gene-DEHA2G15202g	1.19818770468	6.39578780110983	20.4370737482326	0.0013736402161371	0.241537925572648
gene-DEHA2D05808g	-2.08374539593427	2.20879937823094	20.0857927463185	0.00143801457335441	0.242295512533131
gene-DEHA2G24772g	-1.20030461119056	5.42469195956528	19.8285007541956	0.00150006172902694	0.242295512533131
gene-DEHA2G08096g	1.02136826814971	9.56478841886065	19.5542005093282	0.00156297932475769	0.242295512533131
gene-DEHA2D03080g	-1.38725550303933	1.42868634680751	19.1301331092121	0.001674789408552	0.242295512533131
gene-DEHA2F02156g	0.830472607785409	5.53005190093711	19.1149323108048	0.00168280529059649	0.242295512533131
gene-DEHA2D09680g	1.35814955441251	4.32631865103382	19.1085692282735	0.0016918666614617	0.242295512533131
gene-DEHA2E14872g	-1.20825644903985	1.72522173016172	18.9875632935683	0.00171587535159615	0.242295512533131
gene-DEHA2B15840g	-0.681029835052765	3.9327377064189	18.9440055876312	0.0017197169464424	0.242295512533131
gene-DEHA2F15180g	0.580700091995588	6.83317584694674	18.7968998591882	0.00177409290900061	0.242295512533131
gene-DEHA2B07458g	-0.488924274632517	6.21990334368147	18.7015660851116	0.00179283957203625	0.242295512533131
gene-DEHA2A06116g	-0.858842958351006	3.69571938938196	18.6312606105955	0.0018147497463209	0.242295512533131
gene-DEHA2E15026g	0.659481108515781	5.96938847485884	18.6411581454312	0.00182485092439647	0.242295512533131
gene-DEHA2E12188g	-0.728900430982408	4.68768415255545	18.0726137359825	0.00200096970291511	0.260366177743314
