Geneid	RNA STAR on Control4: mapped.bam
gene-DEHA2C08580g	648
gene-DEHA2C08602g	4495
gene-DEHA2C08624g	59
gene-DEHA2C08646g	1429
gene-DEHA2C08668g	2506
gene-DEHA2C08690g	3935
gene-DEHA2C08712g	9656
gene-DEHA2C08734g	4806
gene-DEHA2C08756g	1394
gene-DEHA2C08778g	4227
gene-DEHA2C08800g	3530
gene-DEHA2C08822g	11734
gene-DEHA2C08844g	1960
gene-DEHA2C08866g	7528
gene-DEHA2C08888g	2198
gene-DEHA2C08910g	6016
gene-DEHA2C08932g	1028
gene-DEHA2C08954g	2880
gene-DEHA2C08976g	9074
gene-DEHA2C08998g	2710
gene-DEHA2C09020g	2515
gene-DEHA2C09042g	5331
gene-DEHA2C09064g	3142
gene-DEHA2C09086g	647
gene-DEHA2C09108g	3285
gene-DEHA2C09130g	2373
gene-DEHA2C09152g	36630
gene-DEHA2C09174g	6
gene-DEHA2C09196g	5731
gene-DEHA2C09218g	8234
gene-DEHA2C09240g	9267
gene-DEHA2C09262g	877
gene-DEHA2C09284g	1257
gene-DEHA2C09306g	55975
gene-DEHA2C09328g	8714
gene-DEHA2C09350g	6241
gene-DEHA2C09372g	702
gene-DEHA2C09394g	4002
gene-DEHA2C09416g	1148
gene-DEHA2C09438g	1411
gene-DEHA2C09460g	7343
gene-DEHA2C09482g	2221
gene-DEHA2C09504g	3030
gene-DEHA2C09526g	4920
gene-DEHA2C09548g	2508
gene-DEHA2C09570g	4081
gene-DEHA2C09592g	431
gene-DEHA2C09614g	17064
gene-DEHA2C09636g	1265
gene-DEHA2C09658g	18318
gene-DEHA2C09680g	5830
gene-DEHA2C09702g	9506
gene-DEHA2C09724g	2735
gene-DEHA2C09746g	4273
gene-DEHA2C09768g	951
gene-DEHA2C09790r	72
gene-DEHA2C09812g	2873
gene-DEHA2C09834g	2860
gene-DEHA2C09856g	4131
gene-DEHA2C09878g	3055
gene-DEHA2C09900g	4805
gene-DEHA2C09922g	2580
gene-DEHA2C09944r	0
gene-DEHA2C09966g	4950
gene-DEHA2C09988g	2715
gene-DEHA2C10010g	3748
gene-DEHA2C10032g	496
gene-DEHA2C10054g	15340
gene-DEHA2C10076g	1451
gene-DEHA2C10098g	2334
gene-DEHA2C10120g	3931
gene-DEHA2C10142g	2445
gene-DEHA2C10164g	2371
gene-DEHA2C10186g	5042
gene-DEHA2C10208r	5
gene-DEHA2C10230r	3
gene-DEHA2C10252g	34
gene-DEHA2C10274g	23447
gene-DEHA2C10296g	7738
gene-DEHA2C10318g	2890
gene-DEHA2C10340g	1550
gene-DEHA2C10362g	787
gene-DEHA2C10384g	2557
gene-DEHA2C10406g	2256
gene-DEHA2C10428g	4700
gene-DEHA2C10450g	4062
gene-DEHA2C10472g	6524
gene-DEHA2C10494g	7269
gene-DEHA2C10516g	1086
gene-DEHA2C10538g	7229
gene-DEHA2C10560g	1972
gene-DEHA2C10582g	4189
gene-DEHA2C10604g	1892
gene-DEHA2C10626g	1367
gene-DEHA2C10648g	10706
gene-DEHA2C10670g	8915
gene-DEHA2C10692g	5391
gene-DEHA2C10714g	1702
gene-DEHA2C10736g	6415
gene-DEHA2C10758g	17865
gene-DEHA2C10780r	14
gene-DEHA2C10802g	72
gene-DEHA2C10824g	0
gene-DEHA2C10846g	11982
gene-DEHA2C10868g	2791
gene-DEHA2C10890g	2105
gene-DEHA2C10912g	4685
gene-DEHA2C10934g	7765
gene-DEHA2C10956g	14290
gene-DEHA2C10978g	5901
gene-DEHA2C11000g	8591
gene-DEHA2C11022g	4109
gene-DEHA2C11044g	2582
gene-DEHA2C11066g	1743
gene-DEHA2C11088g	649
gene-DEHA2C11110g	5708
gene-DEHA2C11286g	2976
gene-DEHA2C11352g	227
gene-DEHA2C11374g	1096
gene-DEHA2C11396g	996
gene-DEHA2C11418g	3088
gene-DEHA2C11440g	18477
gene-DEHA2C11462g	5705
gene-DEHA2C11484g	5257
gene-DEHA2C11506g	3914
gene-DEHA2C11528g	2282
gene-DEHA2C11550g	5268
gene-DEHA2C11572g	6525
gene-DEHA2C11594g	1798
gene-DEHA2C11616g	5289
gene-DEHA2C11638g	7678
gene-DEHA2C11660g	4931
gene-DEHA2C11682g	1682
gene-DEHA2C11704g	5202
gene-DEHA2C11726r	10
gene-DEHA2C11748g	2545
gene-DEHA2C11770g	6429
gene-DEHA2C11792g	40798
gene-DEHA2C11814g	37616
gene-DEHA2C11836g	281
gene-DEHA2C11858g	2392
gene-DEHA2C11880g	1958
gene-DEHA2C11902g	2212
gene-DEHA2C11924g	1816
gene-DEHA2C11946g	21014
gene-DEHA2C11968g	11904
gene-DEHA2C11990g	605
gene-DEHA2C12012g	3978
gene-DEHA2C12034g	22365
gene-DEHA2C12056g	1051
gene-DEHA2C12078g	4593
gene-DEHA2C12100g	4078
gene-DEHA2C12122g	9392
gene-DEHA2C12144g	4672
gene-DEHA2C12166g	7501
gene-DEHA2C12188g	7
gene-DEHA2C12210g	2902
gene-DEHA2C12243g2	0
gene-DEHA2C12254g	5585
gene-DEHA2C12276g	267
gene-DEHA2C12298g	3591
gene-DEHA2C12320g	192
gene-DEHA2C12342g	6503
gene-DEHA2C12364g	1645
gene-DEHA2C12386g	2119
gene-DEHA2C12408g	3571
gene-DEHA2C12430g	7152
gene-DEHA2C12452g	4241
gene-DEHA2C12474g	4458
gene-DEHA2C12496g	2738
gene-DEHA2C12518g	3247
gene-DEHA2C12540g	4451
gene-DEHA2C12562g	2411
gene-DEHA2C12584g	3423
gene-DEHA2C12606g	4957
gene-DEHA2C12628g	6154
gene-DEHA2C12650g	1734
gene-DEHA2C12672g	1187
gene-DEHA2C12694g	1864
gene-DEHA2C12716g	37
gene-DEHA2C12738g	8369
gene-DEHA2C12760g	8751
gene-DEHA2C12782g	3209
gene-DEHA2C12804g	1607
gene-DEHA2C12826g	6443
gene-DEHA2C12848g	7445
gene-DEHA2C12870g	1597
gene-DEHA2C12892g	2750
gene-DEHA2C12914g	1807
gene-DEHA2C12936g	7487
gene-DEHA2C12958g	34
gene-DEHA2C12980g	78390
gene-DEHA2C13002g	7855
gene-DEHA2C13024g	1571
gene-DEHA2C13046g	11083
gene-DEHA2C13068g	4210
gene-DEHA2C13090g	1473
gene-DEHA2C13112g	30976
gene-DEHA2C13134g	916
gene-DEHA2C13156g	3452
gene-DEHA2C13178g	6396
gene-DEHA2C13200g	5582
gene-DEHA2C13222g	18796
gene-DEHA2C13244g	4104
gene-DEHA2C13266g	4721
gene-DEHA2C13288g	7947
gene-DEHA2C13310g	7188
gene-DEHA2C13332g	693
gene-DEHA2C13354g	2289
gene-DEHA2C13376g	4659
gene-DEHA2C13398g	9532
gene-DEHA2C13420g	227
gene-DEHA2C13442g	5380
gene-DEHA2C13464g	4488
gene-DEHA2C13486g	13290
gene-DEHA2C13508g	2520
gene-DEHA2C13541g2	488
gene-DEHA2C13552g	3373
gene-DEHA2C13574g	1852
gene-DEHA2C13596g	4499
gene-DEHA2C13618g	586
gene-DEHA2C13640g	609
gene-DEHA2C13662g	10200
gene-DEHA2C13684g	15039
gene-DEHA2C13706g	6218
gene-DEHA2C13728g	1764
gene-DEHA2C13750g	4449
gene-DEHA2C13772g	7360
gene-DEHA2C13794g	7761
gene-DEHA2C13816g	1749
gene-DEHA2C13838g	4096
gene-DEHA2C13860g	9966
gene-DEHA2C13882g	40961
gene-DEHA2C13904g	6001
gene-DEHA2C13926g	3495
gene-DEHA2C13948g	4810
gene-DEHA2C13970g	3741
gene-DEHA2C13992g	4772
gene-DEHA2C14014g	3413
gene-DEHA2C14036g	684
gene-DEHA2C14058g	27031
gene-DEHA2C14080g	5855
gene-DEHA2C14102g	79
gene-DEHA2C14124g	3944
gene-DEHA2C14146g	7238
gene-DEHA2C14168g	3331
gene-DEHA2C14190g	10126
gene-DEHA2C14212g	2319
gene-DEHA2C14234g	9323
gene-DEHA2C14256g	948
gene-DEHA2C14278g	5258
gene-DEHA2C14300g	2852
gene-DEHA2C14322g	5611
gene-DEHA2C14344g	4872
gene-DEHA2C14366g	4061
gene-DEHA2C14388g	6421
gene-DEHA2C14410r	0
gene-DEHA2C14432g	171
gene-DEHA2C14454g	86
gene-DEHA2C14476g	24
gene-DEHA2C14498g	102
gene-DEHA2C14520g	411
gene-DEHA2C14542g	1922
gene-DEHA2C14564g	5418
gene-DEHA2C14586g	6632
gene-DEHA2C14608g	4051
gene-DEHA2C14630g	6012
gene-DEHA2C14652g	5789
gene-DEHA2C14674g	4511
gene-DEHA2C14696g	8130
gene-DEHA2C14718g	2766
gene-DEHA2C14740g	1825
gene-DEHA2C14762g	7959
gene-DEHA2C14784g	786
gene-DEHA2C14806g	171
gene-DEHA2C14828g	1912
gene-DEHA2C14850g	2439
gene-DEHA2C14872g	5586
gene-DEHA2C14894g	1037
gene-DEHA2C14916g	2629
gene-DEHA2C14938g	9018
gene-DEHA2C14960g	3698
gene-DEHA2C14982g	2843
gene-DEHA2C15004g	5192
gene-DEHA2C15026g	7631
gene-DEHA2C15048g	4123
gene-DEHA2C15070g	5101
gene-DEHA2C15092g	1777
gene-DEHA2C15114g	1213
gene-DEHA2C15136g	2134
gene-DEHA2C15158g	313
gene-DEHA2C15180g	854
gene-DEHA2C15202g	10826
gene-DEHA2C15224g	3136
gene-DEHA2C15246g	1836
gene-DEHA2C15268g	3695
gene-DEHA2C15290g	6137
gene-DEHA2C15312g	6885
gene-DEHA2C15334g	11169
gene-DEHA2C15356g	1169
gene-DEHA2C15378g	8704
gene-DEHA2C15400g	807
gene-DEHA2C15422g	1439
gene-DEHA2C15444g	3339
gene-DEHA2C15466g	635
gene-DEHA2C15488g	4989
gene-DEHA2C15510g	2869
gene-DEHA2C15532g	37008
gene-DEHA2C15554r	1
gene-DEHA2C15576r	4
gene-DEHA2C15598g	123
gene-DEHA2C15620g	3774
gene-DEHA2C15642g	4320
gene-DEHA2C15664g	5883
gene-DEHA2C15686g	12731
gene-DEHA2C15708g	615
gene-DEHA2C15730g	1930
gene-DEHA2C15752g	2996
gene-DEHA2C15774g	5937
gene-DEHA2C15796g	3675
gene-DEHA2C15818g	18554
gene-DEHA2C15840g	1673
gene-DEHA2C15862g	8692
gene-DEHA2C15884g	7577
gene-DEHA2C15906g	1420
gene-DEHA2C15928g	3316
gene-DEHA2C15950g	1014
gene-DEHA2C15972g	5029
gene-DEHA2C15994g	6892
gene-DEHA2C16016g	3739
gene-DEHA2C16038g	20725
gene-DEHA2C16060g	6947
gene-DEHA2C16082g	2551
gene-DEHA2C16104g	2571
gene-DEHA2C16126g	1559
gene-DEHA2C16148g	3812
gene-DEHA2C16170g	6597
gene-DEHA2C16192g	9174
gene-DEHA2C16214g	7792
gene-DEHA2C16236g	3154
gene-DEHA2C16258g	3195
gene-DEHA2C16280g	10732
gene-DEHA2C16302g	1460
gene-DEHA2C16324g	9042
gene-DEHA2C16346g	5269
gene-DEHA2C16368g	1641
gene-DEHA2C16390g	4192
gene-DEHA2C16412g	1081
gene-DEHA2C16434g	2995
gene-DEHA2C16456g	1142
gene-DEHA2C16478g	5876
gene-DEHA2C16500g	3543
gene-DEHA2C16522r	4
gene-DEHA2C16544g	2949
gene-DEHA2C16566g	5434
gene-DEHA2C16588g	578
gene-DEHA2C16610g	3424
gene-DEHA2C16632g	8786
gene-DEHA2C16654g	6765
gene-DEHA2C16676g	10905
gene-DEHA2C16698g	8972
gene-DEHA2C16720g	31
gene-DEHA2C16742g	7437
gene-DEHA2C16764g	5105
gene-DEHA2C16786g	2724
gene-DEHA2C16808g	3611
gene-DEHA2C16830g	5220
gene-DEHA2C16852g	15313
gene-DEHA2C16874g	3159
gene-DEHA2C16896g	3605
gene-DEHA2C16918g	5488
gene-DEHA2C16940g	1533
gene-DEHA2C16962g	2061
gene-DEHA2C16984g	4885
gene-DEHA2C17006g	1818
gene-DEHA2C17028g	8120
gene-DEHA2C17050g	1219
gene-DEHA2C17072g	2646
gene-DEHA2C17094r	2
gene-DEHA2C17116g	4220
gene-DEHA2C17138g	2001
gene-DEHA2C17160g	4274
gene-DEHA2C17182g	1377
gene-DEHA2C17204g	3723
gene-DEHA2C17226g	10059
gene-DEHA2C17248g	2759
gene-DEHA2C17270g	2899
gene-DEHA2C17292g	2583
gene-DEHA2C17314g	3902
gene-DEHA2C17336g	3601
gene-DEHA2C17358g	17308
gene-DEHA2C17380g	3655
gene-DEHA2C17402g	9137
gene-DEHA2C17424g	903
gene-DEHA2C17446g	3256
gene-DEHA2C17468g	2998
gene-DEHA2C17490g	4631
gene-DEHA2C17512g	4281
gene-DEHA2C17534g	5966
gene-DEHA2C17556g	1147
gene-DEHA2C17578g	2898
gene-DEHA2C17600g	2243
gene-DEHA2C17622g	1763
gene-DEHA2C17644g	21
gene-DEHA2C17666g	130
gene-DEHA2C17688g	2
gene-DEHA2C17710g	10
gene-DEHA2C17732g	27
gene-DEHA2C17754g	476
gene-DEHA2C17776g	4
gene-DEHA2C17798g	23
gene-DEHA2C17820g	383
gene-DEHA2C17842g	810
gene-DEHA2C17864g	1017
gene-DEHA2C17886g	691
gene-DEHA2C17908g	174
gene-DEHA2C17930g	407
gene-DEHA2D00110g	2
gene-DEHA2D00132g	32637
gene-DEHA2D00154g	370
gene-DEHA2D00176g	408
gene-DEHA2D00198g	466
gene-DEHA2D00220g	153
gene-DEHA2D00242g	95
gene-DEHA2D00264g	2
gene-DEHA2D00286g	2
gene-DEHA2D00308g	7
gene-DEHA2D00330g	180
gene-DEHA2D00352g	26
gene-DEHA2D00374g	6
gene-DEHA2D00396g	1
gene-DEHA2D00418g	2
gene-DEHA2D00440g	6
gene-DEHA2D00462g	1
gene-DEHA2D00484g	0
gene-DEHA2D00506g	7
gene-DEHA2D00528g	2
gene-DEHA2D00550g	8
gene-DEHA2D00572g	2
gene-DEHA2D00594g	0
gene-DEHA2D00616g	0
gene-DEHA2D00638g	768
gene-DEHA2D00660g	921
gene-DEHA2D00682g	51
gene-DEHA2D00704g	0
gene-DEHA2D00726g	4
gene-DEHA2D00748g	2811
gene-DEHA2D00770g	530
gene-DEHA2D00792g	31
gene-DEHA2D00814g	990
gene-DEHA2D00836g	80
gene-DEHA2D00858g	0
gene-DEHA2D00880g	15
gene-DEHA2D00902g	2
gene-DEHA2D00924g	50915
gene-DEHA2D00946g	61
gene-DEHA2D00968g	3279
gene-DEHA2D00990g	2757
gene-DEHA2D01012g	1313
gene-DEHA2D01034g	3295
gene-DEHA2D01056g	397
gene-DEHA2D01078g	1474
gene-DEHA2D01100g	1772
gene-DEHA2D01122g	1015
gene-DEHA2D01144g	828
gene-DEHA2D01166g	418
gene-DEHA2D01188g	24
gene-DEHA2D01210g	27487
gene-DEHA2D01232g	1179
gene-DEHA2D01254g	763
gene-DEHA2D01276g	7562
gene-DEHA2D01298g	279
gene-DEHA2D01320g	1211
gene-DEHA2D01342g	1508
gene-DEHA2D01364g	244
gene-DEHA2D01386g	190
gene-DEHA2D01408g	1045
gene-DEHA2D01430g	2954
gene-DEHA2D01452g	797
gene-DEHA2D01474g	736
gene-DEHA2D01496g	3824
gene-DEHA2D01518g	3493
gene-DEHA2D01540g	2333
gene-DEHA2D01562g	2643
gene-DEHA2D01584g	3246
gene-DEHA2D01606g	5353
gene-DEHA2D01628g	1701
gene-DEHA2D01650g	2048
gene-DEHA2D01672g	4834
gene-DEHA2D01694g	3502
gene-DEHA2D01716g	4905
gene-DEHA2D01738g	2823
gene-DEHA2D01760g	1115
gene-DEHA2D01782g	1159
gene-DEHA2D01804g	1947
gene-DEHA2D01826g	4966
gene-DEHA2D01848g	926
gene-DEHA2D01870r	0
gene-DEHA2D01892g	12745
gene-DEHA2D01914g	1174
gene-DEHA2D01936g	11110
gene-DEHA2D01958g	3077
gene-DEHA2D01980r	1
gene-DEHA2D02002g	1336
gene-DEHA2D02024g	3905
gene-DEHA2D02046g	558
gene-DEHA2D02068g	172
gene-DEHA2D02090g	1825
gene-DEHA2D02112g	7698
gene-DEHA2D02134g	2708
gene-DEHA2D02156g	1395
gene-DEHA2D02178g	3818
gene-DEHA2D02200g	4800
gene-DEHA2D02222g	6926
gene-DEHA2D02244g	5768
gene-DEHA2D02266g	21379
gene-DEHA2D02288g	1921
gene-DEHA2D02310g	3436
gene-DEHA2D02332g	301146
gene-DEHA2D02354g	2219
gene-DEHA2D02376g	99995
gene-DEHA2D02398g	3499
gene-DEHA2D02420g	6145
gene-DEHA2D02442g	15007
gene-DEHA2D02464g	221
gene-DEHA2D02486g	42
gene-DEHA2D02508g	5186
gene-DEHA2D02530g	1280
gene-DEHA2D02552g	7605
gene-DEHA2D02574g	2944
gene-DEHA2D02596g	765
gene-DEHA2D02618g	3735
gene-DEHA2D02640g	4836
gene-DEHA2D02662g	3378
gene-DEHA2D02684g	3871
gene-DEHA2D02706g	3161
gene-DEHA2D02728g	3223
gene-DEHA2D02750g	189
gene-DEHA2D02772g	561
gene-DEHA2D02794g	3733
gene-DEHA2D02816g	46464
gene-DEHA2D02838g	7425
gene-DEHA2D02860g	1800
gene-DEHA2D02882g	1848
gene-DEHA2D02904g	4064
gene-DEHA2D02926g	3841
gene-DEHA2D02948g	4351
gene-DEHA2D02970g	259
gene-DEHA2D02992g	5778
gene-DEHA2D03014g	5133
gene-DEHA2D03036g	15234
gene-DEHA2D03058g	2074
gene-DEHA2D03080g	175
gene-DEHA2D03102g	277
gene-DEHA2D03124g	7479
gene-DEHA2D03146g	4860
gene-DEHA2D03168g	33
gene-DEHA2D03190g	662
gene-DEHA2D03212g	11320
gene-DEHA2D03234g	461
gene-DEHA2D03256g	1712
gene-DEHA2D03278g	1565
gene-DEHA2D03300g	2934
gene-DEHA2D03322g	3069
gene-DEHA2D03344g	412
gene-DEHA2D03366g	1336
gene-DEHA2D03388g	4581
gene-DEHA2D03410g	2807
gene-DEHA2D03432g	2293
gene-DEHA2D03454g	665
gene-DEHA2D03476g	5
gene-DEHA2D03498g	1882
gene-DEHA2D03520g	900
gene-DEHA2D03542g	2
gene-DEHA2D03564g	1912
gene-DEHA2D03586g	29
gene-DEHA2D03608g	6399
gene-DEHA2D03630g	867
gene-DEHA2D03652g	2587
gene-DEHA2D03674g	4529
gene-DEHA2D03696g	7108
gene-DEHA2D03718g	17766
gene-DEHA2D03740g	369
gene-DEHA2D03762g	3376
gene-DEHA2D03784g	2976
gene-DEHA2D03806g	518
gene-DEHA2D03828g	997
gene-DEHA2D03850g	3024
gene-DEHA2D03872g	1814
gene-DEHA2D03894g	1133
gene-DEHA2D03916g	4962
gene-DEHA2D03938g	2316
gene-DEHA2D03960g	14207
gene-DEHA2D03982g	3768
gene-DEHA2D04004g	536
gene-DEHA2D04026g	5178
gene-DEHA2D04048g	2054
gene-DEHA2D04070g	512
gene-DEHA2D04092g	4741
gene-DEHA2D04114g	5115
gene-DEHA2D04136g	8621
gene-DEHA2D04158g	6051
gene-DEHA2D04180g	3056
gene-DEHA2D04202g	8679
gene-DEHA2D04224r	0
gene-DEHA2D04246g	1688
gene-DEHA2D04268g	7054
gene-DEHA2D04290g	2593
gene-DEHA2D04312g	5375
gene-DEHA2D04334r	0
gene-DEHA2D04356g	15
gene-DEHA2D04378g	118
gene-DEHA2D04400g	7897
gene-DEHA2D04422g	1007
gene-DEHA2D04444g	8046
gene-DEHA2D04466g	5754
gene-DEHA2D04488g	6264
gene-DEHA2D04510g	8394
gene-DEHA2D04532r	0
gene-DEHA2D04554g	38269
gene-DEHA2D04576g	2111
gene-DEHA2D04598g	2476
gene-DEHA2D04620g	2815
gene-DEHA2D04642g	25887
gene-DEHA2D04664g	613
gene-DEHA2D04686g	2598
gene-DEHA2D04708g	16897
gene-DEHA2D04730g	2459
gene-DEHA2D04752r	0
gene-DEHA2D04774r	0
gene-DEHA2D04796g	6506
gene-DEHA2D04818g	1890
gene-DEHA2D04840r	0
gene-DEHA2D04862r	2
gene-DEHA2D04884g	820
gene-DEHA2D04906g	1797
gene-DEHA2D04928g	2351
gene-DEHA2D04950g	1309
gene-DEHA2D04972g	4453
gene-DEHA2D04994g	1536
gene-DEHA2D05016g	2800
gene-DEHA2D05038g	2428
gene-DEHA2D05060g	4620
gene-DEHA2D05082g	5838
gene-DEHA2D05104g	1777
gene-DEHA2D05126g	3310
gene-DEHA2D05148g	1751
gene-DEHA2D05170g	1521
gene-DEHA2D05192g	3938
gene-DEHA2D05214g	2952
gene-DEHA2D05236g	1790
gene-DEHA2D05258g	2
gene-DEHA2D05280g	8
gene-DEHA2D05302g	143
gene-DEHA2D05324g	1549
gene-DEHA2D05346g	22369
gene-DEHA2D05368g	2812
gene-DEHA2D05390g	8896
gene-DEHA2D05412g	61034
gene-DEHA2D05434g	2495
gene-DEHA2D05456g	3898
gene-DEHA2D05478g	3414
gene-DEHA2D05500g	3056
gene-DEHA2D05522g	966
gene-DEHA2D05544g	15296
gene-DEHA2D05566g	1282
gene-DEHA2D05588g	1392
gene-DEHA2D05610g	6141
gene-DEHA2D05632g	2492
gene-DEHA2D05654g	14019
gene-DEHA2D05676g	5815
gene-DEHA2D05698g	9356
gene-DEHA2D05720g	811
gene-DEHA2D05742g	1948
gene-DEHA2D05764g	4346
gene-DEHA2D05786g	2625
gene-DEHA2D05808g	82
gene-DEHA2D05830g	5
gene-DEHA2D06061g	2
gene-DEHA2D06116g	82
gene-DEHA2D06138g	6971
gene-DEHA2D06160g	70024
gene-DEHA2D06182g	17369
gene-DEHA2D06204g	3483
gene-DEHA2D06226g	5481
gene-DEHA2D06248r	0
gene-DEHA2D06270g	1204
gene-DEHA2D06292g	17955
gene-DEHA2D06314g	88
gene-DEHA2D06336g	6998
gene-DEHA2D06358g	3006
gene-DEHA2D06380g	12673
gene-DEHA2D06402g	15234
gene-DEHA2D06424g	9560
gene-DEHA2D06446g	1253
gene-DEHA2D06468g	1346
gene-DEHA2D06490g	4384
gene-DEHA2D06512g	4263
gene-DEHA2D06534g	3747
gene-DEHA2D06556g	4755
gene-DEHA2D06578g	2862
gene-DEHA2D06600g	2557
gene-DEHA2D06622g	21772
gene-DEHA2D06644g	1094
gene-DEHA2D06666g	23
gene-DEHA2D06688g	5054
gene-DEHA2D06710g	409
gene-DEHA2D06732g	1164
gene-DEHA2D06754g	3827
gene-DEHA2D06776g	143
gene-DEHA2D06798g	3392
gene-DEHA2D06820g	17309
gene-DEHA2D06842g	9849
gene-DEHA2D06864g	10113
gene-DEHA2D06886g	5774
gene-DEHA2D06908g	4982
gene-DEHA2D06930g	3435
gene-DEHA2D06952g	37755
gene-DEHA2D06974g	1408
gene-DEHA2D06996g	2672
gene-DEHA2D07018g	473
gene-DEHA2D07040g	1872
gene-DEHA2D07062g	6447
gene-DEHA2D07084g	37796
gene-DEHA2D07106g	283
gene-DEHA2D07128g	4445
gene-DEHA2D07150r	3
gene-DEHA2D07172g	2778
gene-DEHA2D07194g	1627
gene-DEHA2D07216g	1302
gene-DEHA2D07238g	4443
gene-DEHA2D07260r	1
gene-DEHA2D07282g	2115
gene-DEHA2D07304g	6134
gene-DEHA2D07326g	797
gene-DEHA2D07348g	9332
gene-DEHA2D07370g	3636
gene-DEHA2D07392g	5333
gene-DEHA2D07414g	3414
gene-DEHA2D07436g	4044
gene-DEHA2D07458g	7319
gene-DEHA2D07480g	1266
gene-DEHA2D07502g	2667
gene-DEHA2D07524g	1349
gene-DEHA2D07546g	196
gene-DEHA2D07568g	14838
gene-DEHA2D07590r	0
gene-DEHA2D07612g	306
gene-DEHA2D07634g	4006
gene-DEHA2D07656g	1215
gene-DEHA2D07678g	4218
gene-DEHA2D07700g	1952
gene-DEHA2D07722g	1955
gene-DEHA2D07744g	1894
gene-DEHA2D07766g	1894
gene-DEHA2D07788g	3871
gene-DEHA2D07810r	0
gene-DEHA2D07832g	6266
gene-DEHA2D07854g	2840
gene-DEHA2D07876g	5486
gene-DEHA2D07898g	7213
gene-DEHA2D07920g	1094
gene-DEHA2D07942g	10459
gene-DEHA2D07964g	16185
gene-DEHA2D07986g	2115
gene-DEHA2D08008g	5050
gene-DEHA2D08030g	3893
gene-DEHA2D08052g	6963
gene-DEHA2D08074g	3104
gene-DEHA2D08096g	12001
gene-DEHA2D08118g	1304
gene-DEHA2D08140g	1932
gene-DEHA2D08162g	1618
gene-DEHA2D08184g	4049
gene-DEHA2D08206g	3670
gene-DEHA2D08228g	2550
gene-DEHA2D08250g	484
gene-DEHA2D08272g	3393
gene-DEHA2D08294g	264
gene-DEHA2D08316g	1617
gene-DEHA2D08338g	1217
gene-DEHA2D08360g	447
gene-DEHA2D08382g	2
gene-DEHA2D08404g	1380
gene-DEHA2D08426g	3611
gene-DEHA2D08448g	30
gene-DEHA2D08470g	1515
gene-DEHA2D08492g	1994
gene-DEHA2D08514g	17231
gene-DEHA2D08536g	48645
gene-DEHA2D08558g	17050
gene-DEHA2D08580g	1653
gene-DEHA2D08602g	722
gene-DEHA2D08624g	2021
gene-DEHA2D08646g	54
gene-DEHA2D08668g	3
gene-DEHA2D08690g	206
gene-DEHA2D08712r	288
gene-DEHA2D08734g	4712
gene-DEHA2D08756g	2314
gene-DEHA2D08778g	3590
gene-DEHA2D08800g	13970
gene-DEHA2D08822g	4250
gene-DEHA2D08844g	5155
gene-DEHA2D08866g	5923
gene-DEHA2D08888g	2015
gene-DEHA2D08910g	10089
gene-DEHA2D08932g	2657
gene-DEHA2D08954g	19968
gene-DEHA2D08976g	1457
gene-DEHA2D08998g	1796
gene-DEHA2D09020g	6631
gene-DEHA2D09042g	5099
gene-DEHA2D09064g	3176
gene-DEHA2D09086g	4201
gene-DEHA2D09108g	3515
gene-DEHA2D09130g	3209
gene-DEHA2D09152g	727
gene-DEHA2D09174g	6658
gene-DEHA2D09196g	6812
gene-DEHA2D09218g	7829
gene-DEHA2D09240g	978
gene-DEHA2D09262g	1313
gene-DEHA2D09284g	0
gene-DEHA2D09306g	3457
gene-DEHA2D09328g	1213
gene-DEHA2D09350g	5780
gene-DEHA2D09372g	6363
gene-DEHA2D09394g	11159
gene-DEHA2D09416g	19886
gene-DEHA2D09438g	17193
gene-DEHA2D09460g	44513
gene-DEHA2D09482g	3070
gene-DEHA2D09504g	2925
gene-DEHA2D09526g	1812
gene-DEHA2D09548g	4050
gene-DEHA2D09570g	2654
gene-DEHA2D09592g	8331
gene-DEHA2D09614g	5061
gene-DEHA2D09636g	11130
gene-DEHA2D09658g	6469
gene-DEHA2D09680g	134
gene-DEHA2D09702g	773
gene-DEHA2D09724g	1785
gene-DEHA2D09746g	67
gene-DEHA2D09768g	2618
gene-DEHA2D09790g	3671
gene-DEHA2D09812g	1749
gene-DEHA2D09834g	3558
gene-DEHA2D09856g	3701
gene-DEHA2D09878g	454
gene-DEHA2D09900g	2165
gene-DEHA2D09922g	11032
gene-DEHA2D09944g	1430
gene-DEHA2D09966g	11163
gene-DEHA2D09988g	3553
gene-DEHA2D10010g	2237
gene-DEHA2D10032g	3596
gene-DEHA2D10054g	7264
gene-DEHA2D10076g	4215
gene-DEHA2D10098g	1369
gene-DEHA2D10120g	2900
gene-DEHA2D10142g	663
gene-DEHA2D10164g	115
gene-DEHA2D10186g	13931
gene-DEHA2D10208g	15662
gene-DEHA2D10230g	2428
gene-DEHA2D10252g	3228
gene-DEHA2D10274g	1094
gene-DEHA2D10296g	3228
gene-DEHA2D10318g	1464
gene-DEHA2D10340g	6575
gene-DEHA2D10362g	2054
gene-DEHA2D10384g	4486
gene-DEHA2D10406g	79806
gene-DEHA2D10428g	4801
gene-DEHA2D10450g	1150
gene-DEHA2D10472g	5984
gene-DEHA2D10494r	3
gene-DEHA2D10516g	2894
gene-DEHA2D10538g	1712
gene-DEHA2D10560g	4384
gene-DEHA2D10582g	10029
gene-DEHA2D10604g	5961
gene-DEHA2D10626g	10638
gene-DEHA2D10648g	3360
