ProteinID	Control5
B5RSN5_B5RT49_B5RU73_Q6BJT8	39835.08594
B5RSN5_B5RT49_B5RU73_Q6BJT8	8814.108398
B5RSP3	13658.61816
B5RSP7	809136.375
B5RSP7	214135.0156
B5RSP7	14413.11719
B5RSP7	9068.331055
B5RSP7	0
B5RSP7	0
B5RSP7	44086.04688
B5RSP7	38514.11719
B5RSP7	6820.905273
B5RSP7	4569.695801
B5RSP7	200506.9375
B5RSP7	208264.2656
B5RSP7	12409.18652
B5RSP7	11147.37793
B5RSP7	5234.498047
B5RSP7	5160.349121
B5RSP7	11525.68848
B5RSP9	6740.916016
B5RSQ2	27242
B5RSQ4	8138.134277
B5RSQ4	0
B5RSQ4	0
B5RSQ6	12006.25977
B5RSQ6	8311.459961
B5RSQ6	4411.865234
B5RSQ8	0
B5RSQ8	91701.11719
B5RSQ8	0
B5RSQ9	8158.010254
B5RSQ9	4702.70166
B5RSQ9	4746.869629
B5RSR4	48427.36328
B5RSR4	46014.03906
B5RSR4	0
B5RSR4	23733.84375
B5RSR4	0
B5RSR4	5682.729492
B5RSR4	3358.802002
B5RSR5	25490.73828
B5RSR5	7246.511719
B5RSR5	16303.26563
B5RSR5	12496.47656
B5RSR5	14919.35645
B5RSR5	94686.51563
B5RSR5	0
B5RSR5	0
B5RSR5	75238.9375
B5RSR5	50002.01563
B5RSR5	10022.74121
B5RSR8	11223.14063
B5RSR8	34349.16016
B5RSS2	0
B5RSS2	25615.94922
B5RSS2	0
B5RSS2	0
B5RSS2	1075.19397
B5RSS2	0
B5RSS4	32134.76953
B5RSS4	11989.8916
B5RSS5	22707.7207
B5RSS5	1291564.75
B5RSS5	89447.92969
B5RSS5	2375.134033
B5RSS5	3212.188477
B5RST1	748679.5
B5RST1	78186.70313
B5RST1	183943.7188
B5RST1	0
B5RST1	352111.8438
B5RST1	0
B5RST1	0
B5RST1	53867.14453
B5RST1	3120.431152
B5RST2	0
B5RST2	24345.25391
B5RST7	93184.9375
B5RST7	5121.898926
B5RST7	5361.773438
B5RST9	0
B5RST9	39065.72656
B5RST9	27955.00391
B5RSU5	0
B5RSU5	8167.384766
B5RSU6	0
B5RSU6	12068.71875
B5RSU6	3965.719238
B5RSU6	11502.60547
B5RSU9	40728.27344
B5RSU9	11306.28711
B5RSU9	0
B5RSV4	13669.53125
B5RSV4	0
B5RSV4	0
B5RSV4	10206.60742
B5RSV5	0
B5RSV5	4800.324707
B5RSV5	0
B5RSV6	25042.76563
B5RSV6	11002.03418
B5RSV6	8537.833008
B5RSV6	0
B5RSV6	8685.755859
B5RSV6	0
B5RSW5	1300194.625
B5RSW5	71799.9375
B5RSW5	29752.39648
B5RSW5	0
B5RSW5	223174.6406
B5RSW5	40461.60156
B5RSW5	49655.24609
B5RSX5	230421.1563
B5RSX5	0
B5RSX5	0
B5RSX6	33970.66406
B5RSX6	6450.408691
B5RSX6	1780.067749
B5RSZ5	0
B5RSZ5	0
B5RT08	2842.572021
B5RT30	956129.375
B5RT30	43750.65234
B5RT30	2696849.75
B5RT30	37813.99219
B5RT30	17438.47461
B5RT31	34822.71094
B5RT37	9791.623047
B5RT37	116907.0938
B5RT37	0
B5RT37	51896.16406
B5RT37	26360.0293
B5RT37	9366.198242
B5RT37	58027.95703
B5RT37	28664.78516
B5RT37	67612.0625
B5RT37	64731.55469
B5RT37	36075.25
B5RT37	0
B5RT37	23218.5625
B5RT37	5595.42334
B5RT37	9379.897461
B5RT37	4245.307617
B5RT39	74857.13281
B5RT39	7124.219727
B5RT41	46509.73438
B5RT42	0
B5RT42	0
B5RT48	53127.56641
B5RT48	0
B5RT48	6244.210449
B5RT48	3707.140869
B5RT48	2404.997559
B5RT61	8386.469727
B5RT63	794500.625
B5RT63	25019.07031
B5RT63	0
B5RT63	10594.95605
B5RT63	3685.441162
B5RT65	3063475.25
B5RT65	655160.375
B5RT65	18341.91602
B5RT65	0
B5RT65	82386.51563
B5RT65	51912.21484
B5RT65	192745.7813
B5RT65	0
B5RT65	431538.6875
B5RT65	7124.225586
B5RT65	11517.35449
B5RT65	80584.625
B5RT65	0
B5RT65	9741.12793
B5RT65	0
B5RT65	195983.7813
B5RT65	46709.14063
B5RT65	19513.55273
B5RT65	0
B5RT65	109119.6016
B5RT65	16795.30469
B5RT65	23895.68555
