ProteinID	logFC	logCPM	F	PValue	FDR
Q6BUP9	-1.18244941826672	7.53903097722962	46.4812873215498	0.000109864815230168	0.00398696334148356
Q6BTM1	-1.00416556717144	8.0880687842494	46.2585055396975	0.000111783229479229	0.00401902111173933
Q6BP56	-1.30052604538981	7.67139843154104	46.0124457510889	0.000113950602798842	0.00403877701011864
Q6BSQ0	1.18965320425819	12.5588773154394	45.9607066936022	0.000114412946462284	0.00403877701011864
Q6BXQ4	-1.25476265250543	6.91947661030623	45.6751869872579	0.000117006617931812	0.00409312340026331
B5RUI6	-1.10567874627675	4.9134292558475	45.2422638570258	0.000121079924092924	0.00419779772547163
Q6BM40	1.67503952544363	7.23896834381499	44.9142798469281	0.000124283403787293	0.00425191755208375
Q6BHJ2	-1.32309316870539	5.58778418372518	44.8592682409826	0.000124830955688269	0.00425191755208375
Q6BTZ0	1.74142899891984	5.3376847487496	44.3882063688217	0.000129644233838729	0.00437746573909378
Q6BXA3	1.00898120796814	10.184241667642	43.833181553905	0.000135614448331152	0.00449919026717993
B5RU29	1.0286940632333	3.8077288913985	43.828587059526	0.000135665276137692	0.00449919026717993
Q6BMZ7	1.66615149504501	4.34534157121577	43.6470315916321	0.00013769282384212	0.00449919026717993
Q6BJ60	1.38366159814041	4.50314661626961	43.4342994254351	0.000140116570533479	0.00449919026717993
Q6BLA6	-0.920541458698041	9.40490542106206	43.4147856834479	0.000140341537501177	0.00449919026717993
Q6BSY1	0.799533466640753	4.22193859415822	43.3839099957784	0.000140698407839111	0.00449919026717993
Q6BTN2	1.12601470988039	8.09664652933404	43.3269190607102	0.000141360085654378	0.00449919026717993
Q6BVM9	1.36362700277275	10.7956772860565	42.91693044586	0.000146235631029798	0.0046165280917781
Q6BJA4	-0.813939014015357	7.39647086117514	42.7411153310917	0.000148390185107844	0.00461752313788758
Q6BZG9	1.40748239944072	6.93731845516289	42.7204928217296	0.00014864547829924	0.00461752313788758
Q3V7I3	2.04986820906419	4.03763363044629	42.4115109767857	0.000152536475845696	0.00470078679133998
Q6BI63	1.09258972105875	8.45114731926632	42.271868978813	0.000154336379336911	0.00471880441704902
Q6BHX9	1.49835074044976	9.2240892008351	42.1586935104962	0.00015581449591126	0.004726778809558
Q6BM00	-1.14542462323399	8.14511892436884	42.0027779542367	0.000157879676046006	0.00475230063633054
Q6BV87	2.42717841800076	5.01555811873047	41.6786608880844	0.000162282484193229	0.00484725297017159
Q6BY61	-1.149857943204	7.24089799453971	41.4987406620619	0.000164792262459233	0.004884643932284
Q6BV86	3.61511072603109	5.59992639575157	41.3038376377386	0.00017106025877088	0.00503202261217672
B5RSS0	-0.935580527712533	5.73535014038052	40.9363792708596	0.00017295341034882	0.00504945934123662
Q6BGS3	-0.619492085334493	8.61295863521782	40.6238062391092	0.000177706452048378	0.00509661170074399
Q6BZ66	-1.87654402664786	5.64675685152943	40.5632024957465	0.000178646666396392	0.00509661170074399
Q6BKD8	-1.2337150140708	4.35918255202093	40.5209333960568	0.000179306087334194	0.00509661170074399
Q6BGS8	-1.39822148551045	4.62321806264927	40.4882111079606	0.00017981864615038	0.00509661170074399
Q6BU76	-0.946224270553709	4.4729632274864	40.3948149082442	0.00018129162005065	0.00510112580185997
Q6BUE2	2.86530787943483	4.75321372108548	39.8951910966114	0.000189430411016653	0.00529178623005513
Q6BST5	-1.137590508412	7.21385407551557	39.6394029322581	0.000193772487039991	0.00532336576337838
Q6BU81	-1.13013458128963	6.2442130145544	39.5493088561959	0.000195331192309985	0.00532336576337838
Q6BTN9	-0.942592037477364	7.24961072448278	39.5125336734155	0.000195971900598463	0.00532336576337838
Q6BJI8	-0.810715663919354	9.08803671077718	39.3435733894733	0.00019894928612907	0.00532336576337838
B5RU40	1.23110324701084	4.01142998660669	39.3090479998585	0.000199564571046028	0.00532336576337838
Q6BXJ8	-1.14905062242058	4.85126241186144	39.3057307191555	0.000199623813222329	0.00532336576337838
B5RUK1	0.758873578560428	11.652901675327	39.2759041686939	0.000200157455949844	0.00532336576337838
Q6BNR1	-1.45349261662663	8.24321372133696	39.0623710866545	0.000204030003910389	0.00538944561349688
Q6BWQ2	-0.767210382001696	5.77669331016988	38.9144958827535	0.00020676634180418	0.00542179389624367
Q6BM73	-0.883253865358235	5.68024725638516	38.8461077530481	0.000208047203332554	0.00542179389624367
Q6BQQ7	-1.48013692614083	5.51653877920369	38.7219363752005	0.000210398093557319	0.00544650531522046
Q6BL00	1.40829216787959	3.75425231936202	38.4823744278642	0.000215027438053744	0.0054741386182439
Q6BT45	-0.878010940381216	4.72699683978361	38.4819385715922	0.000215035975092678	0.0054741386182439
Q6BTA9	0.967297844643141	5.4263137097498	38.4483630752674	0.000215694877309121	0.0054741386182439
Q6BS28	1.5602233133859	11.7977078764332	38.3766094485677	0.000217111417998899	0.00547430932525795
Q6BY44	-1.18165597831093	7.87429301318939	37.6288084574242	0.000232583460828344	0.0058242682263378
Q6BVI2	0.972317833606596	7.5902016665884	37.5638666017824	0.000233990688464768	0.0058242682263378
Q6BWE0	-0.92146331196253	7.45648001805064	37.3900978185555	0.000237808344245299	0.00583017442462797
Q6BZ86	0.608356281966245	10.4224976906765	37.3763528182795	0.000238113602976333	0.00583017442462797
Q6BMM2	-1.77163163558997	2.21639173389524	37.3485589560019	0.000238732354755562	0.00583017442462797
B5RT77	-1.57874474770797	7.97323858917618	37.1458137507984	0.000243306744664715	0.00586203892651483
Q6BJ75	0.979367127271992	4.9237191473149	37.0938343162884	0.000244496979323511	0.00586203892651483
Q6BIH9	1.56275108696338	13.8314189786174	37.0732863281046	0.000244969481442834	0.00586203892651483
B5RTV2	1.38831938112524	2.84453487693761	36.9411881503972	0.000248034275724303	0.00586203892651483
Q6BRP8	1.38914535986376	3.27820444875319	36.9283264856964	0.000248335211070181	0.00586203892651483
Q6BZA0	0.990961889347668	5.88741858288368	36.8959338089318	0.00024909513852046	0.00586203892651483
Q6BRL2	-1.14857136748574	3.71335675057932	36.7059629147287	0.000253610340721162	0.00593234309048356
Q6BJ93	1.21649633332413	6.15158350048484	36.6092234690075	0.000255948626704639	0.00595118872750967
Q6BVI7	1.492444409803	3.97694869703973	36.295925713315	0.00026370710812215	0.00605943524781916
B5RUR6	0.829436147968392	7.97200563941777	36.2952125755304	0.000263725098347009	0.00605943524781916
Q6BQV0	1.5896249549805	5.17519947013289	36.199338517755	0.000266157617129797	0.00607632913706473
Q6BPK7	1.29371421694383	6.98260493025332	36.0774644123998	0.000269290109607936	0.00607632913706473
Q6BUY8	-1.73787297571186	6.52611347080224	36.0714608490206	0.000269445595594092	0.00607632913706473
Q6BNH0	-1.66720650285073	9.03621812990437	36.0224234863474	0.000270719789006489	0.00607632913706473
Q6BH87	-0.865238201099376	4.10587653682055	35.7946228623899	0.000276737916820063	0.00609643875006845
B5RU76	1.87415214444679	3.41864151494537	35.7214813646998	0.000278705307061925	0.00609643875006845
Q6BXR2	1.8704629177492	10.4751278930974	35.6781395222551	0.000279879319732699	0.00609643875006845
Q6BXQ6	-1.51923328709175	3.25790518651916	35.5976215305781	0.000282076656679255	0.00609643875006845
Q6BYI2	1.31027005337768	5.37891006205156	35.5579736753218	0.000283166506583423	0.00609643875006845
Q6BY19	-0.818897281194172	8.83927349678759	35.547285655895	0.000283461194546908	0.00609643875006845
Q6BRC3	1.35054324673748	3.42021311235106	35.4056653951798	0.000287402059434633	0.00609643875006845
B5RSR6	0.859917738647313	4.86274913211192	35.3372688124896	0.000289329653942569	0.00609643875006845
Q6BII8	-1.16272696769839	3.69165435555591	35.3278938905129	0.00028959511146852	0.00609643875006845
Q6BXF9	2.1041434539642	4.77900283968911	35.2678159416457	0.000291303449188077	0.00609643875006845
Q6BL39	0.752860262824874	6.99246745515292	35.2376652725823	0.000292165503343944	0.00609643875006845
Q6BL42	1.11793680530877	12.0096066050716	35.1862655674303	0.000293642406045697	0.00609643875006845
Q6BKM5	1.3198859922511	9.87860173376631	35.1853485123846	0.000293668840368196	0.00609643875006845
Q6BSC4	1.14527287975295	4.46453967112282	35.1057361038521	0.000295974977211617	0.00609643875006845
Q6BJA3	1.29116940192988	7.99943959760485	35.0363205506459	0.000298004092962872	0.00609643875006845
Q6BLM4	-2.23494065508623	2.90116778972783	34.9545983461532	0.000300415107873219	0.00609643875006845
Q6BM84	-1.20211450824149	7.70944142324845	34.9348177621289	0.00030100231790785	0.00609643875006845
Q6BX94	0.821858747435536	11.5609110830926	34.9235189807368	0.000301338374327673	0.00609643875006845
Q6BRB0	1.18946765698457	11.6507647357104	34.8674765503299	0.000303012122048125	0.00609643875006845
Q6BP74	0.735072536393371	7.49761707195063	34.8294396779452	0.000304154691132775	0.00609643875006845
Q6BRH2	2.19130888979518	1.8554401448173	34.7252341202209	0.000307312345865179	0.00609643875006845
B5RV13	15.2335455450486	-0.209700113889287	49.9879736436968	0.000308128779100488	0.00609643875006845
Q6BX38	1.25329621452436	6.58648485846358	34.6439707012748	0.000309803053930417	0.00609643875006845
Q6BRF9	1.11252830620057	6.06883928611529	34.6072093319616	0.000310938004112003	0.00609643875006845
Q6BWS8	-0.807724567159808	6.70897299253179	34.5954440398623	0.000311302327970947	0.00609643875006845
Q6BTU5	-0.820001071918633	6.08716423919949	34.5589235319217	0.000312436598316668	0.00609643875006845
Q6BQW1	1.06949873814394	3.18962533557124	34.3732483666326	0.000318283300727707	0.00615451185558385
Q6BKV7	1.32980113209234	10.5561250552968	34.3638522057291	0.000318582766668131	0.00615451185558385
Q6BWV8	-1.16769050042142	9.11592163324548	34.1787439001567	0.00032455425465049	0.0062130570086419
Q6BJE9	2.40452702267276	1.81835400580286	34.1708054127706	0.000324813436197349	0.0062130570086419
Q6BVZ0	2.12293702874493	4.56984581442194	34.0088145366003	0.000330158731065897	0.00628434486631804
Q6BT08	-2.03686683697158	2.79548511517297	33.9548581989679	0.000331963338330002	0.00628787142797754
Q6BZ23	0.905448213293032	4.349459074814	33.8402694004387	0.000335836590130649	0.00632617887778056
Q6BQP1	-0.805581725881101	7.61933247084111	33.7990326139686	0.000337244148261802	0.00632617887778056
Q6BWC5	1.2920485327255	3.33331394946106	33.6005009777165	0.000344124051627145	0.00642184598778141
Q6BJQ9	1.90746288454946	7.80442487493468	33.5232926585482	0.000346846571516578	0.00642184598778141
B5RU72	1.16756334060114	5.67973622963644	33.4922893680054	0.000347947322710613	0.00642184598778141
Q6BU98	0.847344048235171	6.05521211751166	33.4638896617959	0.000348959439459664	0.00642184598778141
B5RT73	1.44357120767808	8.86755395662479	33.2009962918309	0.000358504030662322	0.00653905609243861
B5RSY3	1.96122013178858	11.0121970729089	33.1890619235781	0.000358944953161141	0.00653905609243861
Q6BIV1	1.0352098521735	3.98516966365122	33.1217864878611	0.000361443104921527	0.00653905609243861
Q6BXD5	-1.10348576337918	6.64636970600617	33.098403458045	0.000362316438045415	0.00653905609243861
Q6BNQ6	0.741403481383413	6.53952329501014	33.0202486398593	0.000365254498334183	0.00653905609243861
Q6BNF3	0.755838926998368	5.89257278664144	33.015533436928	0.000365432699474422	0.00653905609243861
Q6BZD2	-1.34904068373612	2.9882507820332	32.9302531819121	0.000368674375088541	0.00654543808282197
Q6BVY6	-0.928639072923041	5.63967494487141	32.9175398279437	0.000369160685072884	0.00654543808282197
B5RSX2	-1.72946712522352	3.37281890603791	32.772954630043	0.000374747711724221	0.00657376729647257
Q6BVW4	4.34279655622067	4.1732970519746	33.0261077379941	0.000377489665489045	0.00657376729647257
B5RU14	-2.1098933552857	3.49870969397065	32.6909232581207	0.000377964191775088	0.00657376729647257
Q6BMY3	0.789481189077624	12.6302212041448	32.6457523993843	0.000379749977056351	0.00657376729647257
Q6BMX5	-2.21728989403611	4.61435494810495	32.6142844783446	0.000381000216651179	0.00657376729647257
Q6BJH0	1.07302055365607	5.93957548944964	32.6036292021674	0.000381424713782151	0.00657376729647257
Q6BYB0	-1.01400457058026	7.48009809373115	32.5156074015351	0.000384953959459145	0.00657376729647257
Q6BK12	1.38171999263905	4.36628876009631	32.4756908635728	0.000386567761464743	0.00657376729647257
Q6BZ59	0.943037253938563	4.13920648152197	32.464068281843	0.000387039231999173	0.00657376729647257
Q6BMV7	-0.994862183600621	7.07676696656604	32.4481023670978	0.00038768805328154	0.00657376729647257
Q6BL63	-1.062918891716	3.92632994267118	32.3717473902155	0.000390809676136626	0.00659788683668922
Q6BML6	-0.954775491170772	4.79922719349225	32.2040607575168	0.000397775349362529	0.00668641420595108
Q6BVW3	3.07606247699006	2.69081805774022	32.1593826046173	0.000399657193440183	0.00668778690074224
Q6BTU6	0.954725272493338	5.52223505934545	32.1205532668364	0.000401301660539002	0.00668778690074224
Q6BMB2	0.714769384647852	4.99386317123896	32.0782525578411	0.000403102705956729	0.00668909319329051
Q6BJF0	-1.67306416736034	4.96471658686924	32.0166185869655	0.000405744889062281	0.00670428682650568
Q6BV34	-3.48846336630356	1.19659647014914	31.9293161044548	0.000409524320161321	0.00673806328468818
Q6BSN9	1.03628030637058	9.73174749983965	31.7937300760542	0.000415480978859366	0.00678423541899465
Q6BYG7	-0.687338241725686	6.31106088480409	31.7813916806197	0.000416028355733997	0.00678423541899465
Q6BIS1	1.53191184424704	10.4751658775136	31.7113742607849	0.0004191515828596	0.00678423541899465
Q6BNH7	3.06512031636284	5.36861737647769	31.8470620902881	0.000419319212093411	0.00678423541899465
Q6BQE4	2.01580622300888	6.09576608216307	31.643012057892	0.000422229080932677	0.00680296896789039
Q6BWR4	-0.856452853660598	5.27418159931238	31.5581894210562	0.000426086647347424	0.00683675393243821
Q6BMW0	-0.702945805269905	9.08018162975755	31.3081345148755	0.000437715827674124	0.00699444674427416
Q6BW56	-1.279664502498	5.78513344988086	31.0843079557208	0.000448460821274098	0.00713677610248903
Q6BXR6	-1.9121599665332	4.82027024345973	31.0415344487801	0.000450551289428688	0.007140778191231
Q6BPQ2	1.44016052295024	4.22759192107701	30.9213567924573	0.000456489752136129	0.00719324434605878
Q6BJ16	-0.998219351776498	9.08856444357043	30.860399044441	0.000459539027562794	0.00719324434605878
Q6BWN2	-1.10817468742546	5.09958962338016	30.8199622960977	0.000461575730052612	0.00719324434605878
Q6BTV3	1.33206901679445	5.34044933080001	30.8070363035743	0.000462229141846811	0.00719324434605878
Q6BH13	0.607287760788259	7.19634792250229	30.7746499930697	0.000463871322187813	0.00719324434605878
Q6BZN7	1.54578047586705	9.84894572375573	30.7185621692506	0.000466732465469995	0.00719324434605878
Q6BIA3	1.47114843874273	6.79271179702272	30.6403326314193	0.000470759750956906	0.00719324434605878
Q6BTV5	0.796420058068151	5.30043131938239	30.62940531811	0.000471325718285288	0.00719324434605878
Q6BPD2	-2.4845587479988	3.65749886112478	30.5948317053159	0.000473121985841187	0.00719324434605878
Q6BZ43	-1.04529230435867	4.08055691152911	30.5660986257206	0.000474621273481305	0.00719324434605878
Q6BY13	-0.897928215639183	6.35666165023612	30.5367237979072	0.00047616014398272	0.00719324434605878
Q6BPY0	0.592141369161154	11.983068991135	30.4611610893166	0.000480147204994971	0.00719324434605878
Q6BU47	-1.19652449576075	7.42866884337518	30.4355554952048	0.000481507668835272	0.00719324434605878
Q6BKM3	-1.89271178979948	3.09271391430512	30.4256171045274	0.000482036998280624	0.00719324434605878
Q6BKD9	1.68767640621262	11.3795305774103	30.3781043644889	0.000484577574333446	0.00719324434605878
Q6BSR8	-1.13827772027675	3.61665475692908	30.3697689086216	0.00048502499429537	0.00719324434605878
Q6BY00	1.05534107888402	4.89985814730735	30.3636435065974	0.000485354112456194	0.00719324434605878
Q6BMS6	2.26200339408729	2.9022232507726	30.3027855040779	0.000488639110809477	0.00720559077369922
Q6BK78	0.799199008784757	5.15339302800071	30.2533115387175	0.000491329962511936	0.00720559077369922
Q6BV59	0.710746339855166	7.86035990190663	30.2388167912458	0.000492121799943824	0.00720559077369922
Q6BLN1	-0.82372424056896	5.97531771016032	30.202297134097	0.000494123871049628	0.00720559077369922
Q6BUH5	-0.933336697390729	7.00690726914634	30.1675596396128	0.000496037623990467	0.00720559077369922
Q6BYP7	1.31808720272176	4.254009650744	30.1151189118099	0.000498944128962246	0.00720559077369922
Q6BKC5	-0.74708148442088	5.13499282064147	30.0907476217588	0.000500302085903594	0.00720559077369922
Q6BVG7	1.34952912862095	3.56919002519644	30.0482020911443	0.000502683707783578	0.00720559077369922
Q6BJF7	-1.01510734268992	6.32685275751425	30.0135552143761	0.000504633573141076	0.00720559077369922
Q6BX52	-1.01966243689034	6.081594832804	29.9649655768597	0.00050738394300233	0.00720559077369922
Q6BY27	0.700022078181267	8.30625270881042	29.9493062770801	0.0005082742821962	0.00720559077369922
Q6BQ51	-1.88835530754077	2.86197749130948	29.9461269566294	0.000508455285087197	0.00720559077369922
