Geneid	RNA STAR on 1MKCl2: mapped.bam
gene-DEHA2B05456r	1
gene-DEHA2B05478g	9424
gene-DEHA2B05500g	1590
gene-DEHA2B05522g	1169
gene-DEHA2B05544g	6918
gene-DEHA2B05566g	2015
gene-DEHA2B05588g	4564
gene-DEHA2B05610g	5250
gene-DEHA2B05632g	2310
gene-DEHA2B05654g	2300
gene-DEHA2B05676g	4201
gene-DEHA2B05698g	14844
gene-DEHA2B05720g	4216
gene-DEHA2B05742g	10067
gene-DEHA2B05764g	31975
gene-DEHA2B05786g	82
gene-DEHA2B05808g	1195
gene-DEHA2B05830g	1838
gene-DEHA2B05852g	2044
gene-DEHA2B05874g	11400
gene-DEHA2B05896g	4824
gene-DEHA2B05918g	4927
gene-DEHA2B05940g	20
gene-DEHA2B05962g	2584
gene-DEHA2B05984g	1984
gene-DEHA2B06006g	2151
gene-DEHA2B06028g	2294
gene-DEHA2B06050g	9009
gene-DEHA2B06072g	2853
gene-DEHA2B06094g	19312
gene-DEHA2B06116g	429
gene-DEHA2B06138g	1333
gene-DEHA2B06160g	2974
gene-DEHA2B06182g	4922
gene-DEHA2B06204g	4396
gene-DEHA2B06226g	14601
gene-DEHA2B06248g	1175
gene-DEHA2B06270g	3484
gene-DEHA2B06292g	839
gene-DEHA2B06314r	0
gene-DEHA2B06336g	3586
gene-DEHA2B06358g	5383
gene-DEHA2B06380g	3872
gene-DEHA2B06402g	3996
gene-DEHA2B06424g	827
gene-DEHA2B06446g	17031
gene-DEHA2B06468r	3
gene-DEHA2B06490g	3891
gene-DEHA2B06512g	2091
gene-DEHA2B06534g	76
gene-DEHA2B06556g	3295
gene-DEHA2B06578g	2134
gene-DEHA2B06600g	5046
gene-DEHA2B06622g	772
gene-DEHA2B06644g	3215
gene-DEHA2B06666g	1059
gene-DEHA2B06688r	0
gene-DEHA2B06710g	3526
gene-DEHA2B06732g	12263
gene-DEHA2B06754g	1946
gene-DEHA2B06776g	1591
gene-DEHA2B06798g	4238
gene-DEHA2B06820g	1526
gene-DEHA2B06842g	3388
gene-DEHA2B06864g	5719
gene-DEHA2B06886g	2403
gene-DEHA2B06908g	4243
gene-DEHA2B06930g	67
gene-DEHA2B06952g	5
gene-DEHA2B06974g	44
gene-DEHA2B06996g	814
gene-DEHA2B07018g	2266
gene-DEHA2B07040g	16084
gene-DEHA2B07062g	15717
gene-DEHA2B07084g	3084
gene-DEHA2B07106g	13555
gene-DEHA2B07128g	6441
gene-DEHA2B07150g	4956
gene-DEHA2B07172g	4621
gene-DEHA2B07194g	5197
gene-DEHA2B07216g	2365
gene-DEHA2B07238g	6643
gene-DEHA2B07260g	2931
gene-DEHA2B07282g	2096
gene-DEHA2B07304g	3785
gene-DEHA2B07326g	1424
gene-DEHA2B07348g	71
gene-DEHA2B07370g	4940
gene-DEHA2B07392g	2278
gene-DEHA2B07414g	2914
gene-DEHA2B07436g	833
gene-DEHA2B07458g	1343
gene-DEHA2B07480g	795
gene-DEHA2B07502g	6071
gene-DEHA2B07524g	9493
gene-DEHA2B07546g	9119
gene-DEHA2B07568g	3581
gene-DEHA2B07590g	950
gene-DEHA2B07612g	1653
gene-DEHA2B07634g	5888
gene-DEHA2B07656g	5163
gene-DEHA2B07678g	649
gene-DEHA2B07700g	4165
gene-DEHA2B07722g	8641
gene-DEHA2B07744g	230
gene-DEHA2B07766r	0
gene-DEHA2B07788g	6108
gene-DEHA2B07810g	2489
gene-DEHA2B07832g	2
gene-DEHA2B07854g	2612
gene-DEHA2B07876g	4558
gene-DEHA2B07898g	6324
gene-DEHA2B07920g	7015
gene-DEHA2B07942g	1742
gene-DEHA2B07964g	14157
gene-DEHA2B07986g	8792
gene-DEHA2B08008g	2690
gene-DEHA2B08030g	1041
gene-DEHA2B08052g	3930
gene-DEHA2B08074g	1205
gene-DEHA2B08096g	13184
gene-DEHA2B08118g	5108
gene-DEHA2B08140g	40404
gene-DEHA2B08162g	12
gene-DEHA2B08184g	3691
gene-DEHA2B08206g	2380
gene-DEHA2B08228g	4212
gene-DEHA2B08250g	1518
gene-DEHA2B08272g	1391
gene-DEHA2B08294g	6209
gene-DEHA2B08316g	1309
gene-DEHA2B08338g	1422
gene-DEHA2B08360g	2070
gene-DEHA2B08382g	3797
gene-DEHA2B08404g	1411
gene-DEHA2B08426g	3095
gene-DEHA2B08448g	3199
gene-DEHA2B08470r	43
gene-DEHA2B08492g	4209
gene-DEHA2B08514g	45
gene-DEHA2B08536g	1245
gene-DEHA2B08558g	937
gene-DEHA2B08580g	709
gene-DEHA2B08602g	1576
gene-DEHA2B08624g	117
gene-DEHA2B08646g	2091
gene-DEHA2B08668g	495
gene-DEHA2B08690g	1403
gene-DEHA2B08712r	0
gene-DEHA2B08734g	2034
gene-DEHA2B08756g	2262
gene-DEHA2B08778g	2712
gene-DEHA2B08800g	1233
gene-DEHA2B08822g	3444
gene-DEHA2B08844g	1592
gene-DEHA2B08866g	3405
gene-DEHA2B08888g	1539
gene-DEHA2B08910g	3524
gene-DEHA2B08932g	4772
gene-DEHA2B08954g	5479
gene-DEHA2B08976r	0
gene-DEHA2B08998g	9
gene-DEHA2B09020g	45
gene-DEHA2B09086r	22
gene-DEHA2B09108r	0
gene-DEHA2B09130r	1
gene-DEHA2B09152r	4
gene-DEHA2B09174r	0
gene-DEHA2B09196g	701
gene-DEHA2B09218g	3994
gene-DEHA2B09240g	4976
gene-DEHA2B09262g	2287
gene-DEHA2B09284g	2585
gene-DEHA2B09306g	5325
gene-DEHA2B09328g	277
gene-DEHA2B09350g	5512
gene-DEHA2B09372g	4303
gene-DEHA2B09394g	9008
gene-DEHA2B09416g	2599
gene-DEHA2B09438g	903
gene-DEHA2B09460g	3301
gene-DEHA2B09482g	1751
gene-DEHA2B09504g	2003
gene-DEHA2B09526g	19641
gene-DEHA2B09548g	2076
gene-DEHA2B09570g	8993
gene-DEHA2B09592g	321
gene-DEHA2B09614g	1359
gene-DEHA2B09636g	1072
gene-DEHA2B09658g	13409
gene-DEHA2B09680g	21819
gene-DEHA2B09702g	6156
gene-DEHA2B09724g	3519
gene-DEHA2B09746g	1979
gene-DEHA2B09768g	812
gene-DEHA2B09790g	41
gene-DEHA2B09812g	33
gene-DEHA2B09834g	2923
gene-DEHA2B09856g	4513
gene-DEHA2B09878g	194
gene-DEHA2B09900g	851
gene-DEHA2B09922g	10092
gene-DEHA2B09944g	2660
gene-DEHA2B09966g	983
gene-DEHA2B09988g	20242
gene-DEHA2B10010g	7740
gene-DEHA2B10032g	21661
gene-DEHA2B10054g	39
gene-DEHA2B10076g	1354
gene-DEHA2B10098g	2304
gene-DEHA2B10120g	5133
gene-DEHA2B10142g	7447
gene-DEHA2B10164g	229
gene-DEHA2B10186g	6208
gene-DEHA2B10208g	2821
gene-DEHA2B10230g	2515
gene-DEHA2B10252g	14151
gene-DEHA2B10274g	865
gene-DEHA2B10296g	4311
gene-DEHA2B10318g	5236
gene-DEHA2B10340g	252
gene-DEHA2B10362g	1703
gene-DEHA2B10384g	2107
gene-DEHA2B10406g	1190
gene-DEHA2B10428g	232
gene-DEHA2B10450g	9676
gene-DEHA2B10472g	4354
gene-DEHA2B10494g	5697
gene-DEHA2B10516g	15
gene-DEHA2B10538g	10757
gene-DEHA2B10560g	5697
gene-DEHA2B10582g	1169
gene-DEHA2B10604g	428
gene-DEHA2B10626g	3688
gene-DEHA2B10648g	3133
gene-DEHA2B10670g	1669
gene-DEHA2B10692g	1294
gene-DEHA2B10714g	570
gene-DEHA2B10736g	1168
gene-DEHA2B10758g	824
gene-DEHA2B10780g	1771
gene-DEHA2B10802g	2647
gene-DEHA2B10824g	6029
gene-DEHA2B10846g	7097
gene-DEHA2B10868g	746
gene-DEHA2B10890g	2531
gene-DEHA2B10912g	3235
gene-DEHA2B10934g	459
gene-DEHA2B10956g	1309
gene-DEHA2B10978g	837
gene-DEHA2B11000g	8326
gene-DEHA2B11022g	17661
gene-DEHA2B11044g	4776
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2291
gene-DEHA2B11110g	358
gene-DEHA2B11132r	0
gene-DEHA2B11154r	0
gene-DEHA2B11176g	1675
gene-DEHA2B11198r	0
gene-DEHA2B11220g	5395
gene-DEHA2B11242g	13175
gene-DEHA2B11264g	4961
gene-DEHA2B11286g	7119
gene-DEHA2B11308g	1336
gene-DEHA2B11330g	5112
gene-DEHA2B11352g	3072
gene-DEHA2B11374g	10
gene-DEHA2B11396g	139
gene-DEHA2B11418g	15
gene-DEHA2B11440g	3478
gene-DEHA2B11462g	13213
gene-DEHA2B11484g	1475
gene-DEHA2B11506g	3311
gene-DEHA2B11528g	5062
gene-DEHA2B11550g	8619
gene-DEHA2B11572g	4400
gene-DEHA2B11594g	3460
gene-DEHA2B11616g	5573
gene-DEHA2B11638g	2914
gene-DEHA2B11660g	2949
gene-DEHA2B11682g	298
gene-DEHA2B11704g	5
gene-DEHA2B11726g	330
gene-DEHA2B11748g	2284
gene-DEHA2B11770g	1123
gene-DEHA2B11792g	2225
gene-DEHA2B11814g	1573
gene-DEHA2B11836g	3303
gene-DEHA2B11858g	904
gene-DEHA2B11880g	11179
gene-DEHA2B11902g	6251
gene-DEHA2B11924g	2978
gene-DEHA2B11946g	5202
gene-DEHA2B11968g	13509
gene-DEHA2B11990g	3251
gene-DEHA2B12012g	5012
gene-DEHA2B12034g	6381
gene-DEHA2B12056g	1939
gene-DEHA2B12078g	9190
gene-DEHA2B12100g	9206
gene-DEHA2B12122g	3279
gene-DEHA2B12144g	3892
gene-DEHA2B12166g	2522
gene-DEHA2B12188g	42386
gene-DEHA2B12210g	294
gene-DEHA2B12232g	652
gene-DEHA2B12254g	51
gene-DEHA2B12276g	194
gene-DEHA2B12298g	7200
gene-DEHA2B12320g	2604
gene-DEHA2B12342g	1313
gene-DEHA2B12364g	2789
gene-DEHA2B12386g	9040
gene-DEHA2B12408g	7338
gene-DEHA2B12430g	5764
gene-DEHA2B12452g	2157
gene-DEHA2B12474g	3652
gene-DEHA2B12496g	2884
gene-DEHA2B12518g	5824
gene-DEHA2B12540g	4101
gene-DEHA2B12562g	1250
gene-DEHA2B12584g	4086
gene-DEHA2B12787g	166
gene-DEHA2B12870g	1507
gene-DEHA2B12892g	74
gene-DEHA2B12914g	1
gene-DEHA2B12936g	2
gene-DEHA2B12958g	77
gene-DEHA2B12980g	3474
gene-DEHA2B13002g	1966
gene-DEHA2B13024g	1253
gene-DEHA2B13046g	2203
gene-DEHA2B13068g	144
gene-DEHA2B13090g	12773
gene-DEHA2B13112g	115
gene-DEHA2B13134g	3446
gene-DEHA2B13156g	4700
gene-DEHA2B13178g	15877
gene-DEHA2B13200g	571
gene-DEHA2B13222g	76
gene-DEHA2B13244g	161
gene-DEHA2B13266g	0
gene-DEHA2B13288g	3579
gene-DEHA2B13310g	2007
gene-DEHA2B13332g	2174
gene-DEHA2B13354g	5042
gene-DEHA2B13376g	1628
gene-DEHA2B13398g	2467
gene-DEHA2B13420g	2752
gene-DEHA2B13442g	8161
gene-DEHA2B13464g	1663
gene-DEHA2B13486g	234
gene-DEHA2B13508g	1093
gene-DEHA2B13530g	2658
gene-DEHA2B13552g	1743
gene-DEHA2B13574g	2665
gene-DEHA2B13596g	727
gene-DEHA2B13618g	1204
gene-DEHA2B13640g	8662
gene-DEHA2B13662g	38234
gene-DEHA2B13684g	2841
gene-DEHA2B13706g	4452
gene-DEHA2B13728g	13074
gene-DEHA2B13750g	2780
gene-DEHA2B13772g	953
gene-DEHA2B13794g	944
gene-DEHA2B13816g	24
gene-DEHA2B13838g	860
gene-DEHA2B13860g	10512
gene-DEHA2B13882g	2578
gene-DEHA2B13904g	300
gene-DEHA2B13926g	2610
gene-DEHA2B13948g	4268
gene-DEHA2B13970g	6618
gene-DEHA2B13992g	796
gene-DEHA2B14014g	42
gene-DEHA2B14058g	85
gene-DEHA2B14080g	4265
gene-DEHA2B14102g	851
gene-DEHA2B14124g	1137
gene-DEHA2B14146g	378
gene-DEHA2B14168g	869
gene-DEHA2B14190g	12914
gene-DEHA2B14212g	35010
gene-DEHA2B14234g	10
gene-DEHA2B14256g	71
gene-DEHA2B14278g	3601
gene-DEHA2B14300g	2419
gene-DEHA2B14322g	6881
gene-DEHA2B14344g	34553
gene-DEHA2B14366g	6453
gene-DEHA2B14377g	2522
gene-DEHA2B14388g	1499
gene-DEHA2B14410g	3137
gene-DEHA2B14432g	2503
gene-DEHA2B14454g	12077
gene-DEHA2B14476g	4514
gene-DEHA2B14498g	104
gene-DEHA2B14520g	2091
gene-DEHA2B14542g	3163
gene-DEHA2B14564g	57666
gene-DEHA2B14586g	56
gene-DEHA2B14608g	1949
gene-DEHA2B14630g	258
gene-DEHA2B14652g	1077
gene-DEHA2B14674g	1497
gene-DEHA2B14696g	1783
gene-DEHA2B14718g	3677
gene-DEHA2B14740g	36271
gene-DEHA2B14762g	3
gene-DEHA2B14784g	3553
gene-DEHA2B14806g	2780
gene-DEHA2B14828g	12991
gene-DEHA2B14850g	3345
gene-DEHA2B14872g	1093
gene-DEHA2B14894g	1391
gene-DEHA2B14916g	5840
gene-DEHA2B14938g	14129
gene-DEHA2B14960g	1844
gene-DEHA2B14982g	6374
gene-DEHA2B15004g	2253
gene-DEHA2B15026g	783
gene-DEHA2B15048g	2740
gene-DEHA2B15070g	4829
gene-DEHA2B15092g	1832
gene-DEHA2B15114g	2875
gene-DEHA2B15136g	4510
gene-DEHA2B15158g	1927
gene-DEHA2B15180g	20694
gene-DEHA2B15202g	194
gene-DEHA2B15224g	9189
gene-DEHA2B15246g	131
gene-DEHA2B15268g	43731
gene-DEHA2B15290g	6
gene-DEHA2B15312g	14
gene-DEHA2B15334g	12289
gene-DEHA2B15356g	981
gene-DEHA2B15378g	5403
gene-DEHA2B15400g	608
gene-DEHA2B15422g	1541
gene-DEHA2B15444g	3532
gene-DEHA2B15466g	1382
gene-DEHA2B15488g	7073
gene-DEHA2B15510g	2175
gene-DEHA2B15532g	2178
gene-DEHA2B15554g	2725
gene-DEHA2B15576g	2722
gene-DEHA2B15598g	4415
gene-DEHA2B15620g	17200
gene-DEHA2B15642g	14696
gene-DEHA2B15664g	747
gene-DEHA2B15686g	7484
gene-DEHA2B15708g	5910
gene-DEHA2B15730g	88
gene-DEHA2B15752g	318
gene-DEHA2B15774g	891
gene-DEHA2B15796g	1917
gene-DEHA2B15818g	5681
gene-DEHA2B15840g	194
gene-DEHA2B15862g	6930
gene-DEHA2B15884g	2101
gene-DEHA2B15906g	137
gene-DEHA2B15928g	76179
gene-DEHA2B15950g	22
gene-DEHA2B15972g	12191
gene-DEHA2B15994g	19256
gene-DEHA2B16016g	147
gene-DEHA2B16038g	664
gene-DEHA2B16060g	372
gene-DEHA2B16082g	566
gene-DEHA2B16104g	342
gene-DEHA2B16126g	948
gene-DEHA2B16148g	1525
gene-DEHA2B16170g	1392
gene-DEHA2B16192g	1353
gene-DEHA2B16214g	3030
gene-DEHA2B16236g	1690
gene-DEHA2B16258g	453
gene-DEHA2B16280g	51
gene-DEHA2B16302g	0
gene-DEHA2B16324g	2
gene-DEHA2B16346g	9250
gene-DEHA2B16368g	374
gene-DEHA2B16390g	14
gene-DEHA2B16412g	1903
gene-DEHA2B16434g	4088
gene-DEHA2B16456g	14847
gene-DEHA2B16478g	29833
gene-DEHA2B16500g	7454
gene-DEHA2B16522g	38
gene-DEHA2B16544g	2
gene-DEHA2B16566g	14
gene-DEHA2B16588g	26
gene-DEHA2B16610g	616
gene-DEHA2B16632g	8
gene-DEHA2B16654g	0
gene-DEHA2B16676g	709
gene-DEHA2B16698g	69
gene-DEHA2B16720g	2598
gene-DEHA2B16742g	434
gene-DEHA2C00099g	6
gene-DEHA2C00110g	1904
gene-DEHA2C00132g	7
gene-DEHA2C00154g	974
gene-DEHA2C00176g	14
gene-DEHA2C00198g	3741
gene-DEHA2C00220g	21571
gene-DEHA2C00242g	1613
gene-DEHA2C00264g	1704
gene-DEHA2C00286g	432
gene-DEHA2C00297g	20
gene-DEHA2C00308g	349
gene-DEHA2C00330g	504
gene-DEHA2C00352g	1427
gene-DEHA2C00374g	349
gene-DEHA2C00396g	160
gene-DEHA2C00418g	64
gene-DEHA2C00440g	110
gene-DEHA2C00484g	927
gene-DEHA2C00506g	232
gene-DEHA2C00528g	103
gene-DEHA2C00594g	3818
gene-DEHA2C00616g	58450
gene-DEHA2C00638g	6279
gene-DEHA2C00660g	1003
gene-DEHA2C00682g	451
gene-DEHA2C00704g	2793
gene-DEHA2C00726g	170
gene-DEHA2C00748g	1136
gene-DEHA2C00770g	8
gene-DEHA2C00792g	800
gene-DEHA2C00814g	178
gene-DEHA2C00836g	1682
gene-DEHA2C00858g	474
gene-DEHA2C00880g	191
gene-DEHA2C00902g	163
gene-DEHA2C00924g	324
gene-DEHA2C00946g	874
gene-DEHA2C00968g	36
gene-DEHA2C00990g	60
gene-DEHA2C01012g	120
gene-DEHA2C01034g	2779
gene-DEHA2C01056g	1129
gene-DEHA2C01078g	4613
gene-DEHA2C01100g	5669
gene-DEHA2C01122g	382
gene-DEHA2C01144g	786
gene-DEHA2C01166g	1762
gene-DEHA2C01188g	2428
gene-DEHA2C01210g	6043
gene-DEHA2C01232g	1201
gene-DEHA2C01254g	4743
gene-DEHA2C01276g	2346
gene-DEHA2C01298g	14979
gene-DEHA2C01320g	1869
gene-DEHA2C01342g	28778
gene-DEHA2C01364g	169
gene-DEHA2C01386g	1292
gene-DEHA2C01408g	8146
gene-DEHA2C01430g	947
gene-DEHA2C01452g	2437
gene-DEHA2C01474g	2473
gene-DEHA2C01496g	4094
gene-DEHA2C01518g	7689
gene-DEHA2C01540g	821
gene-DEHA2C01562g	1911
gene-DEHA2C01584g	275
gene-DEHA2C01606g	155
gene-DEHA2C01628g	75
gene-DEHA2C01650g	449
gene-DEHA2C01672g	1377
gene-DEHA2C01694g	1690
gene-DEHA2C01716g	175
gene-DEHA2C01738g	18
gene-DEHA2C01760g	48701
gene-DEHA2C01782g	6234
gene-DEHA2C01804g	1162
gene-DEHA2C01826g	7681
gene-DEHA2C01848g	6
gene-DEHA2C01870g	37708
gene-DEHA2C01892g	3246
gene-DEHA2C01914g	3661
gene-DEHA2C01936g	2306
gene-DEHA2C01958g	499
gene-DEHA2C01980g	6511
gene-DEHA2C02002g	3878
gene-DEHA2C02024r	5
gene-DEHA2C02046g	24708
gene-DEHA2C02068g	6077
gene-DEHA2C02090g	1021
gene-DEHA2C02112g	2218
gene-DEHA2C02134g	5649
gene-DEHA2C02156g	2775
gene-DEHA2C02178g	2386
gene-DEHA2C02200g	7183
gene-DEHA2C02222g	751
gene-DEHA2C02244g	8214
gene-DEHA2C02266g	7723
gene-DEHA2C02288g	1291
gene-DEHA2C02310g	1502
gene-DEHA2C02332g	542
gene-DEHA2C02354g	6092
gene-DEHA2C02376g	2240
gene-DEHA2C02398g	801
gene-DEHA2C02420g	1047
gene-DEHA2C02442r	0
gene-DEHA2C02464g	7383
gene-DEHA2C02486g	1578
gene-DEHA2C02508g	4934
gene-DEHA2C02530g	2022
gene-DEHA2C02552g	42328
gene-DEHA2C02574g	4642
gene-DEHA2C02596g	1350
gene-DEHA2C02618g	1922
gene-DEHA2C02640g	2179
gene-DEHA2C02662g	600
gene-DEHA2C02684g	2545
gene-DEHA2C02706g	3170
gene-DEHA2C02728g	1481
gene-DEHA2C02750g	2850
gene-DEHA2C02772g	1801
gene-DEHA2C02794g	3386
gene-DEHA2C02816g	2982
gene-DEHA2C02838g	2410
gene-DEHA2C02860g	447
gene-DEHA2C02882g	3259
gene-DEHA2C02904g	1071
gene-DEHA2C02926g	6060
gene-DEHA2C02948g	771
gene-DEHA2C02970g	1695
gene-DEHA2C02992g	13618
gene-DEHA2C03014g	11496
gene-DEHA2C03036g	3889
gene-DEHA2C03058g	5830
gene-DEHA2C03080g	3405
gene-DEHA2C03102g	11948
gene-DEHA2C03124g	8805
gene-DEHA2C03146g	5138
gene-DEHA2C03168g	4972
gene-DEHA2C03190g	2927
gene-DEHA2C03212g	2495
gene-DEHA2C03234g	3349
gene-DEHA2C03256g	6330
gene-DEHA2C03278g	6989
gene-DEHA2C03300r	0
gene-DEHA2C03322g	1927
gene-DEHA2C03344g	12565
gene-DEHA2C03366g	2369
gene-DEHA2C03388g	9479
gene-DEHA2C03410g	1948
gene-DEHA2C03432g	10750
gene-DEHA2C03454g	502
gene-DEHA2C03476g	598
gene-DEHA2C03498r	0
gene-DEHA2C03520g	1711
gene-DEHA2C03542r	12
gene-DEHA2C03564g	4274
gene-DEHA2C03586g	392
gene-DEHA2C03608g	1425
gene-DEHA2C03630g	10016
gene-DEHA2C03652g	4671
gene-DEHA2C03674g	2309
gene-DEHA2C03696g	4552
gene-DEHA2C03718g	667
gene-DEHA2C03740g	2347
gene-DEHA2C03762g	2065
gene-DEHA2C03784g	1346
gene-DEHA2C03806g	8385
gene-DEHA2C03828g	18100
gene-DEHA2C03850g	2750
gene-DEHA2C03872g	12095
gene-DEHA2C03894g	7885
gene-DEHA2C03916g	3471
gene-DEHA2C03938g	1389
gene-DEHA2C03960g	2039
gene-DEHA2C03982g	6942
gene-DEHA2C04004g	9074
gene-DEHA2C04026g	1291
gene-DEHA2C04048g	45008
gene-DEHA2C04070g	9510
gene-DEHA2C04092g	4848
gene-DEHA2C04114g	223
gene-DEHA2C04136g	1831
gene-DEHA2C04158g	4593
gene-DEHA2C04180g	9944
gene-DEHA2C04202g	2479
gene-DEHA2C04224g	2641
gene-DEHA2C04246g	1923
gene-DEHA2C04268g	15703
gene-DEHA2C04290g	8097
gene-DEHA2C04312g	10146
gene-DEHA2C04334g	3190
gene-DEHA2C04356g	9519
gene-DEHA2C04378g	8895
gene-DEHA2C04400g	3827
gene-DEHA2C04422g	2655
gene-DEHA2C04444g	2209
gene-DEHA2C04466g	5330
gene-DEHA2C04488g	2564
gene-DEHA2C04510g	12002
gene-DEHA2C04532g	5439
gene-DEHA2C04554g	52731
gene-DEHA2C04576g	7660
gene-DEHA2C04598g	1645
gene-DEHA2C04620g	4794
gene-DEHA2C04642g	1176
gene-DEHA2C04664g	4660
gene-DEHA2C04686g	1968
gene-DEHA2C04708g	3202
gene-DEHA2C04730g	58
gene-DEHA2C04752g	1434
gene-DEHA2C04774g	1335
gene-DEHA2C04796g	10309
gene-DEHA2C04818g	2683
gene-DEHA2C04840g	2
gene-DEHA2C04862g	4837
gene-DEHA2C04884g	42043
gene-DEHA2C04906g	4278
gene-DEHA2C04928g	1559
gene-DEHA2C04950g	4840
gene-DEHA2C04972g	21015
gene-DEHA2C04994g	2748
gene-DEHA2C05016g	14694
gene-DEHA2C05038g	1641
gene-DEHA2C05060g	1401
gene-DEHA2C05082g	1438
gene-DEHA2C05104g	17441
gene-DEHA2C05126g	5400
gene-DEHA2C05148g	9967
gene-DEHA2C05170g	9022
gene-DEHA2C05192g	2543
gene-DEHA2C05214g	30807
gene-DEHA2C05236g	35556
gene-DEHA2C05258g	4945
gene-DEHA2C05280g	13056
gene-DEHA2C05302g	2388
gene-DEHA2C05324g	9823
gene-DEHA2C05346g	1045
gene-DEHA2C05368g	7143
gene-DEHA2C05390g	103407
gene-DEHA2C05412g	5580
gene-DEHA2C05434g	378
gene-DEHA2C05456g	6608
gene-DEHA2C05478g	2637
gene-DEHA2C05500g	8455
gene-DEHA2C05522g	3781
gene-DEHA2C05544g	3126
gene-DEHA2C05566g	4410
gene-DEHA2C05588g	2251
gene-DEHA2C05610g	9362
gene-DEHA2C05632g	5118
gene-DEHA2C05654g	7829
gene-DEHA2C05676g	723
gene-DEHA2C05698g	85
gene-DEHA2C05720g	787
gene-DEHA2C05742g	14423
gene-DEHA2C05764g	3831
gene-DEHA2C05786g	3734
gene-DEHA2C05808g	7586
gene-DEHA2C05830g	605
gene-DEHA2C05852g	685
gene-DEHA2C05874g	30
gene-DEHA2C05896g	29
gene-DEHA2C05918g	268
gene-DEHA2C05940g	9379
gene-DEHA2C05962g	9798
gene-DEHA2C05984g	2598
gene-DEHA2C06006g	3623
gene-DEHA2C06028g	2521
gene-DEHA2C06050g	2320
gene-DEHA2C06072g	563
gene-DEHA2C06094g	4299
gene-DEHA2C06116g	2970
gene-DEHA2C06138g	739
gene-DEHA2C06160g	6819
gene-DEHA2C06182g	7682
gene-DEHA2C06204r	0
gene-DEHA2C06226g	297
gene-DEHA2C06248g	21288
gene-DEHA2C06270g	7852
gene-DEHA2C06292g	26132
gene-DEHA2C06314g	108445
gene-DEHA2C06336g	6522
gene-DEHA2C06358g	2543
gene-DEHA2C06380g	6569
gene-DEHA2C06402g	15509
gene-DEHA2C06424r	1
gene-DEHA2C06446g	2238
gene-DEHA2C06468g	5728
gene-DEHA2C06490g	4885
gene-DEHA2C06512g	1860
gene-DEHA2C06534r	0
gene-DEHA2C06556g	125
gene-DEHA2C06578g	128
gene-DEHA2C06600g	100
gene-DEHA2C06622g	10608
gene-DEHA2C06644g	765
gene-DEHA2C06666g	4346
gene-DEHA2C06688g	3070
gene-DEHA2C06710g	1820
gene-DEHA2C06732r	0
gene-DEHA2C06754r	0
gene-DEHA2C06776g	20
gene-DEHA2C06798g	5902
gene-DEHA2C06820g	1159
gene-DEHA2C06842r	0
gene-DEHA2C06864g	2918
gene-DEHA2C06886g	1322
gene-DEHA2C06908r	0
gene-DEHA2C06930g	5284
gene-DEHA2C06952g	223
gene-DEHA2C06974g	7030
gene-DEHA2C06996g	3783
gene-DEHA2C07018g	5267
gene-DEHA2C07040g	8205
gene-DEHA2C07062g	3315
gene-DEHA2C07084g	2274
gene-DEHA2C07106g	2118
gene-DEHA2C07128g	9403
gene-DEHA2C07150g	6045
gene-DEHA2C07172g	1418
gene-DEHA2C07194g	4479
gene-DEHA2C07216g	2509
gene-DEHA2C07238g	13550
gene-DEHA2C07260g	6589
gene-DEHA2C07282g	3940
gene-DEHA2C07304g	7512
gene-DEHA2C07326g	1728
gene-DEHA2C07348r	4
gene-DEHA2C07370g	7990
gene-DEHA2C07392g	17
gene-DEHA2C07414g	154
gene-DEHA2C07436g	346
gene-DEHA2C07458g	3432
gene-DEHA2C07480g	3972
gene-DEHA2C07502g	12462
gene-DEHA2C07524g	1035
gene-DEHA2C07546g	6791
gene-DEHA2C07568g	3212
gene-DEHA2C07590g	4189
gene-DEHA2C07612g	3589
gene-DEHA2C07634g	16010
gene-DEHA2C07656g	1517
gene-DEHA2C07678g	4238
gene-DEHA2C07700g	9
gene-DEHA2C07722g	13925
gene-DEHA2C07744g	1473
gene-DEHA2C07766g	2546
gene-DEHA2C07788g	3284
gene-DEHA2C07810g	2115
gene-DEHA2C07832g	8907
gene-DEHA2C07854g	1888
gene-DEHA2C07876g	3741
gene-DEHA2C07898g	3126
gene-DEHA2C07920g	22824
gene-DEHA2C07942g	6981
gene-DEHA2C07964g	6954
gene-DEHA2C07986g	1285
gene-DEHA2C08008g	4905
gene-DEHA2C08030g	43967
gene-DEHA2C08052g	1793
gene-DEHA2C08074g	27179
gene-DEHA2C08096g	2802
gene-DEHA2C08118g	542
gene-DEHA2C08140g	1387
gene-DEHA2C08162r	0
gene-DEHA2C08184g	1441
gene-DEHA2C08206g	4506
gene-DEHA2C08228g	4168
gene-DEHA2C08250g	1821
gene-DEHA2C08272g	1224
gene-DEHA2C08294g	7616
gene-DEHA2C08316g	1819
gene-DEHA2C08338g	7269
gene-DEHA2C08360g	3562
gene-DEHA2C08382g	5642
gene-DEHA2C08404g	1476
gene-DEHA2C08426g	2239
gene-DEHA2C08448g	1780
gene-DEHA2C08470g	2604
gene-DEHA2C08492g	8025
gene-DEHA2C08514g	4767
gene-DEHA2C08536g	6235
gene-DEHA2C08558g	5078
gene-DEHA2C08580g	553
gene-DEHA2C08602g	3152
gene-DEHA2C08624g	59
