Geneid	RNA STAR on 1MKCl2: mapped.bam
gene-DEHA2A03740g	995
gene-DEHA2A03762r	3
gene-DEHA2A03784g	25
gene-DEHA2A03806g	77761
gene-DEHA2A04334g	7777
gene-DEHA2A04356g	10532
gene-DEHA2A04378g	3034
gene-DEHA2A04400g	1367
gene-DEHA2A04422g	220
gene-DEHA2A04444g	2738
gene-DEHA2A04466g	1523
gene-DEHA2A04488g	5957
gene-DEHA2A04510g	2259
gene-DEHA2A04532g	7004
gene-DEHA2A04554g	5318
gene-DEHA2A04576g	3545
gene-DEHA2A04598r	1
gene-DEHA2A04620g	7484
gene-DEHA2A04642g	3895
gene-DEHA2A04664g	2375
gene-DEHA2A04686g	746
gene-DEHA2A04708g	2671
gene-DEHA2A04730g	1406
gene-DEHA2A04752g	1919
gene-DEHA2A04774g	13849
gene-DEHA2A04796g	924
gene-DEHA2A04818g	2255
gene-DEHA2A04840g	2258
gene-DEHA2A04862g	11650
gene-DEHA2A04884g	3461
gene-DEHA2A04906r	1
gene-DEHA2A04928g	4694
gene-DEHA2A04950g	35
gene-DEHA2A04972g	3724
gene-DEHA2A04994g	3096
gene-DEHA2A05016g	2236
gene-DEHA2A05038g	4791
gene-DEHA2A05060g	3941
gene-DEHA2A05082g	3207
gene-DEHA2A05104g	7089
gene-DEHA2A05126g	2494
gene-DEHA2A05148g	2579
gene-DEHA2A05170g	2714
gene-DEHA2A05192g	5586
gene-DEHA2A05214g	877
gene-DEHA2A05236g	6470
gene-DEHA2A05258g	1238
gene-DEHA2A05280g	3401
gene-DEHA2A05302g	1556
gene-DEHA2A05324g	3709
gene-DEHA2A05346g	2196
gene-DEHA2A05368g	7934
gene-DEHA2A05390g	3957
gene-DEHA2A05412g	2109
gene-DEHA2A05434g	4281
gene-DEHA2A05456g	1311
gene-DEHA2A05478g	1348
gene-DEHA2A05500g	9384
gene-DEHA2A05522g	92
gene-DEHA2A05544g	98
gene-DEHA2A05566g	4340
gene-DEHA2A05588g	1970
gene-DEHA2A05610g	1422
gene-DEHA2A05632g	1965
gene-DEHA2A05654g	32996
gene-DEHA2A05676g	3156
gene-DEHA2A05698g	1251
gene-DEHA2A05720g	11871
gene-DEHA2A05742g	6826
gene-DEHA2A05764g	4001
gene-DEHA2A05786g	4391
gene-DEHA2A05808g	1100
gene-DEHA2A05830g	11831
gene-DEHA2A05852g	4020
gene-DEHA2A05874g	2397
gene-DEHA2A05896g	1445
gene-DEHA2A05918g	8319
gene-DEHA2A05940g	1972
gene-DEHA2A05962g	5328
gene-DEHA2A05984g	3010
gene-DEHA2A06006g	5061
gene-DEHA2A06028g	3441
gene-DEHA2A06050g	1547
gene-DEHA2A06072g	1415
gene-DEHA2A06094g	2346
gene-DEHA2A06116g	248
gene-DEHA2A06138g	10
gene-DEHA2A06160g	486
gene-DEHA2A06182g	2693
gene-DEHA2A06204g	1148
gene-DEHA2A06226g	1540
gene-DEHA2A06248g	2162
gene-DEHA2A06270g	2217
gene-DEHA2A06292g	935
gene-DEHA2A06314g	721
gene-DEHA2A06336g	1692
gene-DEHA2A06358g	4101
gene-DEHA2A06380g	12986
gene-DEHA2A06402g	668
gene-DEHA2A06424g	5299
gene-DEHA2A06446g	3728
gene-DEHA2A06468r	0
gene-DEHA2A06490g	3264
gene-DEHA2A06512g	5825
gene-DEHA2A06534g	5075
gene-DEHA2A06556g	1363
gene-DEHA2A06578g	1810
gene-DEHA2A06600g	2424
gene-DEHA2A06622g	165
gene-DEHA2A06644g	1090
gene-DEHA2A06666g	5601
gene-DEHA2A06688g	87
gene-DEHA2A06710g	8048
gene-DEHA2A06732g	7145
gene-DEHA2A06754g	2520
gene-DEHA2A06776g	18810
gene-DEHA2A06798g	3989
gene-DEHA2A06820g	5534
gene-DEHA2A06842g	22
gene-DEHA2A06864g	1954
gene-DEHA2A06886g	5779
gene-DEHA2A06908g	3144
gene-DEHA2A06930g	3938
gene-DEHA2A06952g	4322
gene-DEHA2A06974g	2816
gene-DEHA2A06996g	1405
gene-DEHA2A07018g	1039
gene-DEHA2A07040g	3628
gene-DEHA2A07062g	411
gene-DEHA2A07084g	2166
gene-DEHA2A07106g	8373
gene-DEHA2A07128g	26939
gene-DEHA2A07150g	2451
gene-DEHA2A07172g	2841
gene-DEHA2A07194g	499
gene-DEHA2A07216g	4644
gene-DEHA2A07238g	4431
gene-DEHA2A07260g	825
gene-DEHA2A07282g	3338
gene-DEHA2A07304r	4
gene-DEHA2A07326g	1466
gene-DEHA2A07348g	2287
gene-DEHA2A07370g	35134
gene-DEHA2A07392g	8712
gene-DEHA2A07414g	34101
gene-DEHA2A07436g	11624
gene-DEHA2A07458g	2921
gene-DEHA2A07480g	8492
gene-DEHA2A07502g	2505
gene-DEHA2A07524g	1668
gene-DEHA2A07546g	1674
gene-DEHA2A07568g	2290
gene-DEHA2A07590g	2401
gene-DEHA2A07612g	30376
gene-DEHA2A07634g	11005
gene-DEHA2A07656g	3193
gene-DEHA2A07678g	3238
gene-DEHA2A07700g	22200
gene-DEHA2A07722g	62
gene-DEHA2A07744g	897
gene-DEHA2A07766g	3374
gene-DEHA2A07788g	5501
gene-DEHA2A07810g	5673
gene-DEHA2A07832g	639
gene-DEHA2A07854g	1219
gene-DEHA2A07876g	2555
gene-DEHA2A07898r	14
gene-DEHA2A07920g	43001
gene-DEHA2A07942g	11890
gene-DEHA2A07964g	1012
gene-DEHA2A07986g	3483
gene-DEHA2A08008g	6506
gene-DEHA2A08030g	1922
gene-DEHA2A08052g	127
gene-DEHA2A08074g	2177
gene-DEHA2A08096g	4647
gene-DEHA2A08118g	3719
gene-DEHA2A08140g	285
gene-DEHA2A08162g	1472
gene-DEHA2A08206g	61
gene-DEHA2A08228g	313
gene-DEHA2A08250g	345
gene-DEHA2A08272g	2717
gene-DEHA2A08294g	883
gene-DEHA2A08316g	340
gene-DEHA2A08338g	90
gene-DEHA2A08360g	103
gene-DEHA2A08382g	5146
gene-DEHA2A08404g	763
gene-DEHA2A08426g	159
gene-DEHA2A08448g	866
gene-DEHA2A08470g	0
gene-DEHA2A08492g	24413
gene-DEHA2A08514g	1743
gene-DEHA2A08536g	1818
gene-DEHA2A08558g	4208
gene-DEHA2A08580g	8382
gene-DEHA2A08602g	3093
gene-DEHA2A08624g	6555
gene-DEHA2A08646g	5209
gene-DEHA2A08668g	5537
gene-DEHA2A08690g	1647
gene-DEHA2A08712g	2888
gene-DEHA2A08734g	9349
gene-DEHA2A08756g	5925
gene-DEHA2A08778g	5857
gene-DEHA2A08800g	142503
gene-DEHA2A08822g	2669
gene-DEHA2A08844g	1363
gene-DEHA2A08866g	1257
gene-DEHA2A08888g	2829
gene-DEHA2A08910g	7756
gene-DEHA2A08932g	3885
gene-DEHA2A08954g	173
gene-DEHA2A08976g	3919
gene-DEHA2A08998g	1297
gene-DEHA2A09020g	3806
gene-DEHA2A09042g	577
gene-DEHA2A09064r	3
gene-DEHA2A09086g	2737
gene-DEHA2A09108g	1391
gene-DEHA2A09130g	4397
gene-DEHA2A09152g	7284
gene-DEHA2A09174g	5124
gene-DEHA2A09196g	3395
gene-DEHA2A09218g	2739
gene-DEHA2A09240g	12363
gene-DEHA2A09262g	3038
gene-DEHA2A09284g	3080
gene-DEHA2A09306g	69063
gene-DEHA2A09328g	7659
gene-DEHA2A09350g	2221
gene-DEHA2A09372g	9306
gene-DEHA2A09394g	22806
gene-DEHA2A09416g	2630
gene-DEHA2A09438g	6446
gene-DEHA2A09460g	26985
gene-DEHA2A09482g	8320
gene-DEHA2A09504g	3921
gene-DEHA2A09526g	7634
gene-DEHA2A09548g	1282
gene-DEHA2A09570g	4059
gene-DEHA2A09592g	9960
gene-DEHA2A09614g	1135
gene-DEHA2A09636g	3300
gene-DEHA2A09658g	3920
gene-DEHA2A09680g	20104
gene-DEHA2A09702g	744
gene-DEHA2A09724g	1242
gene-DEHA2A09746g	1909
gene-DEHA2A09768g	6619
gene-DEHA2A09790g	6338
gene-DEHA2A09812g	1899
gene-DEHA2A09834g	1582
gene-DEHA2A09856g	5616
gene-DEHA2A09878g	995
gene-DEHA2A09900g	942
gene-DEHA2A09922g	1920
gene-DEHA2A09944g	2416
gene-DEHA2A09966g	4806
gene-DEHA2A09988g	2918
gene-DEHA2A10010g	15210
gene-DEHA2A10032g	7081
gene-DEHA2A10054g	2393
gene-DEHA2A10076g	1201
gene-DEHA2A10098g	2562
gene-DEHA2A10120g	3336
gene-DEHA2A10142g	4360
gene-DEHA2A10164g	3139
gene-DEHA2A10186g	3617
gene-DEHA2A10208g	3075
gene-DEHA2A10230g	2044
gene-DEHA2A10252g	3820
gene-DEHA2A10274g	4200
gene-DEHA2A10296g	8305
gene-DEHA2A10318g	6077
gene-DEHA2A10340g	6864
gene-DEHA2A10362g	429
gene-DEHA2A10384g	28430
gene-DEHA2A10406g	5570
gene-DEHA2A10428g	2323
gene-DEHA2A10450g	3627
gene-DEHA2A10472g	1559
gene-DEHA2A10494g	3131
gene-DEHA2A10516g	28568
gene-DEHA2A10538g	45055
gene-DEHA2A10560g	2676
gene-DEHA2A10582g	2221
gene-DEHA2A10604g	936
gene-DEHA2A10626g	6949
gene-DEHA2A10648g	4476
gene-DEHA2A10670g	3069
gene-DEHA2A10692r	0
gene-DEHA2A10714g	3496
gene-DEHA2A10736g	276
gene-DEHA2A10758g	6317
gene-DEHA2A10780g	11086
gene-DEHA2A10802g	1031
gene-DEHA2A10824g	3110
gene-DEHA2A10846g	1488
gene-DEHA2A10868g	2756
gene-DEHA2A10890g	2261
gene-DEHA2A10912g	3182
gene-DEHA2A10934g	1981
gene-DEHA2A10956g	8024
gene-DEHA2A10978g	5640
gene-DEHA2A11000g	1547
gene-DEHA2A11022g	85
gene-DEHA2A11044g	100826
gene-DEHA2A11066g	7630
gene-DEHA2A11088g	1659
gene-DEHA2A11110g	6192
gene-DEHA2A11132g	1858
gene-DEHA2A11154g	77
gene-DEHA2A11176g	0
gene-DEHA2A11198g	58112
gene-DEHA2A11220g	4536
gene-DEHA2A11242g	5611
gene-DEHA2A11264g	1917
gene-DEHA2A11286g	2558
gene-DEHA2A11308g	3665
gene-DEHA2A11330g	29
gene-DEHA2A11352g	1953
gene-DEHA2A11374g	6623
gene-DEHA2A11396g	2077
gene-DEHA2A11418g	1829
gene-DEHA2A11440g	9235
gene-DEHA2A11462g	2907
gene-DEHA2A11484g	43
gene-DEHA2A11506g	15012
gene-DEHA2A11528g	16437
gene-DEHA2A11550g	3395
gene-DEHA2A11572g	2316
gene-DEHA2A11594g	3100
gene-DEHA2A11616g	1655
gene-DEHA2A11638g	2914
gene-DEHA2A11660g	17873
gene-DEHA2A11682g	791
gene-DEHA2A11704g	3225
gene-DEHA2A11726r	0
gene-DEHA2A11748r	0
gene-DEHA2A11770r	0
gene-DEHA2A11792g	4811
gene-DEHA2A11814g	4536
gene-DEHA2A11836g	2170
gene-DEHA2A11858g	8238
gene-DEHA2A11880g	2397
gene-DEHA2A11902g	4739
gene-DEHA2A11924g	1998
gene-DEHA2A11946g	7925
gene-DEHA2A11968g	4074
gene-DEHA2A11990g	1289
gene-DEHA2A12012g	1846
gene-DEHA2A12034g	1705
gene-DEHA2A12056g	3793
gene-DEHA2A12078g	2415
gene-DEHA2A12100g	12138
gene-DEHA2A12122g	2732
gene-DEHA2A12144g	34830
gene-DEHA2A12166g	2076
gene-DEHA2A12188g	1
gene-DEHA2A12210g	18495
gene-DEHA2A12232g	2193
gene-DEHA2A12254g	622
gene-DEHA2A12276g	4237
gene-DEHA2A12298g	1372
gene-DEHA2A12320g	19
gene-DEHA2A12342g	291
gene-DEHA2A12364g	451
gene-DEHA2A12386g	13
gene-DEHA2A12408g	5
gene-DEHA2A12430g	5304
gene-DEHA2A12452g	1376
gene-DEHA2A12474g	925
gene-DEHA2A12496g	3671
gene-DEHA2A12518g	2117
gene-DEHA2A12540g	13862
gene-DEHA2A12562g	1475
gene-DEHA2A12584g	1799
gene-DEHA2A12606g	3988
gene-DEHA2A12628g	9220
gene-DEHA2A12650g	2347
gene-DEHA2A12672g	5852
gene-DEHA2A12694g	4859
gene-DEHA2A12716g	3
gene-DEHA2A12738g	3037
gene-DEHA2A12760g	639
gene-DEHA2A12782g	28767
gene-DEHA2A12804g	3308
gene-DEHA2A12826g	2799
gene-DEHA2A12848g	3694
gene-DEHA2A12870g	25480
gene-DEHA2A12892g	3032
gene-DEHA2A12914g	4304
gene-DEHA2A12936g	13326
gene-DEHA2A12958g	25284
gene-DEHA2A12980g	5322
gene-DEHA2A13002g	3243
gene-DEHA2A13024g	1394
gene-DEHA2A13046g	2221
gene-DEHA2A13068g	37
gene-DEHA2A13090g	4855
gene-DEHA2A13112g	2466
gene-DEHA2A13134g	18402
gene-DEHA2A13156g	10307
gene-DEHA2A13178g	423
gene-DEHA2A13200g	94981
gene-DEHA2A13222g	389
gene-DEHA2A13244g	2016
gene-DEHA2A13266g	3139
gene-DEHA2A13288g	12784
gene-DEHA2A13310g	2400
gene-DEHA2A13332g	669
gene-DEHA2A13354g	580
gene-DEHA2A13376g	980
gene-DEHA2A13398g	3006
gene-DEHA2A13420g	21316
gene-DEHA2A13442g	2853
gene-DEHA2A13464g	3649
gene-DEHA2A13486g	2103
gene-DEHA2A13508g	1841
gene-DEHA2A13530g	1304
gene-DEHA2A13552g	1483
gene-DEHA2A13574g	3034
gene-DEHA2A13596g	1774
gene-DEHA2A13618g	39370
gene-DEHA2A13640g	5915
gene-DEHA2A13662g	5294
gene-DEHA2A13684g	8732
gene-DEHA2A13706g	2214
gene-DEHA2A13728g	1876
gene-DEHA2A13750g	4257
gene-DEHA2A13772g	1543
gene-DEHA2A13794g	3516
gene-DEHA2A13816g	1029
gene-DEHA2A13838g	2839
gene-DEHA2A13860g	3584
gene-DEHA2A13882g	670
gene-DEHA2A13904g	5627
gene-DEHA2A13926g	2992
gene-DEHA2A13948g	1114
gene-DEHA2A13970g	6390
gene-DEHA2A13992g	5354
gene-DEHA2A14014g	17592
gene-DEHA2A14036g	3266
gene-DEHA2A14058g	6284
gene-DEHA2A14080g	1480
gene-DEHA2A14102g	1125
gene-DEHA2A14124g	2665
gene-DEHA2A14146g	1447
gene-DEHA2A14168g	17669
gene-DEHA2A14190g	1550
gene-DEHA2A14212g	9192
gene-DEHA2A14234g	1723
gene-DEHA2A14256g	2403
gene-DEHA2A14278g	905
gene-DEHA2A14300g	733
gene-DEHA2A14322g	53
gene-DEHA2A14344g	1687
gene-DEHA2A14366g	33376
gene-DEHA2A14388g	29265
gene-DEHA2A14410g	4254
gene-DEHA2A14498g	0
gene-DEHA2A14520g	20
gene-DEHA2A14542g	1378
gene-DEHA2A14586g	2292
gene-DEHA2A14608g	1313
gene-DEHA2A14630g	8
gene-DEHA2A14652g	453
gene-DEHA2A14674g	2
gene-DEHA2A14696g	53900
gene-DEHA2A14718g	2943
gene-DEHA2A14740g	20
gene-DEHA2A14762g	6
gene-DEHA2A14784g	0
gene-DEHA2A14806g	4
gene-DEHA2A14828g	0
gene-DEHA2B00110g	11263
gene-DEHA2B00132g	11794
gene-DEHA2B00154g	0
gene-DEHA2B00176g	31
gene-DEHA2B00198g	115
gene-DEHA2B00220g	580
gene-DEHA2B00242g	2
gene-DEHA2B00264g	4
gene-DEHA2B00286g	20
gene-DEHA2B00308g	285
gene-DEHA2B00330g	2
gene-DEHA2B00352g	411
gene-DEHA2B00374g	712
gene-DEHA2B00396g	1728
gene-DEHA2B00418g	591
gene-DEHA2B00440g	27
gene-DEHA2B00462g	55
gene-DEHA2B00484g	114
gene-DEHA2B00506g	615
gene-DEHA2B00528g	2381
gene-DEHA2B00550g	406
gene-DEHA2B00572g	33
gene-DEHA2B00594g	418
gene-DEHA2B00616g	1326
gene-DEHA2B00638g	2361
gene-DEHA2B00660g	9886
gene-DEHA2B00682g	3550
gene-DEHA2B00704g	2097
gene-DEHA2B00726g	3462
gene-DEHA2B00748g	886
gene-DEHA2B00770g	892
gene-DEHA2B00792g	1660
gene-DEHA2B00814g	5782
gene-DEHA2B00836g	27
gene-DEHA2B00858g	4758
gene-DEHA2B00880g	348
gene-DEHA2B00902g	39028
gene-DEHA2B00924g	9807
gene-DEHA2B00946g	5379
gene-DEHA2B00968g	6890
gene-DEHA2B00990g	400
gene-DEHA2B01012g	7109
gene-DEHA2B01034r	9
gene-DEHA2B01056g	5
gene-DEHA2B01078g	336
gene-DEHA2B01100g	5841
gene-DEHA2B01122g	5356
gene-DEHA2B01144g	3965
gene-DEHA2B01166g	22
gene-DEHA2B01188g	3
gene-DEHA2B01210g	42182
gene-DEHA2B01232g	8337
gene-DEHA2B01254g	4736
gene-DEHA2B01276g	1496
gene-DEHA2B01298g	586
gene-DEHA2B01320g	2669
gene-DEHA2B01342g	6145
gene-DEHA2B01364g	2921
gene-DEHA2B01386g	7765
gene-DEHA2B01408g	868
gene-DEHA2B01430g	16927
gene-DEHA2B01452g	3257
gene-DEHA2B01474g	1668
gene-DEHA2B01496g	4288
gene-DEHA2B01518g	6835
gene-DEHA2B01540g	3862
gene-DEHA2B01562g	2882
gene-DEHA2B01584g	3256
gene-DEHA2B01606g	357
gene-DEHA2B01628g	2166
gene-DEHA2B01650g	1261
gene-DEHA2B01672g	2512
gene-DEHA2B01694g	4601
gene-DEHA2B01716g	10806
gene-DEHA2B01738g	5863
gene-DEHA2B01760g	9316
gene-DEHA2B01782g	808
gene-DEHA2B01804g	43884
gene-DEHA2B01826g	2888
gene-DEHA2B01848g	7
gene-DEHA2B01870g	5696
gene-DEHA2B01892g	1112
gene-DEHA2B01914g	2440
gene-DEHA2B01936g	941
gene-DEHA2B01958g	17628
gene-DEHA2B01980g	21
gene-DEHA2B02002g	35
gene-DEHA2B02024g	3713
gene-DEHA2B02046g	3047
gene-DEHA2B02068g	2049
gene-DEHA2B02090g	8934
gene-DEHA2B02112g	626
gene-DEHA2B02134g	501
gene-DEHA2B02156g	2753
gene-DEHA2B02178g	5574
gene-DEHA2B02200g	1355
gene-DEHA2B02222g	2111
gene-DEHA2B02244g	2344
gene-DEHA2B02266g	1203
gene-DEHA2B02288g	905
gene-DEHA2B02310g	92
gene-DEHA2B02332g	1130
gene-DEHA2B02354g	99
gene-DEHA2B02376g	3556
gene-DEHA2B02398g	132
gene-DEHA2B02420g	7021
gene-DEHA2B02442g	3029
gene-DEHA2B02464g	594
gene-DEHA2B02486g	1992
gene-DEHA2B02508g	1363
gene-DEHA2B02530g	2218
gene-DEHA2B02552g	10999
gene-DEHA2B02574g	12295
gene-DEHA2B02596g	7160
gene-DEHA2B02618g	4486
gene-DEHA2B02640g	4068
gene-DEHA2B02662r	3
gene-DEHA2B02684g	4649
gene-DEHA2B02706g	4727
gene-DEHA2B02728g	3274
gene-DEHA2B02750g	13056
gene-DEHA2B02772g	21830
gene-DEHA2B02794g	732
gene-DEHA2B02816g	1319
gene-DEHA2B02838g	3828
gene-DEHA2B02860g	1
gene-DEHA2B02882g	3415
gene-DEHA2B02904g	72513
gene-DEHA2B02926g	1591
gene-DEHA2B02948g	1897
gene-DEHA2B02970g	1556
gene-DEHA2B02992g	1699
gene-DEHA2B03014g	4245
gene-DEHA2B03036g	3444
gene-DEHA2B03058g	21960
gene-DEHA2B03080r	0
gene-DEHA2B03102g	3137
gene-DEHA2B03124g	2887
gene-DEHA2B03146g	2430
gene-DEHA2B03168g	529
gene-DEHA2B03190g	4989
gene-DEHA2B03212g	1489
gene-DEHA2B03234g	988
gene-DEHA2B03256g	8308
gene-DEHA2B03278g	8378
gene-DEHA2B03300g	1224
gene-DEHA2B03322g	6992
gene-DEHA2B03344g	4754
gene-DEHA2B03366g	13455
gene-DEHA2B03388g	1962
gene-DEHA2B03410g	10666
gene-DEHA2B03432g	1315
gene-DEHA2B03454g	4674
gene-DEHA2B03476g	1890
gene-DEHA2B03498g	8
gene-DEHA2B03520g	5712
gene-DEHA2B03542g	1564
gene-DEHA2B03564g	3445
gene-DEHA2B03586g	12801
gene-DEHA2B03608g	3
gene-DEHA2B03630g	29649
gene-DEHA2B03652g	7799
gene-DEHA2B03674g	1414
gene-DEHA2B03696g	3881
gene-DEHA2B03718g	16306
gene-DEHA2B03740g	2299
gene-DEHA2B03762g	1697
gene-DEHA2B03784g	965
gene-DEHA2B03806g	6363
gene-DEHA2B03828g	8502
gene-DEHA2B03850g	266
gene-DEHA2B03872g	957
gene-DEHA2B03894g	4147
gene-DEHA2B03916g	225
gene-DEHA2B03938g	11832
gene-DEHA2B03960g	4331
gene-DEHA2B03982g	2857
gene-DEHA2B04004g	1561
gene-DEHA2B04048g	4165
gene-DEHA2B04070g	3876
gene-DEHA2B04092g	1704
gene-DEHA2B04114g	505
gene-DEHA2B04136g	2028
gene-DEHA2B04158g	1391
gene-DEHA2B04180g	19319
gene-DEHA2B04202g	5275
gene-DEHA2B04224g	2508
gene-DEHA2B04246g	2717
gene-DEHA2B04268g	2085
gene-DEHA2B04290g	113
gene-DEHA2B04312g	14562
gene-DEHA2B04334g	1603
gene-DEHA2B04356g	1545
gene-DEHA2B04378g	4293
gene-DEHA2B04400g	1501
gene-DEHA2B04422g	1532
gene-DEHA2B04444g	272
gene-DEHA2B04466g	2106
gene-DEHA2B04488g	2638
gene-DEHA2B04510g	1
gene-DEHA2B04532g	3203
gene-DEHA2B04554g	5990
gene-DEHA2B04576g	1234
gene-DEHA2B04598g	1253
gene-DEHA2B04620g	11853
gene-DEHA2B04642g	5360
gene-DEHA2B04664g	4977
gene-DEHA2B04686g	41719
gene-DEHA2B04708g	5766
gene-DEHA2B04730g	12568
gene-DEHA2B04752g	5932
gene-DEHA2B04774g	3575
gene-DEHA2B04796g	8592
gene-DEHA2B04818g	3067
gene-DEHA2B04840r	2
gene-DEHA2B04862g	93
gene-DEHA2B04884g	3549
gene-DEHA2B04906g	33029
gene-DEHA2B04928g	11406
gene-DEHA2B04950g	4696
gene-DEHA2B04972g	10215
gene-DEHA2B04994g	5840
gene-DEHA2B05016g	1741
gene-DEHA2B05038g	2575
gene-DEHA2B05060g	5556
gene-DEHA2B05082g	2320
gene-DEHA2B05104g	6840
gene-DEHA2B05126g	3597
gene-DEHA2B05148g	1628
gene-DEHA2B05170g	3620
gene-DEHA2B05192g	2178
gene-DEHA2B05214g	902
gene-DEHA2B05236g	6052
gene-DEHA2B05258g	5031
gene-DEHA2B05280g	3583
gene-DEHA2B05302g	2795
gene-DEHA2B05324r	0
gene-DEHA2B05346r	1
gene-DEHA2B05368g	1494
gene-DEHA2B05390g	6291
gene-DEHA2B05412g	17996
gene-DEHA2B05434g	423
