ProteinID,Control1,Control4,Control5,KCl2,KCl3,KCl4,NaCl1,NaCl2,NaCl3
Q6BMC7_0,3.621384192165778e-10,4.1586912633416624e-10,3.4211601019157696e-10,5.662368524078724e-10,3.2746848823136047e-10,6.913722228904108e-10,2.4455844621399863e-10,4.902352278675752e-10,2.7562945141992965e-10
Q6BMC7_1,0.0,9.266596691747134e-11,9.616072724627014e-11,1.74599238232984e-10,8.578270553739627e-11,1.602580214945865e-10,6.575687945267936e-11,8.954653002127192e-11,5.010357440616136e-11
Q6BMC7_2,0.0,3.1162981162929094e-09,4.540342832199836e-09,4.45348958054562e-09,4.136506291203625e-09,2.4460222985671144e-09,3.773517400216126e-09,4.14845156016671e-09,3.261354253877494e-09
Q6BMC7_3,0.0,1.4563927029091953e-10,2.8520176782234895e-10,1.8133837898268503e-09,1.4406271937608382e-09,8.197366965155149e-10,1.0213303932871391e-09,1.2666225276634702e-09,8.030172986777773e-10
Q6BMC7_4,0.0,3.5649733227451167e-10,2.9141470223331494e-10,4.33749432741276e-10,3.057792551082347e-10,4.778451610830887e-10,0.0,0.0,2.533556476989667e-10
Q6BMC7_5,0.0,1.3317382799125614e-10,1.1222910530732225e-10,0.0,3.6995166775193025e-11,0.0,4.2641896148083524e-11,0.0,2.2700645022993667e-11
Q6BMC7_6,0.0,1.520589224762375e-10,1.3904620610234162e-10,2.5907058979730064e-10,0.0,2.6746103990201865e-10,1.3238099449216153e-10,2.1372481222021598e-10,8.011504582531486e-11
Q6BMC7_7,0.0,0.0,0.0,1.0660750433545898e-10,5.700608893083843e-11,0.0,0.0,2.3346306417180114e-11,0.0
Q6BMC7_8,0.0,2.719217875377118e-10,3.0955493729165663e-10,1.391844673378934e-10,1.4955177506942944e-10,6.973322711134384e-11,1.0682637018237973e-10,1.4726344345924043e-10,8.617923595482841e-11
Q6BMC7_9,0.0,7.943794539299657e-11,7.305280935779216e-11,7.747589396863858e-11,7.864798671023013e-11,1.452808667131527e-10,8.33100341050965e-11,1.3333229640141186e-10,6.550751100117611e-11
Q6BMC7_10,0.0,2.0211547853214024e-10,2.1303775236235804e-10,2.644145962070232e-10,2.6327718970426234e-10,0.0,1.666416042273425e-10,0.0,2.1337371694157293e-10
Q6BMC7_11,0.0,7.688746887199132e-11,7.925554621711368e-11,6.396937445338634e-11,0.0,1.0752184703440366e-10,3.9186428918602884e-11,6.518170394853519e-11,9.354028637146039e-11
Q6BMC7_12,0.0,9.034234702857387e-11,8.278328762727713e-11,0.0,0.0,0.0,0.0,0.0,0.0
Q6BMD5_0,0.0,1.0970691811918615e-10,9.257572213512895e-11,6.927608753354619e-11,7.582923324473976e-11,1.3023985714618155e-10,0.0,2.5888227613749866e-11,5.2875898038449015e-11
Q6BME0_0,3.2563761198674157e-09,1.1933377304900972e-09,1.1010784090090083e-09,1.0469272800275314e-09,1.0076738240520164e-09,8.46806341691485e-10,2.7768651518459977e-09,1.0899688496399398e-09,9.470784965087156e-10
Q6BME0_1,3.0880289877457876e-09,1.904975101359648e-09,1.1826029644866952e-09,5.340774423443897e-10,7.233526940034118e-10,4.059741420692022e-10,1.2159529999727796e-09,5.382815821051625e-10,8.152832713075278e-10
Q6BME0_2,1.8601082941765095e-09,6.883893148600169e-10,6.102337423369009e-10,4.868685156631941e-10,6.022494059704655e-10,4.1168890918924275e-10,1.8665012045644423e-09,5.702669512049e-10,5.099456896052769e-10
Q6BME0_3,4.760177966835128e-10,9.357025280947473e-11,1.022090087912141e-10,9.88422427579935e-11,1.6194028200660587e-10,2.8183600573370597e-10,1.2972252828317968e-10,1.2176237941600853e-10,1.3318863927032123e-10
Q6BME0_4,4.1827556906599195e-10,1.5045870779135715e-10,1.6132730300506563e-10,6.80604616004845e-11,1.6059353588791404e-10,1.6924715618421084e-10,4.786190007785142e-10,1.3520103538635383e-10,1.640261434984153e-10
