ProteinID	logFC	logCPM	F	PValue	FDR
Q6BRS3	-2.26121688659874	6.28227794655152	173.201945517387	7.01837112092513e-07	0.00272523350625523
Q6BVH9	-2.4642849184738	4.41074848796841	43.3601180054361	0.000140974170414253	0.214840760610962
Q6BIP1	-1.25046115745572	8.81850202568849	38.7776175994561	0.000209339850228001	0.214840760610962
Q6BKP9	-1.17754689024383	5.46114299444514	38.1670912093675	0.000221314200989917	0.214840760610962
Q6BVX9	-1.73354300268791	3.43813400400299	30.9939597354885	0.000452890623187331	0.303498505319906
Q6BW23	-0.875746335731881	6.66737903006125	30.6750928337017	0.000468964983754684	0.303498505319906
Q6BQ10	0.738470879421353	4.39972372739555	27.2079903902578	0.000699191114677858	0.387851299756303
Q6BJ89	0.797158165396005	5.35390044377321	23.7811427835308	0.00108183075037238	0.525093600461992
Q6BJ54	-1.03720985639076	8.30500143050138	22.851150605254	0.00122811409406952	0.529863003030214
Q6BQ67	-1.13035944651808	4.09390667069057	19.079392390747	0.00214635880059529	0.558207651973905
Q6BTC1	-0.62567104151033	7.79724501307506	18.7254854695673	0.00227104541447705	0.558207651973905
Q6BPB3	1.48912266378662	7.30173851796216	18.322872636746	0.00242403056476787	0.558207651973905
Q6BSW6	-2.0101019071172	4.10849907365149	18.2158952782379	0.00246681538718467	0.558207651973905
Q6BMV4	0.542198440425198	6.10807207897158	18.0435652218836	0.00253772938433348	0.558207651973905
B5RUE0	-0.656861006925955	6.27672502105367	17.9984725822137	0.00255670161113885	0.558207651973905
Q6BTY0	-0.891811014209281	6.37029536673183	17.0605909067586	0.00299445752945408	0.558207651973905
Q6BST1	-4.11883335884127	5.91842254556466	17.9396722980578	0.00301617505463882	0.558207651973905
Q6BV50	-0.711165349169607	6.87259515019019	16.8898212829238	0.00308392589482716	0.558207651973905
Q6BY19	-0.557752519537509	8.83927349678759	16.6069392096109	0.0032395659625907	0.558207651973905
Q6BIS1	1.09242447106939	10.4751658775136	16.4753808491743	0.00331527070580938	0.558207651973905
Q6BSW1	-0.521324460677677	6.30130039856711	16.4414999010573	0.00333512237581376	0.558207651973905
Q6BY78	-0.892578068939651	5.70073535921331	16.2682558753081	0.00343897129341695	0.558207651973905
Q6B458	1.01271647721664	9.85176377368666	16.1560361415744	0.00350838950335852	0.558207651973905
Q6BIH9	1.00525882523511	13.8314189786174	15.7546671187823	0.00377137694334893	0.558207651973905
W0TYS3	0.962533946770155	9.3336845496335	15.7334595517106	0.00378594312417849	0.558207651973905
Q6BVJ4	0.824065317328473	5.31329122821072	15.6313031322707	0.00385709612474397	0.558207651973905
Q6BLM4	-1.43748604337154	2.90116778972783	15.2133789172201	0.00416609164599538	0.558207651973905
Q6BRQ8	-0.931992319897451	6.14252312958106	15.0200564990433	0.00431942041119209	0.558207651973905
Q6BZ40	-0.467488549335187	9.7401348535518	14.8876121589108	0.00442852897906565	0.558207651973905
Q6BPR7	0.778715775319981	5.37312626880314	14.8602743886487	0.00445147516307186	0.558207651973905
Q6BT21	1.11526895454388	10.1241978539969	14.7982986178716	0.00450404508255208	0.558207651973905
Q6BIS0	-2.0152367872318	2.70948271724162	14.256448780901	0.00499819924082541	0.558207651973905
W0TYQ9	-0.684883461862263	6.52114828277819	14.1348384295336	0.00511823420692568	0.558207651973905
Q6BIJ5	-0.689563001768608	6.58953167221092	14.0720316905088	0.00518163181200624	0.558207651973905
Q6BZ88	0.595812011811073	6.63844794051795	13.8264176228843	0.00543913688926688	0.558207651973905
B5RTQ3	1.23013925525149	3.47871259606608	13.8115205535674	0.00545526177891821	0.558207651973905
Q6BVD0	0.681802973229053	9.08889214820654	13.7060266067933	0.00557116919208013	0.558207651973905
Q6BWY9	-0.517170184635066	7.79271140909305	13.6637080670284	0.00561852527920506	0.558207651973905
Q6BYH1	0.57576358639517	7.55040867352347	13.4835927281315	0.00582577406647169	0.558207651973905
Q6BK86	-16.079933582626	1.59579375666868	16.6989438490703	0.00594865707239323	0.558207651973905
Q6BV88	1.11678291848131	8.86507853343474	13.3225770141675	0.0060191571893777	0.558207651973905
Q6BMM1	0.841434683250902	6.14981960908151	13.1047569194509	0.00629365691370157	0.558207651973905
Q6BQA7	-0.644598829972665	5.67599046425819	13.0933647087392	0.00630843797563298	0.558207651973905
Q6BX25	-0.955396333616269	7.5740060635041	12.975033308848	0.00646455477915098	0.558207651973905
Q6BXW5	0.398004339292012	9.9285749566767	12.9658699177444	0.00647684379760803	0.558207651973905
Q6BMX2	-14.3354223737039	1.48207105805122	15.5939064649612	0.00680350990654965	0.558207651973905
Q6BQQ4	-0.576032504717574	6.01430267874048	12.6868393770862	0.00686538142519684	0.558207651973905
Q6BWY5	-16.6278094241039	1.66828871605332	15.9611276617972	0.00696640965840924	0.558207651973905
B5RU26	0.468603174037944	7.13663397310962	12.4355243949938	0.00724046068646529	0.558207651973905
Q6BH50	0.803394401755685	6.83263492429974	12.4190271468621	0.0072659643518244	0.558207651973905
Q6BVM2	-0.520845754621999	5.62518740633468	12.2397637140752	0.00755043953107462	0.558207651973905
Q6BRT2	-0.811165380965336	6.71067874823042	12.2219763473705	0.00757941709017936	0.558207651973905
Q6BHR9	-0.784812658098141	6.12509086107619	12.0776576763519	0.00781972447845079	0.558207651973905
Q6BGT9	-16.5612357318823	2.73025454047361	15.7694177802661	0.007858712876661	0.558207651973905
