ProteinID	KCl4
B5RSN5_B5RT49_B5RU73_Q6BJT8	0
B5RSN5_B5RT49_B5RU73_Q6BJT8	0
B5RSP3	5898.292969
B5RSP7	125218.7422
B5RSP7	101762.0313
B5RSP7	0
B5RSP7	15517.58008
B5RSP7	17171.57617
B5RSP7	0
B5RSP7	47019.5625
B5RSP7	15742.33789
B5RSP7	6909.861816
B5RSP7	195.6767426
B5RSP7	442236.6563
B5RSP7	173410.9375
B5RSP7	10884.44141
B5RSP7	0
B5RSP7	0
B5RSP7	0
B5RSP7	10624.67578
B5RSP9	6824.157227
B5RSQ2	0
B5RSQ4	0
B5RSQ4	0
B5RSQ4	56580.97656
B5RSQ6	0
B5RSQ6	0
B5RSQ6	997.253418
B5RSQ8	0
B5RSQ8	290458.0625
B5RSQ8	0
B5RSQ9	11686.10938
B5RSQ9	2752.660156
B5RSQ9	4279.659668
B5RSR4	0
B5RSR4	21330.33789
B5RSR4	0
B5RSR4	0
B5RSR4	0
B5RSR4	0
B5RSR4	0
B5RSR5	23650.24023
B5RSR5	0
B5RSR5	7855.745117
B5RSR5	0
B5RSR5	29840.56055
B5RSR5	0
B5RSR5	0
B5RSR5	53710.0625
B5RSR5	0
B5RSR5	26339.47656
B5RSR5	0
B5RSR8	34776.96484
B5RSR8	15575.08008
B5RSS2	41702.81641
B5RSS2	0
B5RSS2	6193.15332
B5RSS2	0
B5RSS2	0
B5RSS2	9543.695313
B5RSS4	12368.18262
B5RSS4	0
B5RSS5	66529.07813
B5RSS5	1374218.125
B5RSS5	131393.4531
B5RSS5	2301.510254
B5RSS5	20155.04102
B5RST1	256105.3594
B5RST1	22620.71094
B5RST1	58150.07422
B5RST1	0
B5RST1	0
B5RST1	0
B5RST1	0
B5RST1	0
B5RST1	6495.021973
B5RST2	0
B5RST2	17625.33984
B5RST7	49723.88672
B5RST7	0
B5RST7	0
B5RST9	46403.91016
B5RST9	71126.75
B5RST9	0
B5RSU5	118876.6406
B5RSU5	10596.08594
B5RSU6	86009.75
B5RSU6	0
B5RSU6	1
B5RSU6	31762.47852
B5RSU9	79712.72656
B5RSU9	0
B5RSU9	14529.2832
B5RSV4	13269.96484
B5RSV4	0
B5RSV4	4301.642578
B5RSV4	0
B5RSV5	0
B5RSV5	8098.256348
B5RSV5	0
B5RSV6	1304.637329
B5RSV6	0
B5RSV6	4391.331055
B5RSV6	21397.19922
B5RSV6	14114.87695
B5RSV6	13226.37988
B5RSW5	369322.9063
B5RSW5	16714.50391
B5RSW5	21429.00781
B5RSW5	0
B5RSW5	33936.92578
B5RSW5	0
B5RSW5	0
B5RSX5	0
B5RSX5	0
B5RSX5	83806.17969
B5RSX6	63825.63281
B5RSX6	0
B5RSX6	0
B5RSZ5	0
B5RSZ5	0
B5RT08	5649.785645
B5RT30	305988.8438
B5RT30	0
B5RT30	831715.75
B5RT30	0
B5RT30	0
B5RT31	70927.64844
B5RT37	8928.331055
B5RT37	106301.375
B5RT37	47179.30078
B5RT37	0
B5RT37	0
B5RT37	0
B5RT37	0
B5RT37	0
B5RT37	61481.98047
