Geneid	RNA STAR on 1MNaCl3: mapped.bam
gene-DEHA2A01980g	2959
gene-DEHA2A02002r	0
gene-DEHA2A02024g	3853
gene-DEHA2A02046g	2823
gene-DEHA2A02068g	1
gene-DEHA2A02090g	98
gene-DEHA2A02112g	2232
gene-DEHA2A02134g	1336
gene-DEHA2A02156g	5432
gene-DEHA2A02178g	2052
gene-DEHA2A02200g	1801
gene-DEHA2A02222g	1934
gene-DEHA2A02244g	2717
gene-DEHA2A02266g	6199
gene-DEHA2A02288g	2024
gene-DEHA2A02310g	4366
gene-DEHA2A02332g	1844
gene-DEHA2A02354g	5235
gene-DEHA2A02376g	5620
gene-DEHA2A02398g	2087
gene-DEHA2A02420g	426
gene-DEHA2A02442g	7997
gene-DEHA2A02464g	5238
gene-DEHA2A02486g	9530
gene-DEHA2A02508g	5207
gene-DEHA2A02530g	2016
gene-DEHA2A02552g	2882
gene-DEHA2A02574g	5398
gene-DEHA2A02596g	4547
gene-DEHA2A02618g	269
gene-DEHA2A02640g	808
gene-DEHA2A02662g	724
gene-DEHA2A02684g	763
gene-DEHA2A02706g	2256
gene-DEHA2A02728g	1471
gene-DEHA2A02750g	3660
gene-DEHA2A02772g	879
gene-DEHA2A02794g	1322
gene-DEHA2A02816g	22
gene-DEHA2A02838g	3948
gene-DEHA2A02860g	9821
gene-DEHA2A02882g	5507
gene-DEHA2A02904g	7827
gene-DEHA2A02926g	14902
gene-DEHA2A02948g	14
gene-DEHA2A02970g	3285
gene-DEHA2A02992g	13437
gene-DEHA2A03014g	5486
gene-DEHA2A03036g	3668
gene-DEHA2A03058g	1099
gene-DEHA2A03080g	6675
gene-DEHA2A03102g	9513
gene-DEHA2A03124g	3400
gene-DEHA2A03146g	8484
gene-DEHA2A03168g	1567
gene-DEHA2A03190g	3316
gene-DEHA2A03212g	13711
gene-DEHA2A03234g	4193
gene-DEHA2A03256g	3573
gene-DEHA2A03278g	4648
gene-DEHA2A03300g	4647
gene-DEHA2A03322g	14932
gene-DEHA2A03344g	864
gene-DEHA2A03366g	2014
gene-DEHA2A03388g	4045
gene-DEHA2A03410g	18
gene-DEHA2A03432g	1664
gene-DEHA2A03454g	2945
gene-DEHA2A03476g	9416
gene-DEHA2A03498g	18043
gene-DEHA2A03520g	3488
gene-DEHA2A03542g	11104
gene-DEHA2A03564g	780
gene-DEHA2A03586g	2130
gene-DEHA2A03608g	4091
gene-DEHA2A03630g	2682
gene-DEHA2A03652g	9129
gene-DEHA2A03674g	8573
gene-DEHA2A03696g	13125
gene-DEHA2A03718g	3247
gene-DEHA2A03740g	1226
gene-DEHA2A03762r	1
gene-DEHA2A03784g	16
gene-DEHA2A03806g	9123
gene-DEHA2A04334g	4005
gene-DEHA2A04356g	3491
gene-DEHA2A04378g	3947
gene-DEHA2A04400g	1629
gene-DEHA2A04422g	247
gene-DEHA2A04444g	2690
gene-DEHA2A04466g	1995
gene-DEHA2A04488g	6101
gene-DEHA2A04510g	2497
gene-DEHA2A04532g	3060
gene-DEHA2A04554g	5981
gene-DEHA2A04576g	3055
gene-DEHA2A04598r	0
gene-DEHA2A04620g	7026
gene-DEHA2A04642g	4145
gene-DEHA2A04664g	3274
gene-DEHA2A04686g	946
gene-DEHA2A04708g	3032
gene-DEHA2A04730g	1468
gene-DEHA2A04752g	2200
gene-DEHA2A04774g	14098
gene-DEHA2A04796g	1328
gene-DEHA2A04818g	3586
gene-DEHA2A04840g	1590
gene-DEHA2A04862g	5502
gene-DEHA2A04884g	2705
gene-DEHA2A04906r	0
gene-DEHA2A04928g	5043
gene-DEHA2A04950g	38
gene-DEHA2A04972g	3334
gene-DEHA2A04994g	3248
gene-DEHA2A05016g	2208
gene-DEHA2A05038g	5181
gene-DEHA2A05060g	2261
gene-DEHA2A05082g	3185
gene-DEHA2A05104g	7130
gene-DEHA2A05126g	3573
gene-DEHA2A05148g	2706
gene-DEHA2A05170g	3448
gene-DEHA2A05192g	7565
gene-DEHA2A05214g	1423
gene-DEHA2A05236g	7538
gene-DEHA2A05258g	1745
gene-DEHA2A05280g	4849
gene-DEHA2A05302g	1685
gene-DEHA2A05324g	4387
gene-DEHA2A05346g	2192
gene-DEHA2A05368g	6323
gene-DEHA2A05390g	4368
gene-DEHA2A05412g	2548
gene-DEHA2A05434g	4286
gene-DEHA2A05456g	992
gene-DEHA2A05478g	1505
gene-DEHA2A05500g	32866
gene-DEHA2A05522g	177
gene-DEHA2A05544g	400
gene-DEHA2A05566g	5334
gene-DEHA2A05588g	1795
gene-DEHA2A05610g	970
gene-DEHA2A05632g	1923
gene-DEHA2A05654g	29504
gene-DEHA2A05676g	3504
gene-DEHA2A05698g	1375
gene-DEHA2A05720g	4083
gene-DEHA2A05742g	7334
gene-DEHA2A05764g	6207
gene-DEHA2A05786g	2648
gene-DEHA2A05808g	882
gene-DEHA2A05830g	12802
gene-DEHA2A05852g	5529
gene-DEHA2A05874g	3343
gene-DEHA2A05896g	823
gene-DEHA2A05918g	3165
gene-DEHA2A05940g	1863
gene-DEHA2A05962g	6677
gene-DEHA2A05984g	2035
gene-DEHA2A06006g	4541
gene-DEHA2A06028g	4104
gene-DEHA2A06050g	1752
gene-DEHA2A06072g	1216
gene-DEHA2A06094g	3507
gene-DEHA2A06116g	528
gene-DEHA2A06138g	0
gene-DEHA2A06160g	1240
gene-DEHA2A06182g	2335
gene-DEHA2A06204g	630
gene-DEHA2A06226g	1731
gene-DEHA2A06248g	938
gene-DEHA2A06270g	1867
gene-DEHA2A06292g	1235
gene-DEHA2A06314g	948
gene-DEHA2A06336g	1853
gene-DEHA2A06358g	2816
gene-DEHA2A06380g	11137
gene-DEHA2A06402g	736
gene-DEHA2A06424g	5881
gene-DEHA2A06446g	4646
gene-DEHA2A06468r	0
gene-DEHA2A06490g	3696
gene-DEHA2A06512g	6951
gene-DEHA2A06534g	10203
gene-DEHA2A06556g	1098
gene-DEHA2A06578g	1792
gene-DEHA2A06600g	2721
gene-DEHA2A06622g	197
gene-DEHA2A06644g	792
gene-DEHA2A06666g	4780
gene-DEHA2A06688g	44
gene-DEHA2A06710g	4691
gene-DEHA2A06732g	8783
gene-DEHA2A06754g	3354
gene-DEHA2A06776g	20581
gene-DEHA2A06798g	6369
gene-DEHA2A06820g	4090
gene-DEHA2A06842g	62
gene-DEHA2A06864g	3171
gene-DEHA2A06886g	6961
gene-DEHA2A06908g	3742
gene-DEHA2A06930g	3557
gene-DEHA2A06952g	3552
gene-DEHA2A06974g	3798
gene-DEHA2A06996g	1277
gene-DEHA2A07018g	1526
gene-DEHA2A07040g	3825
gene-DEHA2A07062g	290
gene-DEHA2A07084g	2462
gene-DEHA2A07106g	9202
gene-DEHA2A07128g	13409
gene-DEHA2A07150g	2793
gene-DEHA2A07172g	4575
gene-DEHA2A07194g	649
gene-DEHA2A07216g	3002
gene-DEHA2A07238g	4810
gene-DEHA2A07260g	937
gene-DEHA2A07282g	3856
gene-DEHA2A07304r	9
gene-DEHA2A07326g	1657
gene-DEHA2A07348g	2967
gene-DEHA2A07370g	40270
gene-DEHA2A07392g	9724
gene-DEHA2A07414g	46335
gene-DEHA2A07436g	16494
gene-DEHA2A07458g	2754
gene-DEHA2A07480g	6358
gene-DEHA2A07502g	2029
gene-DEHA2A07524g	1453
gene-DEHA2A07546g	1432
gene-DEHA2A07568g	2525
gene-DEHA2A07590g	2300
gene-DEHA2A07612g	25279
gene-DEHA2A07634g	9547
gene-DEHA2A07656g	3475
gene-DEHA2A07678g	3240
gene-DEHA2A07700g	40513
gene-DEHA2A07722g	128
gene-DEHA2A07744g	1246
gene-DEHA2A07766g	3426
gene-DEHA2A07788g	3858
gene-DEHA2A07810g	6735
gene-DEHA2A07832g	1406
gene-DEHA2A07854g	1220
gene-DEHA2A07876g	2862
gene-DEHA2A07898r	14
gene-DEHA2A07920g	71318
gene-DEHA2A07942g	9439
gene-DEHA2A07964g	1356
gene-DEHA2A07986g	4042
gene-DEHA2A08008g	6823
gene-DEHA2A08030g	2905
gene-DEHA2A08052g	127
gene-DEHA2A08074g	2864
gene-DEHA2A08096g	7508
gene-DEHA2A08118g	4266
gene-DEHA2A08140g	438
gene-DEHA2A08162g	2614
gene-DEHA2A08206g	73
gene-DEHA2A08228g	518
gene-DEHA2A08250g	364
gene-DEHA2A08272g	2898
gene-DEHA2A08294g	1086
gene-DEHA2A08316g	966
gene-DEHA2A08338g	195
gene-DEHA2A08360g	109
gene-DEHA2A08382g	8602
gene-DEHA2A08404g	1490
gene-DEHA2A08426g	410
gene-DEHA2A08448g	2342
gene-DEHA2A08470g	0
gene-DEHA2A08492g	29840
gene-DEHA2A08514g	1588
gene-DEHA2A08536g	1920
gene-DEHA2A08558g	4958
gene-DEHA2A08580g	8191
gene-DEHA2A08602g	4083
gene-DEHA2A08624g	8325
gene-DEHA2A08646g	14951
gene-DEHA2A08668g	5567
gene-DEHA2A08690g	2304
gene-DEHA2A08712g	2756
gene-DEHA2A08734g	10437
gene-DEHA2A08756g	6428
gene-DEHA2A08778g	3907
gene-DEHA2A08800g	94486
gene-DEHA2A08822g	2826
gene-DEHA2A08844g	1887
gene-DEHA2A08866g	1451
gene-DEHA2A08888g	2738
gene-DEHA2A08910g	7728
gene-DEHA2A08932g	3117
gene-DEHA2A08954g	359
gene-DEHA2A08976g	3969
gene-DEHA2A08998g	1084
gene-DEHA2A09020g	4119
gene-DEHA2A09042g	911
gene-DEHA2A09064r	2
gene-DEHA2A09086g	4124
gene-DEHA2A09108g	1445
gene-DEHA2A09130g	5425
gene-DEHA2A09152g	9776
gene-DEHA2A09174g	1713
gene-DEHA2A09196g	3148
gene-DEHA2A09218g	3101
gene-DEHA2A09240g	8619
gene-DEHA2A09262g	3535
gene-DEHA2A09284g	4558
gene-DEHA2A09306g	48539
gene-DEHA2A09328g	8408
gene-DEHA2A09350g	2247
gene-DEHA2A09372g	4528
gene-DEHA2A09394g	17236
gene-DEHA2A09416g	2791
gene-DEHA2A09438g	5529
gene-DEHA2A09460g	19643
gene-DEHA2A09482g	12916
gene-DEHA2A09504g	2398
gene-DEHA2A09526g	11632
gene-DEHA2A09548g	1100
gene-DEHA2A09570g	2117
gene-DEHA2A09592g	6156
gene-DEHA2A09614g	1313
gene-DEHA2A09636g	2210
gene-DEHA2A09658g	3363
gene-DEHA2A09680g	17232
gene-DEHA2A09702g	651
gene-DEHA2A09724g	1732
gene-DEHA2A09746g	1776
gene-DEHA2A09768g	7851
gene-DEHA2A09790g	9853
gene-DEHA2A09812g	2641
gene-DEHA2A09834g	1832
gene-DEHA2A09856g	3940
gene-DEHA2A09878g	1139
gene-DEHA2A09900g	899
gene-DEHA2A09922g	1845
gene-DEHA2A09944g	2479
gene-DEHA2A09966g	5262
gene-DEHA2A09988g	2259
gene-DEHA2A10010g	13358
gene-DEHA2A10032g	5430
gene-DEHA2A10054g	1023
gene-DEHA2A10076g	2462
gene-DEHA2A10098g	2845
gene-DEHA2A10120g	3856
gene-DEHA2A10142g	4718
gene-DEHA2A10164g	3617
gene-DEHA2A10186g	3893
gene-DEHA2A10208g	3606
gene-DEHA2A10230g	2932
gene-DEHA2A10252g	4228
gene-DEHA2A10274g	3033
gene-DEHA2A10296g	7613
gene-DEHA2A10318g	1814
gene-DEHA2A10340g	4830
gene-DEHA2A10362g	845
gene-DEHA2A10384g	10675
gene-DEHA2A10406g	5369
gene-DEHA2A10428g	2647
gene-DEHA2A10450g	4070
gene-DEHA2A10472g	1632
gene-DEHA2A10494g	2800
gene-DEHA2A10516g	31777
gene-DEHA2A10538g	42753
gene-DEHA2A10560g	2875
gene-DEHA2A10582g	2552
gene-DEHA2A10604g	831
gene-DEHA2A10626g	2433
gene-DEHA2A10648g	3997
gene-DEHA2A10670g	3753
gene-DEHA2A10692r	1
gene-DEHA2A10714g	1603
gene-DEHA2A10736g	304
gene-DEHA2A10758g	7776
gene-DEHA2A10780g	10484
gene-DEHA2A10802g	1487
gene-DEHA2A10824g	3614
gene-DEHA2A10846g	1428
gene-DEHA2A10868g	3669
gene-DEHA2A10890g	3882
gene-DEHA2A10912g	3929
gene-DEHA2A10934g	2474
gene-DEHA2A10956g	8772
gene-DEHA2A10978g	5471
gene-DEHA2A11000g	1733
gene-DEHA2A11022g	130
gene-DEHA2A11044g	76062
gene-DEHA2A11066g	2672
gene-DEHA2A11088g	1592
gene-DEHA2A11110g	6876
gene-DEHA2A11132g	1864
gene-DEHA2A11154g	100
gene-DEHA2A11176g	0
gene-DEHA2A11198g	39944
gene-DEHA2A11220g	7503
gene-DEHA2A11242g	5932
gene-DEHA2A11264g	1198
gene-DEHA2A11286g	1617
gene-DEHA2A11308g	5072
gene-DEHA2A11330g	35
gene-DEHA2A11352g	1636
gene-DEHA2A11374g	7244
gene-DEHA2A11396g	3143
gene-DEHA2A11418g	2155
gene-DEHA2A11440g	4494
gene-DEHA2A11462g	1884
gene-DEHA2A11484g	60
gene-DEHA2A11506g	10754
gene-DEHA2A11528g	8475
gene-DEHA2A11550g	3737
gene-DEHA2A11572g	4224
gene-DEHA2A11594g	3801
gene-DEHA2A11616g	2222
gene-DEHA2A11638g	3054
gene-DEHA2A11660g	18153
gene-DEHA2A11682g	624
gene-DEHA2A11704g	2613
gene-DEHA2A11726r	0
gene-DEHA2A11748r	0
gene-DEHA2A11770r	1
gene-DEHA2A11792g	6436
gene-DEHA2A11814g	4737
gene-DEHA2A11836g	3394
gene-DEHA2A11858g	11563
gene-DEHA2A11880g	2828
gene-DEHA2A11902g	3128
gene-DEHA2A11924g	1981
gene-DEHA2A11946g	8529
gene-DEHA2A11968g	3594
gene-DEHA2A11990g	1250
gene-DEHA2A12012g	2154
gene-DEHA2A12034g	3073
gene-DEHA2A12056g	3925
gene-DEHA2A12078g	1518
gene-DEHA2A12100g	10674
gene-DEHA2A12122g	2793
gene-DEHA2A12144g	7445
gene-DEHA2A12166g	1552
gene-DEHA2A12188g	0
gene-DEHA2A12210g	10374
gene-DEHA2A12232g	1873
gene-DEHA2A12254g	830
gene-DEHA2A12276g	5958
gene-DEHA2A12298g	2166
gene-DEHA2A12320g	22
gene-DEHA2A12342g	339
gene-DEHA2A12364g	924
gene-DEHA2A12386g	19
gene-DEHA2A12408g	7
gene-DEHA2A12430g	4923
gene-DEHA2A12452g	2163
gene-DEHA2A12474g	2004
gene-DEHA2A12496g	4963
gene-DEHA2A12518g	1899
gene-DEHA2A12540g	22302
gene-DEHA2A12562g	722
gene-DEHA2A12584g	2021
gene-DEHA2A12606g	4513
gene-DEHA2A12628g	5249
gene-DEHA2A12650g	1910
gene-DEHA2A12672g	4394
gene-DEHA2A12694g	5050
gene-DEHA2A12716g	0
gene-DEHA2A12738g	3870
gene-DEHA2A12760g	1111
gene-DEHA2A12782g	19864
gene-DEHA2A12804g	2173
gene-DEHA2A12826g	2728
gene-DEHA2A12848g	3641
gene-DEHA2A12870g	6102
gene-DEHA2A12892g	4210
gene-DEHA2A12914g	1662
gene-DEHA2A12936g	16280
gene-DEHA2A12958g	7059
gene-DEHA2A12980g	2067
gene-DEHA2A13002g	3790
gene-DEHA2A13024g	2559
gene-DEHA2A13046g	3093
gene-DEHA2A13068g	13
gene-DEHA2A13090g	7004
gene-DEHA2A13112g	4138
gene-DEHA2A13134g	4609
gene-DEHA2A13156g	7765
gene-DEHA2A13178g	462
gene-DEHA2A13200g	64524
gene-DEHA2A13222g	435
gene-DEHA2A13244g	2689
gene-DEHA2A13266g	2845
gene-DEHA2A13288g	12345
gene-DEHA2A13310g	3044
gene-DEHA2A13332g	883
gene-DEHA2A13354g	801
gene-DEHA2A13376g	1163
gene-DEHA2A13398g	2910
gene-DEHA2A13420g	23182
gene-DEHA2A13442g	2286
gene-DEHA2A13464g	781
gene-DEHA2A13486g	1731
gene-DEHA2A13508g	1923
gene-DEHA2A13530g	1984
gene-DEHA2A13552g	1961
gene-DEHA2A13574g	3548
gene-DEHA2A13596g	1384
gene-DEHA2A13618g	35368
gene-DEHA2A13640g	7806
gene-DEHA2A13662g	5221
gene-DEHA2A13684g	4338
gene-DEHA2A13706g	1575
gene-DEHA2A13728g	1580
gene-DEHA2A13750g	4494
gene-DEHA2A13772g	1640
gene-DEHA2A13794g	4830
gene-DEHA2A13816g	1266
gene-DEHA2A13838g	3329
gene-DEHA2A13860g	3529
gene-DEHA2A13882g	1096
gene-DEHA2A13904g	8002
gene-DEHA2A13926g	3049
gene-DEHA2A13948g	864
gene-DEHA2A13970g	5388
gene-DEHA2A13992g	7854
gene-DEHA2A14014g	18716
gene-DEHA2A14036g	4047
gene-DEHA2A14058g	9603
gene-DEHA2A14080g	1969
gene-DEHA2A14102g	1111
gene-DEHA2A14124g	2983
gene-DEHA2A14146g	1481
gene-DEHA2A14168g	10763
gene-DEHA2A14190g	2090
gene-DEHA2A14212g	3944
gene-DEHA2A14234g	1165
gene-DEHA2A14256g	3036
gene-DEHA2A14278g	1444
gene-DEHA2A14300g	818
gene-DEHA2A14322g	56
gene-DEHA2A14344g	2470
gene-DEHA2A14366g	16793
gene-DEHA2A14388g	102893
gene-DEHA2A14410g	7124
gene-DEHA2A14498g	4
gene-DEHA2A14520g	48
gene-DEHA2A14542g	2453
gene-DEHA2A14586g	3704
gene-DEHA2A14608g	1666
gene-DEHA2A14630g	19
gene-DEHA2A14652g	665
gene-DEHA2A14674g	0
gene-DEHA2A14696g	27481
gene-DEHA2A14718g	1621
gene-DEHA2A14740g	27
gene-DEHA2A14762g	6
gene-DEHA2A14784g	0
gene-DEHA2A14806g	8
gene-DEHA2A14828g	0
gene-DEHA2B00110g	23927
gene-DEHA2B00132g	20438
gene-DEHA2B00154g	8
gene-DEHA2B00176g	22
gene-DEHA2B00198g	26
gene-DEHA2B00220g	87
gene-DEHA2B00242g	0
gene-DEHA2B00264g	0
gene-DEHA2B00286g	6
gene-DEHA2B00308g	84
gene-DEHA2B00330g	0
gene-DEHA2B00352g	266
gene-DEHA2B00374g	688
gene-DEHA2B00396g	2058
gene-DEHA2B00418g	618
gene-DEHA2B00440g	63
gene-DEHA2B00462g	79
gene-DEHA2B00484g	122
gene-DEHA2B00506g	759
gene-DEHA2B00528g	2644
gene-DEHA2B00550g	456
gene-DEHA2B00572g	14
gene-DEHA2B00594g	605
gene-DEHA2B00616g	1647
gene-DEHA2B00638g	3024
gene-DEHA2B00660g	6895
gene-DEHA2B00682g	3298
gene-DEHA2B00704g	1355
gene-DEHA2B00726g	2007
gene-DEHA2B00748g	1386
gene-DEHA2B00770g	1827
gene-DEHA2B00792g	2106
gene-DEHA2B00814g	12029
gene-DEHA2B00836g	39
gene-DEHA2B00858g	8645
gene-DEHA2B00880g	200
gene-DEHA2B00902g	18504
gene-DEHA2B00924g	3109
gene-DEHA2B00946g	4703
gene-DEHA2B00968g	7930
gene-DEHA2B00990g	405
gene-DEHA2B01012g	9622
gene-DEHA2B01034r	6
gene-DEHA2B01056g	6
gene-DEHA2B01078g	776
gene-DEHA2B01100g	2736
gene-DEHA2B01122g	6704
gene-DEHA2B01144g	5923
gene-DEHA2B01166g	43
gene-DEHA2B01188g	9
gene-DEHA2B01210g	31856
gene-DEHA2B01232g	8307
gene-DEHA2B01254g	6899
gene-DEHA2B01276g	1684
gene-DEHA2B01298g	1565
gene-DEHA2B01320g	3158
gene-DEHA2B01342g	3628
gene-DEHA2B01364g	2096
gene-DEHA2B01386g	8330
gene-DEHA2B01408g	812
gene-DEHA2B01430g	19099
gene-DEHA2B01452g	3527
gene-DEHA2B01474g	2225
gene-DEHA2B01496g	3505
gene-DEHA2B01518g	3031
gene-DEHA2B01540g	2466
gene-DEHA2B01562g	2301
gene-DEHA2B01584g	4027
gene-DEHA2B01606g	499
gene-DEHA2B01628g	2575
gene-DEHA2B01650g	1618
gene-DEHA2B01672g	6505
gene-DEHA2B01694g	4463
gene-DEHA2B01716g	13920
gene-DEHA2B01738g	8205
gene-DEHA2B01760g	3117
gene-DEHA2B01782g	1040
gene-DEHA2B01804g	32980
gene-DEHA2B01826g	3348
gene-DEHA2B01848g	7
gene-DEHA2B01870g	7229
gene-DEHA2B01892g	1111
gene-DEHA2B01914g	2608
gene-DEHA2B01936g	885
gene-DEHA2B01958g	6073
gene-DEHA2B01980g	12
gene-DEHA2B02002g	29
gene-DEHA2B02024g	3015
gene-DEHA2B02046g	2651
gene-DEHA2B02068g	2120
gene-DEHA2B02090g	2965
gene-DEHA2B02112g	652
gene-DEHA2B02134g	567
gene-DEHA2B02156g	2963
gene-DEHA2B02178g	6025
gene-DEHA2B02200g	1855
gene-DEHA2B02222g	2816
gene-DEHA2B02244g	3241
gene-DEHA2B02266g	1535
gene-DEHA2B02288g	1376
gene-DEHA2B02310g	184
gene-DEHA2B02332g	1304
gene-DEHA2B02354g	148
gene-DEHA2B02376g	4036
gene-DEHA2B02398g	196
gene-DEHA2B02420g	10698
gene-DEHA2B02442g	3525
gene-DEHA2B02464g	891
gene-DEHA2B02486g	2852
gene-DEHA2B02508g	1847
gene-DEHA2B02530g	3422
gene-DEHA2B02552g	10437
gene-DEHA2B02574g	12298
gene-DEHA2B02596g	12755
gene-DEHA2B02618g	5993
gene-DEHA2B02640g	4222
gene-DEHA2B02662r	0
gene-DEHA2B02684g	3511
gene-DEHA2B02706g	3409
gene-DEHA2B02728g	875
gene-DEHA2B02750g	12838
gene-DEHA2B02772g	18479
gene-DEHA2B02794g	688
gene-DEHA2B02816g	932
gene-DEHA2B02838g	4369
gene-DEHA2B02860g	16
gene-DEHA2B02882g	2819
gene-DEHA2B02904g	54996
gene-DEHA2B02926g	1474
gene-DEHA2B02948g	2117
gene-DEHA2B02970g	1543
gene-DEHA2B02992g	2024
gene-DEHA2B03014g	11098
gene-DEHA2B03036g	3930
gene-DEHA2B03058g	24612
gene-DEHA2B03080r	1
gene-DEHA2B03102g	3812
gene-DEHA2B03124g	3194
gene-DEHA2B03146g	2414
gene-DEHA2B03168g	606
gene-DEHA2B03190g	6917
gene-DEHA2B03212g	2401
gene-DEHA2B03234g	1843
gene-DEHA2B03256g	9503
gene-DEHA2B03278g	3273
gene-DEHA2B03300g	851
gene-DEHA2B03322g	2098
gene-DEHA2B03344g	2408
gene-DEHA2B03366g	5916
gene-DEHA2B03388g	1771
gene-DEHA2B03410g	11400
gene-DEHA2B03432g	965
gene-DEHA2B03454g	6440
gene-DEHA2B03476g	568
gene-DEHA2B03498g	1
gene-DEHA2B03520g	2916
gene-DEHA2B03542g	1132
gene-DEHA2B03564g	3798
gene-DEHA2B03586g	6548
gene-DEHA2B03608g	0
gene-DEHA2B03630g	21436
gene-DEHA2B03652g	8366
gene-DEHA2B03674g	1002
gene-DEHA2B03696g	4364
gene-DEHA2B03718g	18816
gene-DEHA2B03740g	3639
gene-DEHA2B03762g	2314
gene-DEHA2B03784g	2115
gene-DEHA2B03806g	6244
gene-DEHA2B03828g	7942
gene-DEHA2B03850g	411
gene-DEHA2B03872g	1056
gene-DEHA2B03894g	4258
gene-DEHA2B03916g	216
gene-DEHA2B03938g	12329
gene-DEHA2B03960g	4501
gene-DEHA2B03982g	2743
gene-DEHA2B04004g	2006
gene-DEHA2B04048g	4527
gene-DEHA2B04070g	4642
gene-DEHA2B04092g	2218
gene-DEHA2B04114g	473
gene-DEHA2B04136g	2197
gene-DEHA2B04158g	1268
gene-DEHA2B04180g	20148
gene-DEHA2B04202g	6543
gene-DEHA2B04224g	2453
gene-DEHA2B04246g	2258
gene-DEHA2B04268g	3128
gene-DEHA2B04290g	150
gene-DEHA2B04312g	15104
gene-DEHA2B04334g	1759
gene-DEHA2B04356g	3135
gene-DEHA2B04378g	2903
gene-DEHA2B04400g	1804
gene-DEHA2B04422g	1458
gene-DEHA2B04444g	288
gene-DEHA2B04466g	2607
gene-DEHA2B04488g	2362
gene-DEHA2B04510g	0
gene-DEHA2B04532g	4609
gene-DEHA2B04554g	6632
gene-DEHA2B04576g	1125
gene-DEHA2B04598g	1061
gene-DEHA2B04620g	15499
gene-DEHA2B04642g	9058
gene-DEHA2B04664g	7951
gene-DEHA2B04686g	31474
gene-DEHA2B04708g	7555
gene-DEHA2B04730g	15544
gene-DEHA2B04752g	5454
gene-DEHA2B04774g	3770
gene-DEHA2B04796g	6077
gene-DEHA2B04818g	6232
gene-DEHA2B04840r	0
gene-DEHA2B04862g	222
gene-DEHA2B04884g	2701
gene-DEHA2B04906g	23360
gene-DEHA2B04928g	8191
gene-DEHA2B04950g	6939
gene-DEHA2B04972g	9925
gene-DEHA2B04994g	6561
gene-DEHA2B05016g	2094
gene-DEHA2B05038g	2816
gene-DEHA2B05060g	1299
gene-DEHA2B05082g	2469
gene-DEHA2B05104g	8760
gene-DEHA2B05126g	3524
gene-DEHA2B05148g	1658
gene-DEHA2B05170g	4773
gene-DEHA2B05192g	2763
gene-DEHA2B05214g	1058
gene-DEHA2B05236g	7809
gene-DEHA2B05258g	2046
gene-DEHA2B05280g	3021
gene-DEHA2B05302g	1674
gene-DEHA2B05324r	0
gene-DEHA2B05346r	1
gene-DEHA2B05368g	2506
gene-DEHA2B05390g	17804
gene-DEHA2B05412g	13221
