Geneid	RNA STAR on 1MNaCl3: mapped.bam
gene-DEHA2B05434g	443
gene-DEHA2B05456r	2
gene-DEHA2B05478g	7962
gene-DEHA2B05500g	2115
gene-DEHA2B05522g	3075
gene-DEHA2B05544g	9022
gene-DEHA2B05566g	1722
gene-DEHA2B05588g	1455
gene-DEHA2B05610g	7148
gene-DEHA2B05632g	3127
gene-DEHA2B05654g	2144
gene-DEHA2B05676g	5137
gene-DEHA2B05698g	2702
gene-DEHA2B05720g	3041
gene-DEHA2B05742g	7075
gene-DEHA2B05764g	33366
gene-DEHA2B05786g	70
gene-DEHA2B05808g	1149
gene-DEHA2B05830g	1769
gene-DEHA2B05852g	1157
gene-DEHA2B05874g	3820
gene-DEHA2B05896g	10727
gene-DEHA2B05918g	4220
gene-DEHA2B05940g	40
gene-DEHA2B05962g	3042
gene-DEHA2B05984g	2952
gene-DEHA2B06006g	2215
gene-DEHA2B06028g	2634
gene-DEHA2B06050g	10929
gene-DEHA2B06072g	3172
gene-DEHA2B06094g	22613
gene-DEHA2B06116g	803
gene-DEHA2B06138g	1127
gene-DEHA2B06160g	3376
gene-DEHA2B06182g	4536
gene-DEHA2B06204g	4596
gene-DEHA2B06226g	7891
gene-DEHA2B06248g	1584
gene-DEHA2B06270g	4385
gene-DEHA2B06292g	1227
gene-DEHA2B06314r	0
gene-DEHA2B06336g	4136
gene-DEHA2B06358g	7423
gene-DEHA2B06380g	1400
gene-DEHA2B06402g	2821
gene-DEHA2B06424g	1745
gene-DEHA2B06446g	20881
gene-DEHA2B06468r	1
gene-DEHA2B06490g	6380
gene-DEHA2B06512g	2122
gene-DEHA2B06534g	45
gene-DEHA2B06556g	5016
gene-DEHA2B06578g	2200
gene-DEHA2B06600g	7775
gene-DEHA2B06622g	1402
gene-DEHA2B06644g	3348
gene-DEHA2B06666g	1345
gene-DEHA2B06688r	0
gene-DEHA2B06710g	4483
gene-DEHA2B06732g	7187
gene-DEHA2B06754g	2723
gene-DEHA2B06776g	1340
gene-DEHA2B06798g	2948
gene-DEHA2B06820g	1890
gene-DEHA2B06842g	4172
gene-DEHA2B06864g	3242
gene-DEHA2B06886g	2283
gene-DEHA2B06908g	4246
gene-DEHA2B06930g	83
gene-DEHA2B06952g	10
gene-DEHA2B06974g	26
gene-DEHA2B06996g	515
gene-DEHA2B07018g	2824
gene-DEHA2B07040g	19284
gene-DEHA2B07062g	16442
gene-DEHA2B07084g	3300
gene-DEHA2B07106g	14334
gene-DEHA2B07128g	3781
gene-DEHA2B07150g	4054
gene-DEHA2B07172g	4637
gene-DEHA2B07194g	7737
gene-DEHA2B07216g	2962
gene-DEHA2B07238g	6283
gene-DEHA2B07260g	3163
gene-DEHA2B07282g	3888
gene-DEHA2B07304g	15154
gene-DEHA2B07326g	2596
gene-DEHA2B07348g	90
gene-DEHA2B07370g	6528
gene-DEHA2B07392g	1842
gene-DEHA2B07414g	3185
gene-DEHA2B07436g	1099
gene-DEHA2B07458g	2398
gene-DEHA2B07480g	645
gene-DEHA2B07502g	6723
gene-DEHA2B07524g	9669
gene-DEHA2B07546g	11204
gene-DEHA2B07568g	3733
gene-DEHA2B07590g	962
gene-DEHA2B07612g	3252
gene-DEHA2B07634g	5753
gene-DEHA2B07656g	5393
gene-DEHA2B07678g	584
gene-DEHA2B07700g	4196
gene-DEHA2B07722g	10714
gene-DEHA2B07744g	547
gene-DEHA2B07766r	3
gene-DEHA2B07788g	5645
gene-DEHA2B07810g	2793
gene-DEHA2B07832g	6
gene-DEHA2B07854g	3696
gene-DEHA2B07876g	3275
gene-DEHA2B07898g	2145
gene-DEHA2B07920g	7630
gene-DEHA2B07942g	851
gene-DEHA2B07964g	13068
gene-DEHA2B07986g	10044
gene-DEHA2B08008g	3762
gene-DEHA2B08030g	1241
gene-DEHA2B08052g	4791
gene-DEHA2B08074g	377
gene-DEHA2B08096g	9048
gene-DEHA2B08118g	7134
gene-DEHA2B08140g	52843
gene-DEHA2B08162g	6
gene-DEHA2B08184g	3230
gene-DEHA2B08206g	2373
gene-DEHA2B08228g	4140
gene-DEHA2B08250g	958
gene-DEHA2B08272g	1796
gene-DEHA2B08294g	4501
gene-DEHA2B08316g	1515
gene-DEHA2B08338g	1313
gene-DEHA2B08360g	2219
gene-DEHA2B08382g	3818
gene-DEHA2B08404g	2005
gene-DEHA2B08426g	1627
gene-DEHA2B08448g	1863
gene-DEHA2B08470r	4
gene-DEHA2B08492g	3760
gene-DEHA2B08514g	23
gene-DEHA2B08536g	1085
gene-DEHA2B08558g	1448
gene-DEHA2B08580g	1047
gene-DEHA2B08602g	1236
gene-DEHA2B08624g	218
gene-DEHA2B08646g	4370
gene-DEHA2B08668g	412
gene-DEHA2B08690g	1540
gene-DEHA2B08712r	0
gene-DEHA2B08734g	2666
gene-DEHA2B08756g	2409
gene-DEHA2B08778g	3376
gene-DEHA2B08800g	2410
gene-DEHA2B08822g	3559
gene-DEHA2B08844g	2463
gene-DEHA2B08866g	3126
gene-DEHA2B08888g	2666
gene-DEHA2B08910g	4105
gene-DEHA2B08932g	4814
gene-DEHA2B08954g	1507
gene-DEHA2B08976r	0
gene-DEHA2B08998g	12
gene-DEHA2B09020g	49
gene-DEHA2B09086r	5
gene-DEHA2B09108r	0
gene-DEHA2B09130r	1
gene-DEHA2B09152r	2
gene-DEHA2B09174r	0
gene-DEHA2B09196g	839
gene-DEHA2B09218g	4929
gene-DEHA2B09240g	9990
gene-DEHA2B09262g	1973
gene-DEHA2B09284g	2768
gene-DEHA2B09306g	6453
gene-DEHA2B09328g	434
gene-DEHA2B09350g	6306
gene-DEHA2B09372g	5758
gene-DEHA2B09394g	2661
gene-DEHA2B09416g	2632
gene-DEHA2B09438g	1030
gene-DEHA2B09460g	3872
gene-DEHA2B09482g	2454
gene-DEHA2B09504g	2393
gene-DEHA2B09526g	12022
gene-DEHA2B09548g	2470
gene-DEHA2B09570g	7419
gene-DEHA2B09592g	295
gene-DEHA2B09614g	1834
gene-DEHA2B09636g	1280
gene-DEHA2B09658g	13014
gene-DEHA2B09680g	13832
gene-DEHA2B09702g	6682
gene-DEHA2B09724g	4654
gene-DEHA2B09746g	2956
gene-DEHA2B09768g	1035
gene-DEHA2B09790g	101
gene-DEHA2B09812g	67
gene-DEHA2B09834g	4041
gene-DEHA2B09856g	4850
gene-DEHA2B09878g	214
gene-DEHA2B09900g	999
gene-DEHA2B09922g	12079
gene-DEHA2B09944g	6496
gene-DEHA2B09966g	1070
gene-DEHA2B09988g	18190
gene-DEHA2B10010g	7529
gene-DEHA2B10032g	25001
gene-DEHA2B10054g	34
gene-DEHA2B10076g	2734
gene-DEHA2B10098g	2548
gene-DEHA2B10120g	5949
gene-DEHA2B10142g	7557
gene-DEHA2B10164g	306
gene-DEHA2B10186g	6644
gene-DEHA2B10208g	3219
gene-DEHA2B10230g	3438
gene-DEHA2B10252g	11806
gene-DEHA2B10274g	846
gene-DEHA2B10296g	3215
gene-DEHA2B10318g	5989
gene-DEHA2B10340g	402
gene-DEHA2B10362g	1315
gene-DEHA2B10384g	2544
gene-DEHA2B10406g	2035
gene-DEHA2B10428g	255
gene-DEHA2B10450g	11289
gene-DEHA2B10472g	6707
gene-DEHA2B10494g	5198
gene-DEHA2B10516g	56
gene-DEHA2B10538g	3561
gene-DEHA2B10560g	6800
gene-DEHA2B10582g	1241
gene-DEHA2B10604g	426
gene-DEHA2B10626g	3716
gene-DEHA2B10648g	3819
gene-DEHA2B10670g	1973
gene-DEHA2B10692g	1539
gene-DEHA2B10714g	445
gene-DEHA2B10736g	1604
gene-DEHA2B10758g	1578
gene-DEHA2B10780g	1809
gene-DEHA2B10802g	3118
gene-DEHA2B10824g	2830
gene-DEHA2B10846g	9469
gene-DEHA2B10868g	576
gene-DEHA2B10890g	3552
gene-DEHA2B10912g	3945
gene-DEHA2B10934g	1206
gene-DEHA2B10956g	1772
gene-DEHA2B10978g	1665
gene-DEHA2B11000g	9733
gene-DEHA2B11022g	23040
gene-DEHA2B11044g	6447
gene-DEHA2B11066r	2
gene-DEHA2B11088g	2527
gene-DEHA2B11110g	346
gene-DEHA2B11132r	0
gene-DEHA2B11154r	0
gene-DEHA2B11176g	2827
gene-DEHA2B11198r	1
gene-DEHA2B11220g	6412
gene-DEHA2B11242g	3918
gene-DEHA2B11264g	5481
gene-DEHA2B11286g	8411
gene-DEHA2B11308g	1413
gene-DEHA2B11330g	6593
gene-DEHA2B11352g	3743
gene-DEHA2B11374g	20
gene-DEHA2B11396g	158
gene-DEHA2B11418g	29
gene-DEHA2B11440g	3000
gene-DEHA2B11462g	15449
gene-DEHA2B11484g	1597
gene-DEHA2B11506g	2559
gene-DEHA2B11528g	6375
gene-DEHA2B11550g	11080
gene-DEHA2B11572g	2642
gene-DEHA2B11594g	4196
gene-DEHA2B11616g	7204
gene-DEHA2B11638g	3457
gene-DEHA2B11660g	1899
gene-DEHA2B11682g	334
gene-DEHA2B11704g	4
gene-DEHA2B11726g	163
gene-DEHA2B11748g	1231
gene-DEHA2B11770g	1420
gene-DEHA2B11792g	2039
gene-DEHA2B11814g	1464
gene-DEHA2B11836g	4106
gene-DEHA2B11858g	1055
gene-DEHA2B11880g	9607
gene-DEHA2B11902g	3382
gene-DEHA2B11924g	2762
gene-DEHA2B11946g	4144
gene-DEHA2B11968g	10114
gene-DEHA2B11990g	3749
gene-DEHA2B12012g	6118
gene-DEHA2B12034g	6023
gene-DEHA2B12056g	1642
gene-DEHA2B12078g	11336
gene-DEHA2B12100g	10191
gene-DEHA2B12122g	3384
gene-DEHA2B12144g	2246
gene-DEHA2B12166g	3255
gene-DEHA2B12188g	36848
gene-DEHA2B12210g	68
gene-DEHA2B12232g	262
gene-DEHA2B12254g	124
gene-DEHA2B12276g	460
gene-DEHA2B12298g	2730
gene-DEHA2B12320g	2294
gene-DEHA2B12342g	1849
gene-DEHA2B12364g	4216
gene-DEHA2B12386g	7085
gene-DEHA2B12408g	7735
gene-DEHA2B12430g	7730
gene-DEHA2B12452g	4596
gene-DEHA2B12474g	7212
gene-DEHA2B12496g	3400
gene-DEHA2B12518g	4212
gene-DEHA2B12540g	5757
gene-DEHA2B12562g	1497
gene-DEHA2B12584g	7607
gene-DEHA2B12787g	216
gene-DEHA2B12870g	1198
gene-DEHA2B12892g	94
gene-DEHA2B12914g	2
gene-DEHA2B12936g	4
gene-DEHA2B12958g	282
gene-DEHA2B12980g	6274
gene-DEHA2B13002g	2435
gene-DEHA2B13024g	1808
gene-DEHA2B13046g	2575
gene-DEHA2B13068g	136
gene-DEHA2B13090g	17576
gene-DEHA2B13112g	305
gene-DEHA2B13134g	4789
gene-DEHA2B13156g	6047
gene-DEHA2B13178g	13919
gene-DEHA2B13200g	984
gene-DEHA2B13222g	193
gene-DEHA2B13244g	889
gene-DEHA2B13266g	0
gene-DEHA2B13288g	4646
gene-DEHA2B13310g	1349
gene-DEHA2B13332g	3139
gene-DEHA2B13354g	5561
gene-DEHA2B13376g	1683
gene-DEHA2B13398g	1201
gene-DEHA2B13420g	3828
gene-DEHA2B13442g	11460
gene-DEHA2B13464g	1238
gene-DEHA2B13486g	284
gene-DEHA2B13508g	1236
gene-DEHA2B13530g	3360
gene-DEHA2B13552g	3112
gene-DEHA2B13574g	2855
gene-DEHA2B13596g	1925
gene-DEHA2B13618g	1155
gene-DEHA2B13640g	11195
gene-DEHA2B13662g	31356
gene-DEHA2B13684g	2770
gene-DEHA2B13706g	1260
gene-DEHA2B13728g	15894
gene-DEHA2B13750g	2505
gene-DEHA2B13772g	757
gene-DEHA2B13794g	1235
gene-DEHA2B13816g	32
gene-DEHA2B13838g	1005
gene-DEHA2B13860g	10754
gene-DEHA2B13882g	3639
gene-DEHA2B13904g	513
gene-DEHA2B13926g	2568
gene-DEHA2B13948g	4608
gene-DEHA2B13970g	6812
gene-DEHA2B13992g	1218
gene-DEHA2B14014g	51
gene-DEHA2B14058g	61
gene-DEHA2B14080g	3424
gene-DEHA2B14102g	1300
gene-DEHA2B14124g	1259
gene-DEHA2B14146g	1228
gene-DEHA2B14168g	1284
gene-DEHA2B14190g	4651
gene-DEHA2B14212g	39436
gene-DEHA2B14234g	6
gene-DEHA2B14256g	83
gene-DEHA2B14278g	4589
gene-DEHA2B14300g	1830
gene-DEHA2B14322g	8484
gene-DEHA2B14344g	20775
gene-DEHA2B14366g	8244
gene-DEHA2B14377g	3044
gene-DEHA2B14388g	2063
gene-DEHA2B14410g	3269
gene-DEHA2B14432g	3078
gene-DEHA2B14454g	14559
gene-DEHA2B14476g	5740
gene-DEHA2B14498g	93
gene-DEHA2B14520g	2023
gene-DEHA2B14542g	3132
gene-DEHA2B14564g	41674
gene-DEHA2B14586g	54
gene-DEHA2B14608g	3503
gene-DEHA2B14630g	424
gene-DEHA2B14652g	1376
gene-DEHA2B14674g	1792
gene-DEHA2B14696g	1876
gene-DEHA2B14718g	5397
gene-DEHA2B14740g	22730
gene-DEHA2B14762g	0
gene-DEHA2B14784g	1678
gene-DEHA2B14806g	2583
gene-DEHA2B14828g	5496
gene-DEHA2B14850g	4095
gene-DEHA2B14872g	1497
gene-DEHA2B14894g	1972
gene-DEHA2B14916g	4862
gene-DEHA2B14938g	14004
gene-DEHA2B14960g	2644
gene-DEHA2B14982g	7389
gene-DEHA2B15004g	2935
gene-DEHA2B15026g	991
gene-DEHA2B15048g	3012
gene-DEHA2B15070g	5600
gene-DEHA2B15092g	2038
gene-DEHA2B15114g	2418
gene-DEHA2B15136g	5630
gene-DEHA2B15158g	1641
gene-DEHA2B15180g	13714
gene-DEHA2B15202g	142
gene-DEHA2B15224g	7227
gene-DEHA2B15246g	93
gene-DEHA2B15268g	33050
gene-DEHA2B15290g	7
gene-DEHA2B15312g	10
gene-DEHA2B15334g	14199
gene-DEHA2B15356g	1085
gene-DEHA2B15378g	5950
gene-DEHA2B15400g	599
gene-DEHA2B15422g	1814
gene-DEHA2B15444g	4001
gene-DEHA2B15466g	1303
gene-DEHA2B15488g	8679
gene-DEHA2B15510g	1725
gene-DEHA2B15532g	2623
gene-DEHA2B15554g	3115
gene-DEHA2B15576g	1733
gene-DEHA2B15598g	3607
gene-DEHA2B15620g	14659
gene-DEHA2B15642g	12407
gene-DEHA2B15664g	699
gene-DEHA2B15686g	7974
gene-DEHA2B15708g	6459
gene-DEHA2B15730g	141
gene-DEHA2B15752g	534
gene-DEHA2B15774g	1355
gene-DEHA2B15796g	1980
gene-DEHA2B15818g	8668
gene-DEHA2B15840g	345
gene-DEHA2B15862g	7807
gene-DEHA2B15884g	2634
gene-DEHA2B15906g	254
gene-DEHA2B15928g	95868
gene-DEHA2B15950g	42
gene-DEHA2B15972g	15896
gene-DEHA2B15994g	21129
gene-DEHA2B16016g	82
gene-DEHA2B16038g	1261
gene-DEHA2B16060g	754
gene-DEHA2B16082g	1115
gene-DEHA2B16104g	620
gene-DEHA2B16126g	1234
gene-DEHA2B16148g	2633
gene-DEHA2B16170g	8921
gene-DEHA2B16192g	7224
gene-DEHA2B16214g	4769
gene-DEHA2B16236g	3929
gene-DEHA2B16258g	1240
gene-DEHA2B16280g	204
gene-DEHA2B16302g	5
gene-DEHA2B16324g	0
gene-DEHA2B16346g	17066
gene-DEHA2B16368g	1567
gene-DEHA2B16390g	5
gene-DEHA2B16412g	1493
gene-DEHA2B16434g	5373
gene-DEHA2B16456g	7401
gene-DEHA2B16478g	21617
gene-DEHA2B16500g	7074
gene-DEHA2B16522g	159
gene-DEHA2B16544g	27
gene-DEHA2B16566g	78
gene-DEHA2B16588g	95
gene-DEHA2B16610g	2518
gene-DEHA2B16632g	19
gene-DEHA2B16654g	1
gene-DEHA2B16676g	1575
gene-DEHA2B16698g	353
gene-DEHA2B16720g	5247
gene-DEHA2B16742g	946
gene-DEHA2C00099g	8
gene-DEHA2C00110g	3949
gene-DEHA2C00132g	14
gene-DEHA2C00154g	2643
gene-DEHA2C00176g	17
gene-DEHA2C00198g	5034
gene-DEHA2C00220g	27602
gene-DEHA2C00242g	2384
gene-DEHA2C00264g	1983
gene-DEHA2C00286g	290
gene-DEHA2C00297g	23
gene-DEHA2C00308g	426
gene-DEHA2C00330g	494
gene-DEHA2C00352g	1572
gene-DEHA2C00374g	634
gene-DEHA2C00396g	203
gene-DEHA2C00418g	327
gene-DEHA2C00440g	574
gene-DEHA2C00484g	553
gene-DEHA2C00506g	152
gene-DEHA2C00528g	244
gene-DEHA2C00594g	5280
gene-DEHA2C00616g	24623
gene-DEHA2C00638g	6895
gene-DEHA2C00660g	881
gene-DEHA2C00682g	774
gene-DEHA2C00704g	3493
gene-DEHA2C00726g	310
gene-DEHA2C00748g	1509
gene-DEHA2C00770g	10
gene-DEHA2C00792g	1483
gene-DEHA2C00814g	141
gene-DEHA2C00836g	1953
gene-DEHA2C00858g	774
gene-DEHA2C00880g	480
gene-DEHA2C00902g	183
gene-DEHA2C00924g	340
gene-DEHA2C00946g	1255
gene-DEHA2C00968g	61
gene-DEHA2C00990g	91
gene-DEHA2C01012g	471
gene-DEHA2C01034g	3675
gene-DEHA2C01056g	2276
gene-DEHA2C01078g	4152
gene-DEHA2C01100g	7344
gene-DEHA2C01122g	775
gene-DEHA2C01144g	3680
gene-DEHA2C01166g	2454
gene-DEHA2C01188g	2593
gene-DEHA2C01210g	6573
gene-DEHA2C01232g	1553
gene-DEHA2C01254g	2137
gene-DEHA2C01276g	2722
gene-DEHA2C01298g	12393
gene-DEHA2C01320g	2170
gene-DEHA2C01342g	31205
gene-DEHA2C01364g	439
gene-DEHA2C01386g	1921
gene-DEHA2C01408g	9397
gene-DEHA2C01430g	1788
gene-DEHA2C01452g	2816
gene-DEHA2C01474g	2151
gene-DEHA2C01496g	5043
gene-DEHA2C01518g	8069
gene-DEHA2C01540g	1396
gene-DEHA2C01562g	3421
gene-DEHA2C01584g	359
gene-DEHA2C01606g	238
gene-DEHA2C01628g	137
gene-DEHA2C01650g	1283
gene-DEHA2C01672g	1808
gene-DEHA2C01694g	1645
gene-DEHA2C01716g	282
gene-DEHA2C01738g	21
gene-DEHA2C01760g	37139
gene-DEHA2C01782g	1801
gene-DEHA2C01804g	2078
gene-DEHA2C01826g	5902
gene-DEHA2C01848g	8
gene-DEHA2C01870g	48206
gene-DEHA2C01892g	3648
gene-DEHA2C01914g	3670
gene-DEHA2C01936g	2817
gene-DEHA2C01958g	519
gene-DEHA2C01980g	9290
gene-DEHA2C02002g	4205
gene-DEHA2C02024r	10
gene-DEHA2C02046g	18841
gene-DEHA2C02068g	7669
gene-DEHA2C02090g	783
gene-DEHA2C02112g	1816
gene-DEHA2C02134g	5355
gene-DEHA2C02156g	3427
gene-DEHA2C02178g	2484
gene-DEHA2C02200g	7962
gene-DEHA2C02222g	644
gene-DEHA2C02244g	7708
gene-DEHA2C02266g	10365
gene-DEHA2C02288g	2228
gene-DEHA2C02310g	1620
gene-DEHA2C02332g	550
gene-DEHA2C02354g	2686
gene-DEHA2C02376g	2981
gene-DEHA2C02398g	824
gene-DEHA2C02420g	1018
gene-DEHA2C02442r	0
gene-DEHA2C02464g	7944
gene-DEHA2C02486g	2693
gene-DEHA2C02508g	10685
gene-DEHA2C02530g	2075
gene-DEHA2C02552g	55821
gene-DEHA2C02574g	2963
gene-DEHA2C02596g	2913
gene-DEHA2C02618g	2085
gene-DEHA2C02640g	2590
gene-DEHA2C02662g	560
gene-DEHA2C02684g	3427
gene-DEHA2C02706g	3801
gene-DEHA2C02728g	1260
gene-DEHA2C02750g	3049
gene-DEHA2C02772g	2133
gene-DEHA2C02794g	3762
gene-DEHA2C02816g	4106
gene-DEHA2C02838g	2100
gene-DEHA2C02860g	481
gene-DEHA2C02882g	4311
gene-DEHA2C02904g	1213
gene-DEHA2C02926g	5988
gene-DEHA2C02948g	1164
gene-DEHA2C02970g	1386
gene-DEHA2C02992g	5427
gene-DEHA2C03014g	15020
gene-DEHA2C03036g	6657
gene-DEHA2C03058g	5102
gene-DEHA2C03080g	2193
gene-DEHA2C03102g	5317
gene-DEHA2C03124g	8764
gene-DEHA2C03146g	8512
gene-DEHA2C03168g	3482
gene-DEHA2C03190g	3046
gene-DEHA2C03212g	2737
gene-DEHA2C03234g	3015
gene-DEHA2C03256g	5194
gene-DEHA2C03278g	9195
gene-DEHA2C03300r	0
gene-DEHA2C03322g	1663
gene-DEHA2C03344g	13123
gene-DEHA2C03366g	1603
gene-DEHA2C03388g	5768
gene-DEHA2C03410g	2310
gene-DEHA2C03432g	12439
gene-DEHA2C03454g	1304
gene-DEHA2C03476g	11753
gene-DEHA2C03498r	17
gene-DEHA2C03520g	4501
gene-DEHA2C03542r	19
gene-DEHA2C03564g	4388
gene-DEHA2C03586g	751
gene-DEHA2C03608g	2934
gene-DEHA2C03630g	14016
gene-DEHA2C03652g	7361
gene-DEHA2C03674g	2053
gene-DEHA2C03696g	5481
gene-DEHA2C03718g	987
gene-DEHA2C03740g	3617
gene-DEHA2C03762g	1923
gene-DEHA2C03784g	1281
gene-DEHA2C03806g	9420
gene-DEHA2C03828g	24937
gene-DEHA2C03850g	3330
gene-DEHA2C03872g	13104
gene-DEHA2C03894g	6411
gene-DEHA2C03916g	4150
gene-DEHA2C03938g	2137
gene-DEHA2C03960g	3218
gene-DEHA2C03982g	11031
gene-DEHA2C04004g	9972
gene-DEHA2C04026g	2184
gene-DEHA2C04048g	30773
gene-DEHA2C04070g	5748
gene-DEHA2C04092g	5284
gene-DEHA2C04114g	534
gene-DEHA2C04136g	2553
gene-DEHA2C04158g	4765
gene-DEHA2C04180g	6184
gene-DEHA2C04202g	2169
gene-DEHA2C04224g	3138
gene-DEHA2C04246g	1889
gene-DEHA2C04268g	10035
gene-DEHA2C04290g	6288
gene-DEHA2C04312g	4245
gene-DEHA2C04334g	800
gene-DEHA2C04356g	7817
gene-DEHA2C04378g	5143
gene-DEHA2C04400g	4241
gene-DEHA2C04422g	2450
gene-DEHA2C04444g	2233
gene-DEHA2C04466g	5268
gene-DEHA2C04488g	3987
gene-DEHA2C04510g	3241
gene-DEHA2C04532g	3522
gene-DEHA2C04554g	10576
gene-DEHA2C04576g	5446
gene-DEHA2C04598g	1304
gene-DEHA2C04620g	3290
gene-DEHA2C04642g	1347
gene-DEHA2C04664g	5288
gene-DEHA2C04686g	1977
gene-DEHA2C04708g	3502
gene-DEHA2C04730g	139
gene-DEHA2C04752g	1623
gene-DEHA2C04774g	1494
gene-DEHA2C04796g	6257
gene-DEHA2C04818g	2519
gene-DEHA2C04840g	6
gene-DEHA2C04862g	6894
gene-DEHA2C04884g	28839
gene-DEHA2C04906g	5774
gene-DEHA2C04928g	1631
gene-DEHA2C04950g	5921
gene-DEHA2C04972g	24998
gene-DEHA2C04994g	2701
gene-DEHA2C05016g	5222
gene-DEHA2C05038g	2913
gene-DEHA2C05060g	1822
gene-DEHA2C05082g	2000
gene-DEHA2C05104g	15856
gene-DEHA2C05126g	7156
gene-DEHA2C05148g	6915
gene-DEHA2C05170g	3577
gene-DEHA2C05192g	1399
gene-DEHA2C05214g	17090
gene-DEHA2C05236g	33156
gene-DEHA2C05258g	8221
gene-DEHA2C05280g	9743
gene-DEHA2C05302g	1918
gene-DEHA2C05324g	7835
gene-DEHA2C05346g	973
gene-DEHA2C05368g	9814
gene-DEHA2C05390g	42914
gene-DEHA2C05412g	6028
gene-DEHA2C05434g	376
gene-DEHA2C05456g	4182
gene-DEHA2C05478g	2535
gene-DEHA2C05500g	6272
gene-DEHA2C05522g	5636
gene-DEHA2C05544g	4352
gene-DEHA2C05566g	3181
gene-DEHA2C05588g	2715
gene-DEHA2C05610g	6682
gene-DEHA2C05632g	6424
gene-DEHA2C05654g	3257
gene-DEHA2C05676g	729
gene-DEHA2C05698g	89
gene-DEHA2C05720g	1152
gene-DEHA2C05742g	9302
gene-DEHA2C05764g	4306
gene-DEHA2C05786g	1374
gene-DEHA2C05808g	9404
gene-DEHA2C05830g	889
gene-DEHA2C05852g	1379
gene-DEHA2C05874g	75
gene-DEHA2C05896g	119
gene-DEHA2C05918g	491
gene-DEHA2C05940g	10198
gene-DEHA2C05962g	7429
gene-DEHA2C05984g	2771
gene-DEHA2C06006g	4081
gene-DEHA2C06028g	2297
gene-DEHA2C06050g	2800
gene-DEHA2C06072g	858
gene-DEHA2C06094g	6120
gene-DEHA2C06116g	3630
gene-DEHA2C06138g	877
gene-DEHA2C06160g	5711
gene-DEHA2C06182g	2670
gene-DEHA2C06204r	0
gene-DEHA2C06226g	247
gene-DEHA2C06248g	17925
gene-DEHA2C06270g	3340
gene-DEHA2C06292g	2762
gene-DEHA2C06314g	89857
gene-DEHA2C06336g	5110
gene-DEHA2C06358g	2333
gene-DEHA2C06380g	7380
gene-DEHA2C06402g	17025
gene-DEHA2C06424r	3
gene-DEHA2C06446g	1690
gene-DEHA2C06468g	6068
gene-DEHA2C06490g	4909
gene-DEHA2C06512g	1819
gene-DEHA2C06534r	0
gene-DEHA2C06556g	131
gene-DEHA2C06578g	196
gene-DEHA2C06600g	114
gene-DEHA2C06622g	8904
gene-DEHA2C06644g	404
gene-DEHA2C06666g	2375
gene-DEHA2C06688g	4736
gene-DEHA2C06710g	1407
gene-DEHA2C06732r	1
gene-DEHA2C06754r	0
gene-DEHA2C06776g	33
gene-DEHA2C06798g	6636
gene-DEHA2C06820g	882
gene-DEHA2C06842r	0
gene-DEHA2C06864g	7479
gene-DEHA2C06886g	2210
gene-DEHA2C06908r	0
gene-DEHA2C06930g	3488
gene-DEHA2C06952g	251
gene-DEHA2C06974g	7594
gene-DEHA2C06996g	3626
gene-DEHA2C07018g	8338
gene-DEHA2C07040g	3179
gene-DEHA2C07062g	3938
gene-DEHA2C07084g	3032
gene-DEHA2C07106g	2267
gene-DEHA2C07128g	11199
gene-DEHA2C07150g	4385
gene-DEHA2C07172g	1564
gene-DEHA2C07194g	2700
gene-DEHA2C07216g	2607
gene-DEHA2C07238g	12027
gene-DEHA2C07260g	5198
gene-DEHA2C07282g	4105
gene-DEHA2C07304g	9157
gene-DEHA2C07326g	2234
gene-DEHA2C07348r	6
gene-DEHA2C07370g	17185
gene-DEHA2C07392g	32
gene-DEHA2C07414g	289
gene-DEHA2C07436g	637
gene-DEHA2C07458g	4269
gene-DEHA2C07480g	4825
gene-DEHA2C07502g	16818
gene-DEHA2C07524g	1097
gene-DEHA2C07546g	6108
gene-DEHA2C07568g	3262
gene-DEHA2C07590g	1935
gene-DEHA2C07612g	5301
gene-DEHA2C07634g	21281
gene-DEHA2C07656g	4069
gene-DEHA2C07678g	2795
gene-DEHA2C07700g	7
gene-DEHA2C07722g	10725
gene-DEHA2C07744g	722
gene-DEHA2C07766g	1136
gene-DEHA2C07788g	4372
gene-DEHA2C07810g	1896
gene-DEHA2C07832g	8068
gene-DEHA2C07854g	562
gene-DEHA2C07876g	1407
gene-DEHA2C07898g	3008
gene-DEHA2C07920g	16639
gene-DEHA2C07942g	2714
gene-DEHA2C07964g	9136
gene-DEHA2C07986g	534
gene-DEHA2C08008g	4260
gene-DEHA2C08030g	43160
gene-DEHA2C08052g	1980
gene-DEHA2C08074g	34734
gene-DEHA2C08096g	2697
gene-DEHA2C08118g	465
gene-DEHA2C08140g	1318
gene-DEHA2C08162r	0
gene-DEHA2C08184g	1446
gene-DEHA2C08206g	4953
gene-DEHA2C08228g	5224
gene-DEHA2C08250g	2561
gene-DEHA2C08272g	1748
gene-DEHA2C08294g	8871
gene-DEHA2C08316g	1774
gene-DEHA2C08338g	12102
gene-DEHA2C08360g	3756
gene-DEHA2C08382g	6720
gene-DEHA2C08404g	1300
gene-DEHA2C08426g	3041
gene-DEHA2C08448g	2011
gene-DEHA2C08470g	2838
gene-DEHA2C08492g	5573
gene-DEHA2C08514g	6684
gene-DEHA2C08536g	7908
gene-DEHA2C08558g	5491
