Geneid	RNA STAR on Control1: mapped.bam
gene-DEHA2C08580g	849
gene-DEHA2C08602g	3999
gene-DEHA2C08624g	42
gene-DEHA2C08646g	1109
gene-DEHA2C08668g	2155
gene-DEHA2C08690g	3396
gene-DEHA2C08712g	8451
gene-DEHA2C08734g	4360
gene-DEHA2C08756g	2128
gene-DEHA2C08778g	4458
gene-DEHA2C08800g	2347
gene-DEHA2C08822g	11135
gene-DEHA2C08844g	1284
gene-DEHA2C08866g	8040
gene-DEHA2C08888g	2968
gene-DEHA2C08910g	5433
gene-DEHA2C08932g	690
gene-DEHA2C08954g	2851
gene-DEHA2C08976g	9280
gene-DEHA2C08998g	2670
gene-DEHA2C09020g	2259
gene-DEHA2C09042g	4659
gene-DEHA2C09064g	2842
gene-DEHA2C09086g	431
gene-DEHA2C09108g	3459
gene-DEHA2C09130g	1780
gene-DEHA2C09152g	21321
gene-DEHA2C09174g	5
gene-DEHA2C09196g	4934
gene-DEHA2C09218g	8067
gene-DEHA2C09240g	8461
gene-DEHA2C09262g	938
gene-DEHA2C09284g	1190
gene-DEHA2C09306g	52302
gene-DEHA2C09328g	4509
gene-DEHA2C09350g	4379
gene-DEHA2C09372g	686
gene-DEHA2C09394g	1265
gene-DEHA2C09416g	1207
gene-DEHA2C09438g	1075
gene-DEHA2C09460g	6629
gene-DEHA2C09482g	2805
gene-DEHA2C09504g	2289
gene-DEHA2C09526g	5941
gene-DEHA2C09548g	2732
gene-DEHA2C09570g	4017
gene-DEHA2C09592g	375
gene-DEHA2C09614g	15337
gene-DEHA2C09636g	1428
gene-DEHA2C09658g	15675
gene-DEHA2C09680g	5350
gene-DEHA2C09702g	7515
gene-DEHA2C09724g	2269
gene-DEHA2C09746g	2935
gene-DEHA2C09768g	1340
gene-DEHA2C09790r	48
gene-DEHA2C09812g	2637
gene-DEHA2C09834g	3168
gene-DEHA2C09856g	3777
gene-DEHA2C09878g	3665
gene-DEHA2C09900g	5167
gene-DEHA2C09922g	2013
gene-DEHA2C09944r	0
gene-DEHA2C09966g	5671
gene-DEHA2C09988g	2278
gene-DEHA2C10010g	3018
gene-DEHA2C10032g	670
gene-DEHA2C10054g	11742
gene-DEHA2C10076g	1610
gene-DEHA2C10098g	1819
gene-DEHA2C10120g	5236
gene-DEHA2C10142g	1846
gene-DEHA2C10164g	2151
gene-DEHA2C10186g	6153
gene-DEHA2C10208r	2
gene-DEHA2C10230r	3
gene-DEHA2C10252g	28
gene-DEHA2C10274g	15652
gene-DEHA2C10296g	7749
gene-DEHA2C10318g	2533
gene-DEHA2C10340g	1306
gene-DEHA2C10362g	742
gene-DEHA2C10384g	1920
gene-DEHA2C10406g	2626
gene-DEHA2C10428g	4640
gene-DEHA2C10450g	4542
gene-DEHA2C10472g	5765
gene-DEHA2C10494g	5466
gene-DEHA2C10516g	725
gene-DEHA2C10538g	6250
gene-DEHA2C10560g	1749
gene-DEHA2C10582g	4434
gene-DEHA2C10604g	1478
gene-DEHA2C10626g	1330
gene-DEHA2C10648g	8753
gene-DEHA2C10670g	7474
gene-DEHA2C10692g	4866
gene-DEHA2C10714g	1595
gene-DEHA2C10736g	7426
gene-DEHA2C10758g	12666
gene-DEHA2C10780r	13
gene-DEHA2C10802g	32
gene-DEHA2C10824g	1
gene-DEHA2C10846g	9109
gene-DEHA2C10868g	2121
gene-DEHA2C10890g	1675
gene-DEHA2C10912g	4879
gene-DEHA2C10934g	7478
gene-DEHA2C10956g	12647
gene-DEHA2C10978g	6408
gene-DEHA2C11000g	6877
gene-DEHA2C11022g	3411
gene-DEHA2C11044g	2270
gene-DEHA2C11066g	1419
gene-DEHA2C11088g	704
gene-DEHA2C11110g	5215
gene-DEHA2C11286g	2030
gene-DEHA2C11352g	110
gene-DEHA2C11374g	823
gene-DEHA2C11396g	612
gene-DEHA2C11418g	2864
gene-DEHA2C11440g	13579
gene-DEHA2C11462g	4575
gene-DEHA2C11484g	4204
gene-DEHA2C11506g	5886
gene-DEHA2C11528g	2068
gene-DEHA2C11550g	4351
gene-DEHA2C11572g	6242
gene-DEHA2C11594g	2188
gene-DEHA2C11616g	5312
gene-DEHA2C11638g	7235
gene-DEHA2C11660g	6415
gene-DEHA2C11682g	2073
gene-DEHA2C11704g	5745
gene-DEHA2C11726r	6
gene-DEHA2C11748g	4396
gene-DEHA2C11770g	4905
gene-DEHA2C11792g	45194
gene-DEHA2C11814g	35000
gene-DEHA2C11836g	157
gene-DEHA2C11858g	2658
gene-DEHA2C11880g	1875
gene-DEHA2C11902g	2174
gene-DEHA2C11924g	2635
gene-DEHA2C11946g	17254
gene-DEHA2C11968g	10002
gene-DEHA2C11990g	684
gene-DEHA2C12012g	4973
gene-DEHA2C12034g	22760
gene-DEHA2C12056g	1701
gene-DEHA2C12078g	4287
gene-DEHA2C12100g	4583
gene-DEHA2C12122g	7117
gene-DEHA2C12144g	4482
gene-DEHA2C12166g	7384
gene-DEHA2C12188g	4
gene-DEHA2C12210g	3742
gene-DEHA2C12243g2	0
gene-DEHA2C12254g	5267
gene-DEHA2C12276g	365
gene-DEHA2C12298g	3018
gene-DEHA2C12320g	203
gene-DEHA2C12342g	6711
gene-DEHA2C12364g	1038
gene-DEHA2C12386g	1832
gene-DEHA2C12408g	4052
gene-DEHA2C12430g	7917
gene-DEHA2C12452g	5534
gene-DEHA2C12474g	4487
gene-DEHA2C12496g	2147
gene-DEHA2C12518g	2958
gene-DEHA2C12540g	2693
gene-DEHA2C12562g	2080
gene-DEHA2C12584g	2697
gene-DEHA2C12606g	5063
gene-DEHA2C12628g	5196
gene-DEHA2C12650g	1870
gene-DEHA2C12672g	818
gene-DEHA2C12694g	1673
gene-DEHA2C12716g	26
gene-DEHA2C12738g	8528
gene-DEHA2C12760g	8104
gene-DEHA2C12782g	3196
gene-DEHA2C12804g	1478
gene-DEHA2C12826g	5419
gene-DEHA2C12848g	8071
gene-DEHA2C12870g	1429
gene-DEHA2C12892g	2213
gene-DEHA2C12914g	1528
gene-DEHA2C12936g	5874
gene-DEHA2C12958g	34
gene-DEHA2C12980g	55511
gene-DEHA2C13002g	7544
gene-DEHA2C13024g	2094
gene-DEHA2C13046g	10431
gene-DEHA2C13068g	4163
gene-DEHA2C13090g	1474
gene-DEHA2C13112g	21302
gene-DEHA2C13134g	742
gene-DEHA2C13156g	3187
gene-DEHA2C13178g	5054
gene-DEHA2C13200g	5653
gene-DEHA2C13222g	22717
gene-DEHA2C13244g	3974
gene-DEHA2C13266g	4111
gene-DEHA2C13288g	13119
gene-DEHA2C13310g	10759
gene-DEHA2C13332g	486
gene-DEHA2C13354g	1988
gene-DEHA2C13376g	4316
gene-DEHA2C13398g	4909
gene-DEHA2C13420g	128
gene-DEHA2C13442g	5307
gene-DEHA2C13464g	4124
gene-DEHA2C13486g	11312
gene-DEHA2C13508g	2810
gene-DEHA2C13541g2	473
gene-DEHA2C13552g	2869
gene-DEHA2C13574g	1870
gene-DEHA2C13596g	3602
gene-DEHA2C13618g	487
gene-DEHA2C13640g	470
gene-DEHA2C13662g	10978
gene-DEHA2C13684g	13531
gene-DEHA2C13706g	4962
gene-DEHA2C13728g	1411
gene-DEHA2C13750g	3360
gene-DEHA2C13772g	5983
gene-DEHA2C13794g	8382
gene-DEHA2C13816g	1552
gene-DEHA2C13838g	3482
gene-DEHA2C13860g	8441
gene-DEHA2C13882g	34951
gene-DEHA2C13904g	4894
gene-DEHA2C13926g	3292
gene-DEHA2C13948g	4128
gene-DEHA2C13970g	3099
gene-DEHA2C13992g	4518
gene-DEHA2C14014g	3070
gene-DEHA2C14036g	431
gene-DEHA2C14058g	17057
gene-DEHA2C14080g	5073
gene-DEHA2C14102g	107
gene-DEHA2C14124g	4168
gene-DEHA2C14146g	5087
gene-DEHA2C14168g	2654
gene-DEHA2C14190g	8326
gene-DEHA2C14212g	2122
gene-DEHA2C14234g	9556
gene-DEHA2C14256g	1029
gene-DEHA2C14278g	3728
gene-DEHA2C14300g	3219
gene-DEHA2C14322g	7164
gene-DEHA2C14344g	4085
gene-DEHA2C14366g	3677
gene-DEHA2C14388g	5409
gene-DEHA2C14410r	0
gene-DEHA2C14432g	82
gene-DEHA2C14454g	32
gene-DEHA2C14476g	12
gene-DEHA2C14498g	46
gene-DEHA2C14520g	326
gene-DEHA2C14542g	1375
gene-DEHA2C14564g	6053
gene-DEHA2C14586g	5256
gene-DEHA2C14608g	3690
gene-DEHA2C14630g	5266
gene-DEHA2C14652g	5930
gene-DEHA2C14674g	3754
gene-DEHA2C14696g	7182
gene-DEHA2C14718g	2720
gene-DEHA2C14740g	1621
gene-DEHA2C14762g	6131
gene-DEHA2C14784g	1030
gene-DEHA2C14806g	114
gene-DEHA2C14828g	1486
gene-DEHA2C14850g	1483
gene-DEHA2C14872g	4279
gene-DEHA2C14894g	417
gene-DEHA2C14916g	1997
gene-DEHA2C14938g	8874
gene-DEHA2C14960g	3657
gene-DEHA2C14982g	2847
gene-DEHA2C15004g	5141
gene-DEHA2C15026g	6272
gene-DEHA2C15048g	3677
gene-DEHA2C15070g	3759
gene-DEHA2C15092g	1659
gene-DEHA2C15114g	978
gene-DEHA2C15136g	1849
gene-DEHA2C15158g	196
gene-DEHA2C15180g	683
gene-DEHA2C15202g	12005
gene-DEHA2C15224g	3509
gene-DEHA2C15246g	2011
gene-DEHA2C15268g	3421
gene-DEHA2C15290g	5949
gene-DEHA2C15312g	5208
gene-DEHA2C15334g	7451
gene-DEHA2C15356g	1078
gene-DEHA2C15378g	4606
gene-DEHA2C15400g	887
gene-DEHA2C15422g	1129
gene-DEHA2C15444g	2803
gene-DEHA2C15466g	511
gene-DEHA2C15488g	6401
gene-DEHA2C15510g	3036
gene-DEHA2C15532g	26714
gene-DEHA2C15554r	1
gene-DEHA2C15576r	1
gene-DEHA2C15598g	65
gene-DEHA2C15620g	3500
gene-DEHA2C15642g	3401
gene-DEHA2C15664g	5470
gene-DEHA2C15686g	8463
gene-DEHA2C15708g	506
gene-DEHA2C15730g	2876
gene-DEHA2C15752g	3077
gene-DEHA2C15774g	6077
gene-DEHA2C15796g	2464
gene-DEHA2C15818g	13715
gene-DEHA2C15840g	1936
gene-DEHA2C15862g	10917
gene-DEHA2C15884g	8593
gene-DEHA2C15906g	1312
gene-DEHA2C15928g	3552
gene-DEHA2C15950g	1045
gene-DEHA2C15972g	5260
gene-DEHA2C15994g	6224
gene-DEHA2C16016g	3729
gene-DEHA2C16038g	15732
gene-DEHA2C16060g	4853
gene-DEHA2C16082g	2481
gene-DEHA2C16104g	2816
gene-DEHA2C16126g	1091
gene-DEHA2C16148g	3449
gene-DEHA2C16170g	7907
gene-DEHA2C16192g	7889
gene-DEHA2C16214g	7119
gene-DEHA2C16236g	3636
gene-DEHA2C16258g	3063
gene-DEHA2C16280g	9412
gene-DEHA2C16302g	1572
gene-DEHA2C16324g	4763
gene-DEHA2C16346g	4597
gene-DEHA2C16368g	1571
gene-DEHA2C16390g	3293
gene-DEHA2C16412g	1023
gene-DEHA2C16434g	1956
gene-DEHA2C16456g	1083
gene-DEHA2C16478g	7619
gene-DEHA2C16500g	2817
gene-DEHA2C16522r	5
gene-DEHA2C16544g	3401
gene-DEHA2C16566g	3728
gene-DEHA2C16588g	433
gene-DEHA2C16610g	3747
gene-DEHA2C16632g	7666
gene-DEHA2C16654g	4339
gene-DEHA2C16676g	6859
gene-DEHA2C16698g	8530
gene-DEHA2C16720g	57
gene-DEHA2C16742g	5751
gene-DEHA2C16764g	4102
gene-DEHA2C16786g	3328
gene-DEHA2C16808g	3846
gene-DEHA2C16830g	3686
gene-DEHA2C16852g	10172
gene-DEHA2C16874g	3835
gene-DEHA2C16896g	3045
gene-DEHA2C16918g	5796
gene-DEHA2C16940g	1771
gene-DEHA2C16962g	2203
gene-DEHA2C16984g	4198
gene-DEHA2C17006g	1510
gene-DEHA2C17028g	7720
gene-DEHA2C17050g	1057
gene-DEHA2C17072g	2503
gene-DEHA2C17094r	1
gene-DEHA2C17116g	2756
gene-DEHA2C17138g	1756
gene-DEHA2C17160g	3841
gene-DEHA2C17182g	1081
gene-DEHA2C17204g	1793
gene-DEHA2C17226g	9441
gene-DEHA2C17248g	2636
gene-DEHA2C17270g	2765
gene-DEHA2C17292g	2248
gene-DEHA2C17314g	3346
gene-DEHA2C17336g	2615
gene-DEHA2C17358g	17006
gene-DEHA2C17380g	3644
gene-DEHA2C17402g	7777
gene-DEHA2C17424g	677
gene-DEHA2C17446g	2718
gene-DEHA2C17468g	2887
gene-DEHA2C17490g	4558
gene-DEHA2C17512g	3538
gene-DEHA2C17534g	5409
gene-DEHA2C17556g	1050
gene-DEHA2C17578g	2563
gene-DEHA2C17600g	1977
gene-DEHA2C17622g	1537
gene-DEHA2C17644g	16
gene-DEHA2C17666g	47
gene-DEHA2C17688g	0
gene-DEHA2C17710g	12
gene-DEHA2C17732g	6
gene-DEHA2C17754g	119
gene-DEHA2C17776g	2
gene-DEHA2C17798g	7
gene-DEHA2C17820g	98
gene-DEHA2C17842g	324
gene-DEHA2C17864g	252
gene-DEHA2C17886g	133
gene-DEHA2C17908g	24
gene-DEHA2C17930g	141
gene-DEHA2D00110g	0
gene-DEHA2D00132g	19250
gene-DEHA2D00154g	222
gene-DEHA2D00176g	235
gene-DEHA2D00198g	420
gene-DEHA2D00220g	124
gene-DEHA2D00242g	42
gene-DEHA2D00264g	8
gene-DEHA2D00286g	1
gene-DEHA2D00308g	10
gene-DEHA2D00330g	149
gene-DEHA2D00352g	14
gene-DEHA2D00374g	0
gene-DEHA2D00396g	0
gene-DEHA2D00418g	2
gene-DEHA2D00440g	0
gene-DEHA2D00462g	0
gene-DEHA2D00484g	0
gene-DEHA2D00506g	0
gene-DEHA2D00528g	0
gene-DEHA2D00550g	2
gene-DEHA2D00572g	0
gene-DEHA2D00594g	0
gene-DEHA2D00616g	0
gene-DEHA2D00638g	572
gene-DEHA2D00660g	552
gene-DEHA2D00682g	38
gene-DEHA2D00704g	0
gene-DEHA2D00726g	6
gene-DEHA2D00748g	3253
gene-DEHA2D00770g	614
gene-DEHA2D00792g	53
gene-DEHA2D00814g	880
gene-DEHA2D00836g	68
gene-DEHA2D00858g	0
gene-DEHA2D00880g	8
gene-DEHA2D00902g	0
gene-DEHA2D00924g	39803
gene-DEHA2D00946g	85
gene-DEHA2D00968g	4357
gene-DEHA2D00990g	1767
gene-DEHA2D01012g	841
gene-DEHA2D01034g	1599
gene-DEHA2D01056g	116
gene-DEHA2D01078g	1411
gene-DEHA2D01100g	1364
gene-DEHA2D01122g	351
gene-DEHA2D01144g	321
gene-DEHA2D01166g	276
gene-DEHA2D01188g	8
gene-DEHA2D01210g	31416
gene-DEHA2D01232g	1429
gene-DEHA2D01254g	379
gene-DEHA2D01276g	4172
gene-DEHA2D01298g	60
gene-DEHA2D01320g	649
gene-DEHA2D01342g	810
gene-DEHA2D01364g	66
gene-DEHA2D01386g	55
gene-DEHA2D01408g	590
gene-DEHA2D01430g	1986
gene-DEHA2D01452g	3518
gene-DEHA2D01474g	827
gene-DEHA2D01496g	3786
gene-DEHA2D01518g	3642
gene-DEHA2D01540g	2376
gene-DEHA2D01562g	2250
gene-DEHA2D01584g	3194
gene-DEHA2D01606g	4994
gene-DEHA2D01628g	1402
gene-DEHA2D01650g	2226
gene-DEHA2D01672g	4481
gene-DEHA2D01694g	2450
gene-DEHA2D01716g	3744
gene-DEHA2D01738g	2484
gene-DEHA2D01760g	962
gene-DEHA2D01782g	1055
gene-DEHA2D01804g	1395
gene-DEHA2D01826g	4588
gene-DEHA2D01848g	663
gene-DEHA2D01870r	0
gene-DEHA2D01892g	10295
gene-DEHA2D01914g	997
gene-DEHA2D01936g	10480
gene-DEHA2D01958g	3268
gene-DEHA2D01980r	2
gene-DEHA2D02002g	1331
gene-DEHA2D02024g	3721
gene-DEHA2D02046g	406
gene-DEHA2D02068g	145
gene-DEHA2D02090g	1505
gene-DEHA2D02112g	3492
gene-DEHA2D02134g	2324
gene-DEHA2D02156g	1047
gene-DEHA2D02178g	3120
gene-DEHA2D02200g	5418
gene-DEHA2D02222g	5764
gene-DEHA2D02244g	4546
gene-DEHA2D02266g	15722
gene-DEHA2D02288g	1800
gene-DEHA2D02310g	3362
gene-DEHA2D02332g	341390
gene-DEHA2D02354g	2103
gene-DEHA2D02376g	67277
gene-DEHA2D02398g	3210
gene-DEHA2D02420g	5893
gene-DEHA2D02442g	10539
gene-DEHA2D02464g	184
gene-DEHA2D02486g	34
gene-DEHA2D02508g	4865
gene-DEHA2D02530g	882
gene-DEHA2D02552g	6390
gene-DEHA2D02574g	2885
gene-DEHA2D02596g	583
gene-DEHA2D02618g	3504
gene-DEHA2D02640g	3602
gene-DEHA2D02662g	2666
gene-DEHA2D02684g	2521
gene-DEHA2D02706g	2793
gene-DEHA2D02728g	2585
gene-DEHA2D02750g	169
gene-DEHA2D02772g	411
gene-DEHA2D02794g	1405
gene-DEHA2D02816g	41080
gene-DEHA2D02838g	6259
gene-DEHA2D02860g	1420
gene-DEHA2D02882g	1610
gene-DEHA2D02904g	3765
gene-DEHA2D02926g	3594
gene-DEHA2D02948g	5340
gene-DEHA2D02970g	285
gene-DEHA2D02992g	9672
gene-DEHA2D03014g	4523
gene-DEHA2D03036g	9708
gene-DEHA2D03058g	2242
gene-DEHA2D03080g	107
gene-DEHA2D03102g	325
gene-DEHA2D03124g	6547
gene-DEHA2D03146g	3699
gene-DEHA2D03168g	31
gene-DEHA2D03190g	625
gene-DEHA2D03212g	9612
gene-DEHA2D03234g	545
gene-DEHA2D03256g	1677
gene-DEHA2D03278g	1693
gene-DEHA2D03300g	2444
gene-DEHA2D03322g	2695
gene-DEHA2D03344g	432
gene-DEHA2D03366g	1148
gene-DEHA2D03388g	3071
gene-DEHA2D03410g	2716
gene-DEHA2D03432g	2061
gene-DEHA2D03454g	418
gene-DEHA2D03476g	4
gene-DEHA2D03498g	1343
gene-DEHA2D03520g	701
gene-DEHA2D03542g	0
gene-DEHA2D03564g	1966
gene-DEHA2D03586g	26
gene-DEHA2D03608g	5548
gene-DEHA2D03630g	691
gene-DEHA2D03652g	2463
gene-DEHA2D03674g	4498
gene-DEHA2D03696g	5312
gene-DEHA2D03718g	14868
gene-DEHA2D03740g	259
gene-DEHA2D03762g	3368
gene-DEHA2D03784g	3122
gene-DEHA2D03806g	534
gene-DEHA2D03828g	432
gene-DEHA2D03850g	3231
gene-DEHA2D03872g	1363
gene-DEHA2D03894g	1134
gene-DEHA2D03916g	5713
gene-DEHA2D03938g	2086
gene-DEHA2D03960g	16467
gene-DEHA2D03982g	3407
gene-DEHA2D04004g	510
gene-DEHA2D04026g	4406
gene-DEHA2D04048g	2315
gene-DEHA2D04070g	432
gene-DEHA2D04092g	3669
gene-DEHA2D04114g	4445
gene-DEHA2D04136g	13324
gene-DEHA2D04158g	4507
gene-DEHA2D04180g	1797
gene-DEHA2D04202g	6920
gene-DEHA2D04224r	0
gene-DEHA2D04246g	2319
gene-DEHA2D04268g	6018
gene-DEHA2D04290g	2534
gene-DEHA2D04312g	4671
gene-DEHA2D04334r	0
gene-DEHA2D04356g	31
gene-DEHA2D04378g	238
gene-DEHA2D04400g	6911
gene-DEHA2D04422g	931
gene-DEHA2D04444g	8346
gene-DEHA2D04466g	4684
gene-DEHA2D04488g	6651
gene-DEHA2D04510g	8035
gene-DEHA2D04532r	0
gene-DEHA2D04554g	23713
gene-DEHA2D04576g	1521
gene-DEHA2D04598g	2465
gene-DEHA2D04620g	2131
gene-DEHA2D04642g	23482
gene-DEHA2D04664g	564
gene-DEHA2D04686g	2191
gene-DEHA2D04708g	11036
gene-DEHA2D04730g	2677
gene-DEHA2D04752r	1
gene-DEHA2D04774r	5
gene-DEHA2D04796g	6021
gene-DEHA2D04818g	1942
gene-DEHA2D04840r	0
gene-DEHA2D04862r	0
gene-DEHA2D04884g	781
gene-DEHA2D04906g	1402
gene-DEHA2D04928g	2886
gene-DEHA2D04950g	1324
gene-DEHA2D04972g	3579
gene-DEHA2D04994g	1010
gene-DEHA2D05016g	2873
gene-DEHA2D05038g	2375
gene-DEHA2D05060g	4838
gene-DEHA2D05082g	6738
gene-DEHA2D05104g	1647
gene-DEHA2D05126g	2755
gene-DEHA2D05148g	1427
gene-DEHA2D05170g	1248
gene-DEHA2D05192g	3789
gene-DEHA2D05214g	2429
gene-DEHA2D05236g	1718
gene-DEHA2D05258g	0
gene-DEHA2D05280g	4
gene-DEHA2D05302g	272
gene-DEHA2D05324g	1361
gene-DEHA2D05346g	7566
gene-DEHA2D05368g	2133
gene-DEHA2D05390g	9751
gene-DEHA2D05412g	44098
gene-DEHA2D05434g	3159
gene-DEHA2D05456g	3847
gene-DEHA2D05478g	3917
gene-DEHA2D05500g	3076
gene-DEHA2D05522g	1601
gene-DEHA2D05544g	15000
gene-DEHA2D05566g	1055
gene-DEHA2D05588g	1059
gene-DEHA2D05610g	4413
gene-DEHA2D05632g	1958
gene-DEHA2D05654g	297
gene-DEHA2D05676g	4771
gene-DEHA2D05698g	7316
gene-DEHA2D05720g	787
gene-DEHA2D05742g	1544
gene-DEHA2D05764g	3239
gene-DEHA2D05786g	2093
gene-DEHA2D05808g	16
gene-DEHA2D05830g	0
gene-DEHA2D06061g	7
gene-DEHA2D06116g	52
gene-DEHA2D06138g	4792
gene-DEHA2D06160g	46826
gene-DEHA2D06182g	16967
gene-DEHA2D06204g	3386
gene-DEHA2D06226g	5120
gene-DEHA2D06248r	0
gene-DEHA2D06270g	2074
gene-DEHA2D06292g	11954
gene-DEHA2D06314g	59
gene-DEHA2D06336g	4327
gene-DEHA2D06358g	2931
gene-DEHA2D06380g	10637
gene-DEHA2D06402g	14195
gene-DEHA2D06424g	11103
gene-DEHA2D06446g	1111
gene-DEHA2D06468g	1121
gene-DEHA2D06490g	3949
gene-DEHA2D06512g	4969
gene-DEHA2D06534g	3571
gene-DEHA2D06556g	3495
gene-DEHA2D06578g	3389
gene-DEHA2D06600g	2771
gene-DEHA2D06622g	7355
gene-DEHA2D06644g	951
gene-DEHA2D06666g	28
gene-DEHA2D06688g	4403
gene-DEHA2D06710g	445
gene-DEHA2D06732g	817
gene-DEHA2D06754g	3090
gene-DEHA2D06776g	57
gene-DEHA2D06798g	3132
gene-DEHA2D06820g	13831
gene-DEHA2D06842g	8454
gene-DEHA2D06864g	11304
gene-DEHA2D06886g	7023
gene-DEHA2D06908g	4691
gene-DEHA2D06930g	2766
gene-DEHA2D06952g	34011
gene-DEHA2D06974g	979
gene-DEHA2D06996g	2267
gene-DEHA2D07018g	739
gene-DEHA2D07040g	2318
gene-DEHA2D07062g	6226
gene-DEHA2D07084g	31089
gene-DEHA2D07106g	217
gene-DEHA2D07128g	3643
gene-DEHA2D07150r	2
gene-DEHA2D07172g	2768
gene-DEHA2D07194g	1308
gene-DEHA2D07216g	1417
gene-DEHA2D07238g	4797
gene-DEHA2D07260r	2
gene-DEHA2D07282g	1929
gene-DEHA2D07304g	5002
gene-DEHA2D07326g	976
gene-DEHA2D07348g	7918
gene-DEHA2D07370g	2359
gene-DEHA2D07392g	4871
gene-DEHA2D07414g	3681
gene-DEHA2D07436g	4210
gene-DEHA2D07458g	5973
gene-DEHA2D07480g	4810
gene-DEHA2D07502g	2318
gene-DEHA2D07524g	2556
gene-DEHA2D07546g	197
gene-DEHA2D07568g	12101
gene-DEHA2D07590r	0
gene-DEHA2D07612g	622
gene-DEHA2D07634g	4023
gene-DEHA2D07656g	1285
gene-DEHA2D07678g	3537
gene-DEHA2D07700g	2048
gene-DEHA2D07722g	2296
gene-DEHA2D07744g	2441
gene-DEHA2D07766g	1192
gene-DEHA2D07788g	3222
gene-DEHA2D07810r	0
gene-DEHA2D07832g	5019
gene-DEHA2D07854g	4218
gene-DEHA2D07876g	4754
gene-DEHA2D07898g	6420
gene-DEHA2D07920g	593
gene-DEHA2D07942g	10796
gene-DEHA2D07964g	12593
gene-DEHA2D07986g	2181
gene-DEHA2D08008g	4609
gene-DEHA2D08030g	3215
gene-DEHA2D08052g	9488
gene-DEHA2D08074g	3944
gene-DEHA2D08096g	10389
gene-DEHA2D08118g	1095
gene-DEHA2D08140g	1589
gene-DEHA2D08162g	1189
gene-DEHA2D08184g	4076
gene-DEHA2D08206g	2669
gene-DEHA2D08228g	2046
gene-DEHA2D08250g	439
gene-DEHA2D08272g	2849
gene-DEHA2D08294g	163
gene-DEHA2D08316g	1176
gene-DEHA2D08338g	1358
gene-DEHA2D08360g	413
gene-DEHA2D08382g	0
gene-DEHA2D08404g	1019
gene-DEHA2D08426g	2332
gene-DEHA2D08448g	30
gene-DEHA2D08470g	1874
gene-DEHA2D08492g	1406
gene-DEHA2D08514g	13098
gene-DEHA2D08536g	42527
gene-DEHA2D08558g	12289
gene-DEHA2D08580g	2168
gene-DEHA2D08602g	936
gene-DEHA2D08624g	1664
gene-DEHA2D08646g	55
gene-DEHA2D08668g	1
gene-DEHA2D08690g	118
gene-DEHA2D08712r	284
gene-DEHA2D08734g	3716
gene-DEHA2D08756g	1998
gene-DEHA2D08778g	3547
gene-DEHA2D08800g	12254
gene-DEHA2D08822g	3312
gene-DEHA2D08844g	4619
gene-DEHA2D08866g	4074
gene-DEHA2D08888g	1994
gene-DEHA2D08910g	9376
gene-DEHA2D08932g	2002
gene-DEHA2D08954g	13360
gene-DEHA2D08976g	2230
gene-DEHA2D08998g	2015
gene-DEHA2D09020g	5436
gene-DEHA2D09042g	4252
gene-DEHA2D09064g	3015
gene-DEHA2D09086g	2980
gene-DEHA2D09108g	2705
gene-DEHA2D09130g	2738
gene-DEHA2D09152g	598
gene-DEHA2D09174g	6139
gene-DEHA2D09196g	7739
gene-DEHA2D09218g	6498
gene-DEHA2D09240g	715
gene-DEHA2D09262g	1395
gene-DEHA2D09284g	0
gene-DEHA2D09306g	3021
gene-DEHA2D09328g	995
gene-DEHA2D09350g	4459
gene-DEHA2D09372g	4636
gene-DEHA2D09394g	10886
gene-DEHA2D09416g	13740
gene-DEHA2D09438g	17175
gene-DEHA2D09460g	38605
gene-DEHA2D09482g	3209
gene-DEHA2D09504g	2534
gene-DEHA2D09526g	2595
gene-DEHA2D09548g	3628
gene-DEHA2D09570g	2688
gene-DEHA2D09592g	7592
gene-DEHA2D09614g	4102
gene-DEHA2D09636g	11753
gene-DEHA2D09658g	5925
gene-DEHA2D09680g	178
gene-DEHA2D09702g	1250
gene-DEHA2D09724g	1652
gene-DEHA2D09746g	51
gene-DEHA2D09768g	2826
gene-DEHA2D09790g	2970
gene-DEHA2D09812g	1294
gene-DEHA2D09834g	3214
gene-DEHA2D09856g	3589
gene-DEHA2D09878g	274
gene-DEHA2D09900g	2174
gene-DEHA2D09922g	10818
gene-DEHA2D09944g	1334
gene-DEHA2D09966g	10572
gene-DEHA2D09988g	2899
gene-DEHA2D10010g	2082
gene-DEHA2D10032g	3801
gene-DEHA2D10054g	5751
gene-DEHA2D10076g	5003
gene-DEHA2D10098g	1112
gene-DEHA2D10120g	4386
gene-DEHA2D10142g	643
gene-DEHA2D10164g	109
gene-DEHA2D10186g	12805
gene-DEHA2D10208g	11295
gene-DEHA2D10230g	1924
gene-DEHA2D10252g	2868
gene-DEHA2D10274g	1048
gene-DEHA2D10296g	3536
gene-DEHA2D10318g	1778
gene-DEHA2D10340g	5547
gene-DEHA2D10362g	2345
gene-DEHA2D10384g	2981
gene-DEHA2D10406g	60328
gene-DEHA2D10428g	4209
gene-DEHA2D10450g	1148
gene-DEHA2D10472g	3620
gene-DEHA2D10494r	1
gene-DEHA2D10516g	3575
gene-DEHA2D10538g	1793
gene-DEHA2D10560g	4157
gene-DEHA2D10582g	8462
gene-DEHA2D10604g	6787
gene-DEHA2D10626g	8522
gene-DEHA2D10648g	3215
gene-DEHA2D10670g	0
