Geneid	RNA STAR on Control1: mapped.bam
gene-DEHA2B05412g	11879
gene-DEHA2B05434g	877
gene-DEHA2B05456r	5
gene-DEHA2B05478g	6354
gene-DEHA2B05500g	1702
gene-DEHA2B05522g	2843
gene-DEHA2B05544g	6870
gene-DEHA2B05566g	1672
gene-DEHA2B05588g	1816
gene-DEHA2B05610g	5862
gene-DEHA2B05632g	3264
gene-DEHA2B05654g	2116
gene-DEHA2B05676g	4331
gene-DEHA2B05698g	3793
gene-DEHA2B05720g	3306
gene-DEHA2B05742g	9326
gene-DEHA2B05764g	29247
gene-DEHA2B05786g	49
gene-DEHA2B05808g	1086
gene-DEHA2B05830g	1840
gene-DEHA2B05852g	1223
gene-DEHA2B05874g	5543
gene-DEHA2B05896g	8390
gene-DEHA2B05918g	5534
gene-DEHA2B05940g	79
gene-DEHA2B05962g	2899
gene-DEHA2B05984g	4516
gene-DEHA2B06006g	2453
gene-DEHA2B06028g	3237
gene-DEHA2B06050g	7452
gene-DEHA2B06072g	3554
gene-DEHA2B06094g	14759
gene-DEHA2B06116g	625
gene-DEHA2B06138g	1111
gene-DEHA2B06160g	2778
gene-DEHA2B06182g	2501
gene-DEHA2B06204g	5668
gene-DEHA2B06226g	2767
gene-DEHA2B06248g	2213
gene-DEHA2B06270g	5280
gene-DEHA2B06292g	1713
gene-DEHA2B06314r	1
gene-DEHA2B06336g	4007
gene-DEHA2B06358g	6783
gene-DEHA2B06380g	1784
gene-DEHA2B06402g	2976
gene-DEHA2B06424g	1689
gene-DEHA2B06446g	21383
gene-DEHA2B06468r	2
gene-DEHA2B06490g	2135
gene-DEHA2B06512g	1740
gene-DEHA2B06534g	46
gene-DEHA2B06556g	3470
gene-DEHA2B06578g	1832
gene-DEHA2B06600g	8687
gene-DEHA2B06622g	1188
gene-DEHA2B06644g	4608
gene-DEHA2B06666g	997
gene-DEHA2B06688r	0
gene-DEHA2B06710g	3561
gene-DEHA2B06732g	9304
gene-DEHA2B06754g	2379
gene-DEHA2B06776g	1800
gene-DEHA2B06798g	3375
gene-DEHA2B06820g	2299
gene-DEHA2B06842g	3072
gene-DEHA2B06864g	2445
gene-DEHA2B06886g	2951
gene-DEHA2B06908g	3789
gene-DEHA2B06930g	83
gene-DEHA2B06952g	6
gene-DEHA2B06974g	40
gene-DEHA2B06996g	448
gene-DEHA2B07018g	2274
gene-DEHA2B07040g	19900
gene-DEHA2B07062g	21144
gene-DEHA2B07084g	3188
gene-DEHA2B07106g	10777
gene-DEHA2B07128g	4064
gene-DEHA2B07150g	3040
gene-DEHA2B07172g	3641
gene-DEHA2B07194g	5756
gene-DEHA2B07216g	3583
gene-DEHA2B07238g	5709
gene-DEHA2B07260g	2784
gene-DEHA2B07282g	3619
gene-DEHA2B07304g	37871
gene-DEHA2B07326g	4069
gene-DEHA2B07348g	87
gene-DEHA2B07370g	8619
gene-DEHA2B07392g	1169
gene-DEHA2B07414g	2455
gene-DEHA2B07436g	1278
gene-DEHA2B07458g	2844
gene-DEHA2B07480g	1075
gene-DEHA2B07502g	5505
gene-DEHA2B07524g	6689
gene-DEHA2B07546g	12013
gene-DEHA2B07568g	2166
gene-DEHA2B07590g	696
gene-DEHA2B07612g	4679
gene-DEHA2B07634g	5113
gene-DEHA2B07656g	2118
gene-DEHA2B07678g	838
gene-DEHA2B07700g	4857
gene-DEHA2B07722g	6733
gene-DEHA2B07744g	77
gene-DEHA2B07766r	2
gene-DEHA2B07788g	6874
gene-DEHA2B07810g	2841
gene-DEHA2B07832g	13
gene-DEHA2B07854g	4488
gene-DEHA2B07876g	2080
gene-DEHA2B07898g	4418
gene-DEHA2B07920g	8309
gene-DEHA2B07942g	1550
gene-DEHA2B07964g	11368
gene-DEHA2B07986g	7526
gene-DEHA2B08008g	3145
gene-DEHA2B08030g	1269
gene-DEHA2B08052g	5114
gene-DEHA2B08074g	441
gene-DEHA2B08096g	7503
gene-DEHA2B08118g	6113
gene-DEHA2B08140g	42397
gene-DEHA2B08162g	127
gene-DEHA2B08184g	3770
gene-DEHA2B08206g	1809
gene-DEHA2B08228g	4074
gene-DEHA2B08250g	2747
gene-DEHA2B08272g	4244
gene-DEHA2B08294g	3867
gene-DEHA2B08316g	1287
gene-DEHA2B08338g	1244
gene-DEHA2B08360g	2023
gene-DEHA2B08382g	3549
gene-DEHA2B08404g	1482
gene-DEHA2B08426g	2224
gene-DEHA2B08448g	2531
gene-DEHA2B08470r	20
gene-DEHA2B08492g	3205
gene-DEHA2B08514g	25
gene-DEHA2B08536g	935
gene-DEHA2B08558g	1690
gene-DEHA2B08580g	1143
gene-DEHA2B08602g	1783
gene-DEHA2B08624g	592
gene-DEHA2B08646g	5090
gene-DEHA2B08668g	184
gene-DEHA2B08690g	1519
gene-DEHA2B08712r	0
gene-DEHA2B08734g	3284
gene-DEHA2B08756g	2344
gene-DEHA2B08778g	2836
gene-DEHA2B08800g	1899
gene-DEHA2B08822g	3986
gene-DEHA2B08844g	3033
gene-DEHA2B08866g	5484
gene-DEHA2B08888g	2059
gene-DEHA2B08910g	3579
gene-DEHA2B08932g	7214
gene-DEHA2B08954g	3182
gene-DEHA2B08976r	0
gene-DEHA2B08998g	25
gene-DEHA2B09020g	50
gene-DEHA2B09086r	3
gene-DEHA2B09108r	0
gene-DEHA2B09130r	0
gene-DEHA2B09152r	5
gene-DEHA2B09174r	0
gene-DEHA2B09196g	975
gene-DEHA2B09218g	5313
gene-DEHA2B09240g	9337
gene-DEHA2B09262g	1633
gene-DEHA2B09284g	2821
gene-DEHA2B09306g	6021
gene-DEHA2B09328g	645
gene-DEHA2B09350g	6598
gene-DEHA2B09372g	7124
gene-DEHA2B09394g	6417
gene-DEHA2B09416g	3219
gene-DEHA2B09438g	1485
gene-DEHA2B09460g	3950
gene-DEHA2B09482g	2031
gene-DEHA2B09504g	2218
gene-DEHA2B09526g	14581
gene-DEHA2B09548g	3040
gene-DEHA2B09570g	8022
gene-DEHA2B09592g	345
gene-DEHA2B09614g	2250
gene-DEHA2B09636g	1482
gene-DEHA2B09658g	18499
gene-DEHA2B09680g	15322
gene-DEHA2B09702g	9622
gene-DEHA2B09724g	6118
gene-DEHA2B09746g	3505
gene-DEHA2B09768g	229
gene-DEHA2B09790g	542
gene-DEHA2B09812g	582
gene-DEHA2B09834g	5238
gene-DEHA2B09856g	5831
gene-DEHA2B09878g	375
gene-DEHA2B09900g	1156
gene-DEHA2B09922g	12034
gene-DEHA2B09944g	9308
gene-DEHA2B09966g	2009
gene-DEHA2B09988g	12478
gene-DEHA2B10010g	6330
gene-DEHA2B10032g	20508
gene-DEHA2B10054g	95
gene-DEHA2B10076g	3273
gene-DEHA2B10098g	3203
gene-DEHA2B10120g	3928
gene-DEHA2B10142g	7258
gene-DEHA2B10164g	325
gene-DEHA2B10186g	5632
gene-DEHA2B10208g	2098
gene-DEHA2B10230g	2843
gene-DEHA2B10252g	9991
gene-DEHA2B10274g	1014
gene-DEHA2B10296g	2899
gene-DEHA2B10318g	5074
gene-DEHA2B10340g	589
gene-DEHA2B10362g	2566
gene-DEHA2B10384g	1847
gene-DEHA2B10406g	679
gene-DEHA2B10428g	428
gene-DEHA2B10450g	13888
gene-DEHA2B10472g	4456
gene-DEHA2B10494g	8285
gene-DEHA2B10516g	150
gene-DEHA2B10538g	6418
gene-DEHA2B10560g	7040
gene-DEHA2B10582g	1463
gene-DEHA2B10604g	284
gene-DEHA2B10626g	4164
gene-DEHA2B10648g	3412
gene-DEHA2B10670g	3960
gene-DEHA2B10692g	1348
gene-DEHA2B10714g	408
gene-DEHA2B10736g	1139
gene-DEHA2B10758g	1444
gene-DEHA2B10780g	983
gene-DEHA2B10802g	2485
gene-DEHA2B10824g	3846
gene-DEHA2B10846g	8419
gene-DEHA2B10868g	793
gene-DEHA2B10890g	2978
gene-DEHA2B10912g	4844
gene-DEHA2B10934g	980
gene-DEHA2B10956g	1569
gene-DEHA2B10978g	1806
gene-DEHA2B11000g	7375
gene-DEHA2B11022g	18867
gene-DEHA2B11044g	6181
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2411
gene-DEHA2B11110g	482
gene-DEHA2B11132r	0
gene-DEHA2B11154r	1
gene-DEHA2B11176g	2161
gene-DEHA2B11198r	0
gene-DEHA2B11220g	4837
gene-DEHA2B11242g	6851
gene-DEHA2B11264g	2852
gene-DEHA2B11286g	6582
gene-DEHA2B11308g	1325
gene-DEHA2B11330g	7972
gene-DEHA2B11352g	3019
gene-DEHA2B11374g	32
gene-DEHA2B11396g	103
gene-DEHA2B11418g	26
gene-DEHA2B11440g	3299
gene-DEHA2B11462g	19845
gene-DEHA2B11484g	2425
gene-DEHA2B11506g	2067
gene-DEHA2B11528g	5758
gene-DEHA2B11550g	9159
gene-DEHA2B11572g	2908
gene-DEHA2B11594g	3107
gene-DEHA2B11616g	7005
gene-DEHA2B11638g	3792
gene-DEHA2B11660g	3891
gene-DEHA2B11682g	262
gene-DEHA2B11704g	3
gene-DEHA2B11726g	162
gene-DEHA2B11748g	1886
gene-DEHA2B11770g	1179
gene-DEHA2B11792g	2303
gene-DEHA2B11814g	1645
gene-DEHA2B11836g	2900
gene-DEHA2B11858g	920
gene-DEHA2B11880g	8401
gene-DEHA2B11902g	4371
gene-DEHA2B11924g	2561
gene-DEHA2B11946g	3953
gene-DEHA2B11968g	6625
gene-DEHA2B11990g	3722
gene-DEHA2B12012g	5425
gene-DEHA2B12034g	7008
gene-DEHA2B12056g	2382
gene-DEHA2B12078g	10619
gene-DEHA2B12100g	9205
gene-DEHA2B12122g	2720
gene-DEHA2B12144g	4612
gene-DEHA2B12166g	4162
gene-DEHA2B12188g	17629
gene-DEHA2B12210g	15
gene-DEHA2B12232g	135
gene-DEHA2B12254g	97
gene-DEHA2B12276g	696
gene-DEHA2B12298g	4109
gene-DEHA2B12320g	1617
gene-DEHA2B12342g	1279
gene-DEHA2B12364g	3698
gene-DEHA2B12386g	8236
gene-DEHA2B12408g	6287
gene-DEHA2B12430g	6458
gene-DEHA2B12452g	4233
gene-DEHA2B12474g	5934
gene-DEHA2B12496g	3306
gene-DEHA2B12518g	2927
gene-DEHA2B12540g	4056
gene-DEHA2B12562g	2041
gene-DEHA2B12584g	6992
gene-DEHA2B12787g	129
gene-DEHA2B12870g	668
gene-DEHA2B12892g	20
gene-DEHA2B12914g	0
gene-DEHA2B12936g	4
gene-DEHA2B12958g	26
gene-DEHA2B12980g	2232
gene-DEHA2B13002g	2233
gene-DEHA2B13024g	1753
gene-DEHA2B13046g	3358
gene-DEHA2B13068g	215
gene-DEHA2B13090g	8777
gene-DEHA2B13112g	347
gene-DEHA2B13134g	5072
gene-DEHA2B13156g	3695
gene-DEHA2B13178g	6512
gene-DEHA2B13200g	726
gene-DEHA2B13222g	28
gene-DEHA2B13244g	311
gene-DEHA2B13266g	1
gene-DEHA2B13288g	5323
gene-DEHA2B13310g	2807
gene-DEHA2B13332g	2773
gene-DEHA2B13354g	4456
gene-DEHA2B13376g	1627
gene-DEHA2B13398g	1284
gene-DEHA2B13420g	2858
gene-DEHA2B13442g	7442
gene-DEHA2B13464g	1342
gene-DEHA2B13486g	188
gene-DEHA2B13508g	851
gene-DEHA2B13530g	4329
gene-DEHA2B13552g	3033
gene-DEHA2B13574g	3340
gene-DEHA2B13596g	1591
gene-DEHA2B13618g	1408
gene-DEHA2B13640g	14780
gene-DEHA2B13662g	37061
gene-DEHA2B13684g	3098
gene-DEHA2B13706g	2000
gene-DEHA2B13728g	14118
gene-DEHA2B13750g	1712
gene-DEHA2B13772g	1006
gene-DEHA2B13794g	732
gene-DEHA2B13816g	38
gene-DEHA2B13838g	1290
gene-DEHA2B13860g	11381
gene-DEHA2B13882g	2523
gene-DEHA2B13904g	650
gene-DEHA2B13926g	2754
gene-DEHA2B13948g	4599
gene-DEHA2B13970g	6764
gene-DEHA2B13992g	1501
gene-DEHA2B14014g	48
gene-DEHA2B14058g	71
gene-DEHA2B14080g	3169
gene-DEHA2B14102g	1276
gene-DEHA2B14124g	1131
gene-DEHA2B14146g	1070
gene-DEHA2B14168g	1499
gene-DEHA2B14190g	6758
gene-DEHA2B14212g	16988
gene-DEHA2B14234g	15
gene-DEHA2B14256g	109
gene-DEHA2B14278g	6701
gene-DEHA2B14300g	1664
gene-DEHA2B14322g	8710
gene-DEHA2B14344g	11479
gene-DEHA2B14366g	7086
gene-DEHA2B14377g	3690
gene-DEHA2B14388g	1802
gene-DEHA2B14410g	2919
gene-DEHA2B14432g	3155
gene-DEHA2B14454g	18539
gene-DEHA2B14476g	4985
gene-DEHA2B14498g	199
gene-DEHA2B14520g	2265
gene-DEHA2B14542g	4426
gene-DEHA2B14564g	39273
gene-DEHA2B14586g	190
gene-DEHA2B14608g	3502
gene-DEHA2B14630g	381
gene-DEHA2B14652g	1572
gene-DEHA2B14674g	1331
gene-DEHA2B14696g	1587
gene-DEHA2B14718g	10503
gene-DEHA2B14740g	9684
gene-DEHA2B14762g	2
gene-DEHA2B14784g	3616
gene-DEHA2B14806g	2280
gene-DEHA2B14828g	3827
gene-DEHA2B14850g	4914
gene-DEHA2B14872g	1075
gene-DEHA2B14894g	1686
gene-DEHA2B14916g	3103
gene-DEHA2B14938g	20117
gene-DEHA2B14960g	2032
gene-DEHA2B14982g	6651
gene-DEHA2B15004g	3142
gene-DEHA2B15026g	724
gene-DEHA2B15048g	3173
gene-DEHA2B15070g	4605
gene-DEHA2B15092g	1719
gene-DEHA2B15114g	1931
gene-DEHA2B15136g	6845
gene-DEHA2B15158g	1024
gene-DEHA2B15180g	9323
gene-DEHA2B15202g	89
gene-DEHA2B15224g	4919
gene-DEHA2B15246g	88
gene-DEHA2B15268g	18362
gene-DEHA2B15290g	10
gene-DEHA2B15312g	43
gene-DEHA2B15334g	6872
gene-DEHA2B15356g	993
gene-DEHA2B15378g	3810
gene-DEHA2B15400g	734
gene-DEHA2B15422g	1509
gene-DEHA2B15444g	3876
gene-DEHA2B15466g	1726
gene-DEHA2B15488g	9058
gene-DEHA2B15510g	1446
gene-DEHA2B15532g	3975
gene-DEHA2B15554g	3110
gene-DEHA2B15576g	3233
gene-DEHA2B15598g	3526
gene-DEHA2B15620g	10031
gene-DEHA2B15642g	9873
gene-DEHA2B15664g	705
gene-DEHA2B15686g	8713
gene-DEHA2B15708g	10981
gene-DEHA2B15730g	815
gene-DEHA2B15752g	476
gene-DEHA2B15774g	979
gene-DEHA2B15796g	1363
gene-DEHA2B15818g	6887
gene-DEHA2B15840g	949
gene-DEHA2B15862g	8022
gene-DEHA2B15884g	2643
gene-DEHA2B15906g	369
gene-DEHA2B15928g	1991
gene-DEHA2B15950g	93
gene-DEHA2B15972g	560
gene-DEHA2B15994g	686
gene-DEHA2B16016g	595
gene-DEHA2B16038g	1038
gene-DEHA2B16060g	533
gene-DEHA2B16082g	674
gene-DEHA2B16104g	600
gene-DEHA2B16126g	605
gene-DEHA2B16148g	2525
gene-DEHA2B16170g	2128
gene-DEHA2B16192g	1130
gene-DEHA2B16214g	1567
gene-DEHA2B16236g	2650
gene-DEHA2B16258g	83
gene-DEHA2B16280g	11
gene-DEHA2B16302g	0
gene-DEHA2B16324g	2
gene-DEHA2B16346g	32336
gene-DEHA2B16368g	227
gene-DEHA2B16390g	0
gene-DEHA2B16412g	1617
gene-DEHA2B16434g	3344
gene-DEHA2B16456g	1814
gene-DEHA2B16478g	58
gene-DEHA2B16500g	47
gene-DEHA2B16522g	0
gene-DEHA2B16544g	0
gene-DEHA2B16566g	7
gene-DEHA2B16588g	5
gene-DEHA2B16610g	148
gene-DEHA2B16632g	0
gene-DEHA2B16654g	0
gene-DEHA2B16676g	1052
gene-DEHA2B16698g	209
gene-DEHA2B16720g	3557
gene-DEHA2B16742g	414
gene-DEHA2C00099g	2
gene-DEHA2C00110g	2603
gene-DEHA2C00132g	12
gene-DEHA2C00154g	1656
gene-DEHA2C00176g	15
gene-DEHA2C00198g	4975
gene-DEHA2C00220g	37653
gene-DEHA2C00242g	1831
gene-DEHA2C00264g	1448
gene-DEHA2C00286g	191
gene-DEHA2C00297g	2
gene-DEHA2C00308g	442
gene-DEHA2C00330g	336
gene-DEHA2C00352g	278
gene-DEHA2C00374g	103
gene-DEHA2C00396g	430
gene-DEHA2C00418g	1417
gene-DEHA2C00440g	1761
gene-DEHA2C00484g	217
gene-DEHA2C00506g	90
gene-DEHA2C00528g	31
gene-DEHA2C00594g	1861
gene-DEHA2C00616g	1440
gene-DEHA2C00638g	5335
gene-DEHA2C00660g	545
gene-DEHA2C00682g	637
gene-DEHA2C00704g	3254
gene-DEHA2C00726g	116
gene-DEHA2C00748g	932
gene-DEHA2C00770g	4
gene-DEHA2C00792g	618
gene-DEHA2C00814g	25
gene-DEHA2C00836g	1856
gene-DEHA2C00858g	915
gene-DEHA2C00880g	896
gene-DEHA2C00902g	127
gene-DEHA2C00924g	339
gene-DEHA2C00946g	991
gene-DEHA2C00968g	16
gene-DEHA2C00990g	6
gene-DEHA2C01012g	45
gene-DEHA2C01034g	2026
gene-DEHA2C01056g	851
gene-DEHA2C01078g	2858
gene-DEHA2C01100g	6484
gene-DEHA2C01122g	604
gene-DEHA2C01144g	10064
gene-DEHA2C01166g	2796
gene-DEHA2C01188g	2276
gene-DEHA2C01210g	4994
gene-DEHA2C01232g	1330
gene-DEHA2C01254g	2877
gene-DEHA2C01276g	2163
gene-DEHA2C01298g	14635
gene-DEHA2C01320g	1723
gene-DEHA2C01342g	17058
gene-DEHA2C01364g	351
gene-DEHA2C01386g	2683
gene-DEHA2C01408g	7610
gene-DEHA2C01430g	2101
gene-DEHA2C01452g	3929
gene-DEHA2C01474g	2678
gene-DEHA2C01496g	4694
gene-DEHA2C01518g	7831
gene-DEHA2C01540g	1561
gene-DEHA2C01562g	3495
gene-DEHA2C01584g	695
gene-DEHA2C01606g	400
gene-DEHA2C01628g	244
gene-DEHA2C01650g	1040
gene-DEHA2C01672g	1871
gene-DEHA2C01694g	1012
gene-DEHA2C01716g	179
gene-DEHA2C01738g	33
gene-DEHA2C01760g	25090
gene-DEHA2C01782g	3042
gene-DEHA2C01804g	3533
gene-DEHA2C01826g	6528
gene-DEHA2C01848g	40
gene-DEHA2C01870g	39010
gene-DEHA2C01892g	4365
gene-DEHA2C01914g	4064
gene-DEHA2C01936g	3168
gene-DEHA2C01958g	523
gene-DEHA2C01980g	6586
gene-DEHA2C02002g	4586
gene-DEHA2C02024r	14
gene-DEHA2C02046g	11196
gene-DEHA2C02068g	8487
gene-DEHA2C02090g	711
gene-DEHA2C02112g	1620
gene-DEHA2C02134g	3783
gene-DEHA2C02156g	3540
gene-DEHA2C02178g	1351
gene-DEHA2C02200g	7245
gene-DEHA2C02222g	627
gene-DEHA2C02244g	5524
gene-DEHA2C02266g	8780
gene-DEHA2C02288g	1537
gene-DEHA2C02310g	1563
gene-DEHA2C02332g	379
gene-DEHA2C02354g	4518
gene-DEHA2C02376g	1285
gene-DEHA2C02398g	709
gene-DEHA2C02420g	889
gene-DEHA2C02442r	2
gene-DEHA2C02464g	4716
gene-DEHA2C02486g	1257
gene-DEHA2C02508g	807
gene-DEHA2C02530g	2109
gene-DEHA2C02552g	13595
gene-DEHA2C02574g	2755
gene-DEHA2C02596g	2468
gene-DEHA2C02618g	2311
gene-DEHA2C02640g	2107
gene-DEHA2C02662g	405
gene-DEHA2C02684g	3596
gene-DEHA2C02706g	4470
gene-DEHA2C02728g	954
gene-DEHA2C02750g	1880
gene-DEHA2C02772g	1687
gene-DEHA2C02794g	3283
gene-DEHA2C02816g	2794
gene-DEHA2C02838g	3731
gene-DEHA2C02860g	724
gene-DEHA2C02882g	5830
gene-DEHA2C02904g	2028
gene-DEHA2C02926g	5805
gene-DEHA2C02948g	1292
gene-DEHA2C02970g	1390
gene-DEHA2C02992g	8131
gene-DEHA2C03014g	11160
gene-DEHA2C03036g	10736
gene-DEHA2C03058g	5589
gene-DEHA2C03080g	2122
gene-DEHA2C03102g	7432
gene-DEHA2C03124g	7350
gene-DEHA2C03146g	7638
gene-DEHA2C03168g	5554
gene-DEHA2C03190g	4763
gene-DEHA2C03212g	2432
gene-DEHA2C03234g	2171
gene-DEHA2C03256g	5579
gene-DEHA2C03278g	10366
gene-DEHA2C03300r	1
gene-DEHA2C03322g	1147
gene-DEHA2C03344g	10458
gene-DEHA2C03366g	1685
gene-DEHA2C03388g	4139
gene-DEHA2C03410g	2525
gene-DEHA2C03432g	13089
gene-DEHA2C03454g	1514
gene-DEHA2C03476g	654
gene-DEHA2C03498r	14
gene-DEHA2C03520g	2385
gene-DEHA2C03542r	20
gene-DEHA2C03564g	6149
gene-DEHA2C03586g	1107
gene-DEHA2C03608g	9717
gene-DEHA2C03630g	2040
gene-DEHA2C03652g	5528
gene-DEHA2C03674g	2495
gene-DEHA2C03696g	4387
gene-DEHA2C03718g	778
gene-DEHA2C03740g	3226
gene-DEHA2C03762g	1873
gene-DEHA2C03784g	1202
gene-DEHA2C03806g	12443
gene-DEHA2C03828g	20771
gene-DEHA2C03850g	3919
gene-DEHA2C03872g	12972
gene-DEHA2C03894g	5775
gene-DEHA2C03916g	4843
gene-DEHA2C03938g	1968
gene-DEHA2C03960g	3830
gene-DEHA2C03982g	13803
gene-DEHA2C04004g	8412
gene-DEHA2C04026g	2882
gene-DEHA2C04048g	25625
gene-DEHA2C04070g	6674
gene-DEHA2C04092g	4086
gene-DEHA2C04114g	980
gene-DEHA2C04136g	3344
gene-DEHA2C04158g	5638
gene-DEHA2C04180g	6196
gene-DEHA2C04202g	1395
gene-DEHA2C04224g	3544
gene-DEHA2C04246g	2053
gene-DEHA2C04268g	45608
gene-DEHA2C04290g	10508
gene-DEHA2C04312g	5519
gene-DEHA2C04334g	1281
gene-DEHA2C04356g	5455
gene-DEHA2C04378g	4272
gene-DEHA2C04400g	3342
gene-DEHA2C04422g	3281
gene-DEHA2C04444g	3304
gene-DEHA2C04466g	4484
gene-DEHA2C04488g	6234
gene-DEHA2C04510g	5261
gene-DEHA2C04532g	4506
gene-DEHA2C04554g	9889
gene-DEHA2C04576g	3967
gene-DEHA2C04598g	3439
gene-DEHA2C04620g	3393
gene-DEHA2C04642g	2165
gene-DEHA2C04664g	3496
gene-DEHA2C04686g	2135
gene-DEHA2C04708g	3729
gene-DEHA2C04730g	117
gene-DEHA2C04752g	3133
gene-DEHA2C04774g	1341
gene-DEHA2C04796g	8161
gene-DEHA2C04818g	3069
gene-DEHA2C04840g	6
gene-DEHA2C04862g	6686
gene-DEHA2C04884g	26543
gene-DEHA2C04906g	5825
gene-DEHA2C04928g	1212
gene-DEHA2C04950g	7019
gene-DEHA2C04972g	25262
gene-DEHA2C04994g	1665
gene-DEHA2C05016g	6476
gene-DEHA2C05038g	2986
gene-DEHA2C05060g	1779
gene-DEHA2C05082g	1848
gene-DEHA2C05104g	12703
gene-DEHA2C05126g	6488
gene-DEHA2C05148g	4951
gene-DEHA2C05170g	4537
gene-DEHA2C05192g	2356
gene-DEHA2C05214g	13483
gene-DEHA2C05236g	18357
gene-DEHA2C05258g	5719
gene-DEHA2C05280g	10830
gene-DEHA2C05302g	1745
gene-DEHA2C05324g	6642
gene-DEHA2C05346g	1261
gene-DEHA2C05368g	10189
gene-DEHA2C05390g	16586
gene-DEHA2C05412g	11551
gene-DEHA2C05434g	283
gene-DEHA2C05456g	3930
gene-DEHA2C05478g	2948
gene-DEHA2C05500g	7095
gene-DEHA2C05522g	5421
gene-DEHA2C05544g	6958
gene-DEHA2C05566g	5270
gene-DEHA2C05588g	3593
gene-DEHA2C05610g	4892
gene-DEHA2C05632g	5417
gene-DEHA2C05654g	4081
gene-DEHA2C05676g	647
gene-DEHA2C05698g	119
gene-DEHA2C05720g	2300
gene-DEHA2C05742g	7825
gene-DEHA2C05764g	2628
gene-DEHA2C05786g	2427
gene-DEHA2C05808g	6295
gene-DEHA2C05830g	641
gene-DEHA2C05852g	252
gene-DEHA2C05874g	4
gene-DEHA2C05896g	42
gene-DEHA2C05918g	523
gene-DEHA2C05940g	12749
gene-DEHA2C05962g	5873
gene-DEHA2C05984g	1825
gene-DEHA2C06006g	3514
gene-DEHA2C06028g	2323
gene-DEHA2C06050g	2790
gene-DEHA2C06072g	572
gene-DEHA2C06094g	6668
gene-DEHA2C06116g	4703
gene-DEHA2C06138g	857
gene-DEHA2C06160g	4790
gene-DEHA2C06182g	2512
gene-DEHA2C06204r	0
gene-DEHA2C06226g	170
gene-DEHA2C06248g	13898
gene-DEHA2C06270g	1945
gene-DEHA2C06292g	1882
gene-DEHA2C06314g	31668
gene-DEHA2C06336g	4180
gene-DEHA2C06358g	1874
gene-DEHA2C06380g	9014
gene-DEHA2C06402g	13743
gene-DEHA2C06424r	2
gene-DEHA2C06446g	1881
gene-DEHA2C06468g	7046
gene-DEHA2C06490g	6858
gene-DEHA2C06512g	1646
gene-DEHA2C06534r	0
gene-DEHA2C06556g	114
gene-DEHA2C06578g	188
gene-DEHA2C06600g	74
gene-DEHA2C06622g	6668
gene-DEHA2C06644g	639
gene-DEHA2C06666g	3158
gene-DEHA2C06688g	4038
gene-DEHA2C06710g	2204
gene-DEHA2C06732r	0
gene-DEHA2C06754r	0
gene-DEHA2C06776g	46
gene-DEHA2C06798g	7035
gene-DEHA2C06820g	803
gene-DEHA2C06842r	2
gene-DEHA2C06864g	7479
gene-DEHA2C06886g	2023
gene-DEHA2C06908r	0
gene-DEHA2C06930g	3544
gene-DEHA2C06952g	155
gene-DEHA2C06974g	6914
gene-DEHA2C06996g	2828
gene-DEHA2C07018g	10615
gene-DEHA2C07040g	4961
gene-DEHA2C07062g	4714
gene-DEHA2C07084g	2750
gene-DEHA2C07106g	1864
gene-DEHA2C07128g	7552
gene-DEHA2C07150g	5631
gene-DEHA2C07172g	2215
gene-DEHA2C07194g	6459
gene-DEHA2C07216g	3841
gene-DEHA2C07238g	11896
gene-DEHA2C07260g	5770
gene-DEHA2C07282g	4638
gene-DEHA2C07304g	11820
gene-DEHA2C07326g	1860
gene-DEHA2C07348r	4
gene-DEHA2C07370g	11695
gene-DEHA2C07392g	19
gene-DEHA2C07414g	116
gene-DEHA2C07436g	340
gene-DEHA2C07458g	4973
gene-DEHA2C07480g	4444
gene-DEHA2C07502g	11704
gene-DEHA2C07524g	1299
gene-DEHA2C07546g	6577
gene-DEHA2C07568g	3427
gene-DEHA2C07590g	3249
gene-DEHA2C07612g	5739
gene-DEHA2C07634g	19509
gene-DEHA2C07656g	1963
gene-DEHA2C07678g	3323
gene-DEHA2C07700g	9
gene-DEHA2C07722g	10293
gene-DEHA2C07744g	841
gene-DEHA2C07766g	1350
gene-DEHA2C07788g	3812
gene-DEHA2C07810g	5714
gene-DEHA2C07832g	6734
gene-DEHA2C07854g	847
gene-DEHA2C07876g	2658
gene-DEHA2C07898g	1933
gene-DEHA2C07920g	9680
gene-DEHA2C07942g	3472
gene-DEHA2C07964g	9640
gene-DEHA2C07986g	930
gene-DEHA2C08008g	6018
gene-DEHA2C08030g	21891
gene-DEHA2C08052g	1608
gene-DEHA2C08074g	26412
gene-DEHA2C08096g	2587
gene-DEHA2C08118g	348
gene-DEHA2C08140g	1760
gene-DEHA2C08162r	0
gene-DEHA2C08184g	1407
gene-DEHA2C08206g	5452
gene-DEHA2C08228g	4887
gene-DEHA2C08250g	2311
gene-DEHA2C08272g	1518
gene-DEHA2C08294g	8032
gene-DEHA2C08316g	1777
gene-DEHA2C08338g	9069
gene-DEHA2C08360g	4582
gene-DEHA2C08382g	6255
gene-DEHA2C08404g	1865
gene-DEHA2C08426g	2643
gene-DEHA2C08448g	1238
gene-DEHA2C08470g	2389
gene-DEHA2C08492g	4792
gene-DEHA2C08514g	5627
gene-DEHA2C08536g	6242
gene-DEHA2C08558g	6492
