Geneid	RNA STAR on 1MNaCl1: mapped.bam
gene-DEHA2B05412g	15524
gene-DEHA2B05434g	713
gene-DEHA2B05456r	2
gene-DEHA2B05478g	8499
gene-DEHA2B05500g	2184
gene-DEHA2B05522g	2756
gene-DEHA2B05544g	9635
gene-DEHA2B05566g	1953
gene-DEHA2B05588g	2335
gene-DEHA2B05610g	7453
gene-DEHA2B05632g	2952
gene-DEHA2B05654g	2645
gene-DEHA2B05676g	5153
gene-DEHA2B05698g	5319
gene-DEHA2B05720g	3617
gene-DEHA2B05742g	8593
gene-DEHA2B05764g	32848
gene-DEHA2B05786g	71
gene-DEHA2B05808g	1321
gene-DEHA2B05830g	1723
gene-DEHA2B05852g	1099
gene-DEHA2B05874g	5452
gene-DEHA2B05896g	10317
gene-DEHA2B05918g	6630
gene-DEHA2B05940g	51
gene-DEHA2B05962g	3516
gene-DEHA2B05984g	2940
gene-DEHA2B06006g	2364
gene-DEHA2B06028g	2953
gene-DEHA2B06050g	12586
gene-DEHA2B06072g	3174
gene-DEHA2B06094g	24529
gene-DEHA2B06116g	752
gene-DEHA2B06138g	1669
gene-DEHA2B06160g	3660
gene-DEHA2B06182g	4869
gene-DEHA2B06204g	5019
gene-DEHA2B06226g	11004
gene-DEHA2B06248g	1501
gene-DEHA2B06270g	5022
gene-DEHA2B06292g	1301
gene-DEHA2B06314r	1
gene-DEHA2B06336g	4668
gene-DEHA2B06358g	7645
gene-DEHA2B06380g	1769
gene-DEHA2B06402g	4285
gene-DEHA2B06424g	1912
gene-DEHA2B06446g	21970
gene-DEHA2B06468r	6
gene-DEHA2B06490g	6226
gene-DEHA2B06512g	2121
gene-DEHA2B06534g	82
gene-DEHA2B06556g	5434
gene-DEHA2B06578g	2366
gene-DEHA2B06600g	7799
gene-DEHA2B06622g	1412
gene-DEHA2B06644g	3635
gene-DEHA2B06666g	1827
gene-DEHA2B06688r	4
gene-DEHA2B06710g	4957
gene-DEHA2B06732g	7759
gene-DEHA2B06754g	2630
gene-DEHA2B06776g	1925
gene-DEHA2B06798g	3088
gene-DEHA2B06820g	2192
gene-DEHA2B06842g	4512
gene-DEHA2B06864g	4349
gene-DEHA2B06886g	2268
gene-DEHA2B06908g	4949
gene-DEHA2B06930g	138
gene-DEHA2B06952g	6
gene-DEHA2B06974g	29
gene-DEHA2B06996g	883
gene-DEHA2B07018g	4159
gene-DEHA2B07040g	22058
gene-DEHA2B07062g	23875
gene-DEHA2B07084g	3584
gene-DEHA2B07106g	15383
gene-DEHA2B07128g	5250
gene-DEHA2B07150g	5213
gene-DEHA2B07172g	4878
gene-DEHA2B07194g	8429
gene-DEHA2B07216g	3015
gene-DEHA2B07238g	7292
gene-DEHA2B07260g	3583
gene-DEHA2B07282g	4206
gene-DEHA2B07304g	15860
gene-DEHA2B07326g	2635
gene-DEHA2B07348g	81
gene-DEHA2B07370g	6959
gene-DEHA2B07392g	1906
gene-DEHA2B07414g	3474
gene-DEHA2B07436g	1177
gene-DEHA2B07458g	2566
gene-DEHA2B07480g	678
gene-DEHA2B07502g	8663
gene-DEHA2B07524g	14427
gene-DEHA2B07546g	11687
gene-DEHA2B07568g	4345
gene-DEHA2B07590g	947
gene-DEHA2B07612g	3004
gene-DEHA2B07634g	6456
gene-DEHA2B07656g	9589
gene-DEHA2B07678g	696
gene-DEHA2B07700g	4053
gene-DEHA2B07722g	15171
gene-DEHA2B07744g	684
gene-DEHA2B07766r	1
gene-DEHA2B07788g	6860
gene-DEHA2B07810g	2860
gene-DEHA2B07832g	8
gene-DEHA2B07854g	4329
gene-DEHA2B07876g	4375
gene-DEHA2B07898g	2952
gene-DEHA2B07920g	8344
gene-DEHA2B07942g	1002
gene-DEHA2B07964g	16270
gene-DEHA2B07986g	14512
gene-DEHA2B08008g	3916
gene-DEHA2B08030g	1426
gene-DEHA2B08052g	5118
gene-DEHA2B08074g	415
gene-DEHA2B08096g	10193
gene-DEHA2B08118g	7015
gene-DEHA2B08140g	55004
gene-DEHA2B08162g	40
gene-DEHA2B08184g	3405
gene-DEHA2B08206g	2623
gene-DEHA2B08228g	4578
gene-DEHA2B08250g	1012
gene-DEHA2B08272g	1891
gene-DEHA2B08294g	4883
gene-DEHA2B08316g	1981
gene-DEHA2B08338g	2316
gene-DEHA2B08360g	2559
gene-DEHA2B08382g	4404
gene-DEHA2B08404g	2100
gene-DEHA2B08426g	2011
gene-DEHA2B08448g	2215
gene-DEHA2B08470r	18
gene-DEHA2B08492g	4032
gene-DEHA2B08514g	41
gene-DEHA2B08536g	1164
gene-DEHA2B08558g	1758
gene-DEHA2B08580g	1031
gene-DEHA2B08602g	1480
gene-DEHA2B08624g	193
gene-DEHA2B08646g	4591
gene-DEHA2B08668g	400
gene-DEHA2B08690g	1524
gene-DEHA2B08712r	0
gene-DEHA2B08734g	3017
gene-DEHA2B08756g	2858
gene-DEHA2B08778g	3704
gene-DEHA2B08800g	2352
gene-DEHA2B08822g	4045
gene-DEHA2B08844g	2552
gene-DEHA2B08866g	2963
gene-DEHA2B08888g	2787
gene-DEHA2B08910g	4388
gene-DEHA2B08932g	5300
gene-DEHA2B08954g	2874
gene-DEHA2B08976r	1
gene-DEHA2B08998g	20
gene-DEHA2B09020g	69
gene-DEHA2B09086r	10
gene-DEHA2B09108r	0
gene-DEHA2B09130r	1
gene-DEHA2B09152r	3
gene-DEHA2B09174r	0
gene-DEHA2B09196g	978
gene-DEHA2B09218g	4916
gene-DEHA2B09240g	10955
gene-DEHA2B09262g	2028
gene-DEHA2B09284g	2927
gene-DEHA2B09306g	6673
gene-DEHA2B09328g	443
gene-DEHA2B09350g	6492
gene-DEHA2B09372g	6337
gene-DEHA2B09394g	3476
gene-DEHA2B09416g	3149
gene-DEHA2B09438g	1113
gene-DEHA2B09460g	4303
gene-DEHA2B09482g	2656
gene-DEHA2B09504g	2552
gene-DEHA2B09526g	14640
gene-DEHA2B09548g	2486
gene-DEHA2B09570g	7965
gene-DEHA2B09592g	249
gene-DEHA2B09614g	1811
gene-DEHA2B09636g	1478
gene-DEHA2B09658g	21369
gene-DEHA2B09680g	17208
gene-DEHA2B09702g	7315
gene-DEHA2B09724g	5264
gene-DEHA2B09746g	3341
gene-DEHA2B09768g	1318
gene-DEHA2B09790g	44
gene-DEHA2B09812g	39
gene-DEHA2B09834g	3913
gene-DEHA2B09856g	5467
gene-DEHA2B09878g	257
gene-DEHA2B09900g	1102
gene-DEHA2B09922g	13129
gene-DEHA2B09944g	6202
gene-DEHA2B09966g	1103
gene-DEHA2B09988g	19853
gene-DEHA2B10010g	7873
gene-DEHA2B10032g	26931
gene-DEHA2B10054g	51
gene-DEHA2B10076g	2692
gene-DEHA2B10098g	3162
gene-DEHA2B10120g	6560
gene-DEHA2B10142g	8316
gene-DEHA2B10164g	276
gene-DEHA2B10186g	7493
gene-DEHA2B10208g	4681
gene-DEHA2B10230g	3578
gene-DEHA2B10252g	12851
gene-DEHA2B10274g	836
gene-DEHA2B10296g	4049
gene-DEHA2B10318g	5837
gene-DEHA2B10340g	305
gene-DEHA2B10362g	1805
gene-DEHA2B10384g	3017
gene-DEHA2B10406g	2200
gene-DEHA2B10428g	236
gene-DEHA2B10450g	13123
gene-DEHA2B10472g	7405
gene-DEHA2B10494g	5426
gene-DEHA2B10516g	122
gene-DEHA2B10538g	4861
gene-DEHA2B10560g	7447
gene-DEHA2B10582g	1274
gene-DEHA2B10604g	563
gene-DEHA2B10626g	4010
gene-DEHA2B10648g	4031
gene-DEHA2B10670g	2351
gene-DEHA2B10692g	1629
gene-DEHA2B10714g	546
gene-DEHA2B10736g	2419
gene-DEHA2B10758g	1501
gene-DEHA2B10780g	2082
gene-DEHA2B10802g	3270
gene-DEHA2B10824g	3902
gene-DEHA2B10846g	10022
gene-DEHA2B10868g	743
gene-DEHA2B10890g	3412
gene-DEHA2B10912g	4429
gene-DEHA2B10934g	1279
gene-DEHA2B10956g	1728
gene-DEHA2B10978g	1555
gene-DEHA2B11000g	10744
gene-DEHA2B11022g	24217
gene-DEHA2B11044g	7799
gene-DEHA2B11066r	1
gene-DEHA2B11088g	2942
gene-DEHA2B11110g	505
gene-DEHA2B11132r	0
gene-DEHA2B11154r	1
gene-DEHA2B11176g	2815
gene-DEHA2B11198r	1
gene-DEHA2B11220g	6942
gene-DEHA2B11242g	5074
gene-DEHA2B11264g	6958
gene-DEHA2B11286g	8502
gene-DEHA2B11308g	1477
gene-DEHA2B11330g	6976
gene-DEHA2B11352g	3625
gene-DEHA2B11374g	19
gene-DEHA2B11396g	200
gene-DEHA2B11418g	19
gene-DEHA2B11440g	3693
gene-DEHA2B11462g	17811
gene-DEHA2B11484g	1968
gene-DEHA2B11506g	2656
gene-DEHA2B11528g	6337
gene-DEHA2B11550g	11729
gene-DEHA2B11572g	3360
gene-DEHA2B11594g	4791
gene-DEHA2B11616g	7722
gene-DEHA2B11638g	3853
gene-DEHA2B11660g	1989
gene-DEHA2B11682g	422
gene-DEHA2B11704g	3
gene-DEHA2B11726g	187
gene-DEHA2B11748g	1774
gene-DEHA2B11770g	1656
gene-DEHA2B11792g	2275
gene-DEHA2B11814g	1479
gene-DEHA2B11836g	4787
gene-DEHA2B11858g	1551
gene-DEHA2B11880g	11070
gene-DEHA2B11902g	4214
gene-DEHA2B11924g	3014
gene-DEHA2B11946g	4652
gene-DEHA2B11968g	12520
gene-DEHA2B11990g	4150
gene-DEHA2B12012g	6201
gene-DEHA2B12034g	7139
gene-DEHA2B12056g	2719
gene-DEHA2B12078g	12272
gene-DEHA2B12100g	10726
gene-DEHA2B12122g	3559
gene-DEHA2B12144g	2493
gene-DEHA2B12166g	2686
gene-DEHA2B12188g	44229
gene-DEHA2B12210g	217
gene-DEHA2B12232g	272
gene-DEHA2B12254g	115
gene-DEHA2B12276g	408
gene-DEHA2B12298g	3543
gene-DEHA2B12320g	2640
gene-DEHA2B12342g	1864
gene-DEHA2B12364g	4571
gene-DEHA2B12386g	8059
gene-DEHA2B12408g	8249
gene-DEHA2B12430g	8047
gene-DEHA2B12452g	4805
gene-DEHA2B12474g	7919
gene-DEHA2B12496g	3509
gene-DEHA2B12518g	6794
gene-DEHA2B12540g	6400
gene-DEHA2B12562g	2019
gene-DEHA2B12584g	8285
gene-DEHA2B12787g	261
gene-DEHA2B12870g	1338
gene-DEHA2B12892g	101
gene-DEHA2B12914g	0
gene-DEHA2B12936g	5
gene-DEHA2B12958g	290
gene-DEHA2B12980g	6899
gene-DEHA2B13002g	2208
gene-DEHA2B13024g	1948
gene-DEHA2B13046g	2869
gene-DEHA2B13068g	141
gene-DEHA2B13090g	18546
gene-DEHA2B13112g	302
gene-DEHA2B13134g	4624
gene-DEHA2B13156g	6369
gene-DEHA2B13178g	14534
gene-DEHA2B13200g	1096
gene-DEHA2B13222g	202
gene-DEHA2B13244g	1101
gene-DEHA2B13266g	2
gene-DEHA2B13288g	4861
gene-DEHA2B13310g	2073
gene-DEHA2B13332g	3282
gene-DEHA2B13354g	5619
gene-DEHA2B13376g	1659
gene-DEHA2B13398g	1299
gene-DEHA2B13420g	4293
gene-DEHA2B13442g	11756
gene-DEHA2B13464g	1459
gene-DEHA2B13486g	377
gene-DEHA2B13508g	1584
gene-DEHA2B13530g	3792
gene-DEHA2B13552g	2962
gene-DEHA2B13574g	3127
gene-DEHA2B13596g	1505
gene-DEHA2B13618g	1114
gene-DEHA2B13640g	13065
gene-DEHA2B13662g	31961
gene-DEHA2B13684g	3080
gene-DEHA2B13706g	1538
gene-DEHA2B13728g	16277
gene-DEHA2B13750g	3258
gene-DEHA2B13772g	1192
gene-DEHA2B13794g	1946
gene-DEHA2B13816g	29
gene-DEHA2B13838g	1053
gene-DEHA2B13860g	17040
gene-DEHA2B13882g	3876
gene-DEHA2B13904g	441
gene-DEHA2B13926g	2901
gene-DEHA2B13948g	5022
gene-DEHA2B13970g	7179
gene-DEHA2B13992g	1136
gene-DEHA2B14014g	40
gene-DEHA2B14058g	73
gene-DEHA2B14080g	3656
gene-DEHA2B14102g	1293
gene-DEHA2B14124g	1403
gene-DEHA2B14146g	1211
gene-DEHA2B14168g	1340
gene-DEHA2B14190g	6665
gene-DEHA2B14212g	41950
gene-DEHA2B14234g	4
gene-DEHA2B14256g	129
gene-DEHA2B14278g	5082
gene-DEHA2B14300g	2200
gene-DEHA2B14322g	8269
gene-DEHA2B14344g	28356
gene-DEHA2B14366g	8926
gene-DEHA2B14377g	3207
gene-DEHA2B14388g	2251
gene-DEHA2B14410g	3705
gene-DEHA2B14432g	3318
gene-DEHA2B14454g	17042
gene-DEHA2B14476g	6537
gene-DEHA2B14498g	83
gene-DEHA2B14520g	2184
gene-DEHA2B14542g	3451
gene-DEHA2B14564g	47439
gene-DEHA2B14586g	73
gene-DEHA2B14608g	2970
gene-DEHA2B14630g	433
gene-DEHA2B14652g	1388
gene-DEHA2B14674g	1663
gene-DEHA2B14696g	1983
gene-DEHA2B14718g	5075
gene-DEHA2B14740g	35988
gene-DEHA2B14762g	2
gene-DEHA2B14784g	2488
gene-DEHA2B14806g	3001
gene-DEHA2B14828g	6717
gene-DEHA2B14850g	4288
gene-DEHA2B14872g	1764
gene-DEHA2B14894g	2051
gene-DEHA2B14916g	5307
gene-DEHA2B14938g	15416
gene-DEHA2B14960g	2951
gene-DEHA2B14982g	9389
gene-DEHA2B15004g	2841
gene-DEHA2B15026g	867
gene-DEHA2B15048g	3391
gene-DEHA2B15070g	6421
gene-DEHA2B15092g	1886
gene-DEHA2B15114g	2602
gene-DEHA2B15136g	6434
gene-DEHA2B15158g	1749
gene-DEHA2B15180g	15601
gene-DEHA2B15202g	112
gene-DEHA2B15224g	7784
gene-DEHA2B15246g	93
gene-DEHA2B15268g	38264
gene-DEHA2B15290g	5
gene-DEHA2B15312g	13
gene-DEHA2B15334g	13927
gene-DEHA2B15356g	937
gene-DEHA2B15378g	6265
gene-DEHA2B15400g	614
gene-DEHA2B15422g	1982
gene-DEHA2B15444g	4905
gene-DEHA2B15466g	1295
gene-DEHA2B15488g	8883
gene-DEHA2B15510g	2213
gene-DEHA2B15532g	3569
gene-DEHA2B15554g	3292
gene-DEHA2B15576g	2105
gene-DEHA2B15598g	4266
gene-DEHA2B15620g	17100
gene-DEHA2B15642g	13950
gene-DEHA2B15664g	740
gene-DEHA2B15686g	8957
gene-DEHA2B15708g	7805
gene-DEHA2B15730g	217
gene-DEHA2B15752g	562
gene-DEHA2B15774g	1418
gene-DEHA2B15796g	1879
gene-DEHA2B15818g	9707
gene-DEHA2B15840g	343
gene-DEHA2B15862g	9016
gene-DEHA2B15884g	2649
gene-DEHA2B15906g	226
gene-DEHA2B15928g	106732
gene-DEHA2B15950g	43
gene-DEHA2B15972g	19548
gene-DEHA2B15994g	25311
gene-DEHA2B16016g	84
gene-DEHA2B16038g	1532
gene-DEHA2B16060g	834
gene-DEHA2B16082g	1173
gene-DEHA2B16104g	644
gene-DEHA2B16126g	1266
gene-DEHA2B16148g	2771
gene-DEHA2B16170g	10348
gene-DEHA2B16192g	9095
gene-DEHA2B16214g	5099
gene-DEHA2B16236g	3519
gene-DEHA2B16258g	1288
gene-DEHA2B16280g	160
gene-DEHA2B16302g	0
gene-DEHA2B16324g	4
gene-DEHA2B16346g	20506
gene-DEHA2B16368g	1358
gene-DEHA2B16390g	3
gene-DEHA2B16412g	1457
gene-DEHA2B16434g	5976
gene-DEHA2B16456g	8482
gene-DEHA2B16478g	23329
gene-DEHA2B16500g	8486
gene-DEHA2B16522g	101
gene-DEHA2B16544g	15
gene-DEHA2B16566g	70
gene-DEHA2B16588g	92
gene-DEHA2B16610g	2858
gene-DEHA2B16632g	11
gene-DEHA2B16654g	0
gene-DEHA2B16676g	1602
gene-DEHA2B16698g	305
gene-DEHA2B16720g	5431
gene-DEHA2B16742g	839
gene-DEHA2C00099g	2
gene-DEHA2C00110g	3733
gene-DEHA2C00132g	7
gene-DEHA2C00154g	2613
gene-DEHA2C00176g	19
gene-DEHA2C00198g	4913
gene-DEHA2C00220g	26834
gene-DEHA2C00242g	2346
gene-DEHA2C00264g	2129
gene-DEHA2C00286g	431
gene-DEHA2C00297g	35
gene-DEHA2C00308g	418
gene-DEHA2C00330g	571
gene-DEHA2C00352g	2621
gene-DEHA2C00374g	1024
gene-DEHA2C00396g	299
gene-DEHA2C00418g	305
gene-DEHA2C00440g	504
gene-DEHA2C00484g	754
gene-DEHA2C00506g	190
gene-DEHA2C00528g	205
gene-DEHA2C00594g	6473
gene-DEHA2C00616g	37514
gene-DEHA2C00638g	8545
gene-DEHA2C00660g	1180
gene-DEHA2C00682g	781
gene-DEHA2C00704g	3717
gene-DEHA2C00726g	314
gene-DEHA2C00748g	1433
gene-DEHA2C00770g	2
gene-DEHA2C00792g	1512
gene-DEHA2C00814g	162
gene-DEHA2C00836g	1997
gene-DEHA2C00858g	695
gene-DEHA2C00880g	447
gene-DEHA2C00902g	173
gene-DEHA2C00924g	438
gene-DEHA2C00946g	1153
gene-DEHA2C00968g	59
gene-DEHA2C00990g	84
gene-DEHA2C01012g	574
gene-DEHA2C01034g	3930
gene-DEHA2C01056g	2336
gene-DEHA2C01078g	4235
gene-DEHA2C01100g	7880
gene-DEHA2C01122g	969
gene-DEHA2C01144g	5508
gene-DEHA2C01166g	2631
gene-DEHA2C01188g	2720
gene-DEHA2C01210g	7149
gene-DEHA2C01232g	1851
gene-DEHA2C01254g	2743
gene-DEHA2C01276g	3122
gene-DEHA2C01298g	13773
gene-DEHA2C01320g	3971
gene-DEHA2C01342g	33561
gene-DEHA2C01364g	434
gene-DEHA2C01386g	2099
gene-DEHA2C01408g	9997
gene-DEHA2C01430g	1116
gene-DEHA2C01452g	2801
gene-DEHA2C01474g	3948
gene-DEHA2C01496g	5500
gene-DEHA2C01518g	7816
gene-DEHA2C01540g	1493
gene-DEHA2C01562g	3601
gene-DEHA2C01584g	355
gene-DEHA2C01606g	257
gene-DEHA2C01628g	140
gene-DEHA2C01650g	1075
gene-DEHA2C01672g	2167
gene-DEHA2C01694g	2172
gene-DEHA2C01716g	232
gene-DEHA2C01738g	36
gene-DEHA2C01760g	42496
gene-DEHA2C01782g	2244
gene-DEHA2C01804g	1884
gene-DEHA2C01826g	6747
gene-DEHA2C01848g	5
gene-DEHA2C01870g	50544
gene-DEHA2C01892g	3686
gene-DEHA2C01914g	3789
gene-DEHA2C01936g	3175
gene-DEHA2C01958g	938
gene-DEHA2C01980g	10194
gene-DEHA2C02002g	4349
gene-DEHA2C02024r	2
gene-DEHA2C02046g	22716
gene-DEHA2C02068g	8406
gene-DEHA2C02090g	731
gene-DEHA2C02112g	2614
gene-DEHA2C02134g	7735
gene-DEHA2C02156g	3339
gene-DEHA2C02178g	2523
gene-DEHA2C02200g	8600
gene-DEHA2C02222g	636
gene-DEHA2C02244g	8986
gene-DEHA2C02266g	10560
gene-DEHA2C02288g	2558
gene-DEHA2C02310g	1570
gene-DEHA2C02332g	584
gene-DEHA2C02354g	4155
gene-DEHA2C02376g	3102
gene-DEHA2C02398g	1088
gene-DEHA2C02420g	1431
gene-DEHA2C02442r	0
gene-DEHA2C02464g	8817
gene-DEHA2C02486g	2451
gene-DEHA2C02508g	17359
gene-DEHA2C02530g	2157
gene-DEHA2C02552g	59808
gene-DEHA2C02574g	2998
gene-DEHA2C02596g	2814
gene-DEHA2C02618g	2294
gene-DEHA2C02640g	2853
gene-DEHA2C02662g	621
gene-DEHA2C02684g	3706
gene-DEHA2C02706g	4002
gene-DEHA2C02728g	1856
gene-DEHA2C02750g	3893
gene-DEHA2C02772g	2069
gene-DEHA2C02794g	3673
gene-DEHA2C02816g	5691
gene-DEHA2C02838g	2629
gene-DEHA2C02860g	702
gene-DEHA2C02882g	4352
gene-DEHA2C02904g	1487
gene-DEHA2C02926g	6244
gene-DEHA2C02948g	1314
gene-DEHA2C02970g	1438
gene-DEHA2C02992g	7163
gene-DEHA2C03014g	15870
gene-DEHA2C03036g	5746
gene-DEHA2C03058g	5229
gene-DEHA2C03080g	3557
gene-DEHA2C03102g	7817
gene-DEHA2C03124g	9371
gene-DEHA2C03146g	8679
gene-DEHA2C03168g	3686
gene-DEHA2C03190g	3751
gene-DEHA2C03212g	2730
gene-DEHA2C03234g	3622
gene-DEHA2C03256g	5609
gene-DEHA2C03278g	10365
gene-DEHA2C03300r	0
gene-DEHA2C03322g	1710
gene-DEHA2C03344g	14530
gene-DEHA2C03366g	1793
gene-DEHA2C03388g	8011
gene-DEHA2C03410g	3564
gene-DEHA2C03432g	13931
gene-DEHA2C03454g	1301
gene-DEHA2C03476g	12612
gene-DEHA2C03498r	10
gene-DEHA2C03520g	8190
gene-DEHA2C03542r	22
gene-DEHA2C03564g	5190
gene-DEHA2C03586g	826
gene-DEHA2C03608g	2856
gene-DEHA2C03630g	14038
gene-DEHA2C03652g	8768
gene-DEHA2C03674g	2436
gene-DEHA2C03696g	5761
gene-DEHA2C03718g	967
gene-DEHA2C03740g	3829
gene-DEHA2C03762g	2020
gene-DEHA2C03784g	1610
gene-DEHA2C03806g	10431
gene-DEHA2C03828g	70670
gene-DEHA2C03850g	2877
gene-DEHA2C03872g	12688
gene-DEHA2C03894g	7124
gene-DEHA2C03916g	4328
gene-DEHA2C03938g	2149
gene-DEHA2C03960g	3140
gene-DEHA2C03982g	12359
gene-DEHA2C04004g	9698
gene-DEHA2C04026g	2017
gene-DEHA2C04048g	29808
gene-DEHA2C04070g	6904
gene-DEHA2C04092g	5208
gene-DEHA2C04114g	603
gene-DEHA2C04136g	2724
gene-DEHA2C04158g	5880
gene-DEHA2C04180g	7224
gene-DEHA2C04202g	2529
gene-DEHA2C04224g	3126
gene-DEHA2C04246g	1887
gene-DEHA2C04268g	11770
gene-DEHA2C04290g	7318
gene-DEHA2C04312g	5672
gene-DEHA2C04334g	1254
gene-DEHA2C04356g	8730
gene-DEHA2C04378g	6710
gene-DEHA2C04400g	4889
gene-DEHA2C04422g	2936
gene-DEHA2C04444g	2346
gene-DEHA2C04466g	5950
gene-DEHA2C04488g	3804
gene-DEHA2C04510g	3877
gene-DEHA2C04532g	4618
gene-DEHA2C04554g	22916
gene-DEHA2C04576g	7131
gene-DEHA2C04598g	1449
gene-DEHA2C04620g	4271
gene-DEHA2C04642g	1382
gene-DEHA2C04664g	5485
gene-DEHA2C04686g	1649
gene-DEHA2C04708g	4360
gene-DEHA2C04730g	101
gene-DEHA2C04752g	2041
gene-DEHA2C04774g	1609
gene-DEHA2C04796g	7509
gene-DEHA2C04818g	4103
gene-DEHA2C04840g	5
gene-DEHA2C04862g	6839
gene-DEHA2C04884g	34796
gene-DEHA2C04906g	5926
gene-DEHA2C04928g	2501
gene-DEHA2C04950g	6909
gene-DEHA2C04972g	26192
gene-DEHA2C04994g	4340
gene-DEHA2C05016g	7050
gene-DEHA2C05038g	3085
gene-DEHA2C05060g	1839
gene-DEHA2C05082g	2357
gene-DEHA2C05104g	20046
gene-DEHA2C05126g	7713
gene-DEHA2C05148g	8148
gene-DEHA2C05170g	4721
gene-DEHA2C05192g	1830
gene-DEHA2C05214g	25026
gene-DEHA2C05236g	48691
gene-DEHA2C05258g	8269
gene-DEHA2C05280g	11619
gene-DEHA2C05302g	2611
gene-DEHA2C05324g	10490
gene-DEHA2C05346g	883
gene-DEHA2C05368g	9831
gene-DEHA2C05390g	52278
gene-DEHA2C05412g	6908
gene-DEHA2C05434g	570
gene-DEHA2C05456g	4988
gene-DEHA2C05478g	2479
gene-DEHA2C05500g	6904
gene-DEHA2C05522g	5533
gene-DEHA2C05544g	4459
gene-DEHA2C05566g	3434
gene-DEHA2C05588g	2795
gene-DEHA2C05610g	7745
gene-DEHA2C05632g	6982
gene-DEHA2C05654g	3633
gene-DEHA2C05676g	798
gene-DEHA2C05698g	127
gene-DEHA2C05720g	1355
gene-DEHA2C05742g	11207
gene-DEHA2C05764g	4834
gene-DEHA2C05786g	1872
gene-DEHA2C05808g	9136
gene-DEHA2C05830g	1265
gene-DEHA2C05852g	1353
gene-DEHA2C05874g	79
gene-DEHA2C05896g	55
gene-DEHA2C05918g	584
gene-DEHA2C05940g	10967
gene-DEHA2C05962g	9323
gene-DEHA2C05984g	3046
gene-DEHA2C06006g	4276
gene-DEHA2C06028g	2771
gene-DEHA2C06050g	3104
gene-DEHA2C06072g	928
gene-DEHA2C06094g	6178
gene-DEHA2C06116g	3646
gene-DEHA2C06138g	988
gene-DEHA2C06160g	7004
gene-DEHA2C06182g	3284
gene-DEHA2C06204r	1
gene-DEHA2C06226g	192
gene-DEHA2C06248g	18832
gene-DEHA2C06270g	5347
gene-DEHA2C06292g	3446
gene-DEHA2C06314g	102665
gene-DEHA2C06336g	5971
gene-DEHA2C06358g	2376
gene-DEHA2C06380g	8527
gene-DEHA2C06402g	16016
gene-DEHA2C06424r	0
gene-DEHA2C06446g	1687
gene-DEHA2C06468g	5961
gene-DEHA2C06490g	5015
gene-DEHA2C06512g	2062
gene-DEHA2C06534r	0
gene-DEHA2C06556g	181
gene-DEHA2C06578g	207
gene-DEHA2C06600g	105
gene-DEHA2C06622g	10882
gene-DEHA2C06644g	508
gene-DEHA2C06666g	2589
gene-DEHA2C06688g	4920
gene-DEHA2C06710g	1407
gene-DEHA2C06732r	0
gene-DEHA2C06754r	0
gene-DEHA2C06776g	33
gene-DEHA2C06798g	6959
gene-DEHA2C06820g	904
gene-DEHA2C06842r	4
gene-DEHA2C06864g	7225
gene-DEHA2C06886g	2305
gene-DEHA2C06908r	0
gene-DEHA2C06930g	5818
gene-DEHA2C06952g	245
gene-DEHA2C06974g	7973
gene-DEHA2C06996g	5004
gene-DEHA2C07018g	8896
gene-DEHA2C07040g	3809
gene-DEHA2C07062g	4098
gene-DEHA2C07084g	3866
gene-DEHA2C07106g	2332
gene-DEHA2C07128g	12609
gene-DEHA2C07150g	6049
gene-DEHA2C07172g	1766
gene-DEHA2C07194g	3244
gene-DEHA2C07216g	2943
gene-DEHA2C07238g	13328
gene-DEHA2C07260g	6907
gene-DEHA2C07282g	5049
gene-DEHA2C07304g	10127
gene-DEHA2C07326g	2328
gene-DEHA2C07348r	2
gene-DEHA2C07370g	12683
gene-DEHA2C07392g	18
gene-DEHA2C07414g	306
gene-DEHA2C07436g	711
gene-DEHA2C07458g	4190
gene-DEHA2C07480g	5271
gene-DEHA2C07502g	17670
gene-DEHA2C07524g	1074
gene-DEHA2C07546g	6307
gene-DEHA2C07568g	3438
gene-DEHA2C07590g	2298
gene-DEHA2C07612g	5322
gene-DEHA2C07634g	23460
gene-DEHA2C07656g	4415
gene-DEHA2C07678g	3647
gene-DEHA2C07700g	4
gene-DEHA2C07722g	12919
gene-DEHA2C07744g	924
gene-DEHA2C07766g	1535
gene-DEHA2C07788g	4114
gene-DEHA2C07810g	1759
gene-DEHA2C07832g	8635
gene-DEHA2C07854g	1076
gene-DEHA2C07876g	1848
gene-DEHA2C07898g	3281
gene-DEHA2C07920g	16692
gene-DEHA2C07942g	3516
gene-DEHA2C07964g	10190
gene-DEHA2C07986g	669
gene-DEHA2C08008g	4321
gene-DEHA2C08030g	48778
gene-DEHA2C08052g	2020
gene-DEHA2C08074g	38195
gene-DEHA2C08096g	2475
gene-DEHA2C08118g	634
gene-DEHA2C08140g	1263
gene-DEHA2C08162r	0
gene-DEHA2C08184g	1816
gene-DEHA2C08206g	5638
gene-DEHA2C08228g	5470
gene-DEHA2C08250g	2373
gene-DEHA2C08272g	1604
gene-DEHA2C08294g	9843
gene-DEHA2C08316g	2156
gene-DEHA2C08338g	15107
gene-DEHA2C08360g	3831
gene-DEHA2C08382g	7366
gene-DEHA2C08404g	2245
gene-DEHA2C08426g	3453
gene-DEHA2C08448g	2736
gene-DEHA2C08470g	2748
gene-DEHA2C08492g	8844
gene-DEHA2C08514g	6212
