Geneid	RNA STAR on Control5: mapped.bam
gene-DEHA2C08580g	491
gene-DEHA2C08602g	5421
gene-DEHA2C08624g	52
gene-DEHA2C08646g	1458
gene-DEHA2C08668g	2258
gene-DEHA2C08690g	1814
gene-DEHA2C08712g	9574
gene-DEHA2C08734g	3093
gene-DEHA2C08756g	1636
gene-DEHA2C08778g	3658
gene-DEHA2C08800g	3266
gene-DEHA2C08822g	12517
gene-DEHA2C08844g	2110
gene-DEHA2C08866g	7242
gene-DEHA2C08888g	2008
gene-DEHA2C08910g	5572
gene-DEHA2C08932g	822
gene-DEHA2C08954g	1420
gene-DEHA2C08976g	11037
gene-DEHA2C08998g	2789
gene-DEHA2C09020g	2254
gene-DEHA2C09042g	5437
gene-DEHA2C09064g	2623
gene-DEHA2C09086g	526
gene-DEHA2C09108g	3052
gene-DEHA2C09130g	1854
gene-DEHA2C09152g	28566
gene-DEHA2C09174g	5
gene-DEHA2C09196g	5788
gene-DEHA2C09218g	7190
gene-DEHA2C09240g	8459
gene-DEHA2C09262g	833
gene-DEHA2C09284g	1127
gene-DEHA2C09306g	59861
gene-DEHA2C09328g	9246
gene-DEHA2C09350g	11401
gene-DEHA2C09372g	554
gene-DEHA2C09394g	4682
gene-DEHA2C09416g	1394
gene-DEHA2C09438g	987
gene-DEHA2C09460g	6851
gene-DEHA2C09482g	1667
gene-DEHA2C09504g	2783
gene-DEHA2C09526g	5099
gene-DEHA2C09548g	2542
gene-DEHA2C09570g	3679
gene-DEHA2C09592g	316
gene-DEHA2C09614g	13188
gene-DEHA2C09636g	1574
gene-DEHA2C09658g	17274
gene-DEHA2C09680g	5092
gene-DEHA2C09702g	8586
gene-DEHA2C09724g	3116
gene-DEHA2C09746g	2901
gene-DEHA2C09768g	1187
gene-DEHA2C09790r	55
gene-DEHA2C09812g	2487
gene-DEHA2C09834g	2614
gene-DEHA2C09856g	3626
gene-DEHA2C09878g	2334
gene-DEHA2C09900g	4377
gene-DEHA2C09922g	2992
gene-DEHA2C09944r	0
gene-DEHA2C09966g	4962
gene-DEHA2C09988g	2308
gene-DEHA2C10010g	2721
gene-DEHA2C10032g	625
gene-DEHA2C10054g	18008
gene-DEHA2C10076g	1610
gene-DEHA2C10098g	1592
gene-DEHA2C10120g	5358
gene-DEHA2C10142g	2153
gene-DEHA2C10164g	2517
gene-DEHA2C10186g	2265
gene-DEHA2C10208r	1
gene-DEHA2C10230r	1
gene-DEHA2C10252g	22
gene-DEHA2C10274g	22983
gene-DEHA2C10296g	7186
gene-DEHA2C10318g	2832
gene-DEHA2C10340g	1479
gene-DEHA2C10362g	658
gene-DEHA2C10384g	2203
gene-DEHA2C10406g	1773
gene-DEHA2C10428g	4066
gene-DEHA2C10450g	4359
gene-DEHA2C10472g	6622
gene-DEHA2C10494g	6559
gene-DEHA2C10516g	966
gene-DEHA2C10538g	4786
gene-DEHA2C10560g	1470
gene-DEHA2C10582g	4983
gene-DEHA2C10604g	1837
gene-DEHA2C10626g	1387
gene-DEHA2C10648g	9801
gene-DEHA2C10670g	4754
gene-DEHA2C10692g	7652
gene-DEHA2C10714g	1245
gene-DEHA2C10736g	4965
gene-DEHA2C10758g	11337
gene-DEHA2C10780r	5
gene-DEHA2C10802g	75
gene-DEHA2C10824g	2
gene-DEHA2C10846g	9074
gene-DEHA2C10868g	2319
gene-DEHA2C10890g	2540
gene-DEHA2C10912g	4693
gene-DEHA2C10934g	6375
gene-DEHA2C10956g	10670
gene-DEHA2C10978g	4436
gene-DEHA2C11000g	6971
gene-DEHA2C11022g	4074
gene-DEHA2C11044g	2414
gene-DEHA2C11066g	1632
gene-DEHA2C11088g	659
gene-DEHA2C11110g	5314
gene-DEHA2C11286g	3158
gene-DEHA2C11352g	215
gene-DEHA2C11374g	1341
gene-DEHA2C11396g	1196
gene-DEHA2C11418g	3207
gene-DEHA2C11440g	9699
gene-DEHA2C11462g	4308
gene-DEHA2C11484g	4976
gene-DEHA2C11506g	2114
gene-DEHA2C11528g	1644
gene-DEHA2C11550g	4337
gene-DEHA2C11572g	6100
gene-DEHA2C11594g	1786
gene-DEHA2C11616g	5159
gene-DEHA2C11638g	7402
gene-DEHA2C11660g	3177
gene-DEHA2C11682g	1538
gene-DEHA2C11704g	4869
gene-DEHA2C11726r	25
gene-DEHA2C11748g	2559
gene-DEHA2C11770g	7795
gene-DEHA2C11792g	36604
gene-DEHA2C11814g	39316
gene-DEHA2C11836g	275
gene-DEHA2C11858g	2186
gene-DEHA2C11880g	1761
gene-DEHA2C11902g	2359
gene-DEHA2C11924g	2302
gene-DEHA2C11946g	19475
gene-DEHA2C11968g	10416
gene-DEHA2C11990g	621
gene-DEHA2C12012g	3934
gene-DEHA2C12034g	20571
gene-DEHA2C12056g	1097
gene-DEHA2C12078g	4233
gene-DEHA2C12100g	4443
gene-DEHA2C12122g	9396
gene-DEHA2C12144g	5150
gene-DEHA2C12166g	8067
gene-DEHA2C12188g	6
gene-DEHA2C12210g	1724
gene-DEHA2C12243g2	0
gene-DEHA2C12254g	4444
gene-DEHA2C12276g	351
gene-DEHA2C12298g	3567
gene-DEHA2C12320g	190
gene-DEHA2C12342g	4300
gene-DEHA2C12364g	1337
gene-DEHA2C12386g	1658
gene-DEHA2C12408g	3970
gene-DEHA2C12430g	8155
gene-DEHA2C12452g	2402
gene-DEHA2C12474g	3689
gene-DEHA2C12496g	2495
gene-DEHA2C12518g	2852
gene-DEHA2C12540g	5223
gene-DEHA2C12562g	2191
gene-DEHA2C12584g	3056
gene-DEHA2C12606g	4966
gene-DEHA2C12628g	6039
gene-DEHA2C12650g	1284
gene-DEHA2C12672g	832
gene-DEHA2C12694g	1510
gene-DEHA2C12716g	66
gene-DEHA2C12738g	9091
gene-DEHA2C12760g	10903
gene-DEHA2C12782g	4178
gene-DEHA2C12804g	1575
gene-DEHA2C12826g	5673
gene-DEHA2C12848g	7394
gene-DEHA2C12870g	1320
gene-DEHA2C12892g	1977
gene-DEHA2C12914g	1598
gene-DEHA2C12936g	7659
gene-DEHA2C12958g	19
gene-DEHA2C12980g	53821
gene-DEHA2C13002g	7537
gene-DEHA2C13024g	1384
gene-DEHA2C13046g	12411
gene-DEHA2C13068g	3232
gene-DEHA2C13090g	1456
gene-DEHA2C13112g	32052
gene-DEHA2C13134g	1133
gene-DEHA2C13156g	3162
gene-DEHA2C13178g	5331
gene-DEHA2C13200g	4528
gene-DEHA2C13222g	26878
gene-DEHA2C13244g	5959
gene-DEHA2C13266g	3961
gene-DEHA2C13288g	11051
gene-DEHA2C13310g	8540
gene-DEHA2C13332g	1369
gene-DEHA2C13354g	2355
gene-DEHA2C13376g	5262
gene-DEHA2C13398g	11253
gene-DEHA2C13420g	517
gene-DEHA2C13442g	3867
gene-DEHA2C13464g	4782
gene-DEHA2C13486g	9864
gene-DEHA2C13508g	2455
gene-DEHA2C13541g2	490
gene-DEHA2C13552g	3969
gene-DEHA2C13574g	1659
gene-DEHA2C13596g	2076
gene-DEHA2C13618g	653
gene-DEHA2C13640g	685
gene-DEHA2C13662g	9660
gene-DEHA2C13684g	12078
gene-DEHA2C13706g	4421
gene-DEHA2C13728g	1428
gene-DEHA2C13750g	3068
gene-DEHA2C13772g	9495
gene-DEHA2C13794g	6905
gene-DEHA2C13816g	1129
gene-DEHA2C13838g	3179
gene-DEHA2C13860g	10126
gene-DEHA2C13882g	45389
gene-DEHA2C13904g	5187
gene-DEHA2C13926g	3041
gene-DEHA2C13948g	4932
gene-DEHA2C13970g	4710
gene-DEHA2C13992g	4272
gene-DEHA2C14014g	3200
gene-DEHA2C14036g	686
gene-DEHA2C14058g	16183
gene-DEHA2C14080g	6643
gene-DEHA2C14102g	99
gene-DEHA2C14124g	3726
gene-DEHA2C14146g	8617
gene-DEHA2C14168g	3284
gene-DEHA2C14190g	8135
gene-DEHA2C14212g	2128
gene-DEHA2C14234g	7963
gene-DEHA2C14256g	857
gene-DEHA2C14278g	5025
gene-DEHA2C14300g	1231
gene-DEHA2C14322g	2801
gene-DEHA2C14344g	4594
gene-DEHA2C14366g	3657
gene-DEHA2C14388g	6555
gene-DEHA2C14410r	0
gene-DEHA2C14432g	224
gene-DEHA2C14454g	81
gene-DEHA2C14476g	24
gene-DEHA2C14498g	73
gene-DEHA2C14520g	391
gene-DEHA2C14542g	1693
gene-DEHA2C14564g	4692
gene-DEHA2C14586g	4362
gene-DEHA2C14608g	3929
gene-DEHA2C14630g	6058
gene-DEHA2C14652g	5989
gene-DEHA2C14674g	3581
gene-DEHA2C14696g	7220
gene-DEHA2C14718g	2717
gene-DEHA2C14740g	2203
gene-DEHA2C14762g	7181
gene-DEHA2C14784g	1045
gene-DEHA2C14806g	171
gene-DEHA2C14828g	2139
gene-DEHA2C14850g	4027
gene-DEHA2C14872g	6308
gene-DEHA2C14894g	1088
gene-DEHA2C14916g	2623
gene-DEHA2C14938g	9193
gene-DEHA2C14960g	3886
gene-DEHA2C14982g	1792
gene-DEHA2C15004g	4928
gene-DEHA2C15026g	7208
gene-DEHA2C15048g	3761
gene-DEHA2C15070g	2973
gene-DEHA2C15092g	1827
gene-DEHA2C15114g	1162
gene-DEHA2C15136g	2540
gene-DEHA2C15158g	297
gene-DEHA2C15180g	942
gene-DEHA2C15202g	11605
gene-DEHA2C15224g	4039
gene-DEHA2C15246g	1318
gene-DEHA2C15268g	4422
gene-DEHA2C15290g	3695
gene-DEHA2C15312g	6969
gene-DEHA2C15334g	11489
gene-DEHA2C15356g	1740
gene-DEHA2C15378g	9414
gene-DEHA2C15400g	665
gene-DEHA2C15422g	1883
gene-DEHA2C15444g	3641
gene-DEHA2C15466g	618
gene-DEHA2C15488g	5293
gene-DEHA2C15510g	2050
gene-DEHA2C15532g	15469
gene-DEHA2C15554r	0
gene-DEHA2C15576r	1
gene-DEHA2C15598g	76
gene-DEHA2C15620g	3421
gene-DEHA2C15642g	1700
gene-DEHA2C15664g	5398
gene-DEHA2C15686g	9132
gene-DEHA2C15708g	601
gene-DEHA2C15730g	2194
gene-DEHA2C15752g	2623
gene-DEHA2C15774g	4471
gene-DEHA2C15796g	2845
gene-DEHA2C15818g	22849
gene-DEHA2C15840g	1244
gene-DEHA2C15862g	4807
gene-DEHA2C15884g	7934
gene-DEHA2C15906g	1696
gene-DEHA2C15928g	3087
gene-DEHA2C15950g	1166
gene-DEHA2C15972g	4535
gene-DEHA2C15994g	5356
gene-DEHA2C16016g	3318
gene-DEHA2C16038g	10746
gene-DEHA2C16060g	6173
gene-DEHA2C16082g	2148
gene-DEHA2C16104g	2000
gene-DEHA2C16126g	1349
gene-DEHA2C16148g	3655
gene-DEHA2C16170g	3790
gene-DEHA2C16192g	8920
gene-DEHA2C16214g	7302
gene-DEHA2C16236g	3992
gene-DEHA2C16258g	2580
gene-DEHA2C16280g	9297
gene-DEHA2C16302g	1227
gene-DEHA2C16324g	6759
gene-DEHA2C16346g	5165
gene-DEHA2C16368g	2189
gene-DEHA2C16390g	3590
gene-DEHA2C16412g	898
gene-DEHA2C16434g	2933
gene-DEHA2C16456g	1401
gene-DEHA2C16478g	7970
gene-DEHA2C16500g	3143
gene-DEHA2C16522r	5
gene-DEHA2C16544g	2656
gene-DEHA2C16566g	5726
gene-DEHA2C16588g	662
gene-DEHA2C16610g	3525
gene-DEHA2C16632g	6253
gene-DEHA2C16654g	6571
gene-DEHA2C16676g	9482
gene-DEHA2C16698g	7722
gene-DEHA2C16720g	51
gene-DEHA2C16742g	8077
gene-DEHA2C16764g	3667
gene-DEHA2C16786g	1506
gene-DEHA2C16808g	4950
gene-DEHA2C16830g	3855
gene-DEHA2C16852g	11854
gene-DEHA2C16874g	2012
gene-DEHA2C16896g	3901
gene-DEHA2C16918g	5584
gene-DEHA2C16940g	1368
gene-DEHA2C16962g	1344
gene-DEHA2C16984g	4229
gene-DEHA2C17006g	2255
gene-DEHA2C17028g	7733
gene-DEHA2C17050g	1217
gene-DEHA2C17072g	2288
gene-DEHA2C17094r	0
gene-DEHA2C17116g	3221
gene-DEHA2C17138g	2460
gene-DEHA2C17160g	3776
gene-DEHA2C17182g	951
gene-DEHA2C17204g	2991
gene-DEHA2C17226g	8533
gene-DEHA2C17248g	2639
gene-DEHA2C17270g	2803
gene-DEHA2C17292g	2317
gene-DEHA2C17314g	3577
gene-DEHA2C17336g	3235
gene-DEHA2C17358g	16463
gene-DEHA2C17380g	3774
gene-DEHA2C17402g	19572
gene-DEHA2C17424g	715
gene-DEHA2C17446g	2859
gene-DEHA2C17468g	2878
gene-DEHA2C17490g	4623
gene-DEHA2C17512g	3680
gene-DEHA2C17534g	3112
gene-DEHA2C17556g	1019
gene-DEHA2C17578g	2554
gene-DEHA2C17600g	1871
gene-DEHA2C17622g	1225
gene-DEHA2C17644g	28
gene-DEHA2C17666g	112
gene-DEHA2C17688g	2
gene-DEHA2C17710g	12
gene-DEHA2C17732g	15
gene-DEHA2C17754g	449
gene-DEHA2C17776g	2
gene-DEHA2C17798g	15
gene-DEHA2C17820g	362
gene-DEHA2C17842g	505
gene-DEHA2C17864g	969
gene-DEHA2C17886g	723
gene-DEHA2C17908g	193
gene-DEHA2C17930g	277
gene-DEHA2D00110g	0
gene-DEHA2D00132g	32203
gene-DEHA2D00154g	422
gene-DEHA2D00176g	277
gene-DEHA2D00198g	394
gene-DEHA2D00220g	118
gene-DEHA2D00242g	68
gene-DEHA2D00264g	2
gene-DEHA2D00286g	0
gene-DEHA2D00308g	2
gene-DEHA2D00330g	80
gene-DEHA2D00352g	40
gene-DEHA2D00374g	2
gene-DEHA2D00396g	0
gene-DEHA2D00418g	0
gene-DEHA2D00440g	2
gene-DEHA2D00462g	0
gene-DEHA2D00484g	1
gene-DEHA2D00506g	5
gene-DEHA2D00528g	2
gene-DEHA2D00550g	6
gene-DEHA2D00572g	0
gene-DEHA2D00594g	0
gene-DEHA2D00616g	0
gene-DEHA2D00638g	986
gene-DEHA2D00660g	1500
gene-DEHA2D00682g	63
gene-DEHA2D00704g	1
gene-DEHA2D00726g	2
gene-DEHA2D00748g	3128
gene-DEHA2D00770g	725
gene-DEHA2D00792g	55
gene-DEHA2D00814g	1239
gene-DEHA2D00836g	141
gene-DEHA2D00858g	0
gene-DEHA2D00880g	20
gene-DEHA2D00902g	4
gene-DEHA2D00924g	48247
gene-DEHA2D00946g	45
gene-DEHA2D00968g	2976
gene-DEHA2D00990g	2864
gene-DEHA2D01012g	1270
gene-DEHA2D01034g	3013
gene-DEHA2D01056g	292
gene-DEHA2D01078g	1330
gene-DEHA2D01100g	1777
gene-DEHA2D01122g	796
gene-DEHA2D01144g	929
gene-DEHA2D01166g	487
gene-DEHA2D01188g	15
gene-DEHA2D01210g	27594
gene-DEHA2D01232g	921
gene-DEHA2D01254g	716
gene-DEHA2D01276g	7147
gene-DEHA2D01298g	318
gene-DEHA2D01320g	1250
gene-DEHA2D01342g	1182
gene-DEHA2D01364g	259
gene-DEHA2D01386g	142
gene-DEHA2D01408g	1044
gene-DEHA2D01430g	3829
gene-DEHA2D01452g	874
gene-DEHA2D01474g	929
gene-DEHA2D01496g	3565
gene-DEHA2D01518g	5912
gene-DEHA2D01540g	1842
gene-DEHA2D01562g	3171
gene-DEHA2D01584g	3421
gene-DEHA2D01606g	4258
gene-DEHA2D01628g	2151
gene-DEHA2D01650g	1627
gene-DEHA2D01672g	4453
gene-DEHA2D01694g	3429
gene-DEHA2D01716g	5217
gene-DEHA2D01738g	2534
gene-DEHA2D01760g	1409
gene-DEHA2D01782g	1112
gene-DEHA2D01804g	1594
gene-DEHA2D01826g	3898
gene-DEHA2D01848g	663
gene-DEHA2D01870r	0
gene-DEHA2D01892g	13081
gene-DEHA2D01914g	654
gene-DEHA2D01936g	11454
gene-DEHA2D01958g	2881
gene-DEHA2D01980r	1
gene-DEHA2D02002g	1267
gene-DEHA2D02024g	3713
gene-DEHA2D02046g	465
gene-DEHA2D02068g	214
gene-DEHA2D02090g	2662
gene-DEHA2D02112g	6468
gene-DEHA2D02134g	3277
gene-DEHA2D02156g	1430
gene-DEHA2D02178g	3362
gene-DEHA2D02200g	7248
gene-DEHA2D02222g	6052
gene-DEHA2D02244g	5287
gene-DEHA2D02266g	9509
gene-DEHA2D02288g	1880
gene-DEHA2D02310g	3157
gene-DEHA2D02332g	306817
gene-DEHA2D02354g	1931
gene-DEHA2D02376g	51015
gene-DEHA2D02398g	2856
gene-DEHA2D02420g	5900
gene-DEHA2D02442g	15435
gene-DEHA2D02464g	218
gene-DEHA2D02486g	35
gene-DEHA2D02508g	4534
gene-DEHA2D02530g	1183
gene-DEHA2D02552g	6021
gene-DEHA2D02574g	2617
gene-DEHA2D02596g	675
gene-DEHA2D02618g	3148
gene-DEHA2D02640g	4370
gene-DEHA2D02662g	2892
gene-DEHA2D02684g	5043
gene-DEHA2D02706g	3560
gene-DEHA2D02728g	2289
gene-DEHA2D02750g	203
gene-DEHA2D02772g	560
gene-DEHA2D02794g	4049
gene-DEHA2D02816g	46018
gene-DEHA2D02838g	7425
gene-DEHA2D02860g	2585
gene-DEHA2D02882g	1289
gene-DEHA2D02904g	3420
gene-DEHA2D02926g	3954
gene-DEHA2D02948g	3813
gene-DEHA2D02970g	508
gene-DEHA2D02992g	5323
gene-DEHA2D03014g	5115
gene-DEHA2D03036g	13331
gene-DEHA2D03058g	1642
gene-DEHA2D03080g	204
gene-DEHA2D03102g	358
gene-DEHA2D03124g	8359
gene-DEHA2D03146g	4754
gene-DEHA2D03168g	36
gene-DEHA2D03190g	735
gene-DEHA2D03212g	12683
gene-DEHA2D03234g	538
gene-DEHA2D03256g	2032
gene-DEHA2D03278g	1855
gene-DEHA2D03300g	2606
gene-DEHA2D03322g	2572
gene-DEHA2D03344g	378
gene-DEHA2D03366g	1175
gene-DEHA2D03388g	3322
gene-DEHA2D03410g	3873
gene-DEHA2D03432g	2247
gene-DEHA2D03454g	664
gene-DEHA2D03476g	4
gene-DEHA2D03498g	1143
gene-DEHA2D03520g	976
gene-DEHA2D03542g	2
gene-DEHA2D03564g	2163
gene-DEHA2D03586g	28
gene-DEHA2D03608g	7460
gene-DEHA2D03630g	1026
gene-DEHA2D03652g	1896
gene-DEHA2D03674g	2478
gene-DEHA2D03696g	6742
gene-DEHA2D03718g	15481
gene-DEHA2D03740g	391
gene-DEHA2D03762g	3215
gene-DEHA2D03784g	2834
gene-DEHA2D03806g	701
gene-DEHA2D03828g	2444
gene-DEHA2D03850g	3517
gene-DEHA2D03872g	1180
gene-DEHA2D03894g	1021
gene-DEHA2D03916g	4980
gene-DEHA2D03938g	2910
gene-DEHA2D03960g	17733
gene-DEHA2D03982g	3361
gene-DEHA2D04004g	641
gene-DEHA2D04026g	3144
gene-DEHA2D04048g	1276
gene-DEHA2D04070g	422
gene-DEHA2D04092g	4095
gene-DEHA2D04114g	4883
gene-DEHA2D04136g	8545
gene-DEHA2D04158g	6298
gene-DEHA2D04180g	1963
gene-DEHA2D04202g	7508
gene-DEHA2D04224r	0
gene-DEHA2D04246g	1133
gene-DEHA2D04268g	7096
gene-DEHA2D04290g	2442
gene-DEHA2D04312g	5053
gene-DEHA2D04334r	1
gene-DEHA2D04356g	22
gene-DEHA2D04378g	127
gene-DEHA2D04400g	5750
gene-DEHA2D04422g	924
gene-DEHA2D04444g	5640
gene-DEHA2D04466g	5857
gene-DEHA2D04488g	6181
gene-DEHA2D04510g	7957
gene-DEHA2D04532r	0
gene-DEHA2D04554g	24127
gene-DEHA2D04576g	1806
gene-DEHA2D04598g	2265
gene-DEHA2D04620g	2940
gene-DEHA2D04642g	26894
gene-DEHA2D04664g	567
gene-DEHA2D04686g	2032
gene-DEHA2D04708g	17001
gene-DEHA2D04730g	2702
gene-DEHA2D04752r	0
gene-DEHA2D04774r	1
gene-DEHA2D04796g	6860
gene-DEHA2D04818g	1596
gene-DEHA2D04840r	1
gene-DEHA2D04862r	1
gene-DEHA2D04884g	1085
gene-DEHA2D04906g	1486
gene-DEHA2D04928g	2720
gene-DEHA2D04950g	1265
gene-DEHA2D04972g	3754
gene-DEHA2D04994g	1703
gene-DEHA2D05016g	2575
gene-DEHA2D05038g	1249
gene-DEHA2D05060g	3164
gene-DEHA2D05082g	3334
gene-DEHA2D05104g	1570
gene-DEHA2D05126g	5709
gene-DEHA2D05148g	1534
gene-DEHA2D05170g	1318
gene-DEHA2D05192g	3632
gene-DEHA2D05214g	2520
gene-DEHA2D05236g	1632
gene-DEHA2D05258g	2
gene-DEHA2D05280g	1
gene-DEHA2D05302g	122
gene-DEHA2D05324g	1343
gene-DEHA2D05346g	24579
gene-DEHA2D05368g	3232
gene-DEHA2D05390g	9059
gene-DEHA2D05412g	56781
gene-DEHA2D05434g	4162
gene-DEHA2D05456g	3987
gene-DEHA2D05478g	2853
gene-DEHA2D05500g	2822
gene-DEHA2D05522g	1987
gene-DEHA2D05544g	14459
gene-DEHA2D05566g	1127
gene-DEHA2D05588g	1490
gene-DEHA2D05610g	5147
gene-DEHA2D05632g	3332
gene-DEHA2D05654g	15337
gene-DEHA2D05676g	6031
gene-DEHA2D05698g	9296
gene-DEHA2D05720g	782
gene-DEHA2D05742g	2145
gene-DEHA2D05764g	3664
gene-DEHA2D05786g	2389
gene-DEHA2D05808g	55
gene-DEHA2D05830g	0
gene-DEHA2D06061g	3
gene-DEHA2D06116g	106
gene-DEHA2D06138g	9168
gene-DEHA2D06160g	67839
gene-DEHA2D06182g	13550
gene-DEHA2D06204g	1712
gene-DEHA2D06226g	4862
gene-DEHA2D06248r	0
gene-DEHA2D06270g	662
gene-DEHA2D06292g	15855
gene-DEHA2D06314g	78
gene-DEHA2D06336g	6097
gene-DEHA2D06358g	2222
gene-DEHA2D06380g	14602
gene-DEHA2D06402g	13105
gene-DEHA2D06424g	9501
gene-DEHA2D06446g	1248
gene-DEHA2D06468g	1141
gene-DEHA2D06490g	4062
gene-DEHA2D06512g	3038
gene-DEHA2D06534g	3585
gene-DEHA2D06556g	4006
gene-DEHA2D06578g	2685
gene-DEHA2D06600g	1717
gene-DEHA2D06622g	28925
gene-DEHA2D06644g	850
gene-DEHA2D06666g	15
gene-DEHA2D06688g	2648
gene-DEHA2D06710g	434
gene-DEHA2D06732g	1099
gene-DEHA2D06754g	3579
gene-DEHA2D06776g	110
gene-DEHA2D06798g	3385
gene-DEHA2D06820g	11023
gene-DEHA2D06842g	6474
gene-DEHA2D06864g	8614
gene-DEHA2D06886g	5634
gene-DEHA2D06908g	4631
gene-DEHA2D06930g	3000
gene-DEHA2D06952g	34348
gene-DEHA2D06974g	1906
gene-DEHA2D06996g	2585
gene-DEHA2D07018g	557
gene-DEHA2D07040g	1531
gene-DEHA2D07062g	5473
gene-DEHA2D07084g	42165
gene-DEHA2D07106g	231
gene-DEHA2D07128g	5371
gene-DEHA2D07150r	3
gene-DEHA2D07172g	2553
gene-DEHA2D07194g	1538
gene-DEHA2D07216g	1103
gene-DEHA2D07238g	4655
gene-DEHA2D07260r	1
gene-DEHA2D07282g	1940
gene-DEHA2D07304g	5558
gene-DEHA2D07326g	759
gene-DEHA2D07348g	8668
gene-DEHA2D07370g	2392
gene-DEHA2D07392g	5519
gene-DEHA2D07414g	3152
gene-DEHA2D07436g	4076
gene-DEHA2D07458g	5490
gene-DEHA2D07480g	816
gene-DEHA2D07502g	3666
gene-DEHA2D07524g	1176
gene-DEHA2D07546g	176
gene-DEHA2D07568g	13002
gene-DEHA2D07590r	0
gene-DEHA2D07612g	532
gene-DEHA2D07634g	4442
gene-DEHA2D07656g	952
gene-DEHA2D07678g	4227
gene-DEHA2D07700g	1837
gene-DEHA2D07722g	953
gene-DEHA2D07744g	1014
gene-DEHA2D07766g	1802
gene-DEHA2D07788g	3349
gene-DEHA2D07810r	0
gene-DEHA2D07832g	6389
gene-DEHA2D07854g	2726
gene-DEHA2D07876g	5496
gene-DEHA2D07898g	4361
gene-DEHA2D07920g	1180
gene-DEHA2D07942g	11252
gene-DEHA2D07964g	14465
gene-DEHA2D07986g	2039
gene-DEHA2D08008g	5104
gene-DEHA2D08030g	2776
gene-DEHA2D08052g	7251
gene-DEHA2D08074g	3210
gene-DEHA2D08096g	9444
gene-DEHA2D08118g	952
gene-DEHA2D08140g	1702
gene-DEHA2D08162g	1478
gene-DEHA2D08184g	3347
gene-DEHA2D08206g	3095
gene-DEHA2D08228g	2354
gene-DEHA2D08250g	807
gene-DEHA2D08272g	3140
gene-DEHA2D08294g	222
gene-DEHA2D08316g	1345
gene-DEHA2D08338g	1279
gene-DEHA2D08360g	504
gene-DEHA2D08382g	4
gene-DEHA2D08404g	1624
gene-DEHA2D08426g	4371
gene-DEHA2D08448g	23
gene-DEHA2D08470g	1354
gene-DEHA2D08492g	1941
gene-DEHA2D08514g	6253
gene-DEHA2D08536g	23724
gene-DEHA2D08558g	7091
gene-DEHA2D08580g	1670
gene-DEHA2D08602g	639
gene-DEHA2D08624g	2092
gene-DEHA2D08646g	77
gene-DEHA2D08668g	0
gene-DEHA2D08690g	293
gene-DEHA2D08712r	233
gene-DEHA2D08734g	3674
gene-DEHA2D08756g	2264
gene-DEHA2D08778g	4341
gene-DEHA2D08800g	12893
gene-DEHA2D08822g	4068
gene-DEHA2D08844g	5243
gene-DEHA2D08866g	4199
gene-DEHA2D08888g	1879
gene-DEHA2D08910g	7983
gene-DEHA2D08932g	2625
gene-DEHA2D08954g	13279
gene-DEHA2D08976g	1423
gene-DEHA2D08998g	2690
gene-DEHA2D09020g	5880
gene-DEHA2D09042g	4770
gene-DEHA2D09064g	1865
gene-DEHA2D09086g	3758
gene-DEHA2D09108g	2668
gene-DEHA2D09130g	3971
gene-DEHA2D09152g	1228
gene-DEHA2D09174g	5954
gene-DEHA2D09196g	6397
gene-DEHA2D09218g	7465
gene-DEHA2D09240g	940
gene-DEHA2D09262g	1428
gene-DEHA2D09284g	0
gene-DEHA2D09306g	3459
gene-DEHA2D09328g	1000
gene-DEHA2D09350g	5070
gene-DEHA2D09372g	4007
gene-DEHA2D09394g	4340
gene-DEHA2D09416g	8528
gene-DEHA2D09438g	16322
gene-DEHA2D09460g	22121
gene-DEHA2D09482g	2989
gene-DEHA2D09504g	2454
gene-DEHA2D09526g	801
gene-DEHA2D09548g	4159
gene-DEHA2D09570g	2189
gene-DEHA2D09592g	8205
gene-DEHA2D09614g	2224
gene-DEHA2D09636g	13166
gene-DEHA2D09658g	5519
gene-DEHA2D09680g	79
gene-DEHA2D09702g	749
gene-DEHA2D09724g	1596
gene-DEHA2D09746g	63
gene-DEHA2D09768g	2252
gene-DEHA2D09790g	2678
gene-DEHA2D09812g	1813
gene-DEHA2D09834g	4526
gene-DEHA2D09856g	3253
gene-DEHA2D09878g	322
gene-DEHA2D09900g	2413
gene-DEHA2D09922g	9925
gene-DEHA2D09944g	1385
gene-DEHA2D09966g	9457
gene-DEHA2D09988g	3445
gene-DEHA2D10010g	2416
gene-DEHA2D10032g	3255
gene-DEHA2D10054g	5717
gene-DEHA2D10076g	5252
gene-DEHA2D10098g	1141
gene-DEHA2D10120g	4505
gene-DEHA2D10142g	771
gene-DEHA2D10164g	111
gene-DEHA2D10186g	14529
gene-DEHA2D10208g	12082
gene-DEHA2D10230g	2628
gene-DEHA2D10252g	2632
gene-DEHA2D10274g	1020
gene-DEHA2D10296g	3569
gene-DEHA2D10318g	1617
gene-DEHA2D10340g	4225
gene-DEHA2D10362g	1084
gene-DEHA2D10384g	3092
gene-DEHA2D10406g	71296
gene-DEHA2D10428g	5072
gene-DEHA2D10450g	1267
gene-DEHA2D10472g	4364
gene-DEHA2D10494r	0
gene-DEHA2D10516g	2953
gene-DEHA2D10538g	1662
gene-DEHA2D10560g	4615
gene-DEHA2D10582g	11874
gene-DEHA2D10604g	5809
gene-DEHA2D10626g	9694
gene-DEHA2D10648g	3221
