category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p.adjust.over_represented	p.adjust.under_represented
dhaM00168	1	0.965681541560598	0	3	1	1
dhaM00170	1	0.94692815434329	0	5	1	1
dhaM00171	1	0.913834743195748	0	8	1	1
dhaM00173	1	0.945230839089243	0	6	1	1
dhaM00176	1	0.951961507461526	0	5	1	1
dhaM00307	1	0.95709570358076	0	4	1	1
dhaM00308	1	0.977596973089637	0	2	1	1
dhaM00338	1	0.978436390417212	0	2	1	1
dhaM00344	1	0.941249115238369	0	6	1	1
dhaM00345	1	0.977037669073832	0	3	1	1
dhaM00346	1	0.946763634299905	0	5	1	1
dhaM00357	1	0.982112634759511	0	2	1	1
dhaM00368	1	0.988901237861999	0	1	1	1
dhaM00373	1	0.989015648913435	0	1	1	1
dhaM00374	1	0.989015648913435	0	1	1	1
dhaM00375	1	0.989015648913435	0	1	1	1
dhaM00376	1	0.978684977731105	0	2	1	1
dhaM00377	1	0.980938806971325	0	2	1	1
dhaM00415	1	0.926156701084694	0	6	1	1
dhaM00432	1	0.961622428618759	0	4	1	1
dhaM00433	1	0.951822001131605	0	5	1	1
dhaM00525	1	0.978373158724263	0	2	1	1
dhaM00526	1	0.978373158724263	0	2	1	1
dhaM00527	1	0.978373158724263	0	2	1	1
dhaM00531	1	0.99466424393655	0	1	1	1
dhaM00532	1	0.885243170921063	0	11	1	1
dhaM00535	1	0.988893914377321	0	1	1	1
dhaM00546	1	0.949915814035301	0	4	1	1
dhaM00549	1	0.939004706358593	0	6	1	1
dhaM00552	1	0.977596973089637	0	2	1	1
dhaM00554	1	0.978338923487573	0	2	1	1
dhaM00565	1	0.991521063492326	0	1	1	1
dhaM00568	1	0.988203991228435	0	1	1	1
dhaM00570	1	0.916400600033891	0	8	1	1
dhaM00572	1	0.976147296558723	0	2	1	1
dhaM00573	1	0.989130335647373	0	1	1	1
dhaM00577	1	0.978391241993218	0	2	1	1
dhaM00580	1	0.986517063753883	0	1	1	1
dhaM00596	1	0.989494247688502	0	1	1	1
dhaM00609	1	0.988901237861999	0	1	1	1
dhaM00632	1	0.959190979784837	0	4	1	1
dhaM00740	1	0.960141196997859	0	4	1	1
dhaM00793	1	0.988722423941744	0	1	1	1
dhaM00840	1	0.984800011973325	0	1	1	1
dhaM00841	1	0.987005130826682	0	1	1	1
dhaM00842	1	0.987005130826682	0	1	1	1
dhaM00843	1	0.987005130826682	0	1	1	1
dhaM00844	1	0.95563863903715	0	4	1	1
dhaM00845	1	0.978439508052981	0	2	1	1
dhaM00849	1	0.950148379445861	0	5	1	1
dhaM00854	1	0.95194767573904	0	5	1	1
dhaM00868	1	0.923044290858956	0	7	1	1
dhaM00872	1	0.962304621599307	0	5	1	1
dhaM00873	1	0.918894338072719	0	6	1	1
dhaM00874	1	0.893000646414224	0	9	1	1
dhaM00892	1	0.913011193574466	0	8	1	1
dhaM00910	1	0.98781518928706	0	1	1	1
dhaM00917	1	0.956965236508064	0	4	1	1
