category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p.adjust.over_represented	p.adjust.under_represented
dha00270	1	0.66115092909651	0	41	1	0.999954711125831
dha00290	1	0.895404424604811	0	12	1	0.999954711125831
dha00300	1	0.900609573730757	0	12	1	0.999954711125831
dha00332	1	0.981061956844031	0	2	1	0.999954711125831
dha00350	1	0.839239168292317	0	18	1	0.999954711125831
dha00360	1	0.880727847109916	0	14	1	0.999954711125831
dha00400	1	0.817401034057238	0	20	1	0.999954711125831
dha00430	1	0.949205434131081	0	6	1	0.999954711125831
dha00440	1	0.971404333459632	0	3	1	0.999954711125831
dha00450	1	0.932117365512677	0	8	1	0.999954711125831
dha00460	1	0.927584404042273	0	9	1	0.999954711125831
dha00472	1	0.970676772496423	0	3	1	0.999954711125831
dha00480	1	0.790920599499489	0	25	1	0.999954711125831
dha00510	1	0.738729560501401	0	29	1	0.999954711125831
dha00515	1	0.966944162941262	0	5	1	0.999954711125831
dha00562	1	0.843584622788095	0	22	1	0.999954711125831
dha00563	1	0.810354448059887	0	22	1	0.999954711125831
dha00565	1	0.944329299241455	0	7	1	0.999954711125831
dha00590	1	0.978291500858769	0	3	1	0.999954711125831
dha00600	1	0.869476088168838	0	15	1	0.999954711125831
dha00630	1	0.772303890252323	0	27	1	0.999954711125831
dha00640	1	0.857837260654141	0	18	1	0.999954711125831
dha00650	1	0.876079252903162	0	14	1	0.999954711125831
dha00660	1	0.971975939172794	0	3	1	0.999954711125831
dha00670	1	0.881711221255867	0	13	1	0.999954711125831
dha00680	1	0.80110927689573	0	24	1	0.999954711125831
dha00740	1	0.883744162859359	0	10	1	0.999954711125831
dha00750	1	0.907740744496906	0	9	1	0.999954711125831
dha00780	1	0.952992318304854	0	5	1	0.999954711125831
dha00785	1	0.970436413852792	0	3	1	0.999954711125831
dha00791	1	0.98462843333865	0	2	1	0.999954711125831
dha00900	1	0.82721096095997	0	19	1	0.999954711125831
dha00909	1	0.981271901603539	0	2	1	0.999954711125831
dha00910	1	0.939645803119818	0	8	1	0.999954711125831
dha00920	1	0.885726987167884	0	13	1	0.999954711125831
dha01200	1	0.354292046934656	0	105	1	0.999954711125831
dha01210	1	0.747189861201703	0	32	1	0.999954711125831
dha01230	1	0.342205094388323	0	110	1	0.999954711125831
dha01501	1	0.995139362781923	0	1	1	0.999954711125831
dha03008	1	0.483896489468171	0	73	1	0.999954711125831
dha03013	1	0.408947778096165	0	89	1	0.999954711125831
dha03015	1	0.638969610830714	0	47	1	0.999954711125831
dha03018	1	0.575757251330061	0	55	1	0.999954711125831
dha03020	1	0.710758635265973	0	29	1	0.999954711125831
dha03022	1	0.720337071173049	0	32	1	0.999954711125831
dha03030	1	0.757493491960969	0	32	1	0.999954711125831
dha03040	1	0.36691718173215	0	84	1	0.999954711125831
dha03060	1	0.797705460885765	0	19	1	0.999954711125831
dha03410	1	0.838194153582841	0	19	1	0.999954711125831
dha03420	1	0.705438202932533	0	38	1	0.999954711125831
dha03430	1	0.844286799604065	0	20	1	0.999954711125831
dha03440	1	0.836965171139307	0	20	1	0.999954711125831
dha03450	1	0.95307206645024	0	7	1	0.999954711125831
dha04070	1	0.844263633586337	0	22	1	0.999954711125831
dha04111	1	0.43650204439462	0	103	1	0.999954711125831
dha04120	1	0.617857611235103	0	48	1	0.999954711125831
dha04130	1	0.789841185901572	0	19	1	0.999954711125831
dha04136	1	0.835298472799611	0	22	1	0.999954711125831
dha04138	1	0.533146410859592	0	74	1	0.999954711125831
dha04139	1	0.718308523935195	0	37	1	0.999954711125831
dha04141	1	0.474351243672303	0	80	1	0.999954711125831
dha04144	1	0.48560307214194	0	71	1	0.999954711125831
dha04145	1	0.694010138461558	0	34	1	0.999954711125831
dha04213	1	0.725754099845615	0	35	1	0.999954711125831
dha04392	1	0.944030449703551	0	7	1	0.999954711125831
dha03050	1	0.676118704879849	0	36	1	0.999954711125831
