category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p.adjust.over_represented	p.adjust.under_represented
dha04141	0.599040127088787	0.67999246525243	2	80	1	0.99999999905781
dha03013	0.65951704472831	0.615883370393313	2	89	1	0.99999999905781
dha04146	0.806301400619776	0.520632209593907	1	61	1	0.99999999905781
dha04144	0.848943357399922	0.44525108791048	1	71	1	0.99999999905781
dha04111	0.911427272824136	0.310525158728366	1	103	1	0.99999999905781
dha00970	0.999353674430207	0.00579434615673834	1	238	1	0.6953215388086
dha00051	1	0.355365118288166	0	37	1	0.99999999905781
dha00030	1	0.532514697039496	0	23	1	0.99999999905781
dha00052	1	0.659737451903554	0	17	1	0.99999999905781
dha00061	1	0.705286442690532	0	15	1	0.99999999905781
dha00072	1	0.9196650653991	0	3	1	0.99999999905781
dha00100	1	0.582333409881223	0	20	1	0.99999999905781
dha00190	1	0.0908922235039475	0	82	1	0.99999999905781
dha00230	1	0.25072293109499	0	51	1	0.99999999905781
dha00261	1	0.921159250804929	0	3	1	0.99999999905781
dha00332	1	0.944993237087796	0	2	1	0.99999999905781
dha00430	1	0.86209482238171	0	6	1	0.99999999905781
dha00440	1	0.917877554485409	0	3	1	0.99999999905781
dha00450	1	0.815441046308561	0	8	1	0.99999999905781
dha00472	1	0.916714089675802	0	3	1	0.99999999905781
dha00480	1	0.517599623273522	0	25	1	0.99999999905781
dha00511	1	0.924920540464713	0	4	1	0.99999999905781
dha00514	1	0.719037919282153	0	14	1	0.99999999905781
dha00515	1	0.905101890794428	0	5	1	0.99999999905781
dha00531	1	0.958443814057215	0	2	1	0.99999999905781
dha00562	1	0.59705289573986	0	22	1	0.99999999905781
dha00565	1	0.840924829333241	0	7	1	0.99999999905781
dha00590	1	0.93667121350337	0	3	1	0.99999999905781
dha00592	1	0.845245603650039	0	7	1	0.99999999905781
dha00600	1	0.665575949134073	0	15	1	0.99999999905781
dha00603	1	0.947543253200276	0	2	1	0.99999999905781
dha00604	1	0.950278319145289	0	2	1	0.99999999905781
dha00640	1	0.633527124148552	0	18	1	0.99999999905781
dha00650	1	0.681379485623281	0	14	1	0.99999999905781
dha00660	1	0.922267469097048	0	3	1	0.99999999905781
dha00670	1	0.710509399950286	0	13	1	0.99999999905781
dha00740	1	0.747567681847081	0	10	1	0.99999999905781
dha00760	1	0.568457948799965	0	20	1	0.99999999905781
dha00785	1	0.917606381051133	0	3	1	0.99999999905781
dha00791	1	0.954376664680514	0	2	1	0.99999999905781
dha00909	1	0.946119256099369	0	2	1	0.99999999905781
dha00910	1	0.82202689987502	0	8	1	0.99999999905781
dha01040	1	0.644366471190949	0	16	1	0.99999999905781
dha01501	1	0.983095991003631	0	1	1	0.99999999905781
dha02010	1	0.765248007214552	0	15	1	0.99999999905781
dha03008	1	0.151968821587324	0	73	1	0.99999999905781
dha03010	1	0.0221935056290294	0	124	1	0.99999999905781
dha03015	1	0.290598289423484	0	47	1	0.99999999905781
dha03018	1	0.246208391051735	0	55	1	0.99999999905781
dha03020	1	0.457401477071118	0	29	1	0.99999999905781
dha03022	1	0.423050483505683	0	32	1	0.99999999905781
dha03030	1	0.45634461381437	0	32	1	0.99999999905781
dha03050	1	0.359507764817063	0	36	1	0.99999999905781
dha03060	1	0.589061592809991	0	19	1	0.99999999905781
dha03420	1	0.383383203584643	0	38	1	0.99999999905781
dha03430	1	0.621786330435259	0	20	1	0.99999999905781
dha04070	1	0.607899373713077	0	22	1	0.99999999905781
dha04122	1	0.769837596822192	0	9	1	0.99999999905781
dha04130	1	0.569334888530015	0	19	1	0.99999999905781
dha04136	1	0.591663306479366	0	22	1	0.99999999905781
dha04213	1	0.403505411206527	0	35	1	0.99999999905781
dha04392	1	0.843012154590792	0	7	1	0.99999999905781
dha00460	1.00000000000001	0.802926590994595	0	9	1	0.99999999905781
